"Repeat","alpha","lamda2","rho_A.l.","rho_I.l."
18,0.38,0.64,0.655,0.6
18,0.38,0.66,0.682,0.533
18,0.38,0.68,0.681,0.595
18,0.38,0.7,0.534,0.625
18,0.38,0.72,0.639,0.56
18,0.38,0.74,0.69,0.49
18,0.38,0.76,0.582,0.494
18,0.38,0.78,0.687,0.539
18,0.38,0.8,0.66,0.606
18,0.38,0.82,0.706,0.528
18,0.38,0.84,0.707,0.577
18,0.38,0.86,0.678,0.569
18,0.38,0.88,0.624,0.492
18,0.38,0.9,0.651,0.604
18,0.38,0.92,0.667,0.554
18,0.38,0.94,0.692,0.562
18,0.38,0.96,0.669,0.534
18,0.38,0.98,0.694,0.554
18,0.38,1,0.671,0.56
18,0.4,0.02,0.604,0.582
18,0.4,0.04,0.614,0.593
18,0.4,0.06,0.712,0.568
18,0.4,0.08,0.606,0.533
18,0.4,0.1,0.674,0.524
18,0.4,0.12,0.637,0.5
18,0.4,0.14,0.639,0.51
18,0.4,0.16,0.685,0.503
18,0.4,0.18,0.66,0.552
18,0.4,0.2,0.644,0.493
18,0.4,0.22,0.719,0.543
18,0.4,0.24,0.627,0.604
18,0.4,0.26,0.671,0.597
18,0.4,0.28,0.658,0.465
18,0.4,0.3,0.685,0.564
18,0.4,0.32,0.619,0.519
18,0.4,0.34,0.605,0.571
18,0.4,0.36,0.659,0.537
18,0.4,0.38,0.633,0.497
18,0.4,0.4,0.689,0.48
18,0.4,0.42,0.689,0.508
18,0.4,0.44,0.592,0.562
18,0.4,0.46,0.627,0.553
18,0.4,0.48,0.707,0.486
18,0.4,0.5,0.647,0.51
18,0.4,0.52,0.589,0.551
18,0.4,0.54,0.632,0.613
18,0.4,0.56,0.547,0.59
18,0.4,0.58,0.623,0.541
18,0.4,0.6,0.619,0.504
18,0.4,0.62,0.576,0.586
18,0.4,0.64,0.65,0.52
18,0.4,0.66,0.63,0.57
18,0.4,0.68,0.61,0.55
18,0.4,0.7,0.651,0.579
18,0.4,0.72,0.698,0.547
18,0.4,0.74,0.619,0.515
18,0.4,0.76,0.697,0.556
18,0.4,0.78,0.599,0.449
18,0.4,0.8,0.604,0.485
18,0.4,0.82,0.695,0.559
18,0.4,0.84,0.671,0.542
18,0.4,0.86,0.697,0.464
18,0.4,0.88,0.698,0.568
18,0.4,0.9,0.674,0.45
18,0.4,0.92,0.677,0.393
18,0.4,0.94,0.651,0.497
18,0.4,0.96,0.693,0.453
18,0.4,0.98,0.598,0.49
18,0.4,1,0.703,0.576
18,0.42,0.02,0.691,0.549
18,0.42,0.04,0.64,0.52
18,0.42,0.06,0.563,0.528
18,0.42,0.08,0.694,0.526
18,0.42,0.1,0.705,0.471
18,0.42,0.12,0.612,0.549
18,0.42,0.14,0.631,0.574
18,0.42,0.16,0.66,0.468
18,0.42,0.18,0.631,0.52
18,0.42,0.2,0.669,0.572
18,0.42,0.22,0.604,0.545
18,0.42,0.24,0.678,0.518
18,0.42,0.26,0.679,0.518
18,0.42,0.28,0.66,0.486
18,0.42,0.3,0.62,0.533
18,0.42,0.32,0.671,0.397
18,0.42,0.34,0.664,0.568
18,0.42,0.36,0.609,0.562
18,0.42,0.38,0.626,0.57
18,0.42,0.4,0.596,0.573
18,0.42,0.42,0.654,0.527
18,0.42,0.44,0.668,0.455
18,0.42,0.46,0.622,0.541
18,0.42,0.48,0.591,0.554
18,0.42,0.5,0.615,0.542
18,0.42,0.52,0.675,0.53
18,0.42,0.54,0.674,0.54
18,0.42,0.56,0.696,0.492
18,0.42,0.58,0.672,0.573
18,0.42,0.6,0.639,0.558
18,0.42,0.62,0.552,0.573
18,0.42,0.64,0.689,0.504
18,0.42,0.66,0.704,0.547
18,0.42,0.68,0.625,0.511
18,0.42,0.7,0.686,0.585
18,0.42,0.72,0.641,0.523
18,0.42,0.74,0.632,0.554
18,0.42,0.76,0.712,0.56
18,0.42,0.78,0.577,0.525
18,0.42,0.8,0.63,0.567
18,0.42,0.82,0.65,0.586
18,0.42,0.84,0.608,0.557
18,0.42,0.86,0.624,0.509
18,0.42,0.88,0.638,0.49
18,0.42,0.9,0.694,0.492
18,0.42,0.92,0.678,0.481
18,0.42,0.94,0.632,0.549
18,0.42,0.96,0.619,0.589
18,0.42,0.98,0.628,0.506
18,0.42,1,0.644,0.536
18,0.44,0.02,0.653,0.572
18,0.44,0.04,0.702,0.507
18,0.44,0.06,0.527,0.566
18,0.44,0.08,0.621,0.545
18,0.44,0.1,0.612,0.598
18,0.44,0.12,0.616,0.581
18,0.44,0.14,0.65,0.579
18,0.44,0.16,0.593,0.536
18,0.44,0.18,0.678,0.547
18,0.44,0.2,0.704,0.549
18,0.44,0.22,0.658,0.585
18,0.44,0.24,0.676,0.602
18,0.44,0.26,0.642,0.573
18,0.44,0.28,0.615,0.611
18,0.44,0.3,0.596,0.578
18,0.44,0.32,0.601,0.532
18,0.44,0.34,0.671,0.528
18,0.44,0.36,0.604,0.547
18,0.44,0.38,0.686,0.432
18,0.44,0.4,0.693,0.525
18,0.44,0.42,0.654,0.516
18,0.44,0.44,0.678,0.521
18,0.44,0.46,0.621,0.508
18,0.44,0.48,0.638,0.482
18,0.44,0.5,0.681,0.547
18,0.44,0.52,0.667,0.508
18,0.44,0.54,0.708,0.605
18,0.44,0.56,0.698,0.553
18,0.44,0.58,0.637,0.525
18,0.44,0.6,0.696,0.486
18,0.44,0.62,0.662,0.613
18,0.44,0.64,0.601,0.591
18,0.44,0.66,0.616,0.623
18,0.44,0.68,0.677,0.498
18,0.44,0.7,0.657,0.442
18,0.44,0.72,0.626,0.535
18,0.44,0.74,0.63,0.531
18,0.44,0.76,0.672,0.456
18,0.44,0.78,0.649,0.557
18,0.44,0.8,0.664,0.558
18,0.44,0.82,0.617,0.565
18,0.44,0.84,0.668,0.532
18,0.44,0.86,0.665,0.49
18,0.44,0.88,0.593,0.517
18,0.44,0.9,0.711,0.483
18,0.44,0.92,0.677,0.607
18,0.44,0.94,0.675,0.508
18,0.44,0.96,0.594,0.583
18,0.44,0.98,0.713,0.511
18,0.44,1,0.61,0.539
18,0.46,0.02,0.702,0.517
18,0.46,0.04,0.619,0.5
18,0.46,0.06,0.626,0.555
18,0.46,0.08,0.634,0.479
18,0.46,0.1,0.568,0.598
18,0.46,0.12,0.646,0.515
18,0.46,0.14,0.692,0.575
18,0.46,0.16,0.662,0.522
18,0.46,0.18,0.642,0.568
18,0.46,0.2,0.593,0.575
18,0.46,0.22,0.64,0.541
18,0.46,0.24,0.598,0.566
18,0.46,0.26,0.667,0.57
18,0.46,0.28,0.639,0.567
18,0.46,0.3,0.717,0.491
18,0.46,0.32,0.636,0.589
18,0.46,0.34,0.685,0.527
18,0.46,0.36,0.665,0.473
18,0.46,0.38,0.659,0.571
18,0.46,0.4,0.679,0.528
18,0.46,0.42,0.649,0.519
18,0.46,0.44,0.63,0.543
18,0.46,0.46,0.635,0.535
18,0.46,0.48,0.596,0.575
18,0.46,0.5,0.641,0.521
18,0.46,0.52,0.67,0.459
18,0.46,0.54,0.564,0.472
18,0.46,0.56,0.671,0.586
18,0.46,0.58,0.629,0.586
18,0.46,0.6,0.637,0.473
18,0.46,0.62,0.587,0.593
18,0.46,0.64,0.614,0.574
18,0.46,0.66,0.677,0.482
18,0.46,0.68,0.493,0.6
18,0.46,0.7,0.679,0.542
18,0.46,0.72,0.64,0.502
18,0.46,0.74,0.642,0.555
18,0.46,0.76,0.661,0.539
18,0.46,0.78,0.655,0.529
18,0.46,0.8,0.646,0.55
18,0.46,0.82,0.637,0.534
18,0.46,0.84,0.629,0.497
18,0.46,0.86,0.704,0.541
18,0.46,0.88,0.612,0.53
18,0.46,0.9,0.567,0.565
18,0.46,0.92,0.631,0.508
18,0.46,0.94,0.632,0.537
18,0.46,0.96,0.654,0.433
18,0.46,0.98,0.685,0.467
18,0.46,1,0.594,0.531
18,0.48,0.02,0.571,0.581
18,0.48,0.04,0.659,0.548
18,0.48,0.06,0.684,0.504
18,0.48,0.08,0.626,0.52
18,0.48,0.1,0.564,0.469
18,0.48,0.12,0.578,0.545
18,0.48,0.14,0.706,0.477
18,0.48,0.16,0.629,0.588
18,0.48,0.18,0.555,0.594
18,0.48,0.2,0.62,0.518
18,0.48,0.22,0.636,0.507
18,0.48,0.24,0.62,0.442
18,0.48,0.26,0.622,0.488
18,0.48,0.28,0.594,0.518
18,0.48,0.3,0.585,0.607
18,0.48,0.32,0.676,0.482
18,0.48,0.34,0.594,0.533
18,0.48,0.36,0.637,0.567
18,0.48,0.38,0.632,0.532
18,0.48,0.4,0.613,0.513
18,0.48,0.42,0.661,0.552
18,0.48,0.44,0.604,0.564
18,0.48,0.46,0.581,0.545
18,0.48,0.48,0.632,0.497
18,0.48,0.5,0.663,0.509
18,0.48,0.52,0.508,0.587
18,0.48,0.54,0.668,0.492
18,0.48,0.56,0.548,0.572
18,0.48,0.58,0.642,0.59
18,0.48,0.6,0.615,0.54
18,0.48,0.62,0.656,0.537
18,0.48,0.64,0.635,0.554
18,0.48,0.66,0.659,0.494
18,0.48,0.68,0.621,0.566
18,0.48,0.7,0.583,0.584
18,0.48,0.72,0.627,0.555
18,0.48,0.74,0.631,0.543
18,0.48,0.76,0.687,0.51
18,0.48,0.78,0.616,0.572
18,0.48,0.8,0.673,0.554
18,0.48,0.82,0.667,0.475
18,0.48,0.84,0.7,0.475
18,0.48,0.86,0.628,0.59
18,0.48,0.88,0.614,0.473
18,0.48,0.9,0.654,0.547
18,0.48,0.92,0.668,0.518
18,0.48,0.94,0.611,0.508
18,0.48,0.96,0.634,0.495
18,0.48,0.98,0.678,0.541
18,0.48,1,0.632,0.439
18,0.5,0.02,0.591,0.458
18,0.5,0.04,0.66,0.528
18,0.5,0.06,0.708,0.531
18,0.5,0.08,0.63,0.507
18,0.5,0.1,0.65,0.48
18,0.5,0.12,0.702,0.492
18,0.5,0.14,0.627,0.472
18,0.5,0.16,0.639,0.575
18,0.5,0.18,0.694,0.556
18,0.5,0.2,0.654,0.573
18,0.5,0.22,0.654,0.511
18,0.5,0.24,0.642,0.476
18,0.5,0.26,0.612,0.484
18,0.5,0.28,0.631,0.52
18,0.5,0.3,0.628,0.49
18,0.5,0.32,0.667,0.569
18,0.5,0.34,0.61,0.557
18,0.5,0.36,0.647,0.51
18,0.5,0.38,0.696,0.512
18,0.5,0.4,0.626,0.485
18,0.5,0.42,0.667,0.504
18,0.5,0.44,0.629,0.504
18,0.5,0.46,0.667,0.554
18,0.5,0.48,0.666,0.505
18,0.5,0.5,0.622,0.541
18,0.5,0.52,0.669,0.544
18,0.5,0.54,0.673,0.545
18,0.5,0.56,0.597,0.574
18,0.5,0.58,0.643,0.516
18,0.5,0.6,0.628,0.452
18,0.5,0.62,0.62,0.564
18,0.5,0.64,0.66,0.491
18,0.5,0.66,0.683,0.567
18,0.5,0.68,0.68,0.525
18,0.5,0.7,0.683,0.415
18,0.5,0.72,0.559,0.557
18,0.5,0.74,0.678,0.555
18,0.5,0.76,0.642,0.523
18,0.5,0.78,0.702,0.509
18,0.5,0.8,0.624,0.485
18,0.5,0.82,0.62,0.554
18,0.5,0.84,0.593,0.503
18,0.5,0.86,0.694,0.531
18,0.5,0.88,0.666,0.513
18,0.5,0.9,0.676,0.487
18,0.5,0.92,0.662,0.402
18,0.5,0.94,0.707,0.498
18,0.5,0.96,0.688,0.455
18,0.5,0.98,0.712,0.514
18,0.5,1,0.702,0.5
18,0.52,0.02,0.648,0.466
18,0.52,0.04,0.647,0.5
18,0.52,0.06,0.589,0.579
18,0.52,0.08,0.668,0.536
18,0.52,0.1,0.65,0.459
18,0.52,0.12,0.6,0.462
18,0.52,0.14,0.663,0.485
18,0.52,0.16,0.644,0.529
18,0.52,0.18,0.675,0.561
18,0.52,0.2,0.57,0.469
18,0.52,0.22,0.632,0.517
18,0.52,0.24,0.541,0.559
18,0.52,0.26,0.694,0.484
18,0.52,0.28,0.658,0.498
18,0.52,0.3,0.603,0.603
18,0.52,0.32,0.694,0.583
18,0.52,0.34,0.608,0.507
18,0.52,0.36,0.63,0.43
18,0.52,0.38,0.694,0.504
18,0.52,0.4,0.627,0.524
18,0.52,0.42,0.686,0.6
18,0.52,0.44,0.69,0.429
18,0.52,0.46,0.667,0.564
18,0.52,0.48,0.676,0.461
18,0.52,0.5,0.694,0.569
18,0.52,0.52,0.576,0.558
18,0.52,0.54,0.643,0.456
18,0.52,0.56,0.641,0.575
18,0.52,0.58,0.601,0.472
18,0.52,0.6,0.623,0.507
18,0.52,0.62,0.652,0.449
18,0.52,0.64,0.649,0.455
18,0.52,0.66,0.571,0.603
18,0.52,0.68,0.674,0.547
18,0.52,0.7,0.622,0.426
18,0.52,0.72,0.66,0.558
18,0.52,0.74,0.58,0.533
18,0.52,0.76,0.641,0.571
18,0.52,0.78,0.577,0.558
18,0.52,0.8,0.668,0.561
18,0.52,0.82,0.565,0.582
18,0.52,0.84,0.599,0.564
18,0.52,0.86,0.672,0.454
18,0.52,0.88,0.67,0.521
18,0.52,0.9,0.641,0.451
18,0.52,0.92,0.609,0.51
18,0.52,0.94,0.644,0.505
18,0.52,0.96,0.726,0.532
18,0.52,0.98,0.699,0.488
18,0.52,1,0.656,0.461
18,0.54,0.02,0.543,0.561
18,0.54,0.04,0.655,0.51
18,0.54,0.06,0.644,0.449
18,0.54,0.08,0.652,0.538
18,0.54,0.1,0.639,0.555
18,0.54,0.12,0.526,0.574
18,0.54,0.14,0.591,0.59
18,0.54,0.16,0.56,0.589
18,0.54,0.18,0.635,0.544
18,0.54,0.2,0.594,0.461
18,0.54,0.22,0.642,0.552
18,0.54,0.24,0.615,0.557
18,0.54,0.26,0.642,0.498
18,0.54,0.28,0.643,0.581
18,0.54,0.3,0.617,0.555
18,0.54,0.32,0.613,0.478
18,0.54,0.34,0.629,0.506
18,0.54,0.36,0.684,0.551
18,0.54,0.38,0.598,0.518
18,0.54,0.4,0.65,0.549
18,0.54,0.42,0.67,0.486
18,0.54,0.44,0.666,0.504
18,0.54,0.46,0.634,0.473
18,0.54,0.48,0.574,0.508
18,0.54,0.5,0.676,0.507
18,0.54,0.52,0.646,0.484
18,0.54,0.54,0.637,0.427
18,0.54,0.56,0.593,0.565
18,0.54,0.58,0.674,0.534
18,0.54,0.6,0.691,0.505
18,0.54,0.62,0.604,0.581
18,0.54,0.64,0.651,0.547
18,0.54,0.66,0.618,0.47
18,0.54,0.68,0.654,0.46
18,0.54,0.7,0.679,0.428
18,0.54,0.72,0.68,0.539
18,0.54,0.74,0.611,0.489
18,0.54,0.76,0.625,0.491
18,0.54,0.78,0.67,0.407
18,0.54,0.8,0.583,0.566
18,0.54,0.82,0.599,0.582
18,0.54,0.84,0.697,0.5
18,0.54,0.86,0.681,0.538
18,0.54,0.88,0.68,0.574
18,0.54,0.9,0.669,0.549
18,0.54,0.92,0.642,0.521
18,0.54,0.94,0.595,0.463
18,0.54,0.96,0.667,0.519
18,0.54,0.98,0.617,0.551
18,0.54,1,0.629,0.555
18,0.56,0.02,0.483,0.591
18,0.56,0.04,0.682,0.493
18,0.56,0.06,0.621,0.512
18,0.56,0.08,0.651,0.516
18,0.56,0.1,0.53,0.575
18,0.56,0.12,0.624,0.532
18,0.56,0.14,0.586,0.582
18,0.56,0.16,0.659,0.567
18,0.56,0.18,0.563,0.604
18,0.56,0.2,0.595,0.505
18,0.56,0.22,0.621,0.468
18,0.56,0.24,0.593,0.58
18,0.56,0.26,0.587,0.535
18,0.56,0.28,0.596,0.529
18,0.56,0.3,0.616,0.509
18,0.56,0.32,0.642,0.591
18,0.56,0.34,0.648,0.532
18,0.56,0.36,0.692,0.524
18,0.56,0.38,0.63,0.525
18,0.56,0.4,0.649,0.529
18,0.56,0.42,0.632,0.51
18,0.56,0.44,0.65,0.517
18,0.56,0.46,0.644,0.529
18,0.56,0.48,0.657,0.459
18,0.56,0.5,0.69,0.448
18,0.56,0.52,0.625,0.577
18,0.56,0.54,0.593,0.567
18,0.56,0.56,0.642,0.479
18,0.56,0.58,0.629,0.555
18,0.56,0.6,0.699,0.457
18,0.56,0.62,0.649,0.475
18,0.56,0.64,0.643,0.556
18,0.56,0.66,0.637,0.587
18,0.56,0.68,0.617,0.534
18,0.56,0.7,0.599,0.576
18,0.56,0.72,0.651,0.553
18,0.56,0.74,0.669,0.542
18,0.56,0.76,0.587,0.476
18,0.56,0.78,0.637,0.514
18,0.56,0.8,0.537,0.514
18,0.56,0.82,0.568,0.59
18,0.56,0.84,0.632,0.489
18,0.56,0.86,0.562,0.499
18,0.56,0.88,0.629,0.432
18,0.56,0.9,0.66,0.457
18,0.56,0.92,0.661,0.435
18,0.56,0.94,0.649,0.521
18,0.56,0.96,0.606,0.536
18,0.56,0.98,0.635,0.507
18,0.56,1,0.644,0.538
18,0.58,0.02,0.678,0.506
18,0.58,0.04,0.603,0.534
18,0.58,0.06,0.649,0.514
18,0.58,0.08,0.679,0.464
18,0.58,0.1,0.707,0.541
18,0.58,0.12,0.684,0.484
18,0.58,0.14,0.557,0.578
18,0.58,0.16,0.608,0.47
18,0.58,0.18,0.615,0.561
18,0.58,0.2,0.667,0.545
18,0.58,0.22,0.662,0.507
18,0.58,0.24,0.597,0.502
18,0.58,0.26,0.64,0.494
18,0.58,0.28,0.622,0.539
18,0.58,0.3,0.572,0.558
18,0.58,0.32,0.623,0.604
18,0.58,0.34,0.653,0.563
18,0.58,0.36,0.681,0.516
18,0.58,0.38,0.661,0.467
18,0.58,0.4,0.645,0.493
18,0.58,0.42,0.564,0.508
18,0.58,0.44,0.68,0.522
18,0.58,0.46,0.622,0.489
18,0.58,0.48,0.656,0.553
18,0.58,0.5,0.675,0.505
18,0.58,0.52,0.616,0.519
18,0.58,0.54,0.666,0.571
18,0.58,0.56,0.664,0.387
18,0.58,0.58,0.662,0.452
18,0.58,0.6,0.603,0.462
18,0.58,0.62,0.672,0.478
18,0.58,0.64,0.585,0.498
18,0.58,0.66,0.61,0.513
18,0.58,0.68,0.666,0.571
18,0.58,0.7,0.606,0.507
18,0.58,0.72,0.601,0.503
18,0.58,0.74,0.637,0.429
18,0.58,0.76,0.588,0.579
18,0.58,0.78,0.671,0.495
18,0.58,0.8,0.703,0.508
18,0.58,0.82,0.644,0.544
18,0.58,0.84,0.675,0.549
18,0.58,0.86,0.552,0.563
18,0.58,0.88,0.691,0.461
18,0.58,0.9,0.605,0.525
18,0.58,0.92,0.607,0.47
18,0.58,0.94,0.584,0.495
18,0.58,0.96,0.604,0.447
18,0.58,0.98,0.666,0.488
18,0.58,1,0.672,0.569
18,0.6,0.02,0.584,0.58
18,0.6,0.04,0.656,0.422
18,0.6,0.06,0.657,0.563
18,0.6,0.08,0.608,0.531
18,0.6,0.1,0.624,0.456
18,0.6,0.12,0.626,0.548
18,0.6,0.14,0.626,0.581
18,0.6,0.16,0.652,0.459
18,0.6,0.18,0.617,0.537
18,0.6,0.2,0.611,0.515
18,0.6,0.22,0.627,0.499
18,0.6,0.24,0.549,0.479
18,0.6,0.26,0.603,0.566
18,0.6,0.28,0.612,0.531
18,0.6,0.3,0.575,0.568
18,0.6,0.32,0.663,0.5
18,0.6,0.34,0.552,0.514
18,0.6,0.36,0.667,0.533
18,0.6,0.38,0.572,0.561
18,0.6,0.4,0.663,0.527
18,0.6,0.42,0.646,0.443
18,0.6,0.44,0.626,0.462
18,0.6,0.46,0.55,0.529
18,0.6,0.48,0.669,0.577
18,0.6,0.5,0.609,0.511
18,0.6,0.52,0.62,0.563
18,0.6,0.54,0.672,0.554
18,0.6,0.56,0.674,0.523
18,0.6,0.58,0.6,0.477
18,0.6,0.6,0.622,0.458
18,0.6,0.62,0.65,0.537
18,0.6,0.64,0.636,0.443
18,0.6,0.66,0.632,0.502
18,0.6,0.68,0.702,0.536
18,0.6,0.7,0.601,0.529
18,0.6,0.72,0.574,0.544
18,0.6,0.74,0.615,0.568
18,0.6,0.76,0.612,0.544
18,0.6,0.78,0.621,0.503
18,0.6,0.8,0.631,0.532
18,0.6,0.82,0.619,0.522
18,0.6,0.84,0.584,0.565
18,0.6,0.86,0.576,0.517
18,0.6,0.88,0.676,0.504
18,0.6,0.9,0.677,0.54
18,0.6,0.92,0.628,0.536
18,0.6,0.94,0.69,0.482
18,0.6,0.96,0.628,0.532
18,0.6,0.98,0.646,0.54
18,0.6,1,0.638,0.554
18,0.62,0.02,0.662,0.502
18,0.62,0.04,0.595,0.507
18,0.62,0.06,0.645,0.474
18,0.62,0.08,0.552,0.578
18,0.62,0.1,0.675,0.511
18,0.62,0.12,0.669,0.532
18,0.62,0.14,0.608,0.535
18,0.62,0.16,0.652,0.52
18,0.62,0.18,0.581,0.539
18,0.62,0.2,0.654,0.507
18,0.62,0.22,0.615,0.573
18,0.62,0.24,0.645,0.516
18,0.62,0.26,0.651,0.466
18,0.62,0.28,0.603,0.48
18,0.62,0.3,0.649,0.534
18,0.62,0.32,0.518,0.548
18,0.62,0.34,0.657,0.541
18,0.62,0.36,0.622,0.569
18,0.62,0.38,0.598,0.49
18,0.62,0.4,0.51,0.569
18,0.62,0.42,0.602,0.419
18,0.62,0.44,0.654,0.553
18,0.62,0.46,0.639,0.523
18,0.62,0.48,0.613,0.569
18,0.62,0.5,0.636,0.516
18,0.62,0.52,0.679,0.492
18,0.62,0.54,0.638,0.494
18,0.62,0.56,0.621,0.537
18,0.62,0.58,0.629,0.441
18,0.62,0.6,0.622,0.522
18,0.62,0.62,0.577,0.527
18,0.62,0.64,0.559,0.457
18,0.62,0.66,0.586,0.53
18,0.62,0.68,0.635,0.522
18,0.62,0.7,0.594,0.487
18,0.62,0.72,0.673,0.51
18,0.62,0.74,0.62,0.446
18,0.62,0.76,0.6,0.591
18,0.62,0.78,0.555,0.509
18,0.62,0.8,0.625,0.514
18,0.62,0.82,0.686,0.518
18,0.62,0.84,0.649,0.469
18,0.62,0.86,0.538,0.553
18,0.62,0.88,0.615,0.535
18,0.62,0.9,0.64,0.563
18,0.62,0.92,0.615,0.53
18,0.62,0.94,0.618,0.519
18,0.62,0.96,0.602,0.542
18,0.62,0.98,0.59,0.495
18,0.62,1,0.615,0.447
18,0.64,0.02,0.618,0.515
18,0.64,0.04,0.591,0.546
18,0.64,0.06,0.548,0.486
18,0.64,0.08,0.61,0.492
18,0.64,0.1,0.614,0.507
18,0.64,0.12,0.606,0.551
18,0.64,0.14,0.61,0.47
18,0.64,0.16,0.635,0.466
18,0.64,0.18,0.6,0.482
18,0.64,0.2,0.607,0.523
18,0.64,0.22,0.663,0.527
18,0.64,0.24,0.644,0.425
18,0.64,0.26,0.678,0.509
18,0.64,0.28,0.692,0.469
18,0.64,0.3,0.576,0.536
18,0.64,0.32,0.634,0.478
18,0.64,0.34,0.587,0.561
18,0.64,0.36,0.66,0.464
18,0.64,0.38,0.657,0.547
18,0.64,0.4,0.643,0.518
18,0.64,0.42,0.585,0.465
18,0.64,0.44,0.58,0.594
18,0.64,0.46,0.64,0.469
18,0.64,0.48,0.637,0.56
18,0.64,0.5,0.558,0.571
18,0.64,0.52,0.577,0.548
18,0.64,0.54,0.57,0.533
18,0.64,0.56,0.63,0.55
18,0.64,0.58,0.6,0.481
18,0.64,0.6,0.623,0.491
18,0.64,0.62,0.593,0.459
18,0.64,0.64,0.627,0.517
18,0.64,0.66,0.579,0.494
18,0.64,0.68,0.633,0.551
18,0.64,0.7,0.536,0.558
18,0.64,0.72,0.595,0.533
18,0.64,0.74,0.639,0.412
18,0.64,0.76,0.589,0.551
18,0.64,0.78,0.642,0.572
18,0.64,0.8,0.625,0.55
18,0.64,0.82,0.622,0.466
18,0.64,0.84,0.625,0.534
18,0.64,0.86,0.619,0.476
18,0.64,0.88,0.623,0.564
18,0.64,0.9,0.653,0.481
18,0.64,0.92,0.631,0.512
18,0.64,0.94,0.63,0.528
18,0.64,0.96,0.686,0.542
18,0.64,0.98,0.687,0.573
18,0.64,1,0.607,0.515
18,0.66,0.02,0.58,0.561
18,0.66,0.04,0.607,0.435
18,0.66,0.06,0.699,0.502
18,0.66,0.08,0.63,0.478
18,0.66,0.1,0.678,0.506
18,0.66,0.12,0.603,0.528
18,0.66,0.14,0.666,0.533
18,0.66,0.16,0.629,0.531
18,0.66,0.18,0.613,0.458
18,0.66,0.2,0.614,0.43
18,0.66,0.22,0.692,0.556
18,0.66,0.24,0.644,0.499
18,0.66,0.26,0.635,0.528
18,0.66,0.28,0.649,0.513
18,0.66,0.3,0.643,0.501
18,0.66,0.32,0.688,0.526
18,0.66,0.34,0.637,0.585
18,0.66,0.36,0.651,0.524
18,0.66,0.38,0.567,0.544
18,0.66,0.4,0.667,0.474
18,0.66,0.42,0.627,0.425
18,0.66,0.44,0.658,0.453
18,0.66,0.46,0.654,0.427
18,0.66,0.48,0.692,0.542
18,0.66,0.5,0.682,0.457
18,0.66,0.52,0.601,0.54
18,0.66,0.54,0.667,0.54
18,0.66,0.56,0.659,0.561
18,0.66,0.58,0.626,0.533
18,0.66,0.6,0.665,0.525
18,0.66,0.62,0.615,0.556
18,0.66,0.64,0.566,0.533
18,0.66,0.66,0.614,0.539
18,0.66,0.68,0.67,0.566
18,0.66,0.7,0.625,0.554
18,0.66,0.72,0.607,0.478
18,0.66,0.74,0.652,0.457
18,0.66,0.76,0.518,0.525
18,0.66,0.78,0.647,0.385
18,0.66,0.8,0.623,0.476
18,0.66,0.82,0.579,0.541
18,0.66,0.84,0.579,0.531
18,0.66,0.86,0.596,0.529
18,0.66,0.88,0.66,0.432
18,0.66,0.9,0.663,0.548
18,0.66,0.92,0.628,0.518
18,0.66,0.94,0.622,0.564
18,0.66,0.96,0.644,0.552
18,0.66,0.98,0.592,0.471
18,0.66,1,0.577,0.464
18,0.68,0.02,0.651,0.528
18,0.68,0.04,0.608,0.503
18,0.68,0.06,0.571,0.536
18,0.68,0.08,0.617,0.527
18,0.68,0.1,0.576,0.562
18,0.68,0.12,0.67,0.536
18,0.68,0.14,0.596,0.508
18,0.68,0.16,0.518,0.471
18,0.68,0.18,0.661,0.394
18,0.68,0.2,0.684,0.53
18,0.68,0.22,0.647,0.498
18,0.68,0.24,0.623,0.498
18,0.68,0.26,0.656,0.502
18,0.68,0.28,0.578,0.49
18,0.68,0.3,0.667,0.451
18,0.68,0.32,0.577,0.431
18,0.68,0.34,0.594,0.518
18,0.68,0.36,0.541,0.568
18,0.68,0.38,0.636,0.553
18,0.68,0.4,0.659,0.458
18,0.68,0.42,0.607,0.442
18,0.68,0.44,0.615,0.488
18,0.68,0.46,0.659,0.57
18,0.68,0.48,0.57,0.466
18,0.68,0.5,0.611,0.476
18,0.68,0.52,0.611,0.551
18,0.68,0.54,0.639,0.534
18,0.68,0.56,0.646,0.456
18,0.68,0.58,0.657,0.548
18,0.68,0.6,0.565,0.549
18,0.68,0.62,0.592,0.52
18,0.68,0.64,0.635,0.515
18,0.68,0.66,0.638,0.487
18,0.68,0.68,0.625,0.536
18,0.68,0.7,0.644,0.507
18,0.68,0.72,0.64,0.56
18,0.68,0.74,0.581,0.555
18,0.68,0.76,0.601,0.552
18,0.68,0.78,0.609,0.496
18,0.68,0.8,0.609,0.472
18,0.68,0.82,0.569,0.504
18,0.68,0.84,0.65,0.518
18,0.68,0.86,0.598,0.531
18,0.68,0.88,0.6,0.422
18,0.68,0.9,0.606,0.546
18,0.68,0.92,0.484,0.558
18,0.68,0.94,0.682,0.508
18,0.68,0.96,0.595,0.492
18,0.68,0.98,0.621,0.493
18,0.68,1,0.626,0.519
18,0.7,0.02,0.564,0.551
18,0.7,0.04,0.653,0.454
18,0.7,0.06,0.601,0.497
18,0.7,0.08,0.592,0.517
18,0.7,0.1,0.609,0.46
18,0.7,0.12,0.627,0.47
18,0.7,0.14,0.629,0.491
18,0.7,0.16,0.661,0.508
