"l1","ratio","theta","beta_U","rho_A.l1.","rho_I.l1.","rho_Ah.l1.","rho_Ih.l1.","rho_Al.l1.","rho_Il.l1."
3,0.06,0.61,0.2,0.741192320099596,0.519302605642671,0.0457404544661442,0.030432333811265,0.695451865633452,0.488870271831406
3,0.06,0.62,0.2,0.740224884188665,0.519989859801335,0.0457915526021981,0.0303986434533306,0.694433331586467,0.489591216348004
3,0.06,0.63,0.2,0.739246549212745,0.520686033870405,0.0458421849504027,0.0303653412241224,0.693404364262343,0.490320692646283
3,0.06,0.64,0.2,0.738257152163755,0.521391260804489,0.045892359038178,0.0303324211422443,0.692364793125577,0.491058839662244
3,0.06,0.65,0.2,0.737256526376565,0.522105676536012,0.0459420822418982,0.030299877350097,0.691314444134667,0.491805799185915
3,0.06,0.66,0.2,0.736244501443835,0.522829420044348,0.0459913617906673,0.0302677041108534,0.690253139653168,0.492561715933494
3,0.06,0.67,0.2,0.735220903128111,0.523562633427157,0.0460402047699785,0.0302358958055275,0.689180698358133,0.49332673762163
3,0.06,0.68,0.2,0.734185553271082,0.52430546197401,0.0460886181252626,0.0302044469301338,0.68809693514582,0.494101015043876
3,0.06,0.69,0.2,0.733138269699929,0.525058054242366,0.0461366086653273,0.0301733520929335,0.687001661034602,0.494884702149433
3,0.06,0.7,0.2,0.73207886613064,0.525820562136,0.0461841830656924,0.0301426060117657,0.685894683064947,0.495677956124234
3,0.06,0.71,0.2,0.731007152068193,0.526593140985952,0.0462313478718209,0.030112203511463,0.684775804196373,0.496480937474489
3,0.06,0.72,0.2,0.729922932703472,0.527375949634129,0.0462781095022485,0.0300821395213496,0.683644823201223,0.497293810112779
3,0.06,0.73,0.2,0.728826008806725,0.528169150519697,0.0463244742516072,0.0300524090728242,0.682501534555118,0.498116741446873
3,0.06,0.74,0.2,0.727716176617347,0.528972909768465,0.0463704482935398,0.0300230072970344,0.681345728323808,0.498949902471431
3,0.06,0.75,0.2,0.726593227729634,0.529787397285571,0.0464160376834869,0.029993929422655,0.680177190046147,0.499793467862916
3,0.06,0.76,0.2,0.72545694897394,0.530612786851947,0.0464612483613196,0.0299651707737971,0.678995700612621,0.50064761607815
3,0.06,0.77,0.2,0.724307122292384,0.531449256225385,0.0465060861537569,0.0299367267680988,0.677801036138627,0.501512529457287
3,0.06,0.78,0.2,0.723143524607527,0.532296987247549,0.0465505567764608,0.0299085929150955,0.676592967831066,0.502388394332454
3,0.06,0.79,0.2,0.721965927681457,0.533156165959345,0.0465946658356023,0.0298807648150479,0.675371261845855,0.503275401144297
3,0.06,0.8,0.2,0.720774097960698,0.534026982728789,0.0466384188285224,0.0298532381585621,0.674135679132175,0.504173744570227
3,0.06,0.81,0.2,0.719567796399,0.5349096323987,0.0466818211427916,0.0298260087276135,0.672885975256209,0.505083623671087
3,0.06,0.82,0.2,0.718346778244124,0.535804314467055,0.0467248780523887,0.0297990723991043,0.671621900191735,0.506005242067951
3,0.06,0.83,0.2,0.717110792764276,0.536711233322659,0.0467675947086474,0.029772425153033,0.670343198055629,0.506938808169626
3,0.06,0.84,0.2,0.715859582871649,0.537630598576039,0.0468099761216334,0.0297460630891168,0.669049606750016,0.507884535486922
3,0.06,0.85,0.2,0.714592884568505,0.53856262555623,0.0468520271239302,0.0297199824590034,0.667740857444575,0.508842643097227
3,0.06,0.86,0.2,0.713310426084849,0.539507536099281,0.0468937523018741,0.0296941797274466,0.666416673782975,0.509813356371834
3,0.06,0.87,0.2,0.712011926476534,0.540465559854846,0.0469351558660584,0.029668651687831,0.665076770610475,0.510796908167015
3,0.06,0.88,0.2,0.71069709327218,0.541436936524313,0.0469762414072199,0.0296433956810786,0.66372085186496,0.511793540843234
3,0.06,0.89,0.2,0.709365618427406,0.542421919801499,0.0470170114324485,0.0296184100147794,0.662348606994957,0.512803509786719
3,0.06,0.9,0.2,0.708017171229248,0.543420784492073,0.0470574664718926,0.0295936947790431,0.660959704757356,0.51382708971303
3,0.06,0.91,0.2,0.706651385621025,0.54443383972634,0.047097603324882,0.0295692534701771,0.659553782296143,0.514864586256163
3,0.06,0.92,0.2,0.705267837136406,0.545461454213915,0.047137411531656,0.0295450963108955,0.65813042560475,0.51591635790302
3,0.06,0.93,0.2,0.703866000105962,0.546504106092261,0.0471768660679733,0.0295212472532118,0.656689134037989,0.516982858839049
3,0.06,0.94,0.2,0.702445166640787,0.547562484731344,0.0472159117163582,0.0294977592537302,0.655229254924429,0.518064725477614
3,0.06,0.95,0.2,0.701004289781724,0.54863770621437,0.0472544283755207,0.0294747488159667,0.653749861406203,0.519162957398403
3,0.06,0.96,0.2,0.699541670435272,0.549731788032977,0.0472921505624971,0.0294524773871153,0.652249519872775,0.520279310645862
3,0.06,0.97,0.2,0.698054295700132,0.55084875255702,0.0473284685374918,0.0294315541985404,0.65072582716264,0.521417198358479
3,0.06,0.98,0.2,0.696536248543083,0.551997436801288,0.0473618816390363,0.0294134918027425,0.649174366904046,0.522583944998545
3,0.06,0.99,0.2,0.694973680316975,0.55320005148741,0.0473881537713841,0.029402538143662,0.647585526545591,0.523797513343748
4,0.08,0.5,0.2,0.751157971711636,0.512296288735356,0.0602022444243322,0.0409955971781932,0.690955727287303,0.471300691557163
4,0.08,0.51,0.2,0.750339755270009,0.512866378612061,0.060277620615887,0.0409446653498471,0.690062134654122,0.471921713262214
4,0.08,0.52,0.2,0.749512193490111,0.513444122175398,0.0603522576480279,0.0408943417942396,0.689159935842083,0.472549780381159
4,0.08,0.53,0.2,0.748675162858192,0.514029620322458,0.060426167958676,0.0408446165848842,0.688248994899516,0.473185003737574
4,0.08,0.54,0.2,0.747828536913082,0.514622976352759,0.0604993637223362,0.0407954800093535,0.687329173190745,0.473827496343406
4,0.08,0.55,0.2,0.746972186187299,0.515224296016164,0.0605718568570884,0.0407469225636731,0.68640032933021,0.474477373452491
4,0.08,0.56,0.2,0.746105978146055,0.515833687562519,0.0606436590313558,0.0406989349468971,0.685462319114699,0.475134752615621
4,0.08,0.57,0.2,0.745229777124068,0.516451261793056,0.060714781670456,0.0406515080558579,0.684514995453612,0.475799753737198
4,0.08,0.58,0.2,0.744343444260151,0.517077132113614,0.0607852359629445,0.0406046329800846,0.683558208297206,0.47647249913353
4,0.08,0.59,0.2,0.743446837429497,0.517711414589705,0.0608550328667568,0.0405583009968823,0.68259180456274,0.477153113592823
4,0.08,0.6,0.2,0.742539811173629,0.518354228003501,0.0609241831151584,0.0405125035665689,0.68161562805847,0.477841724436932
4,0.08,0.61,0.2,0.741622216627909,0.519005693912767,0.0609926972225068,0.0404672323278604,0.680629519405402,0.478538461584906
4,0.08,0.62,0.2,0.740693901446578,0.519665936711813,0.061060585489836,0.0404224790934024,0.679633315956742,0.47924345761841
4,0.08,0.63,0.2,0.739754709725233,0.520335083694513,0.0611278580102657,0.0403782358454411,0.678626851714967,0.479956847849072
4,0.08,0.64,0.2,0.738804481920679,0.521013265119455,0.0611945246742457,0.0403344947316281,0.677609957246434,0.480678770387827
4,0.08,0.65,0.2,0.737843054768076,0.521700614277267,0.0612605951746374,0.0402912480609562,0.676582459593438,0.48140936621631
4,0.08,0.66,0.2,0.736870261195291,0.522397267560205,0.0613260790116412,0.04024848829982,0.67554418218365,0.482148779260385
4,0.08,0.67,0.2,0.735885930234406,0.523103364534059,0.0613909854975731,0.0402062080681971,0.674494944736833,0.482897156465862
4,0.08,0.68,0.2,0.734889886930244,0.523819048012433,0.0614553237614973,0.0401644001359468,0.673434563168747,0.483654647876486
4,0.08,0.69,0.2,0.733881952245877,0.524544464133499,0.0615191027537185,0.0401230574192202,0.672362849492158,0.484421406714278
4,0.08,0.7,0.2,0.732861942964978,0.52527976243927,0.0615823312501396,0.0400821729769807,0.671279611714838,0.48519758946229
4,0.08,0.71,0.2,0.731829671590951,0.526025095957493,0.0616450178564884,0.0400417400076275,0.670184653734463,0.485983355949866
4,0.08,0.72,0.2,0.730784946242722,0.526780621286224,0.0617071710124197,0.0400017518457223,0.669077775230303,0.486778869440502
4,0.08,0.73,0.2,0.729727570547088,0.527546498681184,0.0617687989954941,0.039962201958813,0.667958771551594,0.487584296722371
4,0.08,0.74,0.2,0.728657343527514,0.528322892145972,0.0618299099250402,0.0399230839443519,0.666827433602473,0.48839980820162
4,0.08,0.75,0.2,0.727574059489271,0.529109969525232,0.0618905117659022,0.0398843915267061,0.665683547723369,0.489225577998526
4,0.08,0.76,0.2,0.726477507900787,0.529907902600868,0.0619506123320785,0.0398461185542562,0.664526895568709,0.490061784046612
4,0.08,0.77,0.2,0.725367473271087,0.530716867191409,0.0620102192902515,0.0398082589965806,0.663357253980836,0.490908608194828
4,0.08,0.78,0.2,0.724243735023181,0.531537043254624,0.0620693401632143,0.0397708069417243,0.662174394859967,0.4917662363129
4,0.08,0.79,0.2,0.72310606736326,0.53236861499354,0.062127982333193,0.0397337565935522,0.660978085030067,0.492634858399988
4,0.08,0.8,0.2,0.72195423914548,0.533211770965997,0.0621861530450602,0.0396971022691891,0.65976808610042,0.493514668696808
4,0.08,0.81,0.2,0.720788013732051,0.53406670419805,0.062243859409425,0.039660838396565,0.658544154322626,0.494405865801485
4,0.08,0.82,0.2,0.719607148848097,0.5349336123017,0.0623011084055518,0.0396249595121086,0.657306040442545,0.495308652789592
4,0.08,0.83,0.2,0.718411396430147,0.53581269759814,0.0623579068839779,0.0395894602587141,0.656053489546169,0.496223237339426
4,0.08,0.84,0.2,0.717200502465683,0.536704167249235,0.0624142615684905,0.0395543353843085,0.654786240897193,0.497149831864926
4,0.08,0.85,0.2,0.715974206817545,0.537608233404001,0.0624701790565734,0.0395195797418797,0.653504027760972,0.498088653662121
4,0.08,0.86,0.2,0.714732243018269,0.538525113376848,0.0625256658160189,0.0394851882932057,0.65220657720225,0.499039925083642
4,0.08,0.87,0.2,0.713474337998278,0.539455029899259,0.0625807281717658,0.0394511561220914,0.650893609826512,0.500003873777168
4,0.08,0.88,0.2,0.712200211661383,0.540398211548076,0.0626353722677285,0.0394174784720999,0.649564839393655,0.500980733075977
4,0.08,0.89,0.2,0.7109095761021,0.541354893604499,0.0626896039647021,0.0393841508472931,0.648219972137398,0.501970742757205
4,0.08,0.9,0.2,0.709602133982753,0.542325319965266,0.0627434285753892,0.0393511692745653,0.646858705407363,0.502974150690701
4,0.08,0.91,0.2,0.708277574956579,0.543309747615649,0.0627968501859221,0.0393185309789255,0.645480724770657,0.503991216636723
4,0.08,0.92,0.2,0.706935567606695,0.54430845730407,0.0628498699315065,0.0392862361103173,0.644085697675188,0.505022221193753
4,0.08,0.93,0.2,0.705575741264783,0.545321779134655,0.0629024816346935,0.0392542921401909,0.642673259630089,0.506067486994464
4,0.08,0.94,0.2,0.704197645409251,0.546350153848109,0.062954660799959,0.0392227250280061,0.641242984609293,0.507127428820103
4,0.08,0.95,0.2,0.702800660216846,0.547394279332082,0.0630063368044264,0.0391916076100327,0.63979432341242,0.508202671722049
4,0.08,0.96,0.2,0.701383801002244,0.548455462449866,0.0630573218744437,0.0391611324256868,0.6383264791278,0.509294330024179
4,0.08,0.97,0.2,0.699945281421914,0.549536482928595,0.063107123657539,0.0391318039231124,0.636838157764376,0.510404679005482
4,0.08,0.98,0.2,0.698481427113632,0.550643860321198,0.0631544071534765,0.0391049849174517,0.635327019960156,0.511538875403747
4,0.08,0.99,0.2,0.696983049891495,0.551794895995405,0.0631951127853054,0.0390847559780069,0.63378793710619,0.512710140017398
5,0.1,0.5,0.2,0.751157971711636,0.512296288735356,0.0752154441704176,0.0512332971856816,0.675942527541218,0.461062991549675
5,0.1,0.51,0.2,0.750378094555964,0.512839262614165,0.0753098119607846,0.0511692634135231,0.675068282595179,0.461669999200642
5,0.1,0.52,0.2,0.749588869082659,0.513389891329249,0.0754032570906631,0.051105991303053,0.674185611991996,0.462283900026196
5,0.1,0.53,0.2,0.74879017747371,0.513948270989947,0.0754957950188387,0.0510434684576209,0.673294382454872,0.462904802532326
5,0.1,0.54,0.2,0.747981898949646,0.514514500118828,0.0755874408788322,0.050981682746422,0.672394458070814,0.463532817372406
5,0.1,0.55,0.2,0.74716390971324,0.515088679697404,0.0756782094874746,0.0509206222975866,0.671485700225765,0.464168057399817
5,0.1,0.56,0.2,0.746336082891077,0.515670913213591,0.0757681153532095,0.0508602754914932,0.670567967537868,0.464810637722098
5,0.1,0.57,0.2,0.745498288472908,0.516261306710955,0.0758571726841326,0.0508006309542932,0.669641115788776,0.465460675756662
5,0.1,0.58,0.2,0.74465039324876,0.516859968839777,0.0759453953957788,0.0507416775516433,0.668704997852981,0.466118291288134
5,0.1,0.59,0.2,0.743792260743725,0.51746701091,0.0760327971186638,0.0506834043826345,0.667759463625061,0.466783606527366
5,0.1,0.6,0.2,0.74292375115039,0.518082546946093,0.0761193912055928,0.0506258007739139,0.666804359944797,0.467456746172179
5,0.1,0.61,0.2,0.742044721258821,0.51870669374388,0.0762051907387398,0.050568856273989,0.665839530520081,0.468137837469891
5,0.1,0.62,0.2,0.741155024384058,0.519339570929401,0.076290208536511,0.0505125606477114,0.664864815847547,0.46882701028169
5,0.1,0.63,0.2,0.740254510291038,0.519981301019839,0.0763744571601955,0.0504569038709305,0.663880053130842,0.469524397148909
5,0.1,0.64,0.2,0.73934302511688,0.520632009486591,0.0764579489204137,0.0504018761253137,0.662885076196467,0.470230133361278
