"Repeat","beta_U","rho_A.l.","rho_I.l.","rho_Ah.l.","rho_Ih.l.","rho_Al.l.","rho_Il.l."
1,0.98,0.785,0.677,0.409,0.349,0.376,0.328
1,1,0.809,0.624,0.41,0.318,0.399,0.306
2,0.02,0.335,0.053,0.201,0.017,0.134,0.036
2,0.04,0.468,0.182,0.266,0.076,0.202,0.106
2,0.06,0.49,0.297,0.287,0.151,0.203,0.146
2,0.08,0.627,0.33,0.344,0.163,0.283,0.167
2,0.1,0.628,0.302,0.343,0.142,0.285,0.16
2,0.12,0.64,0.401,0.344,0.189,0.296,0.212
2,0.14,0.692,0.47,0.377,0.221,0.315,0.249
2,0.16,0.675,0.385,0.369,0.2,0.306,0.185
2,0.18,0.724,0.464,0.366,0.228,0.358,0.236
2,0.2,0.657,0.435,0.341,0.2,0.316,0.235
2,0.22,0.698,0.514,0.365,0.244,0.333,0.27
2,0.24,0.674,0.532,0.361,0.277,0.313,0.255
2,0.26,0.717,0.476,0.37,0.245,0.347,0.231
2,0.28,0.647,0.557,0.344,0.279,0.303,0.278
2,0.3,0.67,0.517,0.346,0.252,0.324,0.265
2,0.32,0.723,0.583,0.386,0.294,0.337,0.289
2,0.34,0.728,0.569,0.382,0.283,0.346,0.286
2,0.36,0.746,0.608,0.374,0.3,0.372,0.308
2,0.38,0.733,0.505,0.373,0.259,0.36,0.246
2,0.4,0.726,0.629,0.387,0.308,0.339,0.321
2,0.42,0.723,0.58,0.382,0.294,0.341,0.286
2,0.44,0.691,0.614,0.372,0.303,0.319,0.311
2,0.46,0.759,0.627,0.384,0.315,0.375,0.312
2,0.48,0.735,0.589,0.38,0.306,0.355,0.283
2,0.5,0.753,0.537,0.388,0.269,0.365,0.268
2,0.52,0.742,0.599,0.378,0.311,0.364,0.288
2,0.54,0.761,0.632,0.386,0.327,0.375,0.305
2,0.56,0.801,0.567,0.404,0.282,0.397,0.285
2,0.58,0.777,0.576,0.397,0.283,0.38,0.293
2,0.6,0.787,0.657,0.412,0.321,0.375,0.336
2,0.62,0.77,0.557,0.391,0.27,0.379,0.287
2,0.64,0.757,0.66,0.382,0.339,0.375,0.321
2,0.66,0.757,0.628,0.366,0.32,0.391,0.308
2,0.68,0.787,0.63,0.404,0.31,0.383,0.32
2,0.7,0.806,0.626,0.408,0.305,0.398,0.321
2,0.72,0.792,0.658,0.401,0.317,0.391,0.341
2,0.74,0.72,0.735,0.372,0.361,0.348,0.374
2,0.76,0.801,0.518,0.402,0.266,0.399,0.252
2,0.78,0.766,0.656,0.385,0.319,0.381,0.337
2,0.8,0.777,0.685,0.392,0.337,0.385,0.348
2,0.82,0.803,0.618,0.403,0.317,0.4,0.301
2,0.84,0.772,0.654,0.384,0.328,0.388,0.326
2,0.86,0.795,0.648,0.404,0.308,0.391,0.34
2,0.88,0.781,0.677,0.389,0.34,0.392,0.337
2,0.9,0.766,0.681,0.384,0.343,0.382,0.338
2,0.92,0.705,0.751,0.365,0.384,0.34,0.367
2,0.94,0.772,0.669,0.389,0.339,0.383,0.33
2,0.96,0.79,0.701,0.405,0.356,0.385,0.345
2,0.98,0.785,0.677,0.409,0.349,0.376,0.328
2,1,0.809,0.624,0.41,0.318,0.399,0.306
3,0.02,0.335,0.053,0.201,0.017,0.134,0.036
3,0.04,0.468,0.182,0.266,0.076,0.202,0.106
3,0.06,0.49,0.297,0.287,0.151,0.203,0.146
3,0.08,0.627,0.33,0.344,0.163,0.283,0.167
3,0.1,0.628,0.302,0.343,0.142,0.285,0.16
3,0.12,0.64,0.401,0.344,0.189,0.296,0.212
3,0.14,0.692,0.47,0.377,0.221,0.315,0.249
3,0.16,0.675,0.385,0.369,0.2,0.306,0.185
3,0.18,0.724,0.464,0.366,0.228,0.358,0.236
3,0.2,0.657,0.435,0.341,0.2,0.316,0.235
3,0.22,0.698,0.514,0.365,0.244,0.333,0.27
3,0.24,0.674,0.532,0.361,0.277,0.313,0.255
3,0.26,0.717,0.476,0.37,0.245,0.347,0.231
3,0.28,0.647,0.557,0.344,0.279,0.303,0.278
3,0.3,0.67,0.517,0.346,0.252,0.324,0.265
3,0.32,0.723,0.583,0.386,0.294,0.337,0.289
3,0.34,0.728,0.569,0.382,0.283,0.346,0.286
3,0.36,0.746,0.608,0.374,0.3,0.372,0.308
3,0.38,0.733,0.505,0.373,0.259,0.36,0.246
3,0.4,0.726,0.629,0.387,0.308,0.339,0.321
3,0.42,0.723,0.58,0.382,0.294,0.341,0.286
3,0.44,0.691,0.614,0.372,0.303,0.319,0.311
3,0.46,0.759,0.627,0.384,0.315,0.375,0.312
3,0.48,0.735,0.589,0.38,0.306,0.355,0.283
3,0.5,0.753,0.537,0.388,0.269,0.365,0.268
3,0.52,0.742,0.599,0.378,0.311,0.364,0.288
3,0.54,0.761,0.632,0.386,0.327,0.375,0.305
3,0.56,0.801,0.567,0.404,0.282,0.397,0.285
3,0.58,0.777,0.576,0.397,0.283,0.38,0.293
3,0.6,0.787,0.657,0.412,0.321,0.375,0.336
3,0.62,0.77,0.557,0.391,0.27,0.379,0.287
3,0.64,0.757,0.66,0.382,0.339,0.375,0.321
3,0.66,0.757,0.628,0.366,0.32,0.391,0.308
3,0.68,0.787,0.63,0.404,0.31,0.383,0.32
3,0.7,0.806,0.626,0.408,0.305,0.398,0.321
3,0.72,0.792,0.658,0.401,0.317,0.391,0.341
3,0.74,0.72,0.735,0.372,0.361,0.348,0.374
3,0.76,0.801,0.518,0.402,0.266,0.399,0.252
3,0.78,0.766,0.656,0.385,0.319,0.381,0.337
3,0.8,0.777,0.685,0.392,0.337,0.385,0.348
3,0.82,0.803,0.618,0.403,0.317,0.4,0.301
3,0.84,0.772,0.654,0.384,0.328,0.388,0.326
3,0.86,0.795,0.648,0.404,0.308,0.391,0.34
3,0.88,0.781,0.677,0.389,0.34,0.392,0.337
3,0.9,0.766,0.681,0.384,0.343,0.382,0.338
3,0.92,0.705,0.751,0.365,0.384,0.34,0.367
3,0.94,0.772,0.669,0.389,0.339,0.383,0.33
3,0.96,0.79,0.701,0.405,0.356,0.385,0.345
3,0.98,0.785,0.677,0.409,0.349,0.376,0.328
3,1,0.809,0.624,0.41,0.318,0.399,0.306
4,0.02,0.335,0.053,0.201,0.017,0.134,0.036
4,0.04,0.468,0.182,0.266,0.076,0.202,0.106
4,0.06,0.49,0.297,0.287,0.151,0.203,0.146
4,0.08,0.627,0.33,0.344,0.163,0.283,0.167
4,0.1,0.628,0.302,0.343,0.142,0.285,0.16
4,0.12,0.64,0.401,0.344,0.189,0.296,0.212
4,0.14,0.692,0.47,0.377,0.221,0.315,0.249
4,0.16,0.675,0.385,0.369,0.2,0.306,0.185
4,0.18,0.724,0.464,0.366,0.228,0.358,0.236
4,0.2,0.657,0.435,0.341,0.2,0.316,0.235
4,0.22,0.698,0.514,0.365,0.244,0.333,0.27
4,0.24,0.674,0.532,0.361,0.277,0.313,0.255
4,0.26,0.717,0.476,0.37,0.245,0.347,0.231
4,0.28,0.647,0.557,0.344,0.279,0.303,0.278
4,0.3,0.67,0.517,0.346,0.252,0.324,0.265
4,0.32,0.723,0.583,0.386,0.294,0.337,0.289
4,0.34,0.728,0.569,0.382,0.283,0.346,0.286
4,0.36,0.746,0.608,0.374,0.3,0.372,0.308
4,0.38,0.733,0.505,0.373,0.259,0.36,0.246
4,0.4,0.726,0.629,0.387,0.308,0.339,0.321
4,0.42,0.723,0.58,0.382,0.294,0.341,0.286
4,0.44,0.691,0.614,0.372,0.303,0.319,0.311
4,0.46,0.759,0.627,0.384,0.315,0.375,0.312
4,0.48,0.735,0.589,0.38,0.306,0.355,0.283
4,0.5,0.753,0.537,0.388,0.269,0.365,0.268
4,0.52,0.742,0.599,0.378,0.311,0.364,0.288
4,0.54,0.761,0.632,0.386,0.327,0.375,0.305
4,0.56,0.801,0.567,0.404,0.282,0.397,0.285
4,0.58,0.777,0.576,0.397,0.283,0.38,0.293
4,0.6,0.787,0.657,0.412,0.321,0.375,0.336
4,0.62,0.77,0.557,0.391,0.27,0.379,0.287
4,0.64,0.757,0.66,0.382,0.339,0.375,0.321
4,0.66,0.757,0.628,0.366,0.32,0.391,0.308
4,0.68,0.787,0.63,0.404,0.31,0.383,0.32
4,0.7,0.806,0.626,0.408,0.305,0.398,0.321
4,0.72,0.792,0.658,0.401,0.317,0.391,0.341
4,0.74,0.72,0.735,0.372,0.361,0.348,0.374
4,0.76,0.801,0.518,0.402,0.266,0.399,0.252
4,0.78,0.766,0.656,0.385,0.319,0.381,0.337
4,0.8,0.777,0.685,0.392,0.337,0.385,0.348
4,0.82,0.803,0.618,0.403,0.317,0.4,0.301
4,0.84,0.772,0.654,0.384,0.328,0.388,0.326
4,0.86,0.795,0.648,0.404,0.308,0.391,0.34
4,0.88,0.781,0.677,0.389,0.34,0.392,0.337
4,0.9,0.766,0.681,0.384,0.343,0.382,0.338
4,0.92,0.705,0.751,0.365,0.384,0.34,0.367
4,0.94,0.772,0.669,0.389,0.339,0.383,0.33
4,0.96,0.79,0.701,0.405,0.356,0.385,0.345
4,0.98,0.785,0.677,0.409,0.349,0.376,0.328
4,1,0.809,0.624,0.41,0.318,0.399,0.306
5,0.02,0.335,0.053,0.201,0.017,0.134,0.036
5,0.04,0.468,0.182,0.266,0.076,0.202,0.106
5,0.06,0.49,0.297,0.287,0.151,0.203,0.146
5,0.08,0.627,0.33,0.344,0.163,0.283,0.167
5,0.1,0.628,0.302,0.343,0.142,0.285,0.16
5,0.12,0.64,0.401,0.344,0.189,0.296,0.212
5,0.14,0.692,0.47,0.377,0.221,0.315,0.249
5,0.16,0.675,0.385,0.369,0.2,0.306,0.185
5,0.18,0.724,0.464,0.366,0.228,0.358,0.236
5,0.2,0.657,0.435,0.341,0.2,0.316,0.235
5,0.22,0.698,0.514,0.365,0.244,0.333,0.27
5,0.24,0.674,0.532,0.361,0.277,0.313,0.255
5,0.26,0.717,0.476,0.37,0.245,0.347,0.231
5,0.28,0.647,0.557,0.344,0.279,0.303,0.278
5,0.3,0.67,0.517,0.346,0.252,0.324,0.265
5,0.32,0.723,0.583,0.386,0.294,0.337,0.289
5,0.34,0.728,0.569,0.382,0.283,0.346,0.286
5,0.36,0.746,0.608,0.374,0.3,0.372,0.308
5,0.38,0.733,0.505,0.373,0.259,0.36,0.246
5,0.4,0.726,0.629,0.387,0.308,0.339,0.321
5,0.42,0.723,0.58,0.382,0.294,0.341,0.286
5,0.44,0.691,0.614,0.372,0.303,0.319,0.311
5,0.46,0.759,0.627,0.384,0.315,0.375,0.312
5,0.48,0.735,0.589,0.38,0.306,0.355,0.283
5,0.5,0.753,0.537,0.388,0.269,0.365,0.268
5,0.52,0.742,0.599,0.378,0.311,0.364,0.288
5,0.54,0.761,0.632,0.386,0.327,0.375,0.305
5,0.56,0.801,0.567,0.404,0.282,0.397,0.285
5,0.58,0.777,0.576,0.397,0.283,0.38,0.293
5,0.6,0.787,0.657,0.412,0.321,0.375,0.336
5,0.62,0.77,0.557,0.391,0.27,0.379,0.287
5,0.64,0.757,0.66,0.382,0.339,0.375,0.321
5,0.66,0.757,0.628,0.366,0.32,0.391,0.308
5,0.68,0.787,0.63,0.404,0.31,0.383,0.32
5,0.7,0.806,0.626,0.408,0.305,0.398,0.321
5,0.72,0.792,0.658,0.401,0.317,0.391,0.341
5,0.74,0.72,0.735,0.372,0.361,0.348,0.374
5,0.76,0.801,0.518,0.402,0.266,0.399,0.252
5,0.78,0.766,0.656,0.385,0.319,0.381,0.337
5,0.8,0.777,0.685,0.392,0.337,0.385,0.348
5,0.82,0.803,0.618,0.403,0.317,0.4,0.301
5,0.84,0.772,0.654,0.384,0.328,0.388,0.326
5,0.86,0.795,0.648,0.404,0.308,0.391,0.34
5,0.88,0.781,0.677,0.389,0.34,0.392,0.337
5,0.9,0.766,0.681,0.384,0.343,0.382,0.338
5,0.92,0.705,0.751,0.365,0.384,0.34,0.367
5,0.94,0.772,0.669,0.389,0.339,0.383,0.33
5,0.96,0.79,0.701,0.405,0.356,0.385,0.345
5,0.98,0.785,0.677,0.409,0.349,0.376,0.328
5,1,0.809,0.624,0.41,0.318,0.399,0.306
6,0.02,0.335,0.053,0.201,0.017,0.134,0.036
6,0.04,0.468,0.182,0.266,0.076,0.202,0.106
6,0.06,0.49,0.297,0.287,0.151,0.203,0.146
6,0.08,0.627,0.33,0.344,0.163,0.283,0.167
6,0.1,0.628,0.302,0.343,0.142,0.285,0.16
6,0.12,0.64,0.401,0.344,0.189,0.296,0.212
6,0.14,0.692,0.47,0.377,0.221,0.315,0.249
6,0.16,0.675,0.385,0.369,0.2,0.306,0.185
6,0.18,0.724,0.464,0.366,0.228,0.358,0.236
6,0.2,0.657,0.435,0.341,0.2,0.316,0.235
6,0.22,0.698,0.514,0.365,0.244,0.333,0.27
6,0.24,0.674,0.532,0.361,0.277,0.313,0.255
6,0.26,0.717,0.476,0.37,0.245,0.347,0.231
6,0.28,0.647,0.557,0.344,0.279,0.303,0.278
6,0.3,0.67,0.517,0.346,0.252,0.324,0.265
6,0.32,0.723,0.583,0.386,0.294,0.337,0.289
6,0.34,0.728,0.569,0.382,0.283,0.346,0.286
6,0.36,0.746,0.608,0.374,0.3,0.372,0.308
6,0.38,0.733,0.505,0.373,0.259,0.36,0.246
6,0.4,0.726,0.629,0.387,0.308,0.339,0.321
6,0.42,0.723,0.58,0.382,0.294,0.341,0.286
6,0.44,0.691,0.614,0.372,0.303,0.319,0.311
6,0.46,0.759,0.627,0.384,0.315,0.375,0.312
6,0.48,0.735,0.589,0.38,0.306,0.355,0.283
6,0.5,0.753,0.537,0.388,0.269,0.365,0.268
6,0.52,0.742,0.599,0.378,0.311,0.364,0.288
6,0.54,0.761,0.632,0.386,0.327,0.375,0.305
6,0.56,0.801,0.567,0.404,0.282,0.397,0.285
6,0.58,0.777,0.576,0.397,0.283,0.38,0.293
6,0.6,0.787,0.657,0.412,0.321,0.375,0.336
6,0.62,0.77,0.557,0.391,0.27,0.379,0.287
6,0.64,0.757,0.66,0.382,0.339,0.375,0.321
6,0.66,0.757,0.628,0.366,0.32,0.391,0.308
6,0.68,0.787,0.63,0.404,0.31,0.383,0.32
6,0.7,0.806,0.626,0.408,0.305,0.398,0.321
6,0.72,0.792,0.658,0.401,0.317,0.391,0.341
6,0.74,0.72,0.735,0.372,0.361,0.348,0.374
6,0.76,0.801,0.518,0.402,0.266,0.399,0.252
6,0.78,0.766,0.656,0.385,0.319,0.381,0.337
6,0.8,0.777,0.685,0.392,0.337,0.385,0.348
6,0.82,0.803,0.618,0.403,0.317,0.4,0.301
6,0.84,0.772,0.654,0.384,0.328,0.388,0.326
6,0.86,0.795,0.648,0.404,0.308,0.391,0.34
6,0.88,0.781,0.677,0.389,0.34,0.392,0.337
6,0.9,0.766,0.681,0.384,0.343,0.382,0.338
6,0.92,0.705,0.751,0.365,0.384,0.34,0.367
6,0.94,0.772,0.669,0.389,0.339,0.383,0.33
6,0.96,0.79,0.701,0.405,0.356,0.385,0.345
6,0.98,0.785,0.677,0.409,0.349,0.376,0.328
6,1,0.809,0.624,0.41,0.318,0.399,0.306
7,0.02,0.335,0.053,0.201,0.017,0.134,0.036
7,0.04,0.468,0.182,0.266,0.076,0.202,0.106
7,0.06,0.49,0.297,0.287,0.151,0.203,0.146
7,0.08,0.627,0.33,0.344,0.163,0.283,0.167
7,0.1,0.628,0.302,0.343,0.142,0.285,0.16
7,0.12,0.64,0.401,0.344,0.189,0.296,0.212
7,0.14,0.692,0.47,0.377,0.221,0.315,0.249
7,0.16,0.675,0.385,0.369,0.2,0.306,0.185
7,0.18,0.724,0.464,0.366,0.228,0.358,0.236
7,0.2,0.657,0.435,0.341,0.2,0.316,0.235
7,0.22,0.698,0.514,0.365,0.244,0.333,0.27
7,0.24,0.674,0.532,0.361,0.277,0.313,0.255
7,0.26,0.717,0.476,0.37,0.245,0.347,0.231
7,0.28,0.647,0.557,0.344,0.279,0.303,0.278
7,0.3,0.67,0.517,0.346,0.252,0.324,0.265
7,0.32,0.723,0.583,0.386,0.294,0.337,0.289
7,0.34,0.728,0.569,0.382,0.283,0.346,0.286
7,0.36,0.746,0.608,0.374,0.3,0.372,0.308
7,0.38,0.733,0.505,0.373,0.259,0.36,0.246
7,0.4,0.726,0.629,0.387,0.308,0.339,0.321
7,0.42,0.723,0.58,0.382,0.294,0.341,0.286
7,0.44,0.691,0.614,0.372,0.303,0.319,0.311
7,0.46,0.759,0.627,0.384,0.315,0.375,0.312
7,0.48,0.735,0.589,0.38,0.306,0.355,0.283
7,0.5,0.753,0.537,0.388,0.269,0.365,0.268
7,0.52,0.742,0.599,0.378,0.311,0.364,0.288
7,0.54,0.761,0.632,0.386,0.327,0.375,0.305
7,0.56,0.801,0.567,0.404,0.282,0.397,0.285
7,0.58,0.777,0.576,0.397,0.283,0.38,0.293
7,0.6,0.787,0.657,0.412,0.321,0.375,0.336
7,0.62,0.77,0.557,0.391,0.27,0.379,0.287
7,0.64,0.757,0.66,0.382,0.339,0.375,0.321
7,0.66,0.757,0.628,0.366,0.32,0.391,0.308
7,0.68,0.787,0.63,0.404,0.31,0.383,0.32
7,0.7,0.806,0.626,0.408,0.305,0.398,0.321
7,0.72,0.792,0.658,0.401,0.317,0.391,0.341
7,0.74,0.72,0.735,0.372,0.361,0.348,0.374
7,0.76,0.801,0.518,0.402,0.266,0.399,0.252
7,0.78,0.766,0.656,0.385,0.319,0.381,0.337
7,0.8,0.777,0.685,0.392,0.337,0.385,0.348
7,0.82,0.803,0.618,0.403,0.317,0.4,0.301
7,0.84,0.772,0.654,0.384,0.328,0.388,0.326
7,0.86,0.795,0.648,0.404,0.308,0.391,0.34
7,0.88,0.781,0.677,0.389,0.34,0.392,0.337
7,0.9,0.766,0.681,0.384,0.343,0.382,0.338
7,0.92,0.705,0.751,0.365,0.384,0.34,0.367
7,0.94,0.772,0.669,0.389,0.339,0.383,0.33
7,0.96,0.79,0.701,0.405,0.356,0.385,0.345
7,0.98,0.785,0.677,0.409,0.349,0.376,0.328
7,1,0.809,0.624,0.41,0.318,0.399,0.306
8,0.02,0.335,0.053,0.201,0.017,0.134,0.036
8,0.04,0.468,0.182,0.266,0.076,0.202,0.106
8,0.06,0.49,0.297,0.287,0.151,0.203,0.146
8,0.08,0.627,0.33,0.344,0.163,0.283,0.167
8,0.1,0.628,0.302,0.343,0.142,0.285,0.16
8,0.12,0.64,0.401,0.344,0.189,0.296,0.212
8,0.14,0.692,0.47,0.377,0.221,0.315,0.249
8,0.16,0.675,0.385,0.369,0.2,0.306,0.185
8,0.18,0.724,0.464,0.366,0.228,0.358,0.236
8,0.2,0.657,0.435,0.341,0.2,0.316,0.235
8,0.22,0.698,0.514,0.365,0.244,0.333,0.27
8,0.24,0.674,0.532,0.361,0.277,0.313,0.255
8,0.26,0.717,0.476,0.37,0.245,0.347,0.231
8,0.28,0.647,0.557,0.344,0.279,0.303,0.278
8,0.3,0.67,0.517,0.346,0.252,0.324,0.265
8,0.32,0.723,0.583,0.386,0.294,0.337,0.289
8,0.34,0.728,0.569,0.382,0.283,0.346,0.286
8,0.36,0.746,0.608,0.374,0.3,0.372,0.308
8,0.38,0.733,0.505,0.373,0.259,0.36,0.246
8,0.4,0.726,0.629,0.387,0.308,0.339,0.321
8,0.42,0.723,0.58,0.382,0.294,0.341,0.286
8,0.44,0.691,0.614,0.372,0.303,0.319,0.311
8,0.46,0.759,0.627,0.384,0.315,0.375,0.312
8,0.48,0.735,0.589,0.38,0.306,0.355,0.283
8,0.5,0.753,0.537,0.388,0.269,0.365,0.268
8,0.52,0.742,0.599,0.378,0.311,0.364,0.288
8,0.54,0.761,0.632,0.386,0.327,0.375,0.305
8,0.56,0.801,0.567,0.404,0.282,0.397,0.285
8,0.58,0.777,0.576,0.397,0.283,0.38,0.293
8,0.6,0.787,0.657,0.412,0.321,0.375,0.336
8,0.62,0.77,0.557,0.391,0.27,0.379,0.287
8,0.64,0.757,0.66,0.382,0.339,0.375,0.321
8,0.66,0.757,0.628,0.366,0.32,0.391,0.308
8,0.68,0.787,0.63,0.404,0.31,0.383,0.32
8,0.7,0.806,0.626,0.408,0.305,0.398,0.321
8,0.72,0.792,0.658,0.401,0.317,0.391,0.341
8,0.74,0.72,0.735,0.372,0.361,0.348,0.374
8,0.76,0.801,0.518,0.402,0.266,0.399,0.252
8,0.78,0.766,0.656,0.385,0.319,0.381,0.337
8,0.8,0.777,0.685,0.392,0.337,0.385,0.348
8,0.82,0.803,0.618,0.403,0.317,0.4,0.301
8,0.84,0.772,0.654,0.384,0.328,0.388,0.326
8,0.86,0.795,0.648,0.404,0.308,0.391,0.34
8,0.88,0.781,0.677,0.389,0.34,0.392,0.337
8,0.9,0.766,0.681,0.384,0.343,0.382,0.338
8,0.92,0.705,0.751,0.365,0.384,0.34,0.367
8,0.94,0.772,0.669,0.389,0.339,0.383,0.33
8,0.96,0.79,0.701,0.405,0.356,0.385,0.345
8,0.98,0.785,0.677,0.409,0.349,0.376,0.328
8,1,0.809,0.624,0.41,0.318,0.399,0.306
9,0.02,0.335,0.053,0.201,0.017,0.134,0.036
9,0.04,0.468,0.182,0.266,0.076,0.202,0.106
9,0.06,0.49,0.297,0.287,0.151,0.203,0.146
9,0.08,0.627,0.33,0.344,0.163,0.283,0.167
9,0.1,0.628,0.302,0.343,0.142,0.285,0.16
9,0.12,0.64,0.401,0.344,0.189,0.296,0.212
9,0.14,0.692,0.47,0.377,0.221,0.315,0.249
9,0.16,0.675,0.385,0.369,0.2,0.306,0.185
9,0.18,0.724,0.464,0.366,0.228,0.358,0.236
9,0.2,0.657,0.435,0.341,0.2,0.316,0.235
9,0.22,0.698,0.514,0.365,0.244,0.333,0.27
9,0.24,0.674,0.532,0.361,0.277,0.313,0.255
9,0.26,0.717,0.476,0.37,0.245,0.347,0.231
9,0.28,0.647,0.557,0.344,0.279,0.303,0.278
9,0.3,0.67,0.517,0.346,0.252,0.324,0.265
9,0.32,0.723,0.583,0.386,0.294,0.337,0.289
9,0.34,0.728,0.569,0.382,0.283,0.346,0.286
9,0.36,0.746,0.608,0.374,0.3,0.372,0.308
9,0.38,0.733,0.505,0.373,0.259,0.36,0.246
9,0.4,0.726,0.629,0.387,0.308,0.339,0.321
9,0.42,0.723,0.58,0.382,0.294,0.341,0.286
9,0.44,0.691,0.614,0.372,0.303,0.319,0.311
9,0.46,0.759,0.627,0.384,0.315,0.375,0.312
9,0.48,0.735,0.589,0.38,0.306,0.355,0.283
9,0.5,0.753,0.537,0.388,0.269,0.365,0.268
9,0.52,0.742,0.599,0.378,0.311,0.364,0.288
9,0.54,0.761,0.632,0.386,0.327,0.375,0.305
9,0.56,0.801,0.567,0.404,0.282,0.397,0.285
9,0.58,0.777,0.576,0.397,0.283,0.38,0.293
9,0.6,0.787,0.657,0.412,0.321,0.375,0.336
9,0.62,0.77,0.557,0.391,0.27,0.379,0.287
9,0.64,0.757,0.66,0.382,0.339,0.375,0.321
9,0.66,0.757,0.628,0.366,0.32,0.391,0.308
9,0.68,0.787,0.63,0.404,0.31,0.383,0.32
9,0.7,0.806,0.626,0.408,0.305,0.398,0.321
9,0.72,0.792,0.658,0.401,0.317,0.391,0.341
9,0.74,0.72,0.735,0.372,0.361,0.348,0.374
9,0.76,0.801,0.518,0.402,0.266,0.399,0.252
9,0.78,0.766,0.656,0.385,0.319,0.381,0.337
9,0.8,0.777,0.685,0.392,0.337,0.385,0.348
9,0.82,0.803,0.618,0.403,0.317,0.4,0.301
9,0.84,0.772,0.654,0.384,0.328,0.388,0.326
9,0.86,0.795,0.648,0.404,0.308,0.391,0.34
9,0.88,0.781,0.677,0.389,0.34,0.392,0.337
9,0.9,0.766,0.681,0.384,0.343,0.382,0.338
9,0.92,0.705,0.751,0.365,0.384,0.34,0.367
9,0.94,0.772,0.669,0.389,0.339,0.383,0.33
9,0.96,0.79,0.701,0.405,0.356,0.385,0.345
9,0.98,0.785,0.677,0.409,0.349,0.376,0.328
9,1,0.809,0.624,0.41,0.318,0.399,0.306
10,0.02,0.335,0.053,0.201,0.017,0.134,0.036
10,0.04,0.468,0.182,0.266,0.076,0.202,0.106
10,0.06,0.49,0.297,0.287,0.151,0.203,0.146
10,0.08,0.627,0.33,0.344,0.163,0.283,0.167
10,0.1,0.628,0.302,0.343,0.142,0.285,0.16
10,0.12,0.64,0.401,0.344,0.189,0.296,0.212
10,0.14,0.692,0.47,0.377,0.221,0.315,0.249
10,0.16,0.675,0.385,0.369,0.2,0.306,0.185
10,0.18,0.724,0.464,0.366,0.228,0.358,0.236
10,0.2,0.657,0.435,0.341,0.2,0.316,0.235
10,0.22,0.698,0.514,0.365,0.244,0.333,0.27
10,0.24,0.674,0.532,0.361,0.277,0.313,0.255
