"Repeat","beta_U","rho_A.l.","rho_I.l.","rho_Ah.l.","rho_Ih.l.","rho_Al.l.","rho_Il.l."
10,0.26,0.692,0.536,0.372,0.28,0.32,0.256
10,0.28,0.703,0.524,0.361,0.262,0.342,0.262
10,0.3,0.701,0.552,0.357,0.271,0.344,0.281
10,0.32,0.665,0.586,0.359,0.291,0.306,0.295
10,0.34,0.756,0.557,0.383,0.282,0.373,0.275
10,0.36,0.738,0.565,0.384,0.267,0.354,0.298
10,0.38,0.719,0.517,0.372,0.256,0.347,0.261
10,0.4,0.721,0.583,0.37,0.287,0.351,0.296
10,0.42,0.656,0.621,0.339,0.302,0.317,0.319
10,0.44,0.739,0.635,0.364,0.309,0.375,0.326
10,0.46,0.759,0.601,0.389,0.294,0.37,0.307
10,0.48,0.765,0.558,0.396,0.269,0.369,0.289
10,0.5,0.655,0.662,0.328,0.343,0.327,0.319
10,0.52,0.793,0.615,0.393,0.3,0.4,0.315
10,0.54,0.756,0.617,0.385,0.304,0.371,0.313
10,0.56,0.77,0.642,0.397,0.331,0.373,0.311
10,0.58,0.767,0.636,0.399,0.322,0.368,0.314
10,0.6,0.754,0.631,0.387,0.314,0.367,0.317
10,0.62,0.785,0.657,0.402,0.324,0.383,0.333
10,0.64,0.815,0.647,0.407,0.313,0.408,0.334
10,0.66,0.812,0.592,0.413,0.284,0.399,0.308
10,0.68,0.726,0.669,0.371,0.323,0.355,0.346
10,0.7,0.807,0.631,0.417,0.309,0.39,0.322
10,0.72,0.76,0.662,0.389,0.332,0.371,0.33
10,0.74,0.82,0.629,0.423,0.316,0.397,0.313
10,0.76,0.778,0.596,0.383,0.304,0.395,0.292
10,0.78,0.787,0.604,0.403,0.312,0.384,0.292
10,0.8,0.775,0.638,0.388,0.311,0.387,0.327
10,0.82,0.715,0.706,0.368,0.346,0.347,0.36
10,0.84,0.755,0.697,0.374,0.342,0.381,0.355
10,0.86,0.778,0.64,0.391,0.31,0.387,0.33
10,0.88,0.784,0.683,0.389,0.341,0.395,0.342
10,0.9,0.778,0.651,0.394,0.322,0.384,0.329
10,0.92,0.809,0.635,0.405,0.312,0.404,0.323
10,0.94,0.843,0.659,0.428,0.32,0.415,0.339
10,0.96,0.805,0.663,0.404,0.333,0.401,0.33
10,0.98,0.825,0.628,0.415,0.317,0.41,0.311
10,1,0.821,0.653,0.413,0.331,0.408,0.322
11,0.02,0.437,0.096,0.271,0.048,0.166,0.048
11,0.04,0.471,0.156,0.266,0.063,0.205,0.093
11,0.06,0.498,0.29,0.283,0.142,0.215,0.148
11,0.08,0.557,0.32,0.294,0.146,0.263,0.174
11,0.1,0.61,0.35,0.326,0.169,0.284,0.181
11,0.12,0.596,0.364,0.324,0.169,0.272,0.195
11,0.14,0.664,0.384,0.369,0.187,0.295,0.197
11,0.16,0.665,0.456,0.362,0.225,0.303,0.231
11,0.18,0.696,0.54,0.36,0.264,0.336,0.276
11,0.2,0.675,0.385,0.367,0.193,0.308,0.192
11,0.22,0.693,0.495,0.36,0.24,0.333,0.255
11,0.24,0.745,0.483,0.377,0.234,0.368,0.249
11,0.26,0.692,0.536,0.372,0.28,0.32,0.256
11,0.28,0.703,0.524,0.361,0.262,0.342,0.262
11,0.3,0.701,0.552,0.357,0.271,0.344,0.281
11,0.32,0.665,0.586,0.359,0.291,0.306,0.295
11,0.34,0.756,0.557,0.383,0.282,0.373,0.275
11,0.36,0.738,0.565,0.384,0.267,0.354,0.298
11,0.38,0.719,0.517,0.372,0.256,0.347,0.261
11,0.4,0.721,0.583,0.37,0.287,0.351,0.296
11,0.42,0.656,0.621,0.339,0.302,0.317,0.319
11,0.44,0.739,0.635,0.364,0.309,0.375,0.326
11,0.46,0.759,0.601,0.389,0.294,0.37,0.307
11,0.48,0.765,0.558,0.396,0.269,0.369,0.289
11,0.5,0.655,0.662,0.328,0.343,0.327,0.319
11,0.52,0.793,0.615,0.393,0.3,0.4,0.315
11,0.54,0.756,0.617,0.385,0.304,0.371,0.313
11,0.56,0.77,0.642,0.397,0.331,0.373,0.311
11,0.58,0.767,0.636,0.399,0.322,0.368,0.314
11,0.6,0.754,0.631,0.387,0.314,0.367,0.317
11,0.62,0.785,0.657,0.402,0.324,0.383,0.333
11,0.64,0.815,0.647,0.407,0.313,0.408,0.334
11,0.66,0.812,0.592,0.413,0.284,0.399,0.308
11,0.68,0.726,0.669,0.371,0.323,0.355,0.346
11,0.7,0.807,0.631,0.417,0.309,0.39,0.322
11,0.72,0.76,0.662,0.389,0.332,0.371,0.33
11,0.74,0.82,0.629,0.423,0.316,0.397,0.313
11,0.76,0.778,0.596,0.383,0.304,0.395,0.292
11,0.78,0.787,0.604,0.403,0.312,0.384,0.292
11,0.8,0.775,0.638,0.388,0.311,0.387,0.327
11,0.82,0.715,0.706,0.368,0.346,0.347,0.36
11,0.84,0.755,0.697,0.374,0.342,0.381,0.355
11,0.86,0.778,0.64,0.391,0.31,0.387,0.33
11,0.88,0.784,0.683,0.389,0.341,0.395,0.342
11,0.9,0.778,0.651,0.394,0.322,0.384,0.329
11,0.92,0.809,0.635,0.405,0.312,0.404,0.323
11,0.94,0.843,0.659,0.428,0.32,0.415,0.339
11,0.96,0.805,0.663,0.404,0.333,0.401,0.33
11,0.98,0.825,0.628,0.415,0.317,0.41,0.311
11,1,0.821,0.653,0.413,0.331,0.408,0.322
12,0.02,0.437,0.096,0.271,0.048,0.166,0.048
12,0.04,0.471,0.156,0.266,0.063,0.205,0.093
12,0.06,0.498,0.29,0.283,0.142,0.215,0.148
12,0.08,0.557,0.32,0.294,0.146,0.263,0.174
12,0.1,0.61,0.35,0.326,0.169,0.284,0.181
12,0.12,0.596,0.364,0.324,0.169,0.272,0.195
12,0.14,0.664,0.384,0.369,0.187,0.295,0.197
12,0.16,0.665,0.456,0.362,0.225,0.303,0.231
12,0.18,0.696,0.54,0.36,0.264,0.336,0.276
12,0.2,0.675,0.385,0.367,0.193,0.308,0.192
12,0.22,0.693,0.495,0.36,0.24,0.333,0.255
12,0.24,0.745,0.483,0.377,0.234,0.368,0.249
12,0.26,0.692,0.536,0.372,0.28,0.32,0.256
12,0.28,0.703,0.524,0.361,0.262,0.342,0.262
12,0.3,0.701,0.552,0.357,0.271,0.344,0.281
12,0.32,0.665,0.586,0.359,0.291,0.306,0.295
12,0.34,0.756,0.557,0.383,0.282,0.373,0.275
12,0.36,0.738,0.565,0.384,0.267,0.354,0.298
12,0.38,0.719,0.517,0.372,0.256,0.347,0.261
12,0.4,0.721,0.583,0.37,0.287,0.351,0.296
12,0.42,0.656,0.621,0.339,0.302,0.317,0.319
12,0.44,0.739,0.635,0.364,0.309,0.375,0.326
12,0.46,0.759,0.601,0.389,0.294,0.37,0.307
12,0.48,0.765,0.558,0.396,0.269,0.369,0.289
12,0.5,0.655,0.662,0.328,0.343,0.327,0.319
12,0.52,0.793,0.615,0.393,0.3,0.4,0.315
12,0.54,0.756,0.617,0.385,0.304,0.371,0.313
12,0.56,0.77,0.642,0.397,0.331,0.373,0.311
12,0.58,0.767,0.636,0.399,0.322,0.368,0.314
12,0.6,0.754,0.631,0.387,0.314,0.367,0.317
12,0.62,0.785,0.657,0.402,0.324,0.383,0.333
12,0.64,0.815,0.647,0.407,0.313,0.408,0.334
12,0.66,0.812,0.592,0.413,0.284,0.399,0.308
12,0.68,0.726,0.669,0.371,0.323,0.355,0.346
12,0.7,0.807,0.631,0.417,0.309,0.39,0.322
12,0.72,0.76,0.662,0.389,0.332,0.371,0.33
12,0.74,0.82,0.629,0.423,0.316,0.397,0.313
12,0.76,0.778,0.596,0.383,0.304,0.395,0.292
12,0.78,0.787,0.604,0.403,0.312,0.384,0.292
12,0.8,0.775,0.638,0.388,0.311,0.387,0.327
12,0.82,0.715,0.706,0.368,0.346,0.347,0.36
12,0.84,0.755,0.697,0.374,0.342,0.381,0.355
12,0.86,0.778,0.64,0.391,0.31,0.387,0.33
12,0.88,0.784,0.683,0.389,0.341,0.395,0.342
12,0.9,0.778,0.651,0.394,0.322,0.384,0.329
12,0.92,0.809,0.635,0.405,0.312,0.404,0.323
12,0.94,0.843,0.659,0.428,0.32,0.415,0.339
12,0.96,0.805,0.663,0.404,0.333,0.401,0.33
12,0.98,0.825,0.628,0.415,0.317,0.41,0.311
12,1,0.821,0.653,0.413,0.331,0.408,0.322
13,0.02,0.382,0.088,0.238,0.032,0.144,0.056
13,0.04,0.405,0.203,0.224,0.092,0.181,0.111
13,0.06,0.523,0.248,0.28,0.113,0.243,0.135
13,0.08,0.577,0.372,0.31,0.18,0.267,0.192
13,0.1,0.607,0.318,0.327,0.155,0.28,0.163
13,0.12,0.589,0.336,0.306,0.148,0.283,0.188
13,0.14,0.674,0.483,0.36,0.248,0.314,0.235
13,0.16,0.649,0.457,0.343,0.219,0.306,0.238
13,0.18,0.601,0.466,0.322,0.215,0.279,0.251
13,0.2,0.691,0.405,0.377,0.203,0.314,0.202
13,0.22,0.75,0.519,0.395,0.273,0.355,0.246
13,0.24,0.678,0.522,0.348,0.263,0.33,0.259
13,0.26,0.695,0.517,0.355,0.251,0.34,0.266
13,0.28,0.712,0.514,0.377,0.262,0.335,0.252
13,0.3,0.724,0.547,0.375,0.275,0.349,0.272
13,0.32,0.733,0.504,0.39,0.27,0.343,0.234
13,0.34,0.735,0.527,0.382,0.263,0.353,0.264
13,0.36,0.72,0.625,0.378,0.303,0.342,0.322
13,0.38,0.744,0.587,0.366,0.298,0.378,0.289
13,0.4,0.75,0.56,0.38,0.27,0.37,0.29
13,0.42,0.697,0.631,0.358,0.305,0.339,0.326
13,0.44,0.724,0.594,0.369,0.307,0.355,0.287
13,0.46,0.72,0.585,0.369,0.28,0.351,0.305
13,0.48,0.801,0.597,0.406,0.294,0.395,0.303
13,0.5,0.746,0.61,0.369,0.307,0.377,0.303
13,0.52,0.775,0.582,0.398,0.293,0.377,0.289
13,0.54,0.776,0.552,0.388,0.285,0.388,0.267
13,0.56,0.763,0.63,0.396,0.308,0.367,0.322
13,0.58,0.769,0.632,0.411,0.328,0.358,0.304
13,0.6,0.788,0.636,0.4,0.327,0.388,0.309
13,0.62,0.803,0.606,0.403,0.299,0.4,0.307
13,0.64,0.778,0.598,0.39,0.298,0.388,0.3
13,0.66,0.761,0.607,0.374,0.312,0.387,0.295
13,0.68,0.815,0.631,0.41,0.318,0.405,0.313
13,0.7,0.781,0.64,0.396,0.317,0.385,0.323
13,0.72,0.801,0.634,0.412,0.325,0.389,0.309
13,0.74,0.795,0.648,0.398,0.311,0.397,0.337
13,0.76,0.775,0.654,0.395,0.32,0.38,0.334
13,0.78,0.817,0.616,0.404,0.304,0.413,0.312
13,0.8,0.796,0.595,0.4,0.282,0.396,0.313
13,0.82,0.795,0.665,0.403,0.321,0.392,0.344
13,0.84,0.736,0.693,0.384,0.348,0.352,0.345
13,0.86,0.778,0.683,0.398,0.33,0.38,0.353
13,0.88,0.753,0.699,0.382,0.352,0.371,0.347
13,0.9,0.844,0.665,0.43,0.353,0.414,0.312
13,0.92,0.759,0.608,0.372,0.299,0.387,0.309
13,0.94,0.767,0.719,0.39,0.367,0.377,0.352
13,0.96,0.818,0.651,0.413,0.324,0.405,0.327
13,0.98,0.819,0.601,0.417,0.305,0.402,0.296
13,1,0.796,0.674,0.394,0.336,0.402,0.338
14,0.02,0.382,0.088,0.238,0.032,0.144,0.056
14,0.04,0.405,0.203,0.224,0.092,0.181,0.111
14,0.06,0.523,0.248,0.28,0.113,0.243,0.135
14,0.08,0.577,0.372,0.31,0.18,0.267,0.192
14,0.1,0.607,0.318,0.327,0.155,0.28,0.163
14,0.12,0.589,0.336,0.306,0.148,0.283,0.188
14,0.14,0.674,0.483,0.36,0.248,0.314,0.235
14,0.16,0.649,0.457,0.343,0.219,0.306,0.238
14,0.18,0.601,0.466,0.322,0.215,0.279,0.251
14,0.2,0.691,0.405,0.377,0.203,0.314,0.202
14,0.22,0.75,0.519,0.395,0.273,0.355,0.246
14,0.24,0.678,0.522,0.348,0.263,0.33,0.259
14,0.26,0.695,0.517,0.355,0.251,0.34,0.266
14,0.28,0.712,0.514,0.377,0.262,0.335,0.252
14,0.3,0.724,0.547,0.375,0.275,0.349,0.272
14,0.32,0.733,0.504,0.39,0.27,0.343,0.234
14,0.34,0.735,0.527,0.382,0.263,0.353,0.264
14,0.36,0.72,0.625,0.378,0.303,0.342,0.322
14,0.38,0.744,0.587,0.366,0.298,0.378,0.289
14,0.4,0.75,0.56,0.38,0.27,0.37,0.29
14,0.42,0.697,0.631,0.358,0.305,0.339,0.326
14,0.44,0.724,0.594,0.369,0.307,0.355,0.287
14,0.46,0.72,0.585,0.369,0.28,0.351,0.305
14,0.48,0.801,0.597,0.406,0.294,0.395,0.303
14,0.5,0.746,0.61,0.369,0.307,0.377,0.303
14,0.52,0.775,0.582,0.398,0.293,0.377,0.289
14,0.54,0.776,0.552,0.388,0.285,0.388,0.267
14,0.56,0.763,0.63,0.396,0.308,0.367,0.322
14,0.58,0.769,0.632,0.411,0.328,0.358,0.304
14,0.6,0.788,0.636,0.4,0.327,0.388,0.309
14,0.62,0.803,0.606,0.403,0.299,0.4,0.307
14,0.64,0.778,0.598,0.39,0.298,0.388,0.3
14,0.66,0.761,0.607,0.374,0.312,0.387,0.295
14,0.68,0.815,0.631,0.41,0.318,0.405,0.313
14,0.7,0.781,0.64,0.396,0.317,0.385,0.323
14,0.72,0.801,0.634,0.412,0.325,0.389,0.309
14,0.74,0.795,0.648,0.398,0.311,0.397,0.337
14,0.76,0.775,0.654,0.395,0.32,0.38,0.334
14,0.78,0.817,0.616,0.404,0.304,0.413,0.312
14,0.8,0.796,0.595,0.4,0.282,0.396,0.313
14,0.82,0.795,0.665,0.403,0.321,0.392,0.344
14,0.84,0.736,0.693,0.384,0.348,0.352,0.345
14,0.86,0.778,0.683,0.398,0.33,0.38,0.353
14,0.88,0.753,0.699,0.382,0.352,0.371,0.347
14,0.9,0.844,0.665,0.43,0.353,0.414,0.312
14,0.92,0.759,0.608,0.372,0.299,0.387,0.309
14,0.94,0.767,0.719,0.39,0.367,0.377,0.352
14,0.96,0.818,0.651,0.413,0.324,0.405,0.327
14,0.98,0.819,0.601,0.417,0.305,0.402,0.296
14,1,0.796,0.674,0.394,0.336,0.402,0.338
15,0.02,0.382,0.088,0.238,0.032,0.144,0.056
15,0.04,0.405,0.203,0.224,0.092,0.181,0.111
15,0.06,0.523,0.248,0.28,0.113,0.243,0.135
15,0.08,0.577,0.372,0.31,0.18,0.267,0.192
15,0.1,0.607,0.318,0.327,0.155,0.28,0.163
15,0.12,0.589,0.336,0.306,0.148,0.283,0.188
15,0.14,0.674,0.483,0.36,0.248,0.314,0.235
15,0.16,0.649,0.457,0.343,0.219,0.306,0.238
15,0.18,0.601,0.466,0.322,0.215,0.279,0.251
15,0.2,0.691,0.405,0.377,0.203,0.314,0.202
15,0.22,0.75,0.519,0.395,0.273,0.355,0.246
15,0.24,0.678,0.522,0.348,0.263,0.33,0.259
15,0.26,0.695,0.517,0.355,0.251,0.34,0.266
15,0.28,0.712,0.514,0.377,0.262,0.335,0.252
15,0.3,0.724,0.547,0.375,0.275,0.349,0.272
15,0.32,0.733,0.504,0.39,0.27,0.343,0.234
15,0.34,0.735,0.527,0.382,0.263,0.353,0.264
15,0.36,0.72,0.625,0.378,0.303,0.342,0.322
15,0.38,0.744,0.587,0.366,0.298,0.378,0.289
15,0.4,0.75,0.56,0.38,0.27,0.37,0.29
15,0.42,0.697,0.631,0.358,0.305,0.339,0.326
15,0.44,0.724,0.594,0.369,0.307,0.355,0.287
15,0.46,0.72,0.585,0.369,0.28,0.351,0.305
15,0.48,0.801,0.597,0.406,0.294,0.395,0.303
15,0.5,0.746,0.61,0.369,0.307,0.377,0.303
15,0.52,0.775,0.582,0.398,0.293,0.377,0.289
15,0.54,0.776,0.552,0.388,0.285,0.388,0.267
15,0.56,0.763,0.63,0.396,0.308,0.367,0.322
15,0.58,0.769,0.632,0.411,0.328,0.358,0.304
15,0.6,0.788,0.636,0.4,0.327,0.388,0.309
15,0.62,0.803,0.606,0.403,0.299,0.4,0.307
15,0.64,0.778,0.598,0.39,0.298,0.388,0.3
15,0.66,0.761,0.607,0.374,0.312,0.387,0.295
15,0.68,0.815,0.631,0.41,0.318,0.405,0.313
15,0.7,0.781,0.64,0.396,0.317,0.385,0.323
15,0.72,0.801,0.634,0.412,0.325,0.389,0.309
15,0.74,0.795,0.648,0.398,0.311,0.397,0.337
15,0.76,0.775,0.654,0.395,0.32,0.38,0.334
15,0.78,0.817,0.616,0.404,0.304,0.413,0.312
15,0.8,0.796,0.595,0.4,0.282,0.396,0.313
15,0.82,0.795,0.665,0.403,0.321,0.392,0.344
15,0.84,0.736,0.693,0.384,0.348,0.352,0.345
15,0.86,0.778,0.683,0.398,0.33,0.38,0.353
15,0.88,0.753,0.699,0.382,0.352,0.371,0.347
15,0.9,0.844,0.665,0.43,0.353,0.414,0.312
15,0.92,0.759,0.608,0.372,0.299,0.387,0.309
15,0.94,0.767,0.719,0.39,0.367,0.377,0.352
15,0.96,0.818,0.651,0.413,0.324,0.405,0.327
15,0.98,0.819,0.601,0.417,0.305,0.402,0.296
15,1,0.796,0.674,0.394,0.336,0.402,0.338
16,0.02,0.382,0.088,0.238,0.032,0.144,0.056
16,0.04,0.405,0.203,0.224,0.092,0.181,0.111
16,0.06,0.523,0.248,0.28,0.113,0.243,0.135
16,0.08,0.577,0.372,0.31,0.18,0.267,0.192
16,0.1,0.607,0.318,0.327,0.155,0.28,0.163
16,0.12,0.589,0.336,0.306,0.148,0.283,0.188
16,0.14,0.674,0.483,0.36,0.248,0.314,0.235
16,0.16,0.649,0.457,0.343,0.219,0.306,0.238
16,0.18,0.601,0.466,0.322,0.215,0.279,0.251
16,0.2,0.691,0.405,0.377,0.203,0.314,0.202
16,0.22,0.75,0.519,0.395,0.273,0.355,0.246
16,0.24,0.678,0.522,0.348,0.263,0.33,0.259
16,0.26,0.695,0.517,0.355,0.251,0.34,0.266
16,0.28,0.712,0.514,0.377,0.262,0.335,0.252
16,0.3,0.724,0.547,0.375,0.275,0.349,0.272
16,0.32,0.733,0.504,0.39,0.27,0.343,0.234
16,0.34,0.735,0.527,0.382,0.263,0.353,0.264
16,0.36,0.72,0.625,0.378,0.303,0.342,0.322
16,0.38,0.744,0.587,0.366,0.298,0.378,0.289
16,0.4,0.75,0.56,0.38,0.27,0.37,0.29
16,0.42,0.697,0.631,0.358,0.305,0.339,0.326
16,0.44,0.724,0.594,0.369,0.307,0.355,0.287
16,0.46,0.72,0.585,0.369,0.28,0.351,0.305
16,0.48,0.801,0.597,0.406,0.294,0.395,0.303
16,0.5,0.746,0.61,0.369,0.307,0.377,0.303
16,0.52,0.775,0.582,0.398,0.293,0.377,0.289
16,0.54,0.776,0.552,0.388,0.285,0.388,0.267
16,0.56,0.763,0.63,0.396,0.308,0.367,0.322
16,0.58,0.769,0.632,0.411,0.328,0.358,0.304
16,0.6,0.788,0.636,0.4,0.327,0.388,0.309
16,0.62,0.803,0.606,0.403,0.299,0.4,0.307
16,0.64,0.778,0.598,0.39,0.298,0.388,0.3
16,0.66,0.761,0.607,0.374,0.312,0.387,0.295
16,0.68,0.815,0.631,0.41,0.318,0.405,0.313
16,0.7,0.781,0.64,0.396,0.317,0.385,0.323
16,0.72,0.801,0.634,0.412,0.325,0.389,0.309
16,0.74,0.795,0.648,0.398,0.311,0.397,0.337
16,0.76,0.775,0.654,0.395,0.32,0.38,0.334
16,0.78,0.817,0.616,0.404,0.304,0.413,0.312
16,0.8,0.796,0.595,0.4,0.282,0.396,0.313
16,0.82,0.795,0.665,0.403,0.321,0.392,0.344
16,0.84,0.736,0.693,0.384,0.348,0.352,0.345
16,0.86,0.778,0.683,0.398,0.33,0.38,0.353
16,0.88,0.753,0.699,0.382,0.352,0.371,0.347
16,0.9,0.844,0.665,0.43,0.353,0.414,0.312
16,0.92,0.759,0.608,0.372,0.299,0.387,0.309
16,0.94,0.767,0.719,0.39,0.367,0.377,0.352
16,0.96,0.818,0.651,0.413,0.324,0.405,0.327
16,0.98,0.819,0.601,0.417,0.305,0.402,0.296
16,1,0.796,0.674,0.394,0.336,0.402,0.338
17,0.02,0.382,0.088,0.238,0.032,0.144,0.056
17,0.04,0.405,0.203,0.224,0.092,0.181,0.111
17,0.06,0.523,0.248,0.28,0.113,0.243,0.135
17,0.08,0.577,0.372,0.31,0.18,0.267,0.192
17,0.1,0.607,0.318,0.327,0.155,0.28,0.163
17,0.12,0.589,0.336,0.306,0.148,0.283,0.188
17,0.14,0.674,0.483,0.36,0.248,0.314,0.235
17,0.16,0.649,0.457,0.343,0.219,0.306,0.238
17,0.18,0.601,0.466,0.322,0.215,0.279,0.251
17,0.2,0.691,0.405,0.377,0.203,0.314,0.202
17,0.22,0.75,0.519,0.395,0.273,0.355,0.246
17,0.24,0.678,0.522,0.348,0.263,0.33,0.259
17,0.26,0.695,0.517,0.355,0.251,0.34,0.266
17,0.28,0.712,0.514,0.377,0.262,0.335,0.252
17,0.3,0.724,0.547,0.375,0.275,0.349,0.272
17,0.32,0.733,0.504,0.39,0.27,0.343,0.234
17,0.34,0.735,0.527,0.382,0.263,0.353,0.264
17,0.36,0.72,0.625,0.378,0.303,0.342,0.322
17,0.38,0.744,0.587,0.366,0.298,0.378,0.289
17,0.4,0.75,0.56,0.38,0.27,0.37,0.29
17,0.42,0.697,0.631,0.358,0.305,0.339,0.326
17,0.44,0.724,0.594,0.369,0.307,0.355,0.287
17,0.46,0.72,0.585,0.369,0.28,0.351,0.305
17,0.48,0.801,0.597,0.406,0.294,0.395,0.303
17,0.5,0.746,0.61,0.369,0.307,0.377,0.303
17,0.52,0.775,0.582,0.398,0.293,0.377,0.289
17,0.54,0.776,0.552,0.388,0.285,0.388,0.267
17,0.56,0.763,0.63,0.396,0.308,0.367,0.322
17,0.58,0.769,0.632,0.411,0.328,0.358,0.304
17,0.6,0.788,0.636,0.4,0.327,0.388,0.309
17,0.62,0.803,0.606,0.403,0.299,0.4,0.307
17,0.64,0.778,0.598,0.39,0.298,0.388,0.3
17,0.66,0.761,0.607,0.374,0.312,0.387,0.295
17,0.68,0.815,0.631,0.41,0.318,0.405,0.313
17,0.7,0.781,0.64,0.396,0.317,0.385,0.323
17,0.72,0.801,0.634,0.412,0.325,0.389,0.309
17,0.74,0.795,0.648,0.398,0.311,0.397,0.337
17,0.76,0.775,0.654,0.395,0.32,0.38,0.334
17,0.78,0.817,0.616,0.404,0.304,0.413,0.312
17,0.8,0.796,0.595,0.4,0.282,0.396,0.313
17,0.82,0.795,0.665,0.403,0.321,0.392,0.344
17,0.84,0.736,0.693,0.384,0.348,0.352,0.345
17,0.86,0.778,0.683,0.398,0.33,0.38,0.353
17,0.88,0.753,0.699,0.382,0.352,0.371,0.347
17,0.9,0.844,0.665,0.43,0.353,0.414,0.312
17,0.92,0.759,0.608,0.372,0.299,0.387,0.309
17,0.94,0.767,0.719,0.39,0.367,0.377,0.352
17,0.96,0.818,0.651,0.413,0.324,0.405,0.327
17,0.98,0.819,0.601,0.417,0.305,0.402,0.296
17,1,0.796,0.674,0.394,0.336,0.402,0.338
18,0.02,0.382,0.088,0.238,0.032,0.144,0.056
18,0.04,0.405,0.203,0.224,0.092,0.181,0.111
18,0.06,0.523,0.248,0.28,0.113,0.243,0.135
18,0.08,0.577,0.372,0.31,0.18,0.267,0.192
18,0.1,0.607,0.318,0.327,0.155,0.28,0.163
18,0.12,0.589,0.336,0.306,0.148,0.283,0.188
18,0.14,0.674,0.483,0.36,0.248,0.314,0.235
18,0.16,0.649,0.457,0.343,0.219,0.306,0.238
18,0.18,0.601,0.466,0.322,0.215,0.279,0.251
18,0.2,0.691,0.405,0.377,0.203,0.314,0.202
18,0.22,0.75,0.519,0.395,0.273,0.355,0.246
18,0.24,0.678,0.522,0.348,0.263,0.33,0.259
18,0.26,0.695,0.517,0.355,0.251,0.34,0.266
18,0.28,0.712,0.514,0.377,0.262,0.335,0.252
18,0.3,0.724,0.547,0.375,0.275,0.349,0.272
18,0.32,0.733,0.504,0.39,0.27,0.343,0.234
18,0.34,0.735,0.527,0.382,0.263,0.353,0.264
18,0.36,0.72,0.625,0.378,0.303,0.342,0.322
18,0.38,0.744,0.587,0.366,0.298,0.378,0.289
18,0.4,0.75,0.56,0.38,0.27,0.37,0.29
18,0.42,0.697,0.631,0.358,0.305,0.339,0.326
18,0.44,0.724,0.594,0.369,0.307,0.355,0.287
18,0.46,0.72,0.585,0.369,0.28,0.351,0.305
18,0.48,0.801,0.597,0.406,0.294,0.395,0.303
18,0.5,0.746,0.61,0.369,0.307,0.377,0.303
18,0.52,0.775,0.582,0.398,0.293,0.377,0.289
18,0.54,0.776,0.552,0.388,0.285,0.388,0.267
18,0.56,0.763,0.63,0.396,0.308,0.367,0.322
18,0.58,0.769,0.632,0.411,0.328,0.358,0.304
18,0.6,0.788,0.636,0.4,0.327,0.388,0.309
18,0.62,0.803,0.606,0.403,0.299,0.4,0.307
18,0.64,0.778,0.598,0.39,0.298,0.388,0.3
18,0.66,0.761,0.607,0.374,0.312,0.387,0.295
18,0.68,0.815,0.631,0.41,0.318,0.405,0.313
18,0.7,0.781,0.64,0.396,0.317,0.385,0.323
18,0.72,0.801,0.634,0.412,0.325,0.389,0.309
18,0.74,0.795,0.648,0.398,0.311,0.397,0.337
18,0.76,0.775,0.654,0.395,0.32,0.38,0.334
18,0.78,0.817,0.616,0.404,0.304,0.413,0.312
18,0.8,0.796,0.595,0.4,0.282,0.396,0.313
18,0.82,0.795,0.665,0.403,0.321,0.392,0.344
18,0.84,0.736,0.693,0.384,0.348,0.352,0.345
18,0.86,0.778,0.683,0.398,0.33,0.38,0.353
18,0.88,0.753,0.699,0.382,0.352,0.371,0.347
18,0.9,0.844,0.665,0.43,0.353,0.414,0.312
18,0.92,0.759,0.608,0.372,0.299,0.387,0.309
18,0.94,0.767,0.719,0.39,0.367,0.377,0.352
18,0.96,0.818,0.651,0.413,0.324,0.405,0.327
18,0.98,0.819,0.601,0.417,0.305,0.402,0.296
18,1,0.796,0.674,0.394,0.336,0.402,0.338
19,0.02,0.382,0.088,0.238,0.032,0.144,0.056
19,0.04,0.405,0.203,0.224,0.092,0.181,0.111
19,0.06,0.523,0.248,0.28,0.113,0.243,0.135
19,0.08,0.577,0.372,0.31,0.18,0.267,0.192
19,0.1,0.607,0.318,0.327,0.155,0.28,0.163
19,0.12,0.589,0.336,0.306,0.148,0.283,0.188
19,0.14,0.674,0.483,0.36,0.248,0.314,0.235
19,0.16,0.649,0.457,0.343,0.219,0.306,0.238
19,0.18,0.601,0.466,0.322,0.215,0.279,0.251
19,0.2,0.691,0.405,0.377,0.203,0.314,0.202
19,0.22,0.75,0.519,0.395,0.273,0.355,0.246
19,0.24,0.678,0.522,0.348,0.263,0.33,0.259
19,0.26,0.695,0.517,0.355,0.251,0.34,0.266
19,0.28,0.712,0.514,0.377,0.262,0.335,0.252
19,0.3,0.724,0.547,0.375,0.275,0.349,0.272
19,0.32,0.733,0.504,0.39,0.27,0.343,0.234
19,0.34,0.735,0.527,0.382,0.263,0.353,0.264
19,0.36,0.72,0.625,0.378,0.303,0.342,0.322
19,0.38,0.744,0.587,0.366,0.298,0.378,0.289
19,0.4,0.75,0.56,0.38,0.27,0.37,0.29
19,0.42,0.697,0.631,0.358,0.305,0.339,0.326
19,0.44,0.724,0.594,0.369,0.307,0.355,0.287
19,0.46,0.72,0.585,0.369,0.28,0.351,0.305
19,0.48,0.801,0.597,0.406,0.294,0.395,0.303
19,0.5,0.746,0.61,0.369,0.307,0.377,0.303
19,0.52,0.775,0.582,0.398,0.293,0.377,0.289
19,0.54,0.776,0.552,0.388,0.285,0.388,0.267
