"Repeat","beta_U","rho_A.l.","rho_I.l.","rho_Ah.l.","rho_Ih.l.","rho_Al.l.","rho_Il.l."
1,0.94,0.843,0.659,0.428,0.32,0.415,0.339
1,0.96,0.805,0.663,0.404,0.333,0.401,0.33
1,0.98,0.825,0.628,0.415,0.317,0.41,0.311
1,1,0.821,0.653,0.413,0.331,0.408,0.322
2,0.02,0.437,0.096,0.271,0.048,0.166,0.048
2,0.04,0.471,0.156,0.266,0.063,0.205,0.093
2,0.06,0.498,0.29,0.283,0.142,0.215,0.148
2,0.08,0.557,0.32,0.294,0.146,0.263,0.174
2,0.1,0.61,0.35,0.326,0.169,0.284,0.181
2,0.12,0.596,0.364,0.324,0.169,0.272,0.195
2,0.14,0.664,0.384,0.369,0.187,0.295,0.197
2,0.16,0.665,0.456,0.362,0.225,0.303,0.231
2,0.18,0.696,0.54,0.36,0.264,0.336,0.276
2,0.2,0.675,0.385,0.367,0.193,0.308,0.192
2,0.22,0.693,0.495,0.36,0.24,0.333,0.255
2,0.24,0.745,0.483,0.377,0.234,0.368,0.249
2,0.26,0.692,0.536,0.372,0.28,0.32,0.256
2,0.28,0.703,0.524,0.361,0.262,0.342,0.262
2,0.3,0.701,0.552,0.357,0.271,0.344,0.281
2,0.32,0.665,0.586,0.359,0.291,0.306,0.295
2,0.34,0.756,0.557,0.383,0.282,0.373,0.275
2,0.36,0.738,0.565,0.384,0.267,0.354,0.298
2,0.38,0.719,0.517,0.372,0.256,0.347,0.261
2,0.4,0.721,0.583,0.37,0.287,0.351,0.296
2,0.42,0.656,0.621,0.339,0.302,0.317,0.319
2,0.44,0.739,0.635,0.364,0.309,0.375,0.326
2,0.46,0.759,0.601,0.389,0.294,0.37,0.307
2,0.48,0.765,0.558,0.396,0.269,0.369,0.289
2,0.5,0.655,0.662,0.328,0.343,0.327,0.319
2,0.52,0.793,0.615,0.393,0.3,0.4,0.315
2,0.54,0.756,0.617,0.385,0.304,0.371,0.313
2,0.56,0.77,0.642,0.397,0.331,0.373,0.311
2,0.58,0.767,0.636,0.399,0.322,0.368,0.314
2,0.6,0.754,0.631,0.387,0.314,0.367,0.317
2,0.62,0.785,0.657,0.402,0.324,0.383,0.333
2,0.64,0.815,0.647,0.407,0.313,0.408,0.334
2,0.66,0.812,0.592,0.413,0.284,0.399,0.308
2,0.68,0.726,0.669,0.371,0.323,0.355,0.346
2,0.7,0.807,0.631,0.417,0.309,0.39,0.322
2,0.72,0.76,0.662,0.389,0.332,0.371,0.33
2,0.74,0.82,0.629,0.423,0.316,0.397,0.313
2,0.76,0.778,0.596,0.383,0.304,0.395,0.292
2,0.78,0.787,0.604,0.403,0.312,0.384,0.292
2,0.8,0.775,0.638,0.388,0.311,0.387,0.327
2,0.82,0.715,0.706,0.368,0.346,0.347,0.36
2,0.84,0.755,0.697,0.374,0.342,0.381,0.355
2,0.86,0.778,0.64,0.391,0.31,0.387,0.33
2,0.88,0.784,0.683,0.389,0.341,0.395,0.342
2,0.9,0.778,0.651,0.394,0.322,0.384,0.329
2,0.92,0.809,0.635,0.405,0.312,0.404,0.323
2,0.94,0.843,0.659,0.428,0.32,0.415,0.339
2,0.96,0.805,0.663,0.404,0.333,0.401,0.33
2,0.98,0.825,0.628,0.415,0.317,0.41,0.311
2,1,0.821,0.653,0.413,0.331,0.408,0.322
3,0.02,0.437,0.096,0.271,0.048,0.166,0.048
3,0.04,0.471,0.156,0.266,0.063,0.205,0.093
3,0.06,0.498,0.29,0.283,0.142,0.215,0.148
3,0.08,0.557,0.32,0.294,0.146,0.263,0.174
3,0.1,0.61,0.35,0.326,0.169,0.284,0.181
3,0.12,0.596,0.364,0.324,0.169,0.272,0.195
3,0.14,0.664,0.384,0.369,0.187,0.295,0.197
3,0.16,0.665,0.456,0.362,0.225,0.303,0.231
3,0.18,0.696,0.54,0.36,0.264,0.336,0.276
3,0.2,0.675,0.385,0.367,0.193,0.308,0.192
3,0.22,0.693,0.495,0.36,0.24,0.333,0.255
3,0.24,0.745,0.483,0.377,0.234,0.368,0.249
3,0.26,0.692,0.536,0.372,0.28,0.32,0.256
3,0.28,0.703,0.524,0.361,0.262,0.342,0.262
3,0.3,0.701,0.552,0.357,0.271,0.344,0.281
3,0.32,0.665,0.586,0.359,0.291,0.306,0.295
3,0.34,0.756,0.557,0.383,0.282,0.373,0.275
3,0.36,0.738,0.565,0.384,0.267,0.354,0.298
3,0.38,0.719,0.517,0.372,0.256,0.347,0.261
3,0.4,0.721,0.583,0.37,0.287,0.351,0.296
3,0.42,0.656,0.621,0.339,0.302,0.317,0.319
3,0.44,0.739,0.635,0.364,0.309,0.375,0.326
3,0.46,0.759,0.601,0.389,0.294,0.37,0.307
3,0.48,0.765,0.558,0.396,0.269,0.369,0.289
3,0.5,0.655,0.662,0.328,0.343,0.327,0.319
3,0.52,0.793,0.615,0.393,0.3,0.4,0.315
3,0.54,0.756,0.617,0.385,0.304,0.371,0.313
3,0.56,0.77,0.642,0.397,0.331,0.373,0.311
3,0.58,0.767,0.636,0.399,0.322,0.368,0.314
3,0.6,0.754,0.631,0.387,0.314,0.367,0.317
3,0.62,0.785,0.657,0.402,0.324,0.383,0.333
3,0.64,0.815,0.647,0.407,0.313,0.408,0.334
3,0.66,0.812,0.592,0.413,0.284,0.399,0.308
3,0.68,0.726,0.669,0.371,0.323,0.355,0.346
3,0.7,0.807,0.631,0.417,0.309,0.39,0.322
3,0.72,0.76,0.662,0.389,0.332,0.371,0.33
3,0.74,0.82,0.629,0.423,0.316,0.397,0.313
3,0.76,0.778,0.596,0.383,0.304,0.395,0.292
3,0.78,0.787,0.604,0.403,0.312,0.384,0.292
3,0.8,0.775,0.638,0.388,0.311,0.387,0.327
3,0.82,0.715,0.706,0.368,0.346,0.347,0.36
3,0.84,0.755,0.697,0.374,0.342,0.381,0.355
3,0.86,0.778,0.64,0.391,0.31,0.387,0.33
3,0.88,0.784,0.683,0.389,0.341,0.395,0.342
3,0.9,0.778,0.651,0.394,0.322,0.384,0.329
3,0.92,0.809,0.635,0.405,0.312,0.404,0.323
3,0.94,0.843,0.659,0.428,0.32,0.415,0.339
3,0.96,0.805,0.663,0.404,0.333,0.401,0.33
3,0.98,0.825,0.628,0.415,0.317,0.41,0.311
3,1,0.821,0.653,0.413,0.331,0.408,0.322
4,0.02,0.437,0.096,0.271,0.048,0.166,0.048
4,0.04,0.471,0.156,0.266,0.063,0.205,0.093
4,0.06,0.498,0.29,0.283,0.142,0.215,0.148
4,0.08,0.557,0.32,0.294,0.146,0.263,0.174
4,0.1,0.61,0.35,0.326,0.169,0.284,0.181
4,0.12,0.596,0.364,0.324,0.169,0.272,0.195
4,0.14,0.664,0.384,0.369,0.187,0.295,0.197
4,0.16,0.665,0.456,0.362,0.225,0.303,0.231
4,0.18,0.696,0.54,0.36,0.264,0.336,0.276
4,0.2,0.675,0.385,0.367,0.193,0.308,0.192
4,0.22,0.693,0.495,0.36,0.24,0.333,0.255
4,0.24,0.745,0.483,0.377,0.234,0.368,0.249
4,0.26,0.692,0.536,0.372,0.28,0.32,0.256
4,0.28,0.703,0.524,0.361,0.262,0.342,0.262
4,0.3,0.701,0.552,0.357,0.271,0.344,0.281
4,0.32,0.665,0.586,0.359,0.291,0.306,0.295
4,0.34,0.756,0.557,0.383,0.282,0.373,0.275
4,0.36,0.738,0.565,0.384,0.267,0.354,0.298
4,0.38,0.719,0.517,0.372,0.256,0.347,0.261
4,0.4,0.721,0.583,0.37,0.287,0.351,0.296
4,0.42,0.656,0.621,0.339,0.302,0.317,0.319
4,0.44,0.739,0.635,0.364,0.309,0.375,0.326
4,0.46,0.759,0.601,0.389,0.294,0.37,0.307
4,0.48,0.765,0.558,0.396,0.269,0.369,0.289
4,0.5,0.655,0.662,0.328,0.343,0.327,0.319
4,0.52,0.793,0.615,0.393,0.3,0.4,0.315
4,0.54,0.756,0.617,0.385,0.304,0.371,0.313
4,0.56,0.77,0.642,0.397,0.331,0.373,0.311
4,0.58,0.767,0.636,0.399,0.322,0.368,0.314
4,0.6,0.754,0.631,0.387,0.314,0.367,0.317
4,0.62,0.785,0.657,0.402,0.324,0.383,0.333
4,0.64,0.815,0.647,0.407,0.313,0.408,0.334
4,0.66,0.812,0.592,0.413,0.284,0.399,0.308
4,0.68,0.726,0.669,0.371,0.323,0.355,0.346
4,0.7,0.807,0.631,0.417,0.309,0.39,0.322
4,0.72,0.76,0.662,0.389,0.332,0.371,0.33
4,0.74,0.82,0.629,0.423,0.316,0.397,0.313
4,0.76,0.778,0.596,0.383,0.304,0.395,0.292
4,0.78,0.787,0.604,0.403,0.312,0.384,0.292
4,0.8,0.775,0.638,0.388,0.311,0.387,0.327
4,0.82,0.715,0.706,0.368,0.346,0.347,0.36
4,0.84,0.755,0.697,0.374,0.342,0.381,0.355
4,0.86,0.778,0.64,0.391,0.31,0.387,0.33
4,0.88,0.784,0.683,0.389,0.341,0.395,0.342
4,0.9,0.778,0.651,0.394,0.322,0.384,0.329
4,0.92,0.809,0.635,0.405,0.312,0.404,0.323
4,0.94,0.843,0.659,0.428,0.32,0.415,0.339
4,0.96,0.805,0.663,0.404,0.333,0.401,0.33
4,0.98,0.825,0.628,0.415,0.317,0.41,0.311
4,1,0.821,0.653,0.413,0.331,0.408,0.322
5,0.02,0.437,0.096,0.271,0.048,0.166,0.048
5,0.04,0.471,0.156,0.266,0.063,0.205,0.093
5,0.06,0.498,0.29,0.283,0.142,0.215,0.148
5,0.08,0.557,0.32,0.294,0.146,0.263,0.174
5,0.1,0.61,0.35,0.326,0.169,0.284,0.181
5,0.12,0.596,0.364,0.324,0.169,0.272,0.195
5,0.14,0.664,0.384,0.369,0.187,0.295,0.197
5,0.16,0.665,0.456,0.362,0.225,0.303,0.231
5,0.18,0.696,0.54,0.36,0.264,0.336,0.276
5,0.2,0.675,0.385,0.367,0.193,0.308,0.192
5,0.22,0.693,0.495,0.36,0.24,0.333,0.255
5,0.24,0.745,0.483,0.377,0.234,0.368,0.249
5,0.26,0.692,0.536,0.372,0.28,0.32,0.256
5,0.28,0.703,0.524,0.361,0.262,0.342,0.262
5,0.3,0.701,0.552,0.357,0.271,0.344,0.281
5,0.32,0.665,0.586,0.359,0.291,0.306,0.295
5,0.34,0.756,0.557,0.383,0.282,0.373,0.275
5,0.36,0.738,0.565,0.384,0.267,0.354,0.298
5,0.38,0.719,0.517,0.372,0.256,0.347,0.261
5,0.4,0.721,0.583,0.37,0.287,0.351,0.296
5,0.42,0.656,0.621,0.339,0.302,0.317,0.319
5,0.44,0.739,0.635,0.364,0.309,0.375,0.326
5,0.46,0.759,0.601,0.389,0.294,0.37,0.307
5,0.48,0.765,0.558,0.396,0.269,0.369,0.289
5,0.5,0.655,0.662,0.328,0.343,0.327,0.319
5,0.52,0.793,0.615,0.393,0.3,0.4,0.315
5,0.54,0.756,0.617,0.385,0.304,0.371,0.313
5,0.56,0.77,0.642,0.397,0.331,0.373,0.311
5,0.58,0.767,0.636,0.399,0.322,0.368,0.314
5,0.6,0.754,0.631,0.387,0.314,0.367,0.317
5,0.62,0.785,0.657,0.402,0.324,0.383,0.333
5,0.64,0.815,0.647,0.407,0.313,0.408,0.334
5,0.66,0.812,0.592,0.413,0.284,0.399,0.308
5,0.68,0.726,0.669,0.371,0.323,0.355,0.346
5,0.7,0.807,0.631,0.417,0.309,0.39,0.322
5,0.72,0.76,0.662,0.389,0.332,0.371,0.33
5,0.74,0.82,0.629,0.423,0.316,0.397,0.313
5,0.76,0.778,0.596,0.383,0.304,0.395,0.292
5,0.78,0.787,0.604,0.403,0.312,0.384,0.292
5,0.8,0.775,0.638,0.388,0.311,0.387,0.327
5,0.82,0.715,0.706,0.368,0.346,0.347,0.36
5,0.84,0.755,0.697,0.374,0.342,0.381,0.355
5,0.86,0.778,0.64,0.391,0.31,0.387,0.33
5,0.88,0.784,0.683,0.389,0.341,0.395,0.342
5,0.9,0.778,0.651,0.394,0.322,0.384,0.329
5,0.92,0.809,0.635,0.405,0.312,0.404,0.323
5,0.94,0.843,0.659,0.428,0.32,0.415,0.339
5,0.96,0.805,0.663,0.404,0.333,0.401,0.33
5,0.98,0.825,0.628,0.415,0.317,0.41,0.311
5,1,0.821,0.653,0.413,0.331,0.408,0.322
6,0.02,0.437,0.096,0.271,0.048,0.166,0.048
6,0.04,0.471,0.156,0.266,0.063,0.205,0.093
6,0.06,0.498,0.29,0.283,0.142,0.215,0.148
6,0.08,0.557,0.32,0.294,0.146,0.263,0.174
6,0.1,0.61,0.35,0.326,0.169,0.284,0.181
6,0.12,0.596,0.364,0.324,0.169,0.272,0.195
6,0.14,0.664,0.384,0.369,0.187,0.295,0.197
6,0.16,0.665,0.456,0.362,0.225,0.303,0.231
6,0.18,0.696,0.54,0.36,0.264,0.336,0.276
6,0.2,0.675,0.385,0.367,0.193,0.308,0.192
6,0.22,0.693,0.495,0.36,0.24,0.333,0.255
6,0.24,0.745,0.483,0.377,0.234,0.368,0.249
6,0.26,0.692,0.536,0.372,0.28,0.32,0.256
6,0.28,0.703,0.524,0.361,0.262,0.342,0.262
6,0.3,0.701,0.552,0.357,0.271,0.344,0.281
6,0.32,0.665,0.586,0.359,0.291,0.306,0.295
6,0.34,0.756,0.557,0.383,0.282,0.373,0.275
6,0.36,0.738,0.565,0.384,0.267,0.354,0.298
6,0.38,0.719,0.517,0.372,0.256,0.347,0.261
6,0.4,0.721,0.583,0.37,0.287,0.351,0.296
6,0.42,0.656,0.621,0.339,0.302,0.317,0.319
6,0.44,0.739,0.635,0.364,0.309,0.375,0.326
6,0.46,0.759,0.601,0.389,0.294,0.37,0.307
6,0.48,0.765,0.558,0.396,0.269,0.369,0.289
6,0.5,0.655,0.662,0.328,0.343,0.327,0.319
6,0.52,0.793,0.615,0.393,0.3,0.4,0.315
6,0.54,0.756,0.617,0.385,0.304,0.371,0.313
6,0.56,0.77,0.642,0.397,0.331,0.373,0.311
6,0.58,0.767,0.636,0.399,0.322,0.368,0.314
6,0.6,0.754,0.631,0.387,0.314,0.367,0.317
6,0.62,0.785,0.657,0.402,0.324,0.383,0.333
6,0.64,0.815,0.647,0.407,0.313,0.408,0.334
6,0.66,0.812,0.592,0.413,0.284,0.399,0.308
6,0.68,0.726,0.669,0.371,0.323,0.355,0.346
6,0.7,0.807,0.631,0.417,0.309,0.39,0.322
6,0.72,0.76,0.662,0.389,0.332,0.371,0.33
6,0.74,0.82,0.629,0.423,0.316,0.397,0.313
6,0.76,0.778,0.596,0.383,0.304,0.395,0.292
6,0.78,0.787,0.604,0.403,0.312,0.384,0.292
6,0.8,0.775,0.638,0.388,0.311,0.387,0.327
6,0.82,0.715,0.706,0.368,0.346,0.347,0.36
6,0.84,0.755,0.697,0.374,0.342,0.381,0.355
6,0.86,0.778,0.64,0.391,0.31,0.387,0.33
6,0.88,0.784,0.683,0.389,0.341,0.395,0.342
6,0.9,0.778,0.651,0.394,0.322,0.384,0.329
6,0.92,0.809,0.635,0.405,0.312,0.404,0.323
6,0.94,0.843,0.659,0.428,0.32,0.415,0.339
6,0.96,0.805,0.663,0.404,0.333,0.401,0.33
6,0.98,0.825,0.628,0.415,0.317,0.41,0.311
6,1,0.821,0.653,0.413,0.331,0.408,0.322
7,0.02,0.437,0.096,0.271,0.048,0.166,0.048
7,0.04,0.471,0.156,0.266,0.063,0.205,0.093
7,0.06,0.498,0.29,0.283,0.142,0.215,0.148
7,0.08,0.557,0.32,0.294,0.146,0.263,0.174
7,0.1,0.61,0.35,0.326,0.169,0.284,0.181
7,0.12,0.596,0.364,0.324,0.169,0.272,0.195
7,0.14,0.664,0.384,0.369,0.187,0.295,0.197
7,0.16,0.665,0.456,0.362,0.225,0.303,0.231
7,0.18,0.696,0.54,0.36,0.264,0.336,0.276
7,0.2,0.675,0.385,0.367,0.193,0.308,0.192
7,0.22,0.693,0.495,0.36,0.24,0.333,0.255
7,0.24,0.745,0.483,0.377,0.234,0.368,0.249
7,0.26,0.692,0.536,0.372,0.28,0.32,0.256
7,0.28,0.703,0.524,0.361,0.262,0.342,0.262
7,0.3,0.701,0.552,0.357,0.271,0.344,0.281
7,0.32,0.665,0.586,0.359,0.291,0.306,0.295
7,0.34,0.756,0.557,0.383,0.282,0.373,0.275
7,0.36,0.738,0.565,0.384,0.267,0.354,0.298
7,0.38,0.719,0.517,0.372,0.256,0.347,0.261
7,0.4,0.721,0.583,0.37,0.287,0.351,0.296
7,0.42,0.656,0.621,0.339,0.302,0.317,0.319
7,0.44,0.739,0.635,0.364,0.309,0.375,0.326
7,0.46,0.759,0.601,0.389,0.294,0.37,0.307
7,0.48,0.765,0.558,0.396,0.269,0.369,0.289
7,0.5,0.655,0.662,0.328,0.343,0.327,0.319
7,0.52,0.793,0.615,0.393,0.3,0.4,0.315
7,0.54,0.756,0.617,0.385,0.304,0.371,0.313
7,0.56,0.77,0.642,0.397,0.331,0.373,0.311
7,0.58,0.767,0.636,0.399,0.322,0.368,0.314
7,0.6,0.754,0.631,0.387,0.314,0.367,0.317
7,0.62,0.785,0.657,0.402,0.324,0.383,0.333
7,0.64,0.815,0.647,0.407,0.313,0.408,0.334
7,0.66,0.812,0.592,0.413,0.284,0.399,0.308
7,0.68,0.726,0.669,0.371,0.323,0.355,0.346
7,0.7,0.807,0.631,0.417,0.309,0.39,0.322
7,0.72,0.76,0.662,0.389,0.332,0.371,0.33
7,0.74,0.82,0.629,0.423,0.316,0.397,0.313
7,0.76,0.778,0.596,0.383,0.304,0.395,0.292
7,0.78,0.787,0.604,0.403,0.312,0.384,0.292
7,0.8,0.775,0.638,0.388,0.311,0.387,0.327
7,0.82,0.715,0.706,0.368,0.346,0.347,0.36
7,0.84,0.755,0.697,0.374,0.342,0.381,0.355
7,0.86,0.778,0.64,0.391,0.31,0.387,0.33
7,0.88,0.784,0.683,0.389,0.341,0.395,0.342
7,0.9,0.778,0.651,0.394,0.322,0.384,0.329
7,0.92,0.809,0.635,0.405,0.312,0.404,0.323
7,0.94,0.843,0.659,0.428,0.32,0.415,0.339
7,0.96,0.805,0.663,0.404,0.333,0.401,0.33
7,0.98,0.825,0.628,0.415,0.317,0.41,0.311
7,1,0.821,0.653,0.413,0.331,0.408,0.322
8,0.02,0.437,0.096,0.271,0.048,0.166,0.048
8,0.04,0.471,0.156,0.266,0.063,0.205,0.093
8,0.06,0.498,0.29,0.283,0.142,0.215,0.148
8,0.08,0.557,0.32,0.294,0.146,0.263,0.174
8,0.1,0.61,0.35,0.326,0.169,0.284,0.181
8,0.12,0.596,0.364,0.324,0.169,0.272,0.195
8,0.14,0.664,0.384,0.369,0.187,0.295,0.197
8,0.16,0.665,0.456,0.362,0.225,0.303,0.231
8,0.18,0.696,0.54,0.36,0.264,0.336,0.276
8,0.2,0.675,0.385,0.367,0.193,0.308,0.192
8,0.22,0.693,0.495,0.36,0.24,0.333,0.255
8,0.24,0.745,0.483,0.377,0.234,0.368,0.249
8,0.26,0.692,0.536,0.372,0.28,0.32,0.256
8,0.28,0.703,0.524,0.361,0.262,0.342,0.262
8,0.3,0.701,0.552,0.357,0.271,0.344,0.281
8,0.32,0.665,0.586,0.359,0.291,0.306,0.295
8,0.34,0.756,0.557,0.383,0.282,0.373,0.275
8,0.36,0.738,0.565,0.384,0.267,0.354,0.298
8,0.38,0.719,0.517,0.372,0.256,0.347,0.261
8,0.4,0.721,0.583,0.37,0.287,0.351,0.296
8,0.42,0.656,0.621,0.339,0.302,0.317,0.319
8,0.44,0.739,0.635,0.364,0.309,0.375,0.326
8,0.46,0.759,0.601,0.389,0.294,0.37,0.307
8,0.48,0.765,0.558,0.396,0.269,0.369,0.289
8,0.5,0.655,0.662,0.328,0.343,0.327,0.319
8,0.52,0.793,0.615,0.393,0.3,0.4,0.315
8,0.54,0.756,0.617,0.385,0.304,0.371,0.313
8,0.56,0.77,0.642,0.397,0.331,0.373,0.311
8,0.58,0.767,0.636,0.399,0.322,0.368,0.314
8,0.6,0.754,0.631,0.387,0.314,0.367,0.317
8,0.62,0.785,0.657,0.402,0.324,0.383,0.333
8,0.64,0.815,0.647,0.407,0.313,0.408,0.334
8,0.66,0.812,0.592,0.413,0.284,0.399,0.308
8,0.68,0.726,0.669,0.371,0.323,0.355,0.346
8,0.7,0.807,0.631,0.417,0.309,0.39,0.322
8,0.72,0.76,0.662,0.389,0.332,0.371,0.33
8,0.74,0.82,0.629,0.423,0.316,0.397,0.313
8,0.76,0.778,0.596,0.383,0.304,0.395,0.292
8,0.78,0.787,0.604,0.403,0.312,0.384,0.292
8,0.8,0.775,0.638,0.388,0.311,0.387,0.327
8,0.82,0.715,0.706,0.368,0.346,0.347,0.36
8,0.84,0.755,0.697,0.374,0.342,0.381,0.355
8,0.86,0.778,0.64,0.391,0.31,0.387,0.33
8,0.88,0.784,0.683,0.389,0.341,0.395,0.342
8,0.9,0.778,0.651,0.394,0.322,0.384,0.329
8,0.92,0.809,0.635,0.405,0.312,0.404,0.323
8,0.94,0.843,0.659,0.428,0.32,0.415,0.339
8,0.96,0.805,0.663,0.404,0.333,0.401,0.33
8,0.98,0.825,0.628,0.415,0.317,0.41,0.311
8,1,0.821,0.653,0.413,0.331,0.408,0.322
9,0.02,0.437,0.096,0.271,0.048,0.166,0.048
9,0.04,0.471,0.156,0.266,0.063,0.205,0.093
9,0.06,0.498,0.29,0.283,0.142,0.215,0.148
9,0.08,0.557,0.32,0.294,0.146,0.263,0.174
9,0.1,0.61,0.35,0.326,0.169,0.284,0.181
9,0.12,0.596,0.364,0.324,0.169,0.272,0.195
9,0.14,0.664,0.384,0.369,0.187,0.295,0.197
9,0.16,0.665,0.456,0.362,0.225,0.303,0.231
9,0.18,0.696,0.54,0.36,0.264,0.336,0.276
9,0.2,0.675,0.385,0.367,0.193,0.308,0.192
9,0.22,0.693,0.495,0.36,0.24,0.333,0.255
9,0.24,0.745,0.483,0.377,0.234,0.368,0.249
9,0.26,0.692,0.536,0.372,0.28,0.32,0.256
9,0.28,0.703,0.524,0.361,0.262,0.342,0.262
9,0.3,0.701,0.552,0.357,0.271,0.344,0.281
9,0.32,0.665,0.586,0.359,0.291,0.306,0.295
9,0.34,0.756,0.557,0.383,0.282,0.373,0.275
9,0.36,0.738,0.565,0.384,0.267,0.354,0.298
9,0.38,0.719,0.517,0.372,0.256,0.347,0.261
9,0.4,0.721,0.583,0.37,0.287,0.351,0.296
9,0.42,0.656,0.621,0.339,0.302,0.317,0.319
9,0.44,0.739,0.635,0.364,0.309,0.375,0.326
9,0.46,0.759,0.601,0.389,0.294,0.37,0.307
9,0.48,0.765,0.558,0.396,0.269,0.369,0.289
9,0.5,0.655,0.662,0.328,0.343,0.327,0.319
9,0.52,0.793,0.615,0.393,0.3,0.4,0.315
9,0.54,0.756,0.617,0.385,0.304,0.371,0.313
9,0.56,0.77,0.642,0.397,0.331,0.373,0.311
9,0.58,0.767,0.636,0.399,0.322,0.368,0.314
9,0.6,0.754,0.631,0.387,0.314,0.367,0.317
9,0.62,0.785,0.657,0.402,0.324,0.383,0.333
9,0.64,0.815,0.647,0.407,0.313,0.408,0.334
9,0.66,0.812,0.592,0.413,0.284,0.399,0.308
9,0.68,0.726,0.669,0.371,0.323,0.355,0.346
9,0.7,0.807,0.631,0.417,0.309,0.39,0.322
9,0.72,0.76,0.662,0.389,0.332,0.371,0.33
9,0.74,0.82,0.629,0.423,0.316,0.397,0.313
9,0.76,0.778,0.596,0.383,0.304,0.395,0.292
9,0.78,0.787,0.604,0.403,0.312,0.384,0.292
9,0.8,0.775,0.638,0.388,0.311,0.387,0.327
9,0.82,0.715,0.706,0.368,0.346,0.347,0.36
9,0.84,0.755,0.697,0.374,0.342,0.381,0.355
9,0.86,0.778,0.64,0.391,0.31,0.387,0.33
9,0.88,0.784,0.683,0.389,0.341,0.395,0.342
9,0.9,0.778,0.651,0.394,0.322,0.384,0.329
9,0.92,0.809,0.635,0.405,0.312,0.404,0.323
9,0.94,0.843,0.659,0.428,0.32,0.415,0.339
9,0.96,0.805,0.663,0.404,0.333,0.401,0.33
9,0.98,0.825,0.628,0.415,0.317,0.41,0.311
9,1,0.821,0.653,0.413,0.331,0.408,0.322
10,0.02,0.437,0.096,0.271,0.048,0.166,0.048
10,0.04,0.471,0.156,0.266,0.063,0.205,0.093
10,0.06,0.498,0.29,0.283,0.142,0.215,0.148
10,0.08,0.557,0.32,0.294,0.146,0.263,0.174
10,0.1,0.61,0.35,0.326,0.169,0.284,0.181
10,0.12,0.596,0.364,0.324,0.169,0.272,0.195
10,0.14,0.664,0.384,0.369,0.187,0.295,0.197
10,0.16,0.665,0.456,0.362,0.225,0.303,0.231
10,0.18,0.696,0.54,0.36,0.264,0.336,0.276
10,0.2,0.675,0.385,0.367,0.193,0.308,0.192
10,0.22,0.693,0.495,0.36,0.24,0.333,0.255
10,0.24,0.745,0.483,0.377,0.234,0.368,0.249
