"Repeat","beta_U","rho_A.l.","rho_I.l.","rho_Ah.l.","rho_Ih.l.","rho_Al.l.","rho_Il.l."
2,0.26,0.68,0.534,0.354,0.258,0.326,0.276
2,0.28,0.706,0.466,0.366,0.238,0.34,0.228
2,0.3,0.751,0.513,0.383,0.253,0.368,0.26
2,0.32,0.749,0.482,0.377,0.234,0.372,0.248
2,0.34,0.754,0.55,0.38,0.271,0.374,0.279
2,0.36,0.756,0.496,0.399,0.26,0.357,0.236
2,0.38,0.692,0.57,0.359,0.291,0.333,0.279
2,0.4,0.759,0.559,0.39,0.273,0.369,0.286
2,0.42,0.743,0.509,0.391,0.261,0.352,0.248
2,0.44,0.794,0.563,0.418,0.283,0.376,0.28
2,0.46,0.781,0.637,0.389,0.309,0.392,0.328
2,0.48,0.776,0.539,0.393,0.254,0.383,0.285
2,0.5,0.793,0.577,0.412,0.294,0.381,0.283
2,0.52,0.795,0.616,0.401,0.313,0.394,0.303
2,0.54,0.751,0.64,0.392,0.296,0.359,0.344
2,0.56,0.786,0.635,0.394,0.309,0.392,0.326
2,0.58,0.794,0.637,0.401,0.319,0.393,0.318
2,0.6,0.78,0.563,0.388,0.266,0.392,0.297
2,0.62,0.744,0.683,0.387,0.344,0.357,0.339
2,0.64,0.798,0.632,0.402,0.315,0.396,0.317
2,0.66,0.782,0.632,0.407,0.298,0.375,0.334
2,0.68,0.75,0.631,0.39,0.304,0.36,0.327
2,0.7,0.745,0.666,0.369,0.335,0.376,0.331
2,0.72,0.834,0.667,0.432,0.329,0.402,0.338
2,0.74,0.788,0.643,0.407,0.32,0.381,0.323
2,0.76,0.73,0.707,0.371,0.351,0.359,0.356
2,0.78,0.782,0.68,0.401,0.336,0.381,0.344
2,0.8,0.799,0.635,0.41,0.31,0.389,0.325
2,0.82,0.787,0.688,0.399,0.343,0.388,0.345
2,0.84,0.81,0.661,0.405,0.339,0.405,0.322
2,0.86,0.813,0.655,0.421,0.331,0.392,0.324
2,0.88,0.759,0.71,0.401,0.359,0.358,0.351
2,0.9,0.794,0.659,0.402,0.336,0.392,0.323
2,0.92,0.811,0.651,0.416,0.339,0.395,0.312
2,0.94,0.774,0.711,0.398,0.348,0.376,0.363
2,0.96,0.824,0.637,0.413,0.323,0.411,0.314
2,0.98,0.799,0.677,0.407,0.327,0.392,0.35
2,1,0.772,0.663,0.389,0.347,0.383,0.316
3,0.02,0.454,0.106,0.285,0.046,0.169,0.06
3,0.04,0.495,0.2,0.29,0.09,0.205,0.11
3,0.06,0.55,0.259,0.309,0.125,0.241,0.134
3,0.08,0.537,0.327,0.305,0.151,0.232,0.176
3,0.1,0.604,0.369,0.339,0.174,0.265,0.195
3,0.12,0.593,0.42,0.332,0.197,0.261,0.223
3,0.14,0.657,0.433,0.352,0.216,0.305,0.217
3,0.16,0.652,0.448,0.355,0.227,0.297,0.221
3,0.18,0.686,0.44,0.362,0.215,0.324,0.225
3,0.2,0.701,0.428,0.354,0.223,0.347,0.205
3,0.22,0.735,0.475,0.394,0.237,0.341,0.238
3,0.24,0.723,0.542,0.376,0.269,0.347,0.273
3,0.26,0.68,0.534,0.354,0.258,0.326,0.276
3,0.28,0.706,0.466,0.366,0.238,0.34,0.228
3,0.3,0.751,0.513,0.383,0.253,0.368,0.26
3,0.32,0.749,0.482,0.377,0.234,0.372,0.248
3,0.34,0.754,0.55,0.38,0.271,0.374,0.279
3,0.36,0.756,0.496,0.399,0.26,0.357,0.236
3,0.38,0.692,0.57,0.359,0.291,0.333,0.279
3,0.4,0.759,0.559,0.39,0.273,0.369,0.286
3,0.42,0.743,0.509,0.391,0.261,0.352,0.248
3,0.44,0.794,0.563,0.418,0.283,0.376,0.28
3,0.46,0.781,0.637,0.389,0.309,0.392,0.328
3,0.48,0.776,0.539,0.393,0.254,0.383,0.285
3,0.5,0.793,0.577,0.412,0.294,0.381,0.283
3,0.52,0.795,0.616,0.401,0.313,0.394,0.303
3,0.54,0.751,0.64,0.392,0.296,0.359,0.344
3,0.56,0.786,0.635,0.394,0.309,0.392,0.326
3,0.58,0.794,0.637,0.401,0.319,0.393,0.318
3,0.6,0.78,0.563,0.388,0.266,0.392,0.297
3,0.62,0.744,0.683,0.387,0.344,0.357,0.339
3,0.64,0.798,0.632,0.402,0.315,0.396,0.317
3,0.66,0.782,0.632,0.407,0.298,0.375,0.334
3,0.68,0.75,0.631,0.39,0.304,0.36,0.327
3,0.7,0.745,0.666,0.369,0.335,0.376,0.331
3,0.72,0.834,0.667,0.432,0.329,0.402,0.338
3,0.74,0.788,0.643,0.407,0.32,0.381,0.323
3,0.76,0.73,0.707,0.371,0.351,0.359,0.356
3,0.78,0.782,0.68,0.401,0.336,0.381,0.344
3,0.8,0.799,0.635,0.41,0.31,0.389,0.325
3,0.82,0.787,0.688,0.399,0.343,0.388,0.345
3,0.84,0.81,0.661,0.405,0.339,0.405,0.322
3,0.86,0.813,0.655,0.421,0.331,0.392,0.324
3,0.88,0.759,0.71,0.401,0.359,0.358,0.351
3,0.9,0.794,0.659,0.402,0.336,0.392,0.323
3,0.92,0.811,0.651,0.416,0.339,0.395,0.312
3,0.94,0.774,0.711,0.398,0.348,0.376,0.363
3,0.96,0.824,0.637,0.413,0.323,0.411,0.314
3,0.98,0.799,0.677,0.407,0.327,0.392,0.35
3,1,0.772,0.663,0.389,0.347,0.383,0.316
4,0.02,0.454,0.106,0.285,0.046,0.169,0.06
4,0.04,0.495,0.2,0.29,0.09,0.205,0.11
4,0.06,0.55,0.259,0.309,0.125,0.241,0.134
4,0.08,0.537,0.327,0.305,0.151,0.232,0.176
4,0.1,0.604,0.369,0.339,0.174,0.265,0.195
4,0.12,0.593,0.42,0.332,0.197,0.261,0.223
4,0.14,0.657,0.433,0.352,0.216,0.305,0.217
4,0.16,0.652,0.448,0.355,0.227,0.297,0.221
4,0.18,0.686,0.44,0.362,0.215,0.324,0.225
4,0.2,0.701,0.428,0.354,0.223,0.347,0.205
4,0.22,0.735,0.475,0.394,0.237,0.341,0.238
4,0.24,0.723,0.542,0.376,0.269,0.347,0.273
4,0.26,0.68,0.534,0.354,0.258,0.326,0.276
4,0.28,0.706,0.466,0.366,0.238,0.34,0.228
4,0.3,0.751,0.513,0.383,0.253,0.368,0.26
4,0.32,0.749,0.482,0.377,0.234,0.372,0.248
4,0.34,0.754,0.55,0.38,0.271,0.374,0.279
4,0.36,0.756,0.496,0.399,0.26,0.357,0.236
4,0.38,0.692,0.57,0.359,0.291,0.333,0.279
4,0.4,0.759,0.559,0.39,0.273,0.369,0.286
4,0.42,0.743,0.509,0.391,0.261,0.352,0.248
4,0.44,0.794,0.563,0.418,0.283,0.376,0.28
4,0.46,0.781,0.637,0.389,0.309,0.392,0.328
4,0.48,0.776,0.539,0.393,0.254,0.383,0.285
4,0.5,0.793,0.577,0.412,0.294,0.381,0.283
4,0.52,0.795,0.616,0.401,0.313,0.394,0.303
4,0.54,0.751,0.64,0.392,0.296,0.359,0.344
4,0.56,0.786,0.635,0.394,0.309,0.392,0.326
4,0.58,0.794,0.637,0.401,0.319,0.393,0.318
4,0.6,0.78,0.563,0.388,0.266,0.392,0.297
4,0.62,0.744,0.683,0.387,0.344,0.357,0.339
4,0.64,0.798,0.632,0.402,0.315,0.396,0.317
4,0.66,0.782,0.632,0.407,0.298,0.375,0.334
4,0.68,0.75,0.631,0.39,0.304,0.36,0.327
4,0.7,0.745,0.666,0.369,0.335,0.376,0.331
4,0.72,0.834,0.667,0.432,0.329,0.402,0.338
4,0.74,0.788,0.643,0.407,0.32,0.381,0.323
4,0.76,0.73,0.707,0.371,0.351,0.359,0.356
4,0.78,0.782,0.68,0.401,0.336,0.381,0.344
4,0.8,0.799,0.635,0.41,0.31,0.389,0.325
4,0.82,0.787,0.688,0.399,0.343,0.388,0.345
4,0.84,0.81,0.661,0.405,0.339,0.405,0.322
4,0.86,0.813,0.655,0.421,0.331,0.392,0.324
4,0.88,0.759,0.71,0.401,0.359,0.358,0.351
4,0.9,0.794,0.659,0.402,0.336,0.392,0.323
4,0.92,0.811,0.651,0.416,0.339,0.395,0.312
4,0.94,0.774,0.711,0.398,0.348,0.376,0.363
4,0.96,0.824,0.637,0.413,0.323,0.411,0.314
4,0.98,0.799,0.677,0.407,0.327,0.392,0.35
4,1,0.772,0.663,0.389,0.347,0.383,0.316
5,0.02,0.454,0.106,0.285,0.046,0.169,0.06
5,0.04,0.495,0.2,0.29,0.09,0.205,0.11
5,0.06,0.55,0.259,0.309,0.125,0.241,0.134
5,0.08,0.537,0.327,0.305,0.151,0.232,0.176
5,0.1,0.604,0.369,0.339,0.174,0.265,0.195
5,0.12,0.593,0.42,0.332,0.197,0.261,0.223
5,0.14,0.657,0.433,0.352,0.216,0.305,0.217
5,0.16,0.652,0.448,0.355,0.227,0.297,0.221
5,0.18,0.686,0.44,0.362,0.215,0.324,0.225
5,0.2,0.701,0.428,0.354,0.223,0.347,0.205
5,0.22,0.735,0.475,0.394,0.237,0.341,0.238
5,0.24,0.723,0.542,0.376,0.269,0.347,0.273
5,0.26,0.68,0.534,0.354,0.258,0.326,0.276
5,0.28,0.706,0.466,0.366,0.238,0.34,0.228
5,0.3,0.751,0.513,0.383,0.253,0.368,0.26
5,0.32,0.749,0.482,0.377,0.234,0.372,0.248
5,0.34,0.754,0.55,0.38,0.271,0.374,0.279
5,0.36,0.756,0.496,0.399,0.26,0.357,0.236
5,0.38,0.692,0.57,0.359,0.291,0.333,0.279
5,0.4,0.759,0.559,0.39,0.273,0.369,0.286
5,0.42,0.743,0.509,0.391,0.261,0.352,0.248
5,0.44,0.794,0.563,0.418,0.283,0.376,0.28
5,0.46,0.781,0.637,0.389,0.309,0.392,0.328
5,0.48,0.776,0.539,0.393,0.254,0.383,0.285
5,0.5,0.793,0.577,0.412,0.294,0.381,0.283
5,0.52,0.795,0.616,0.401,0.313,0.394,0.303
5,0.54,0.751,0.64,0.392,0.296,0.359,0.344
5,0.56,0.786,0.635,0.394,0.309,0.392,0.326
5,0.58,0.794,0.637,0.401,0.319,0.393,0.318
5,0.6,0.78,0.563,0.388,0.266,0.392,0.297
5,0.62,0.744,0.683,0.387,0.344,0.357,0.339
5,0.64,0.798,0.632,0.402,0.315,0.396,0.317
5,0.66,0.782,0.632,0.407,0.298,0.375,0.334
5,0.68,0.75,0.631,0.39,0.304,0.36,0.327
5,0.7,0.745,0.666,0.369,0.335,0.376,0.331
5,0.72,0.834,0.667,0.432,0.329,0.402,0.338
5,0.74,0.788,0.643,0.407,0.32,0.381,0.323
5,0.76,0.73,0.707,0.371,0.351,0.359,0.356
5,0.78,0.782,0.68,0.401,0.336,0.381,0.344
5,0.8,0.799,0.635,0.41,0.31,0.389,0.325
5,0.82,0.787,0.688,0.399,0.343,0.388,0.345
5,0.84,0.81,0.661,0.405,0.339,0.405,0.322
5,0.86,0.813,0.655,0.421,0.331,0.392,0.324
5,0.88,0.759,0.71,0.401,0.359,0.358,0.351
5,0.9,0.794,0.659,0.402,0.336,0.392,0.323
5,0.92,0.811,0.651,0.416,0.339,0.395,0.312
5,0.94,0.774,0.711,0.398,0.348,0.376,0.363
5,0.96,0.824,0.637,0.413,0.323,0.411,0.314
5,0.98,0.799,0.677,0.407,0.327,0.392,0.35
5,1,0.772,0.663,0.389,0.347,0.383,0.316
6,0.02,0.454,0.106,0.285,0.046,0.169,0.06
6,0.04,0.495,0.2,0.29,0.09,0.205,0.11
6,0.06,0.55,0.259,0.309,0.125,0.241,0.134
6,0.08,0.537,0.327,0.305,0.151,0.232,0.176
6,0.1,0.604,0.369,0.339,0.174,0.265,0.195
6,0.12,0.593,0.42,0.332,0.197,0.261,0.223
6,0.14,0.657,0.433,0.352,0.216,0.305,0.217
6,0.16,0.652,0.448,0.355,0.227,0.297,0.221
6,0.18,0.686,0.44,0.362,0.215,0.324,0.225
6,0.2,0.701,0.428,0.354,0.223,0.347,0.205
6,0.22,0.735,0.475,0.394,0.237,0.341,0.238
6,0.24,0.723,0.542,0.376,0.269,0.347,0.273
6,0.26,0.68,0.534,0.354,0.258,0.326,0.276
6,0.28,0.706,0.466,0.366,0.238,0.34,0.228
6,0.3,0.751,0.513,0.383,0.253,0.368,0.26
6,0.32,0.749,0.482,0.377,0.234,0.372,0.248
6,0.34,0.754,0.55,0.38,0.271,0.374,0.279
6,0.36,0.756,0.496,0.399,0.26,0.357,0.236
6,0.38,0.692,0.57,0.359,0.291,0.333,0.279
6,0.4,0.759,0.559,0.39,0.273,0.369,0.286
6,0.42,0.743,0.509,0.391,0.261,0.352,0.248
6,0.44,0.794,0.563,0.418,0.283,0.376,0.28
6,0.46,0.781,0.637,0.389,0.309,0.392,0.328
6,0.48,0.776,0.539,0.393,0.254,0.383,0.285
6,0.5,0.793,0.577,0.412,0.294,0.381,0.283
6,0.52,0.795,0.616,0.401,0.313,0.394,0.303
6,0.54,0.751,0.64,0.392,0.296,0.359,0.344
6,0.56,0.786,0.635,0.394,0.309,0.392,0.326
6,0.58,0.794,0.637,0.401,0.319,0.393,0.318
6,0.6,0.78,0.563,0.388,0.266,0.392,0.297
6,0.62,0.744,0.683,0.387,0.344,0.357,0.339
6,0.64,0.798,0.632,0.402,0.315,0.396,0.317
6,0.66,0.782,0.632,0.407,0.298,0.375,0.334
6,0.68,0.75,0.631,0.39,0.304,0.36,0.327
6,0.7,0.745,0.666,0.369,0.335,0.376,0.331
6,0.72,0.834,0.667,0.432,0.329,0.402,0.338
6,0.74,0.788,0.643,0.407,0.32,0.381,0.323
6,0.76,0.73,0.707,0.371,0.351,0.359,0.356
6,0.78,0.782,0.68,0.401,0.336,0.381,0.344
6,0.8,0.799,0.635,0.41,0.31,0.389,0.325
6,0.82,0.787,0.688,0.399,0.343,0.388,0.345
6,0.84,0.81,0.661,0.405,0.339,0.405,0.322
6,0.86,0.813,0.655,0.421,0.331,0.392,0.324
6,0.88,0.759,0.71,0.401,0.359,0.358,0.351
6,0.9,0.794,0.659,0.402,0.336,0.392,0.323
6,0.92,0.811,0.651,0.416,0.339,0.395,0.312
6,0.94,0.774,0.711,0.398,0.348,0.376,0.363
6,0.96,0.824,0.637,0.413,0.323,0.411,0.314
6,0.98,0.799,0.677,0.407,0.327,0.392,0.35
6,1,0.772,0.663,0.389,0.347,0.383,0.316
7,0.02,0.454,0.106,0.285,0.046,0.169,0.06
7,0.04,0.495,0.2,0.29,0.09,0.205,0.11
7,0.06,0.55,0.259,0.309,0.125,0.241,0.134
7,0.08,0.537,0.327,0.305,0.151,0.232,0.176
7,0.1,0.604,0.369,0.339,0.174,0.265,0.195
7,0.12,0.593,0.42,0.332,0.197,0.261,0.223
7,0.14,0.657,0.433,0.352,0.216,0.305,0.217
7,0.16,0.652,0.448,0.355,0.227,0.297,0.221
7,0.18,0.686,0.44,0.362,0.215,0.324,0.225
7,0.2,0.701,0.428,0.354,0.223,0.347,0.205
7,0.22,0.735,0.475,0.394,0.237,0.341,0.238
7,0.24,0.723,0.542,0.376,0.269,0.347,0.273
7,0.26,0.68,0.534,0.354,0.258,0.326,0.276
7,0.28,0.706,0.466,0.366,0.238,0.34,0.228
7,0.3,0.751,0.513,0.383,0.253,0.368,0.26
7,0.32,0.749,0.482,0.377,0.234,0.372,0.248
7,0.34,0.754,0.55,0.38,0.271,0.374,0.279
7,0.36,0.756,0.496,0.399,0.26,0.357,0.236
7,0.38,0.692,0.57,0.359,0.291,0.333,0.279
7,0.4,0.759,0.559,0.39,0.273,0.369,0.286
7,0.42,0.743,0.509,0.391,0.261,0.352,0.248
7,0.44,0.794,0.563,0.418,0.283,0.376,0.28
7,0.46,0.781,0.637,0.389,0.309,0.392,0.328
7,0.48,0.776,0.539,0.393,0.254,0.383,0.285
7,0.5,0.793,0.577,0.412,0.294,0.381,0.283
7,0.52,0.795,0.616,0.401,0.313,0.394,0.303
7,0.54,0.751,0.64,0.392,0.296,0.359,0.344
7,0.56,0.786,0.635,0.394,0.309,0.392,0.326
7,0.58,0.794,0.637,0.401,0.319,0.393,0.318
7,0.6,0.78,0.563,0.388,0.266,0.392,0.297
7,0.62,0.744,0.683,0.387,0.344,0.357,0.339
7,0.64,0.798,0.632,0.402,0.315,0.396,0.317
7,0.66,0.782,0.632,0.407,0.298,0.375,0.334
7,0.68,0.75,0.631,0.39,0.304,0.36,0.327
7,0.7,0.745,0.666,0.369,0.335,0.376,0.331
7,0.72,0.834,0.667,0.432,0.329,0.402,0.338
7,0.74,0.788,0.643,0.407,0.32,0.381,0.323
7,0.76,0.73,0.707,0.371,0.351,0.359,0.356
7,0.78,0.782,0.68,0.401,0.336,0.381,0.344
7,0.8,0.799,0.635,0.41,0.31,0.389,0.325
7,0.82,0.787,0.688,0.399,0.343,0.388,0.345
7,0.84,0.81,0.661,0.405,0.339,0.405,0.322
7,0.86,0.813,0.655,0.421,0.331,0.392,0.324
7,0.88,0.759,0.71,0.401,0.359,0.358,0.351
7,0.9,0.794,0.659,0.402,0.336,0.392,0.323
7,0.92,0.811,0.651,0.416,0.339,0.395,0.312
7,0.94,0.774,0.711,0.398,0.348,0.376,0.363
7,0.96,0.824,0.637,0.413,0.323,0.411,0.314
7,0.98,0.799,0.677,0.407,0.327,0.392,0.35
7,1,0.772,0.663,0.389,0.347,0.383,0.316
8,0.02,0.454,0.106,0.285,0.046,0.169,0.06
8,0.04,0.495,0.2,0.29,0.09,0.205,0.11
8,0.06,0.55,0.259,0.309,0.125,0.241,0.134
8,0.08,0.537,0.327,0.305,0.151,0.232,0.176
8,0.1,0.604,0.369,0.339,0.174,0.265,0.195
8,0.12,0.593,0.42,0.332,0.197,0.261,0.223
8,0.14,0.657,0.433,0.352,0.216,0.305,0.217
8,0.16,0.652,0.448,0.355,0.227,0.297,0.221
8,0.18,0.686,0.44,0.362,0.215,0.324,0.225
8,0.2,0.701,0.428,0.354,0.223,0.347,0.205
8,0.22,0.735,0.475,0.394,0.237,0.341,0.238
8,0.24,0.723,0.542,0.376,0.269,0.347,0.273
8,0.26,0.68,0.534,0.354,0.258,0.326,0.276
8,0.28,0.706,0.466,0.366,0.238,0.34,0.228
8,0.3,0.751,0.513,0.383,0.253,0.368,0.26
8,0.32,0.749,0.482,0.377,0.234,0.372,0.248
8,0.34,0.754,0.55,0.38,0.271,0.374,0.279
8,0.36,0.756,0.496,0.399,0.26,0.357,0.236
8,0.38,0.692,0.57,0.359,0.291,0.333,0.279
8,0.4,0.759,0.559,0.39,0.273,0.369,0.286
8,0.42,0.743,0.509,0.391,0.261,0.352,0.248
8,0.44,0.794,0.563,0.418,0.283,0.376,0.28
8,0.46,0.781,0.637,0.389,0.309,0.392,0.328
8,0.48,0.776,0.539,0.393,0.254,0.383,0.285
8,0.5,0.793,0.577,0.412,0.294,0.381,0.283
8,0.52,0.795,0.616,0.401,0.313,0.394,0.303
8,0.54,0.751,0.64,0.392,0.296,0.359,0.344
8,0.56,0.786,0.635,0.394,0.309,0.392,0.326
8,0.58,0.794,0.637,0.401,0.319,0.393,0.318
8,0.6,0.78,0.563,0.388,0.266,0.392,0.297
8,0.62,0.744,0.683,0.387,0.344,0.357,0.339
8,0.64,0.798,0.632,0.402,0.315,0.396,0.317
8,0.66,0.782,0.632,0.407,0.298,0.375,0.334
8,0.68,0.75,0.631,0.39,0.304,0.36,0.327
8,0.7,0.745,0.666,0.369,0.335,0.376,0.331
8,0.72,0.834,0.667,0.432,0.329,0.402,0.338
8,0.74,0.788,0.643,0.407,0.32,0.381,0.323
8,0.76,0.73,0.707,0.371,0.351,0.359,0.356
8,0.78,0.782,0.68,0.401,0.336,0.381,0.344
8,0.8,0.799,0.635,0.41,0.31,0.389,0.325
8,0.82,0.787,0.688,0.399,0.343,0.388,0.345
8,0.84,0.81,0.661,0.405,0.339,0.405,0.322
8,0.86,0.813,0.655,0.421,0.331,0.392,0.324
8,0.88,0.759,0.71,0.401,0.359,0.358,0.351
8,0.9,0.794,0.659,0.402,0.336,0.392,0.323
8,0.92,0.811,0.651,0.416,0.339,0.395,0.312
8,0.94,0.774,0.711,0.398,0.348,0.376,0.363
8,0.96,0.824,0.637,0.413,0.323,0.411,0.314
8,0.98,0.799,0.677,0.407,0.327,0.392,0.35
8,1,0.772,0.663,0.389,0.347,0.383,0.316
9,0.02,0.454,0.106,0.285,0.046,0.169,0.06
9,0.04,0.495,0.2,0.29,0.09,0.205,0.11
9,0.06,0.55,0.259,0.309,0.125,0.241,0.134
9,0.08,0.537,0.327,0.305,0.151,0.232,0.176
9,0.1,0.604,0.369,0.339,0.174,0.265,0.195
9,0.12,0.593,0.42,0.332,0.197,0.261,0.223
9,0.14,0.657,0.433,0.352,0.216,0.305,0.217
9,0.16,0.652,0.448,0.355,0.227,0.297,0.221
9,0.18,0.686,0.44,0.362,0.215,0.324,0.225
9,0.2,0.701,0.428,0.354,0.223,0.347,0.205
9,0.22,0.735,0.475,0.394,0.237,0.341,0.238
9,0.24,0.723,0.542,0.376,0.269,0.347,0.273
9,0.26,0.68,0.534,0.354,0.258,0.326,0.276
9,0.28,0.706,0.466,0.366,0.238,0.34,0.228
9,0.3,0.751,0.513,0.383,0.253,0.368,0.26
9,0.32,0.749,0.482,0.377,0.234,0.372,0.248
9,0.34,0.754,0.55,0.38,0.271,0.374,0.279
9,0.36,0.756,0.496,0.399,0.26,0.357,0.236
9,0.38,0.692,0.57,0.359,0.291,0.333,0.279
9,0.4,0.759,0.559,0.39,0.273,0.369,0.286
9,0.42,0.743,0.509,0.391,0.261,0.352,0.248
9,0.44,0.794,0.563,0.418,0.283,0.376,0.28
9,0.46,0.781,0.637,0.389,0.309,0.392,0.328
9,0.48,0.776,0.539,0.393,0.254,0.383,0.285
9,0.5,0.793,0.577,0.412,0.294,0.381,0.283
9,0.52,0.795,0.616,0.401,0.313,0.394,0.303
9,0.54,0.751,0.64,0.392,0.296,0.359,0.344
9,0.56,0.786,0.635,0.394,0.309,0.392,0.326
9,0.58,0.794,0.637,0.401,0.319,0.393,0.318
9,0.6,0.78,0.563,0.388,0.266,0.392,0.297
9,0.62,0.744,0.683,0.387,0.344,0.357,0.339
9,0.64,0.798,0.632,0.402,0.315,0.396,0.317
9,0.66,0.782,0.632,0.407,0.298,0.375,0.334
9,0.68,0.75,0.631,0.39,0.304,0.36,0.327
9,0.7,0.745,0.666,0.369,0.335,0.376,0.331
9,0.72,0.834,0.667,0.432,0.329,0.402,0.338
9,0.74,0.788,0.643,0.407,0.32,0.381,0.323
9,0.76,0.73,0.707,0.371,0.351,0.359,0.356
9,0.78,0.782,0.68,0.401,0.336,0.381,0.344
9,0.8,0.799,0.635,0.41,0.31,0.389,0.325
9,0.82,0.787,0.688,0.399,0.343,0.388,0.345
9,0.84,0.81,0.661,0.405,0.339,0.405,0.322
9,0.86,0.813,0.655,0.421,0.331,0.392,0.324
9,0.88,0.759,0.71,0.401,0.359,0.358,0.351
9,0.9,0.794,0.659,0.402,0.336,0.392,0.323
9,0.92,0.811,0.651,0.416,0.339,0.395,0.312
9,0.94,0.774,0.711,0.398,0.348,0.376,0.363
9,0.96,0.824,0.637,0.413,0.323,0.411,0.314
9,0.98,0.799,0.677,0.407,0.327,0.392,0.35
9,1,0.772,0.663,0.389,0.347,0.383,0.316
10,0.02,0.454,0.106,0.285,0.046,0.169,0.06
10,0.04,0.495,0.2,0.29,0.09,0.205,0.11
10,0.06,0.55,0.259,0.309,0.125,0.241,0.134
10,0.08,0.537,0.327,0.305,0.151,0.232,0.176
10,0.1,0.604,0.369,0.339,0.174,0.265,0.195
10,0.12,0.593,0.42,0.332,0.197,0.261,0.223
10,0.14,0.657,0.433,0.352,0.216,0.305,0.217
10,0.16,0.652,0.448,0.355,0.227,0.297,0.221
10,0.18,0.686,0.44,0.362,0.215,0.324,0.225
10,0.2,0.701,0.428,0.354,0.223,0.347,0.205
10,0.22,0.735,0.475,0.394,0.237,0.341,0.238
10,0.24,0.723,0.542,0.376,0.269,0.347,0.273
