"Repeat","beta_U","rho_A.l.","rho_I.l.","rho_Ah.l.","rho_Ih.l.","rho_Al.l.","rho_Il.l."
2,0.18,0.626,0.38,0.333,0.194,0.293,0.186
2,0.2,0.665,0.544,0.357,0.264,0.308,0.28
2,0.22,0.717,0.545,0.361,0.273,0.356,0.272
2,0.24,0.631,0.488,0.336,0.247,0.295,0.241
2,0.26,0.705,0.496,0.356,0.234,0.349,0.262
2,0.28,0.73,0.553,0.378,0.282,0.352,0.271
2,0.3,0.712,0.535,0.378,0.267,0.334,0.268
2,0.32,0.73,0.495,0.368,0.255,0.362,0.24
2,0.34,0.629,0.636,0.325,0.312,0.304,0.324
2,0.36,0.692,0.594,0.354,0.295,0.338,0.299
2,0.38,0.749,0.575,0.379,0.276,0.37,0.299
2,0.4,0.761,0.48,0.393,0.252,0.368,0.228
2,0.42,0.758,0.548,0.387,0.267,0.371,0.281
2,0.44,0.756,0.607,0.384,0.31,0.372,0.297
2,0.46,0.761,0.622,0.39,0.311,0.371,0.311
2,0.48,0.719,0.627,0.372,0.3,0.347,0.327
2,0.5,0.778,0.526,0.391,0.273,0.387,0.253
2,0.52,0.709,0.649,0.358,0.331,0.351,0.318
2,0.54,0.744,0.601,0.391,0.296,0.353,0.305
2,0.56,0.814,0.547,0.401,0.277,0.413,0.27
2,0.58,0.723,0.703,0.385,0.342,0.338,0.361
2,0.6,0.832,0.621,0.425,0.316,0.407,0.305
2,0.62,0.782,0.655,0.405,0.332,0.377,0.323
2,0.64,0.778,0.599,0.392,0.311,0.386,0.288
2,0.66,0.72,0.632,0.367,0.309,0.353,0.323
2,0.68,0.739,0.652,0.377,0.327,0.362,0.325
2,0.7,0.795,0.631,0.399,0.319,0.396,0.312
2,0.72,0.793,0.622,0.396,0.315,0.397,0.307
2,0.74,0.781,0.63,0.399,0.322,0.382,0.308
2,0.76,0.798,0.632,0.408,0.318,0.39,0.314
2,0.78,0.81,0.646,0.41,0.341,0.4,0.305
2,0.8,0.763,0.656,0.38,0.324,0.383,0.332
2,0.82,0.773,0.558,0.396,0.279,0.377,0.279
2,0.84,0.813,0.517,0.41,0.264,0.403,0.253
2,0.86,0.78,0.623,0.393,0.315,0.387,0.308
2,0.88,0.819,0.656,0.412,0.343,0.407,0.313
2,0.9,0.781,0.681,0.396,0.342,0.385,0.339
2,0.92,0.816,0.645,0.417,0.334,0.399,0.311
2,0.94,0.786,0.678,0.397,0.349,0.389,0.329
2,0.96,0.785,0.666,0.401,0.342,0.384,0.324
2,0.98,0.796,0.684,0.401,0.332,0.395,0.352
2,1,0.781,0.686,0.39,0.344,0.391,0.342
3,0.02,0.409,0.111,0.263,0.063,0.146,0.048
3,0.04,0.403,0.191,0.23,0.09,0.173,0.101
3,0.06,0.519,0.289,0.293,0.145,0.226,0.144
3,0.08,0.616,0.328,0.326,0.145,0.29,0.183
3,0.1,0.578,0.364,0.308,0.175,0.27,0.189
3,0.12,0.625,0.409,0.316,0.191,0.309,0.218
3,0.14,0.52,0.462,0.262,0.209,0.258,0.253
3,0.16,0.625,0.47,0.321,0.226,0.304,0.244
3,0.18,0.626,0.38,0.333,0.194,0.293,0.186
3,0.2,0.665,0.544,0.357,0.264,0.308,0.28
3,0.22,0.717,0.545,0.361,0.273,0.356,0.272
3,0.24,0.631,0.488,0.336,0.247,0.295,0.241
3,0.26,0.705,0.496,0.356,0.234,0.349,0.262
3,0.28,0.73,0.553,0.378,0.282,0.352,0.271
3,0.3,0.712,0.535,0.378,0.267,0.334,0.268
3,0.32,0.73,0.495,0.368,0.255,0.362,0.24
3,0.34,0.629,0.636,0.325,0.312,0.304,0.324
3,0.36,0.692,0.594,0.354,0.295,0.338,0.299
3,0.38,0.749,0.575,0.379,0.276,0.37,0.299
3,0.4,0.761,0.48,0.393,0.252,0.368,0.228
3,0.42,0.758,0.548,0.387,0.267,0.371,0.281
3,0.44,0.756,0.607,0.384,0.31,0.372,0.297
3,0.46,0.761,0.622,0.39,0.311,0.371,0.311
3,0.48,0.719,0.627,0.372,0.3,0.347,0.327
3,0.5,0.778,0.526,0.391,0.273,0.387,0.253
3,0.52,0.709,0.649,0.358,0.331,0.351,0.318
3,0.54,0.744,0.601,0.391,0.296,0.353,0.305
3,0.56,0.814,0.547,0.401,0.277,0.413,0.27
3,0.58,0.723,0.703,0.385,0.342,0.338,0.361
3,0.6,0.832,0.621,0.425,0.316,0.407,0.305
3,0.62,0.782,0.655,0.405,0.332,0.377,0.323
3,0.64,0.778,0.599,0.392,0.311,0.386,0.288
3,0.66,0.72,0.632,0.367,0.309,0.353,0.323
3,0.68,0.739,0.652,0.377,0.327,0.362,0.325
3,0.7,0.795,0.631,0.399,0.319,0.396,0.312
3,0.72,0.793,0.622,0.396,0.315,0.397,0.307
3,0.74,0.781,0.63,0.399,0.322,0.382,0.308
3,0.76,0.798,0.632,0.408,0.318,0.39,0.314
3,0.78,0.81,0.646,0.41,0.341,0.4,0.305
3,0.8,0.763,0.656,0.38,0.324,0.383,0.332
3,0.82,0.773,0.558,0.396,0.279,0.377,0.279
3,0.84,0.813,0.517,0.41,0.264,0.403,0.253
3,0.86,0.78,0.623,0.393,0.315,0.387,0.308
3,0.88,0.819,0.656,0.412,0.343,0.407,0.313
3,0.9,0.781,0.681,0.396,0.342,0.385,0.339
3,0.92,0.816,0.645,0.417,0.334,0.399,0.311
3,0.94,0.786,0.678,0.397,0.349,0.389,0.329
3,0.96,0.785,0.666,0.401,0.342,0.384,0.324
3,0.98,0.796,0.684,0.401,0.332,0.395,0.352
3,1,0.781,0.686,0.39,0.344,0.391,0.342
4,0.02,0.409,0.111,0.263,0.063,0.146,0.048
4,0.04,0.403,0.191,0.23,0.09,0.173,0.101
4,0.06,0.519,0.289,0.293,0.145,0.226,0.144
4,0.08,0.616,0.328,0.326,0.145,0.29,0.183
4,0.1,0.578,0.364,0.308,0.175,0.27,0.189
4,0.12,0.625,0.409,0.316,0.191,0.309,0.218
4,0.14,0.52,0.462,0.262,0.209,0.258,0.253
4,0.16,0.625,0.47,0.321,0.226,0.304,0.244
4,0.18,0.626,0.38,0.333,0.194,0.293,0.186
4,0.2,0.665,0.544,0.357,0.264,0.308,0.28
4,0.22,0.717,0.545,0.361,0.273,0.356,0.272
4,0.24,0.631,0.488,0.336,0.247,0.295,0.241
4,0.26,0.705,0.496,0.356,0.234,0.349,0.262
4,0.28,0.73,0.553,0.378,0.282,0.352,0.271
4,0.3,0.712,0.535,0.378,0.267,0.334,0.268
4,0.32,0.73,0.495,0.368,0.255,0.362,0.24
4,0.34,0.629,0.636,0.325,0.312,0.304,0.324
4,0.36,0.692,0.594,0.354,0.295,0.338,0.299
4,0.38,0.749,0.575,0.379,0.276,0.37,0.299
4,0.4,0.761,0.48,0.393,0.252,0.368,0.228
4,0.42,0.758,0.548,0.387,0.267,0.371,0.281
4,0.44,0.756,0.607,0.384,0.31,0.372,0.297
4,0.46,0.761,0.622,0.39,0.311,0.371,0.311
4,0.48,0.719,0.627,0.372,0.3,0.347,0.327
4,0.5,0.778,0.526,0.391,0.273,0.387,0.253
4,0.52,0.709,0.649,0.358,0.331,0.351,0.318
4,0.54,0.744,0.601,0.391,0.296,0.353,0.305
4,0.56,0.814,0.547,0.401,0.277,0.413,0.27
4,0.58,0.723,0.703,0.385,0.342,0.338,0.361
4,0.6,0.832,0.621,0.425,0.316,0.407,0.305
4,0.62,0.782,0.655,0.405,0.332,0.377,0.323
4,0.64,0.778,0.599,0.392,0.311,0.386,0.288
4,0.66,0.72,0.632,0.367,0.309,0.353,0.323
4,0.68,0.739,0.652,0.377,0.327,0.362,0.325
4,0.7,0.795,0.631,0.399,0.319,0.396,0.312
4,0.72,0.793,0.622,0.396,0.315,0.397,0.307
4,0.74,0.781,0.63,0.399,0.322,0.382,0.308
4,0.76,0.798,0.632,0.408,0.318,0.39,0.314
4,0.78,0.81,0.646,0.41,0.341,0.4,0.305
4,0.8,0.763,0.656,0.38,0.324,0.383,0.332
4,0.82,0.773,0.558,0.396,0.279,0.377,0.279
4,0.84,0.813,0.517,0.41,0.264,0.403,0.253
4,0.86,0.78,0.623,0.393,0.315,0.387,0.308
4,0.88,0.819,0.656,0.412,0.343,0.407,0.313
4,0.9,0.781,0.681,0.396,0.342,0.385,0.339
4,0.92,0.816,0.645,0.417,0.334,0.399,0.311
4,0.94,0.786,0.678,0.397,0.349,0.389,0.329
4,0.96,0.785,0.666,0.401,0.342,0.384,0.324
4,0.98,0.796,0.684,0.401,0.332,0.395,0.352
4,1,0.781,0.686,0.39,0.344,0.391,0.342
5,0.02,0.409,0.111,0.263,0.063,0.146,0.048
5,0.04,0.403,0.191,0.23,0.09,0.173,0.101
5,0.06,0.519,0.289,0.293,0.145,0.226,0.144
5,0.08,0.616,0.328,0.326,0.145,0.29,0.183
5,0.1,0.578,0.364,0.308,0.175,0.27,0.189
5,0.12,0.625,0.409,0.316,0.191,0.309,0.218
5,0.14,0.52,0.462,0.262,0.209,0.258,0.253
5,0.16,0.625,0.47,0.321,0.226,0.304,0.244
5,0.18,0.626,0.38,0.333,0.194,0.293,0.186
5,0.2,0.665,0.544,0.357,0.264,0.308,0.28
5,0.22,0.717,0.545,0.361,0.273,0.356,0.272
5,0.24,0.631,0.488,0.336,0.247,0.295,0.241
5,0.26,0.705,0.496,0.356,0.234,0.349,0.262
5,0.28,0.73,0.553,0.378,0.282,0.352,0.271
5,0.3,0.712,0.535,0.378,0.267,0.334,0.268
5,0.32,0.73,0.495,0.368,0.255,0.362,0.24
5,0.34,0.629,0.636,0.325,0.312,0.304,0.324
5,0.36,0.692,0.594,0.354,0.295,0.338,0.299
5,0.38,0.749,0.575,0.379,0.276,0.37,0.299
5,0.4,0.761,0.48,0.393,0.252,0.368,0.228
5,0.42,0.758,0.548,0.387,0.267,0.371,0.281
5,0.44,0.756,0.607,0.384,0.31,0.372,0.297
5,0.46,0.761,0.622,0.39,0.311,0.371,0.311
5,0.48,0.719,0.627,0.372,0.3,0.347,0.327
5,0.5,0.778,0.526,0.391,0.273,0.387,0.253
5,0.52,0.709,0.649,0.358,0.331,0.351,0.318
5,0.54,0.744,0.601,0.391,0.296,0.353,0.305
5,0.56,0.814,0.547,0.401,0.277,0.413,0.27
5,0.58,0.723,0.703,0.385,0.342,0.338,0.361
5,0.6,0.832,0.621,0.425,0.316,0.407,0.305
5,0.62,0.782,0.655,0.405,0.332,0.377,0.323
5,0.64,0.778,0.599,0.392,0.311,0.386,0.288
5,0.66,0.72,0.632,0.367,0.309,0.353,0.323
5,0.68,0.739,0.652,0.377,0.327,0.362,0.325
5,0.7,0.795,0.631,0.399,0.319,0.396,0.312
5,0.72,0.793,0.622,0.396,0.315,0.397,0.307
5,0.74,0.781,0.63,0.399,0.322,0.382,0.308
5,0.76,0.798,0.632,0.408,0.318,0.39,0.314
5,0.78,0.81,0.646,0.41,0.341,0.4,0.305
5,0.8,0.763,0.656,0.38,0.324,0.383,0.332
5,0.82,0.773,0.558,0.396,0.279,0.377,0.279
5,0.84,0.813,0.517,0.41,0.264,0.403,0.253
5,0.86,0.78,0.623,0.393,0.315,0.387,0.308
5,0.88,0.819,0.656,0.412,0.343,0.407,0.313
5,0.9,0.781,0.681,0.396,0.342,0.385,0.339
5,0.92,0.816,0.645,0.417,0.334,0.399,0.311
5,0.94,0.786,0.678,0.397,0.349,0.389,0.329
5,0.96,0.785,0.666,0.401,0.342,0.384,0.324
5,0.98,0.796,0.684,0.401,0.332,0.395,0.352
5,1,0.781,0.686,0.39,0.344,0.391,0.342
6,0.02,0.409,0.111,0.263,0.063,0.146,0.048
6,0.04,0.403,0.191,0.23,0.09,0.173,0.101
6,0.06,0.519,0.289,0.293,0.145,0.226,0.144
6,0.08,0.616,0.328,0.326,0.145,0.29,0.183
6,0.1,0.578,0.364,0.308,0.175,0.27,0.189
6,0.12,0.625,0.409,0.316,0.191,0.309,0.218
6,0.14,0.52,0.462,0.262,0.209,0.258,0.253
6,0.16,0.625,0.47,0.321,0.226,0.304,0.244
6,0.18,0.626,0.38,0.333,0.194,0.293,0.186
6,0.2,0.665,0.544,0.357,0.264,0.308,0.28
6,0.22,0.717,0.545,0.361,0.273,0.356,0.272
6,0.24,0.631,0.488,0.336,0.247,0.295,0.241
6,0.26,0.705,0.496,0.356,0.234,0.349,0.262
6,0.28,0.73,0.553,0.378,0.282,0.352,0.271
6,0.3,0.712,0.535,0.378,0.267,0.334,0.268
6,0.32,0.73,0.495,0.368,0.255,0.362,0.24
6,0.34,0.629,0.636,0.325,0.312,0.304,0.324
6,0.36,0.692,0.594,0.354,0.295,0.338,0.299
6,0.38,0.749,0.575,0.379,0.276,0.37,0.299
6,0.4,0.761,0.48,0.393,0.252,0.368,0.228
6,0.42,0.758,0.548,0.387,0.267,0.371,0.281
6,0.44,0.756,0.607,0.384,0.31,0.372,0.297
6,0.46,0.761,0.622,0.39,0.311,0.371,0.311
6,0.48,0.719,0.627,0.372,0.3,0.347,0.327
6,0.5,0.778,0.526,0.391,0.273,0.387,0.253
6,0.52,0.709,0.649,0.358,0.331,0.351,0.318
6,0.54,0.744,0.601,0.391,0.296,0.353,0.305
6,0.56,0.814,0.547,0.401,0.277,0.413,0.27
6,0.58,0.723,0.703,0.385,0.342,0.338,0.361
6,0.6,0.832,0.621,0.425,0.316,0.407,0.305
6,0.62,0.782,0.655,0.405,0.332,0.377,0.323
6,0.64,0.778,0.599,0.392,0.311,0.386,0.288
6,0.66,0.72,0.632,0.367,0.309,0.353,0.323
6,0.68,0.739,0.652,0.377,0.327,0.362,0.325
6,0.7,0.795,0.631,0.399,0.319,0.396,0.312
6,0.72,0.793,0.622,0.396,0.315,0.397,0.307
6,0.74,0.781,0.63,0.399,0.322,0.382,0.308
6,0.76,0.798,0.632,0.408,0.318,0.39,0.314
6,0.78,0.81,0.646,0.41,0.341,0.4,0.305
6,0.8,0.763,0.656,0.38,0.324,0.383,0.332
6,0.82,0.773,0.558,0.396,0.279,0.377,0.279
6,0.84,0.813,0.517,0.41,0.264,0.403,0.253
6,0.86,0.78,0.623,0.393,0.315,0.387,0.308
6,0.88,0.819,0.656,0.412,0.343,0.407,0.313
6,0.9,0.781,0.681,0.396,0.342,0.385,0.339
6,0.92,0.816,0.645,0.417,0.334,0.399,0.311
6,0.94,0.786,0.678,0.397,0.349,0.389,0.329
6,0.96,0.785,0.666,0.401,0.342,0.384,0.324
6,0.98,0.796,0.684,0.401,0.332,0.395,0.352
6,1,0.781,0.686,0.39,0.344,0.391,0.342
7,0.02,0.409,0.111,0.263,0.063,0.146,0.048
7,0.04,0.403,0.191,0.23,0.09,0.173,0.101
7,0.06,0.519,0.289,0.293,0.145,0.226,0.144
7,0.08,0.616,0.328,0.326,0.145,0.29,0.183
7,0.1,0.578,0.364,0.308,0.175,0.27,0.189
7,0.12,0.625,0.409,0.316,0.191,0.309,0.218
7,0.14,0.52,0.462,0.262,0.209,0.258,0.253
7,0.16,0.625,0.47,0.321,0.226,0.304,0.244
7,0.18,0.626,0.38,0.333,0.194,0.293,0.186
7,0.2,0.665,0.544,0.357,0.264,0.308,0.28
7,0.22,0.717,0.545,0.361,0.273,0.356,0.272
7,0.24,0.631,0.488,0.336,0.247,0.295,0.241
7,0.26,0.705,0.496,0.356,0.234,0.349,0.262
7,0.28,0.73,0.553,0.378,0.282,0.352,0.271
7,0.3,0.712,0.535,0.378,0.267,0.334,0.268
7,0.32,0.73,0.495,0.368,0.255,0.362,0.24
7,0.34,0.629,0.636,0.325,0.312,0.304,0.324
7,0.36,0.692,0.594,0.354,0.295,0.338,0.299
7,0.38,0.749,0.575,0.379,0.276,0.37,0.299
7,0.4,0.761,0.48,0.393,0.252,0.368,0.228
7,0.42,0.758,0.548,0.387,0.267,0.371,0.281
7,0.44,0.756,0.607,0.384,0.31,0.372,0.297
7,0.46,0.761,0.622,0.39,0.311,0.371,0.311
7,0.48,0.719,0.627,0.372,0.3,0.347,0.327
7,0.5,0.778,0.526,0.391,0.273,0.387,0.253
7,0.52,0.709,0.649,0.358,0.331,0.351,0.318
7,0.54,0.744,0.601,0.391,0.296,0.353,0.305
7,0.56,0.814,0.547,0.401,0.277,0.413,0.27
7,0.58,0.723,0.703,0.385,0.342,0.338,0.361
7,0.6,0.832,0.621,0.425,0.316,0.407,0.305
7,0.62,0.782,0.655,0.405,0.332,0.377,0.323
7,0.64,0.778,0.599,0.392,0.311,0.386,0.288
7,0.66,0.72,0.632,0.367,0.309,0.353,0.323
7,0.68,0.739,0.652,0.377,0.327,0.362,0.325
7,0.7,0.795,0.631,0.399,0.319,0.396,0.312
7,0.72,0.793,0.622,0.396,0.315,0.397,0.307
7,0.74,0.781,0.63,0.399,0.322,0.382,0.308
7,0.76,0.798,0.632,0.408,0.318,0.39,0.314
7,0.78,0.81,0.646,0.41,0.341,0.4,0.305
7,0.8,0.763,0.656,0.38,0.324,0.383,0.332
7,0.82,0.773,0.558,0.396,0.279,0.377,0.279
7,0.84,0.813,0.517,0.41,0.264,0.403,0.253
7,0.86,0.78,0.623,0.393,0.315,0.387,0.308
7,0.88,0.819,0.656,0.412,0.343,0.407,0.313
7,0.9,0.781,0.681,0.396,0.342,0.385,0.339
7,0.92,0.816,0.645,0.417,0.334,0.399,0.311
7,0.94,0.786,0.678,0.397,0.349,0.389,0.329
7,0.96,0.785,0.666,0.401,0.342,0.384,0.324
7,0.98,0.796,0.684,0.401,0.332,0.395,0.352
7,1,0.781,0.686,0.39,0.344,0.391,0.342
8,0.02,0.409,0.111,0.263,0.063,0.146,0.048
8,0.04,0.403,0.191,0.23,0.09,0.173,0.101
8,0.06,0.519,0.289,0.293,0.145,0.226,0.144
8,0.08,0.616,0.328,0.326,0.145,0.29,0.183
8,0.1,0.578,0.364,0.308,0.175,0.27,0.189
8,0.12,0.625,0.409,0.316,0.191,0.309,0.218
8,0.14,0.52,0.462,0.262,0.209,0.258,0.253
8,0.16,0.625,0.47,0.321,0.226,0.304,0.244
8,0.18,0.626,0.38,0.333,0.194,0.293,0.186
8,0.2,0.665,0.544,0.357,0.264,0.308,0.28
8,0.22,0.717,0.545,0.361,0.273,0.356,0.272
8,0.24,0.631,0.488,0.336,0.247,0.295,0.241
8,0.26,0.705,0.496,0.356,0.234,0.349,0.262
8,0.28,0.73,0.553,0.378,0.282,0.352,0.271
8,0.3,0.712,0.535,0.378,0.267,0.334,0.268
8,0.32,0.73,0.495,0.368,0.255,0.362,0.24
8,0.34,0.629,0.636,0.325,0.312,0.304,0.324
8,0.36,0.692,0.594,0.354,0.295,0.338,0.299
8,0.38,0.749,0.575,0.379,0.276,0.37,0.299
8,0.4,0.761,0.48,0.393,0.252,0.368,0.228
8,0.42,0.758,0.548,0.387,0.267,0.371,0.281
8,0.44,0.756,0.607,0.384,0.31,0.372,0.297
8,0.46,0.761,0.622,0.39,0.311,0.371,0.311
8,0.48,0.719,0.627,0.372,0.3,0.347,0.327
8,0.5,0.778,0.526,0.391,0.273,0.387,0.253
8,0.52,0.709,0.649,0.358,0.331,0.351,0.318
8,0.54,0.744,0.601,0.391,0.296,0.353,0.305
8,0.56,0.814,0.547,0.401,0.277,0.413,0.27
8,0.58,0.723,0.703,0.385,0.342,0.338,0.361
8,0.6,0.832,0.621,0.425,0.316,0.407,0.305
8,0.62,0.782,0.655,0.405,0.332,0.377,0.323
8,0.64,0.778,0.599,0.392,0.311,0.386,0.288
8,0.66,0.72,0.632,0.367,0.309,0.353,0.323
8,0.68,0.739,0.652,0.377,0.327,0.362,0.325
8,0.7,0.795,0.631,0.399,0.319,0.396,0.312
8,0.72,0.793,0.622,0.396,0.315,0.397,0.307
8,0.74,0.781,0.63,0.399,0.322,0.382,0.308
8,0.76,0.798,0.632,0.408,0.318,0.39,0.314
8,0.78,0.81,0.646,0.41,0.341,0.4,0.305
8,0.8,0.763,0.656,0.38,0.324,0.383,0.332
8,0.82,0.773,0.558,0.396,0.279,0.377,0.279
8,0.84,0.813,0.517,0.41,0.264,0.403,0.253
8,0.86,0.78,0.623,0.393,0.315,0.387,0.308
8,0.88,0.819,0.656,0.412,0.343,0.407,0.313
8,0.9,0.781,0.681,0.396,0.342,0.385,0.339
8,0.92,0.816,0.645,0.417,0.334,0.399,0.311
8,0.94,0.786,0.678,0.397,0.349,0.389,0.329
8,0.96,0.785,0.666,0.401,0.342,0.384,0.324
8,0.98,0.796,0.684,0.401,0.332,0.395,0.352
8,1,0.781,0.686,0.39,0.344,0.391,0.342
9,0.02,0.409,0.111,0.263,0.063,0.146,0.048
9,0.04,0.403,0.191,0.23,0.09,0.173,0.101
9,0.06,0.519,0.289,0.293,0.145,0.226,0.144
9,0.08,0.616,0.328,0.326,0.145,0.29,0.183
9,0.1,0.578,0.364,0.308,0.175,0.27,0.189
9,0.12,0.625,0.409,0.316,0.191,0.309,0.218
9,0.14,0.52,0.462,0.262,0.209,0.258,0.253
9,0.16,0.625,0.47,0.321,0.226,0.304,0.244
9,0.18,0.626,0.38,0.333,0.194,0.293,0.186
9,0.2,0.665,0.544,0.357,0.264,0.308,0.28
9,0.22,0.717,0.545,0.361,0.273,0.356,0.272
9,0.24,0.631,0.488,0.336,0.247,0.295,0.241
9,0.26,0.705,0.496,0.356,0.234,0.349,0.262
9,0.28,0.73,0.553,0.378,0.282,0.352,0.271
9,0.3,0.712,0.535,0.378,0.267,0.334,0.268
9,0.32,0.73,0.495,0.368,0.255,0.362,0.24
9,0.34,0.629,0.636,0.325,0.312,0.304,0.324
9,0.36,0.692,0.594,0.354,0.295,0.338,0.299
9,0.38,0.749,0.575,0.379,0.276,0.37,0.299
9,0.4,0.761,0.48,0.393,0.252,0.368,0.228
9,0.42,0.758,0.548,0.387,0.267,0.371,0.281
9,0.44,0.756,0.607,0.384,0.31,0.372,0.297
9,0.46,0.761,0.622,0.39,0.311,0.371,0.311
9,0.48,0.719,0.627,0.372,0.3,0.347,0.327
9,0.5,0.778,0.526,0.391,0.273,0.387,0.253
9,0.52,0.709,0.649,0.358,0.331,0.351,0.318
9,0.54,0.744,0.601,0.391,0.296,0.353,0.305
9,0.56,0.814,0.547,0.401,0.277,0.413,0.27
9,0.58,0.723,0.703,0.385,0.342,0.338,0.361
9,0.6,0.832,0.621,0.425,0.316,0.407,0.305
9,0.62,0.782,0.655,0.405,0.332,0.377,0.323
9,0.64,0.778,0.599,0.392,0.311,0.386,0.288
9,0.66,0.72,0.632,0.367,0.309,0.353,0.323
9,0.68,0.739,0.652,0.377,0.327,0.362,0.325
9,0.7,0.795,0.631,0.399,0.319,0.396,0.312
9,0.72,0.793,0.622,0.396,0.315,0.397,0.307
9,0.74,0.781,0.63,0.399,0.322,0.382,0.308
9,0.76,0.798,0.632,0.408,0.318,0.39,0.314
9,0.78,0.81,0.646,0.41,0.341,0.4,0.305
9,0.8,0.763,0.656,0.38,0.324,0.383,0.332
9,0.82,0.773,0.558,0.396,0.279,0.377,0.279
9,0.84,0.813,0.517,0.41,0.264,0.403,0.253
9,0.86,0.78,0.623,0.393,0.315,0.387,0.308
9,0.88,0.819,0.656,0.412,0.343,0.407,0.313
9,0.9,0.781,0.681,0.396,0.342,0.385,0.339
9,0.92,0.816,0.645,0.417,0.334,0.399,0.311
9,0.94,0.786,0.678,0.397,0.349,0.389,0.329
9,0.96,0.785,0.666,0.401,0.342,0.384,0.324
9,0.98,0.796,0.684,0.401,0.332,0.395,0.352
9,1,0.781,0.686,0.39,0.344,0.391,0.342
10,0.02,0.409,0.111,0.263,0.063,0.146,0.048
10,0.04,0.403,0.191,0.23,0.09,0.173,0.101
10,0.06,0.519,0.289,0.293,0.145,0.226,0.144
10,0.08,0.616,0.328,0.326,0.145,0.29,0.183
10,0.1,0.578,0.364,0.308,0.175,0.27,0.189
10,0.12,0.625,0.409,0.316,0.191,0.309,0.218
10,0.14,0.52,0.462,0.262,0.209,0.258,0.253
10,0.16,0.625,0.47,0.321,0.226,0.304,0.244
10,0.18,0.626,0.38,0.333,0.194,0.293,0.186
10,0.2,0.665,0.544,0.357,0.264,0.308,0.28
10,0.22,0.717,0.545,0.361,0.273,0.356,0.272
10,0.24,0.631,0.488,0.336,0.247,0.295,0.241
