"Repeat","beta_U","rho_A.l.","rho_I.l.","rho_Ah.l.","rho_Ih.l.","rho_Al.l.","rho_Il.l."
10,0.26,0.705,0.496,0.356,0.234,0.349,0.262
10,0.28,0.73,0.553,0.378,0.282,0.352,0.271
10,0.3,0.712,0.535,0.378,0.267,0.334,0.268
10,0.32,0.73,0.495,0.368,0.255,0.362,0.24
10,0.34,0.629,0.636,0.325,0.312,0.304,0.324
10,0.36,0.692,0.594,0.354,0.295,0.338,0.299
10,0.38,0.749,0.575,0.379,0.276,0.37,0.299
10,0.4,0.761,0.48,0.393,0.252,0.368,0.228
10,0.42,0.758,0.548,0.387,0.267,0.371,0.281
10,0.44,0.756,0.607,0.384,0.31,0.372,0.297
10,0.46,0.761,0.622,0.39,0.311,0.371,0.311
10,0.48,0.719,0.627,0.372,0.3,0.347,0.327
10,0.5,0.778,0.526,0.391,0.273,0.387,0.253
10,0.52,0.709,0.649,0.358,0.331,0.351,0.318
10,0.54,0.744,0.601,0.391,0.296,0.353,0.305
10,0.56,0.814,0.547,0.401,0.277,0.413,0.27
10,0.58,0.723,0.703,0.385,0.342,0.338,0.361
10,0.6,0.832,0.621,0.425,0.316,0.407,0.305
10,0.62,0.782,0.655,0.405,0.332,0.377,0.323
10,0.64,0.778,0.599,0.392,0.311,0.386,0.288
10,0.66,0.72,0.632,0.367,0.309,0.353,0.323
10,0.68,0.739,0.652,0.377,0.327,0.362,0.325
10,0.7,0.795,0.631,0.399,0.319,0.396,0.312
10,0.72,0.793,0.622,0.396,0.315,0.397,0.307
10,0.74,0.781,0.63,0.399,0.322,0.382,0.308
10,0.76,0.798,0.632,0.408,0.318,0.39,0.314
10,0.78,0.81,0.646,0.41,0.341,0.4,0.305
10,0.8,0.763,0.656,0.38,0.324,0.383,0.332
10,0.82,0.773,0.558,0.396,0.279,0.377,0.279
10,0.84,0.813,0.517,0.41,0.264,0.403,0.253
10,0.86,0.78,0.623,0.393,0.315,0.387,0.308
10,0.88,0.819,0.656,0.412,0.343,0.407,0.313
10,0.9,0.781,0.681,0.396,0.342,0.385,0.339
10,0.92,0.816,0.645,0.417,0.334,0.399,0.311
10,0.94,0.786,0.678,0.397,0.349,0.389,0.329
10,0.96,0.785,0.666,0.401,0.342,0.384,0.324
10,0.98,0.796,0.684,0.401,0.332,0.395,0.352
10,1,0.781,0.686,0.39,0.344,0.391,0.342
11,0.02,0.409,0.111,0.263,0.063,0.146,0.048
11,0.04,0.403,0.191,0.23,0.09,0.173,0.101
11,0.06,0.519,0.289,0.293,0.145,0.226,0.144
11,0.08,0.616,0.328,0.326,0.145,0.29,0.183
11,0.1,0.578,0.364,0.308,0.175,0.27,0.189
11,0.12,0.625,0.409,0.316,0.191,0.309,0.218
11,0.14,0.52,0.462,0.262,0.209,0.258,0.253
11,0.16,0.625,0.47,0.321,0.226,0.304,0.244
11,0.18,0.626,0.38,0.333,0.194,0.293,0.186
11,0.2,0.665,0.544,0.357,0.264,0.308,0.28
11,0.22,0.717,0.545,0.361,0.273,0.356,0.272
11,0.24,0.631,0.488,0.336,0.247,0.295,0.241
11,0.26,0.705,0.496,0.356,0.234,0.349,0.262
11,0.28,0.73,0.553,0.378,0.282,0.352,0.271
11,0.3,0.712,0.535,0.378,0.267,0.334,0.268
11,0.32,0.73,0.495,0.368,0.255,0.362,0.24
11,0.34,0.629,0.636,0.325,0.312,0.304,0.324
11,0.36,0.692,0.594,0.354,0.295,0.338,0.299
11,0.38,0.749,0.575,0.379,0.276,0.37,0.299
11,0.4,0.761,0.48,0.393,0.252,0.368,0.228
11,0.42,0.758,0.548,0.387,0.267,0.371,0.281
11,0.44,0.756,0.607,0.384,0.31,0.372,0.297
11,0.46,0.761,0.622,0.39,0.311,0.371,0.311
11,0.48,0.719,0.627,0.372,0.3,0.347,0.327
11,0.5,0.778,0.526,0.391,0.273,0.387,0.253
11,0.52,0.709,0.649,0.358,0.331,0.351,0.318
11,0.54,0.744,0.601,0.391,0.296,0.353,0.305
11,0.56,0.814,0.547,0.401,0.277,0.413,0.27
11,0.58,0.723,0.703,0.385,0.342,0.338,0.361
11,0.6,0.832,0.621,0.425,0.316,0.407,0.305
11,0.62,0.782,0.655,0.405,0.332,0.377,0.323
11,0.64,0.778,0.599,0.392,0.311,0.386,0.288
11,0.66,0.72,0.632,0.367,0.309,0.353,0.323
11,0.68,0.739,0.652,0.377,0.327,0.362,0.325
11,0.7,0.795,0.631,0.399,0.319,0.396,0.312
11,0.72,0.793,0.622,0.396,0.315,0.397,0.307
11,0.74,0.781,0.63,0.399,0.322,0.382,0.308
11,0.76,0.798,0.632,0.408,0.318,0.39,0.314
11,0.78,0.81,0.646,0.41,0.341,0.4,0.305
11,0.8,0.763,0.656,0.38,0.324,0.383,0.332
11,0.82,0.773,0.558,0.396,0.279,0.377,0.279
11,0.84,0.813,0.517,0.41,0.264,0.403,0.253
11,0.86,0.78,0.623,0.393,0.315,0.387,0.308
11,0.88,0.819,0.656,0.412,0.343,0.407,0.313
11,0.9,0.781,0.681,0.396,0.342,0.385,0.339
11,0.92,0.816,0.645,0.417,0.334,0.399,0.311
11,0.94,0.786,0.678,0.397,0.349,0.389,0.329
11,0.96,0.785,0.666,0.401,0.342,0.384,0.324
11,0.98,0.796,0.684,0.401,0.332,0.395,0.352
11,1,0.781,0.686,0.39,0.344,0.391,0.342
12,0.02,0.409,0.111,0.263,0.063,0.146,0.048
12,0.04,0.403,0.191,0.23,0.09,0.173,0.101
12,0.06,0.519,0.289,0.293,0.145,0.226,0.144
12,0.08,0.616,0.328,0.326,0.145,0.29,0.183
12,0.1,0.578,0.364,0.308,0.175,0.27,0.189
12,0.12,0.625,0.409,0.316,0.191,0.309,0.218
12,0.14,0.52,0.462,0.262,0.209,0.258,0.253
12,0.16,0.625,0.47,0.321,0.226,0.304,0.244
12,0.18,0.626,0.38,0.333,0.194,0.293,0.186
12,0.2,0.665,0.544,0.357,0.264,0.308,0.28
12,0.22,0.717,0.545,0.361,0.273,0.356,0.272
12,0.24,0.631,0.488,0.336,0.247,0.295,0.241
12,0.26,0.705,0.496,0.356,0.234,0.349,0.262
12,0.28,0.73,0.553,0.378,0.282,0.352,0.271
12,0.3,0.712,0.535,0.378,0.267,0.334,0.268
12,0.32,0.73,0.495,0.368,0.255,0.362,0.24
12,0.34,0.629,0.636,0.325,0.312,0.304,0.324
12,0.36,0.692,0.594,0.354,0.295,0.338,0.299
12,0.38,0.749,0.575,0.379,0.276,0.37,0.299
12,0.4,0.761,0.48,0.393,0.252,0.368,0.228
12,0.42,0.758,0.548,0.387,0.267,0.371,0.281
12,0.44,0.756,0.607,0.384,0.31,0.372,0.297
12,0.46,0.761,0.622,0.39,0.311,0.371,0.311
12,0.48,0.719,0.627,0.372,0.3,0.347,0.327
12,0.5,0.778,0.526,0.391,0.273,0.387,0.253
12,0.52,0.709,0.649,0.358,0.331,0.351,0.318
12,0.54,0.744,0.601,0.391,0.296,0.353,0.305
12,0.56,0.814,0.547,0.401,0.277,0.413,0.27
12,0.58,0.723,0.703,0.385,0.342,0.338,0.361
12,0.6,0.832,0.621,0.425,0.316,0.407,0.305
12,0.62,0.782,0.655,0.405,0.332,0.377,0.323
12,0.64,0.778,0.599,0.392,0.311,0.386,0.288
12,0.66,0.72,0.632,0.367,0.309,0.353,0.323
12,0.68,0.739,0.652,0.377,0.327,0.362,0.325
12,0.7,0.795,0.631,0.399,0.319,0.396,0.312
12,0.72,0.793,0.622,0.396,0.315,0.397,0.307
12,0.74,0.781,0.63,0.399,0.322,0.382,0.308
12,0.76,0.798,0.632,0.408,0.318,0.39,0.314
12,0.78,0.81,0.646,0.41,0.341,0.4,0.305
12,0.8,0.763,0.656,0.38,0.324,0.383,0.332
12,0.82,0.773,0.558,0.396,0.279,0.377,0.279
12,0.84,0.813,0.517,0.41,0.264,0.403,0.253
12,0.86,0.78,0.623,0.393,0.315,0.387,0.308
12,0.88,0.819,0.656,0.412,0.343,0.407,0.313
12,0.9,0.781,0.681,0.396,0.342,0.385,0.339
12,0.92,0.816,0.645,0.417,0.334,0.399,0.311
12,0.94,0.786,0.678,0.397,0.349,0.389,0.329
12,0.96,0.785,0.666,0.401,0.342,0.384,0.324
12,0.98,0.796,0.684,0.401,0.332,0.395,0.352
12,1,0.781,0.686,0.39,0.344,0.391,0.342
13,0.02,0.389,0.083,0.241,0.033,0.148,0.05
13,0.04,0.474,0.223,0.265,0.11,0.209,0.113
13,0.06,0.521,0.256,0.301,0.121,0.22,0.135
13,0.08,0.548,0.325,0.302,0.142,0.246,0.183
13,0.1,0.615,0.437,0.328,0.217,0.287,0.22
13,0.12,0.576,0.435,0.302,0.218,0.274,0.217
13,0.14,0.536,0.426,0.294,0.216,0.242,0.21
13,0.16,0.688,0.438,0.355,0.217,0.333,0.221
13,0.18,0.653,0.37,0.342,0.174,0.311,0.196
13,0.2,0.623,0.449,0.321,0.231,0.302,0.218
13,0.22,0.655,0.551,0.337,0.269,0.318,0.282
13,0.24,0.702,0.519,0.369,0.257,0.333,0.262
13,0.26,0.647,0.514,0.341,0.261,0.306,0.253
13,0.28,0.717,0.559,0.371,0.284,0.346,0.275
13,0.3,0.702,0.52,0.363,0.248,0.339,0.272
13,0.32,0.758,0.488,0.405,0.24,0.353,0.248
13,0.34,0.701,0.555,0.356,0.275,0.345,0.28
13,0.36,0.704,0.539,0.379,0.257,0.325,0.282
13,0.38,0.78,0.511,0.412,0.247,0.368,0.264
13,0.4,0.725,0.582,0.373,0.3,0.352,0.282
13,0.42,0.76,0.607,0.394,0.303,0.366,0.304
13,0.44,0.762,0.616,0.379,0.304,0.383,0.312
13,0.46,0.717,0.551,0.357,0.268,0.36,0.283
13,0.48,0.771,0.671,0.398,0.325,0.373,0.346
13,0.5,0.764,0.634,0.384,0.319,0.38,0.315
13,0.52,0.735,0.582,0.375,0.302,0.36,0.28
13,0.54,0.758,0.632,0.381,0.325,0.377,0.307
13,0.56,0.746,0.653,0.381,0.324,0.365,0.329
13,0.58,0.74,0.633,0.372,0.323,0.368,0.31
13,0.6,0.77,0.632,0.396,0.313,0.374,0.319
13,0.62,0.824,0.656,0.409,0.323,0.415,0.333
13,0.64,0.694,0.712,0.366,0.359,0.328,0.353
13,0.66,0.687,0.706,0.356,0.355,0.331,0.351
13,0.68,0.799,0.615,0.41,0.315,0.389,0.3
13,0.7,0.797,0.63,0.402,0.318,0.395,0.312
13,0.72,0.813,0.663,0.398,0.326,0.415,0.337
13,0.74,0.74,0.669,0.382,0.33,0.358,0.339
13,0.76,0.8,0.586,0.423,0.301,0.377,0.285
13,0.78,0.762,0.677,0.384,0.347,0.378,0.33
13,0.8,0.789,0.671,0.39,0.339,0.399,0.332
13,0.82,0.797,0.581,0.398,0.288,0.399,0.293
13,0.84,0.757,0.67,0.381,0.346,0.376,0.324
13,0.86,0.808,0.679,0.41,0.342,0.398,0.337
13,0.88,0.787,0.605,0.392,0.295,0.395,0.31
13,0.9,0.748,0.699,0.396,0.331,0.352,0.368
13,0.92,0.785,0.641,0.394,0.311,0.391,0.33
13,0.94,0.811,0.65,0.418,0.317,0.393,0.333
13,0.96,0.808,0.606,0.404,0.296,0.404,0.31
13,0.98,0.82,0.629,0.408,0.302,0.412,0.327
13,1,0.803,0.647,0.405,0.335,0.398,0.312
14,0.02,0.389,0.083,0.241,0.033,0.148,0.05
14,0.04,0.474,0.223,0.265,0.11,0.209,0.113
14,0.06,0.521,0.256,0.301,0.121,0.22,0.135
14,0.08,0.548,0.325,0.302,0.142,0.246,0.183
14,0.1,0.615,0.437,0.328,0.217,0.287,0.22
14,0.12,0.576,0.435,0.302,0.218,0.274,0.217
14,0.14,0.536,0.426,0.294,0.216,0.242,0.21
14,0.16,0.688,0.438,0.355,0.217,0.333,0.221
14,0.18,0.653,0.37,0.342,0.174,0.311,0.196
14,0.2,0.623,0.449,0.321,0.231,0.302,0.218
14,0.22,0.655,0.551,0.337,0.269,0.318,0.282
14,0.24,0.702,0.519,0.369,0.257,0.333,0.262
14,0.26,0.647,0.514,0.341,0.261,0.306,0.253
14,0.28,0.717,0.559,0.371,0.284,0.346,0.275
14,0.3,0.702,0.52,0.363,0.248,0.339,0.272
14,0.32,0.758,0.488,0.405,0.24,0.353,0.248
14,0.34,0.701,0.555,0.356,0.275,0.345,0.28
14,0.36,0.704,0.539,0.379,0.257,0.325,0.282
14,0.38,0.78,0.511,0.412,0.247,0.368,0.264
14,0.4,0.725,0.582,0.373,0.3,0.352,0.282
14,0.42,0.76,0.607,0.394,0.303,0.366,0.304
14,0.44,0.762,0.616,0.379,0.304,0.383,0.312
14,0.46,0.717,0.551,0.357,0.268,0.36,0.283
14,0.48,0.771,0.671,0.398,0.325,0.373,0.346
14,0.5,0.764,0.634,0.384,0.319,0.38,0.315
14,0.52,0.735,0.582,0.375,0.302,0.36,0.28
14,0.54,0.758,0.632,0.381,0.325,0.377,0.307
14,0.56,0.746,0.653,0.381,0.324,0.365,0.329
14,0.58,0.74,0.633,0.372,0.323,0.368,0.31
14,0.6,0.77,0.632,0.396,0.313,0.374,0.319
14,0.62,0.824,0.656,0.409,0.323,0.415,0.333
14,0.64,0.694,0.712,0.366,0.359,0.328,0.353
14,0.66,0.687,0.706,0.356,0.355,0.331,0.351
14,0.68,0.799,0.615,0.41,0.315,0.389,0.3
14,0.7,0.797,0.63,0.402,0.318,0.395,0.312
14,0.72,0.813,0.663,0.398,0.326,0.415,0.337
14,0.74,0.74,0.669,0.382,0.33,0.358,0.339
14,0.76,0.8,0.586,0.423,0.301,0.377,0.285
14,0.78,0.762,0.677,0.384,0.347,0.378,0.33
14,0.8,0.789,0.671,0.39,0.339,0.399,0.332
14,0.82,0.797,0.581,0.398,0.288,0.399,0.293
14,0.84,0.757,0.67,0.381,0.346,0.376,0.324
14,0.86,0.808,0.679,0.41,0.342,0.398,0.337
14,0.88,0.787,0.605,0.392,0.295,0.395,0.31
14,0.9,0.748,0.699,0.396,0.331,0.352,0.368
14,0.92,0.785,0.641,0.394,0.311,0.391,0.33
14,0.94,0.811,0.65,0.418,0.317,0.393,0.333
14,0.96,0.808,0.606,0.404,0.296,0.404,0.31
14,0.98,0.82,0.629,0.408,0.302,0.412,0.327
14,1,0.803,0.647,0.405,0.335,0.398,0.312
15,0.02,0.389,0.083,0.241,0.033,0.148,0.05
15,0.04,0.474,0.223,0.265,0.11,0.209,0.113
15,0.06,0.521,0.256,0.301,0.121,0.22,0.135
15,0.08,0.548,0.325,0.302,0.142,0.246,0.183
15,0.1,0.615,0.437,0.328,0.217,0.287,0.22
15,0.12,0.576,0.435,0.302,0.218,0.274,0.217
15,0.14,0.536,0.426,0.294,0.216,0.242,0.21
15,0.16,0.688,0.438,0.355,0.217,0.333,0.221
15,0.18,0.653,0.37,0.342,0.174,0.311,0.196
15,0.2,0.623,0.449,0.321,0.231,0.302,0.218
15,0.22,0.655,0.551,0.337,0.269,0.318,0.282
15,0.24,0.702,0.519,0.369,0.257,0.333,0.262
15,0.26,0.647,0.514,0.341,0.261,0.306,0.253
15,0.28,0.717,0.559,0.371,0.284,0.346,0.275
15,0.3,0.702,0.52,0.363,0.248,0.339,0.272
15,0.32,0.758,0.488,0.405,0.24,0.353,0.248
15,0.34,0.701,0.555,0.356,0.275,0.345,0.28
15,0.36,0.704,0.539,0.379,0.257,0.325,0.282
15,0.38,0.78,0.511,0.412,0.247,0.368,0.264
15,0.4,0.725,0.582,0.373,0.3,0.352,0.282
15,0.42,0.76,0.607,0.394,0.303,0.366,0.304
15,0.44,0.762,0.616,0.379,0.304,0.383,0.312
15,0.46,0.717,0.551,0.357,0.268,0.36,0.283
15,0.48,0.771,0.671,0.398,0.325,0.373,0.346
15,0.5,0.764,0.634,0.384,0.319,0.38,0.315
15,0.52,0.735,0.582,0.375,0.302,0.36,0.28
15,0.54,0.758,0.632,0.381,0.325,0.377,0.307
15,0.56,0.746,0.653,0.381,0.324,0.365,0.329
15,0.58,0.74,0.633,0.372,0.323,0.368,0.31
15,0.6,0.77,0.632,0.396,0.313,0.374,0.319
15,0.62,0.824,0.656,0.409,0.323,0.415,0.333
15,0.64,0.694,0.712,0.366,0.359,0.328,0.353
15,0.66,0.687,0.706,0.356,0.355,0.331,0.351
15,0.68,0.799,0.615,0.41,0.315,0.389,0.3
15,0.7,0.797,0.63,0.402,0.318,0.395,0.312
15,0.72,0.813,0.663,0.398,0.326,0.415,0.337
15,0.74,0.74,0.669,0.382,0.33,0.358,0.339
15,0.76,0.8,0.586,0.423,0.301,0.377,0.285
15,0.78,0.762,0.677,0.384,0.347,0.378,0.33
15,0.8,0.789,0.671,0.39,0.339,0.399,0.332
15,0.82,0.797,0.581,0.398,0.288,0.399,0.293
15,0.84,0.757,0.67,0.381,0.346,0.376,0.324
15,0.86,0.808,0.679,0.41,0.342,0.398,0.337
15,0.88,0.787,0.605,0.392,0.295,0.395,0.31
15,0.9,0.748,0.699,0.396,0.331,0.352,0.368
15,0.92,0.785,0.641,0.394,0.311,0.391,0.33
15,0.94,0.811,0.65,0.418,0.317,0.393,0.333
15,0.96,0.808,0.606,0.404,0.296,0.404,0.31
15,0.98,0.82,0.629,0.408,0.302,0.412,0.327
15,1,0.803,0.647,0.405,0.335,0.398,0.312
16,0.02,0.389,0.083,0.241,0.033,0.148,0.05
16,0.04,0.474,0.223,0.265,0.11,0.209,0.113
16,0.06,0.521,0.256,0.301,0.121,0.22,0.135
16,0.08,0.548,0.325,0.302,0.142,0.246,0.183
16,0.1,0.615,0.437,0.328,0.217,0.287,0.22
16,0.12,0.576,0.435,0.302,0.218,0.274,0.217
16,0.14,0.536,0.426,0.294,0.216,0.242,0.21
16,0.16,0.688,0.438,0.355,0.217,0.333,0.221
16,0.18,0.653,0.37,0.342,0.174,0.311,0.196
16,0.2,0.623,0.449,0.321,0.231,0.302,0.218
16,0.22,0.655,0.551,0.337,0.269,0.318,0.282
16,0.24,0.702,0.519,0.369,0.257,0.333,0.262
16,0.26,0.647,0.514,0.341,0.261,0.306,0.253
16,0.28,0.717,0.559,0.371,0.284,0.346,0.275
16,0.3,0.702,0.52,0.363,0.248,0.339,0.272
16,0.32,0.758,0.488,0.405,0.24,0.353,0.248
16,0.34,0.701,0.555,0.356,0.275,0.345,0.28
16,0.36,0.704,0.539,0.379,0.257,0.325,0.282
16,0.38,0.78,0.511,0.412,0.247,0.368,0.264
16,0.4,0.725,0.582,0.373,0.3,0.352,0.282
16,0.42,0.76,0.607,0.394,0.303,0.366,0.304
16,0.44,0.762,0.616,0.379,0.304,0.383,0.312
16,0.46,0.717,0.551,0.357,0.268,0.36,0.283
16,0.48,0.771,0.671,0.398,0.325,0.373,0.346
16,0.5,0.764,0.634,0.384,0.319,0.38,0.315
16,0.52,0.735,0.582,0.375,0.302,0.36,0.28
16,0.54,0.758,0.632,0.381,0.325,0.377,0.307
16,0.56,0.746,0.653,0.381,0.324,0.365,0.329
16,0.58,0.74,0.633,0.372,0.323,0.368,0.31
16,0.6,0.77,0.632,0.396,0.313,0.374,0.319
16,0.62,0.824,0.656,0.409,0.323,0.415,0.333
16,0.64,0.694,0.712,0.366,0.359,0.328,0.353
16,0.66,0.687,0.706,0.356,0.355,0.331,0.351
16,0.68,0.799,0.615,0.41,0.315,0.389,0.3
16,0.7,0.797,0.63,0.402,0.318,0.395,0.312
16,0.72,0.813,0.663,0.398,0.326,0.415,0.337
16,0.74,0.74,0.669,0.382,0.33,0.358,0.339
16,0.76,0.8,0.586,0.423,0.301,0.377,0.285
16,0.78,0.762,0.677,0.384,0.347,0.378,0.33
16,0.8,0.789,0.671,0.39,0.339,0.399,0.332
16,0.82,0.797,0.581,0.398,0.288,0.399,0.293
16,0.84,0.757,0.67,0.381,0.346,0.376,0.324
16,0.86,0.808,0.679,0.41,0.342,0.398,0.337
16,0.88,0.787,0.605,0.392,0.295,0.395,0.31
16,0.9,0.748,0.699,0.396,0.331,0.352,0.368
16,0.92,0.785,0.641,0.394,0.311,0.391,0.33
16,0.94,0.811,0.65,0.418,0.317,0.393,0.333
16,0.96,0.808,0.606,0.404,0.296,0.404,0.31
16,0.98,0.82,0.629,0.408,0.302,0.412,0.327
16,1,0.803,0.647,0.405,0.335,0.398,0.312
17,0.02,0.389,0.083,0.241,0.033,0.148,0.05
17,0.04,0.474,0.223,0.265,0.11,0.209,0.113
17,0.06,0.521,0.256,0.301,0.121,0.22,0.135
17,0.08,0.548,0.325,0.302,0.142,0.246,0.183
17,0.1,0.615,0.437,0.328,0.217,0.287,0.22
17,0.12,0.576,0.435,0.302,0.218,0.274,0.217
17,0.14,0.536,0.426,0.294,0.216,0.242,0.21
17,0.16,0.688,0.438,0.355,0.217,0.333,0.221
17,0.18,0.653,0.37,0.342,0.174,0.311,0.196
17,0.2,0.623,0.449,0.321,0.231,0.302,0.218
17,0.22,0.655,0.551,0.337,0.269,0.318,0.282
17,0.24,0.702,0.519,0.369,0.257,0.333,0.262
17,0.26,0.647,0.514,0.341,0.261,0.306,0.253
17,0.28,0.717,0.559,0.371,0.284,0.346,0.275
17,0.3,0.702,0.52,0.363,0.248,0.339,0.272
17,0.32,0.758,0.488,0.405,0.24,0.353,0.248
17,0.34,0.701,0.555,0.356,0.275,0.345,0.28
17,0.36,0.704,0.539,0.379,0.257,0.325,0.282
17,0.38,0.78,0.511,0.412,0.247,0.368,0.264
17,0.4,0.725,0.582,0.373,0.3,0.352,0.282
17,0.42,0.76,0.607,0.394,0.303,0.366,0.304
17,0.44,0.762,0.616,0.379,0.304,0.383,0.312
17,0.46,0.717,0.551,0.357,0.268,0.36,0.283
17,0.48,0.771,0.671,0.398,0.325,0.373,0.346
17,0.5,0.764,0.634,0.384,0.319,0.38,0.315
17,0.52,0.735,0.582,0.375,0.302,0.36,0.28
17,0.54,0.758,0.632,0.381,0.325,0.377,0.307
17,0.56,0.746,0.653,0.381,0.324,0.365,0.329
17,0.58,0.74,0.633,0.372,0.323,0.368,0.31
17,0.6,0.77,0.632,0.396,0.313,0.374,0.319
17,0.62,0.824,0.656,0.409,0.323,0.415,0.333
17,0.64,0.694,0.712,0.366,0.359,0.328,0.353
17,0.66,0.687,0.706,0.356,0.355,0.331,0.351
17,0.68,0.799,0.615,0.41,0.315,0.389,0.3
17,0.7,0.797,0.63,0.402,0.318,0.395,0.312
17,0.72,0.813,0.663,0.398,0.326,0.415,0.337
17,0.74,0.74,0.669,0.382,0.33,0.358,0.339
17,0.76,0.8,0.586,0.423,0.301,0.377,0.285
17,0.78,0.762,0.677,0.384,0.347,0.378,0.33
17,0.8,0.789,0.671,0.39,0.339,0.399,0.332
17,0.82,0.797,0.581,0.398,0.288,0.399,0.293
17,0.84,0.757,0.67,0.381,0.346,0.376,0.324
17,0.86,0.808,0.679,0.41,0.342,0.398,0.337
17,0.88,0.787,0.605,0.392,0.295,0.395,0.31
17,0.9,0.748,0.699,0.396,0.331,0.352,0.368
17,0.92,0.785,0.641,0.394,0.311,0.391,0.33
17,0.94,0.811,0.65,0.418,0.317,0.393,0.333
17,0.96,0.808,0.606,0.404,0.296,0.404,0.31
17,0.98,0.82,0.629,0.408,0.302,0.412,0.327
17,1,0.803,0.647,0.405,0.335,0.398,0.312
18,0.02,0.389,0.083,0.241,0.033,0.148,0.05
18,0.04,0.474,0.223,0.265,0.11,0.209,0.113
18,0.06,0.521,0.256,0.301,0.121,0.22,0.135
18,0.08,0.548,0.325,0.302,0.142,0.246,0.183
18,0.1,0.615,0.437,0.328,0.217,0.287,0.22
18,0.12,0.576,0.435,0.302,0.218,0.274,0.217
18,0.14,0.536,0.426,0.294,0.216,0.242,0.21
18,0.16,0.688,0.438,0.355,0.217,0.333,0.221
18,0.18,0.653,0.37,0.342,0.174,0.311,0.196
18,0.2,0.623,0.449,0.321,0.231,0.302,0.218
18,0.22,0.655,0.551,0.337,0.269,0.318,0.282
18,0.24,0.702,0.519,0.369,0.257,0.333,0.262
18,0.26,0.647,0.514,0.341,0.261,0.306,0.253
18,0.28,0.717,0.559,0.371,0.284,0.346,0.275
18,0.3,0.702,0.52,0.363,0.248,0.339,0.272
18,0.32,0.758,0.488,0.405,0.24,0.353,0.248
18,0.34,0.701,0.555,0.356,0.275,0.345,0.28
18,0.36,0.704,0.539,0.379,0.257,0.325,0.282
18,0.38,0.78,0.511,0.412,0.247,0.368,0.264
18,0.4,0.725,0.582,0.373,0.3,0.352,0.282
18,0.42,0.76,0.607,0.394,0.303,0.366,0.304
18,0.44,0.762,0.616,0.379,0.304,0.383,0.312
18,0.46,0.717,0.551,0.357,0.268,0.36,0.283
18,0.48,0.771,0.671,0.398,0.325,0.373,0.346
18,0.5,0.764,0.634,0.384,0.319,0.38,0.315
18,0.52,0.735,0.582,0.375,0.302,0.36,0.28
18,0.54,0.758,0.632,0.381,0.325,0.377,0.307
18,0.56,0.746,0.653,0.381,0.324,0.365,0.329
18,0.58,0.74,0.633,0.372,0.323,0.368,0.31
18,0.6,0.77,0.632,0.396,0.313,0.374,0.319
18,0.62,0.824,0.656,0.409,0.323,0.415,0.333
18,0.64,0.694,0.712,0.366,0.359,0.328,0.353
18,0.66,0.687,0.706,0.356,0.355,0.331,0.351
18,0.68,0.799,0.615,0.41,0.315,0.389,0.3
18,0.7,0.797,0.63,0.402,0.318,0.395,0.312
18,0.72,0.813,0.663,0.398,0.326,0.415,0.337
18,0.74,0.74,0.669,0.382,0.33,0.358,0.339
18,0.76,0.8,0.586,0.423,0.301,0.377,0.285
18,0.78,0.762,0.677,0.384,0.347,0.378,0.33
18,0.8,0.789,0.671,0.39,0.339,0.399,0.332
18,0.82,0.797,0.581,0.398,0.288,0.399,0.293
18,0.84,0.757,0.67,0.381,0.346,0.376,0.324
18,0.86,0.808,0.679,0.41,0.342,0.398,0.337
18,0.88,0.787,0.605,0.392,0.295,0.395,0.31
18,0.9,0.748,0.699,0.396,0.331,0.352,0.368
18,0.92,0.785,0.641,0.394,0.311,0.391,0.33
18,0.94,0.811,0.65,0.418,0.317,0.393,0.333
18,0.96,0.808,0.606,0.404,0.296,0.404,0.31
18,0.98,0.82,0.629,0.408,0.302,0.412,0.327
18,1,0.803,0.647,0.405,0.335,0.398,0.312
19,0.02,0.389,0.083,0.241,0.033,0.148,0.05
19,0.04,0.474,0.223,0.265,0.11,0.209,0.113
19,0.06,0.521,0.256,0.301,0.121,0.22,0.135
19,0.08,0.548,0.325,0.302,0.142,0.246,0.183
19,0.1,0.615,0.437,0.328,0.217,0.287,0.22
19,0.12,0.576,0.435,0.302,0.218,0.274,0.217
19,0.14,0.536,0.426,0.294,0.216,0.242,0.21
19,0.16,0.688,0.438,0.355,0.217,0.333,0.221
19,0.18,0.653,0.37,0.342,0.174,0.311,0.196
19,0.2,0.623,0.449,0.321,0.231,0.302,0.218
19,0.22,0.655,0.551,0.337,0.269,0.318,0.282
19,0.24,0.702,0.519,0.369,0.257,0.333,0.262
19,0.26,0.647,0.514,0.341,0.261,0.306,0.253
19,0.28,0.717,0.559,0.371,0.284,0.346,0.275
19,0.3,0.702,0.52,0.363,0.248,0.339,0.272
19,0.32,0.758,0.488,0.405,0.24,0.353,0.248
19,0.34,0.701,0.555,0.356,0.275,0.345,0.28
19,0.36,0.704,0.539,0.379,0.257,0.325,0.282
19,0.38,0.78,0.511,0.412,0.247,0.368,0.264
19,0.4,0.725,0.582,0.373,0.3,0.352,0.282
19,0.42,0.76,0.607,0.394,0.303,0.366,0.304
19,0.44,0.762,0.616,0.379,0.304,0.383,0.312
19,0.46,0.717,0.551,0.357,0.268,0.36,0.283
19,0.48,0.771,0.671,0.398,0.325,0.373,0.346
19,0.5,0.764,0.634,0.384,0.319,0.38,0.315
19,0.52,0.735,0.582,0.375,0.302,0.36,0.28
19,0.54,0.758,0.632,0.381,0.325,0.377,0.307
