"Repeat","alpha","lamda1","rho_A.l.","rho_I.l."
10,0.26,0.96,0.656,0.61
10,0.26,0.98,0.706,0.566
10,0.26,1,0.628,0.476
10,0.28,0.02,0.651,0.578
10,0.28,0.04,0.695,0.539
10,0.28,0.06,0.696,0.598
10,0.28,0.08,0.699,0.487
10,0.28,0.1,0.707,0.567
10,0.28,0.12,0.619,0.552
10,0.28,0.14,0.699,0.497
10,0.28,0.16,0.588,0.541
10,0.28,0.18,0.693,0.431
10,0.28,0.2,0.694,0.594
10,0.28,0.22,0.694,0.59
10,0.28,0.24,0.657,0.458
10,0.28,0.26,0.671,0.598
10,0.28,0.28,0.627,0.562
10,0.28,0.3,0.714,0.455
10,0.28,0.32,0.634,0.521
10,0.28,0.34,0.67,0.557
10,0.28,0.36,0.679,0.617
10,0.28,0.38,0.666,0.534
10,0.28,0.4,0.586,0.585
10,0.28,0.42,0.657,0.595
10,0.28,0.44,0.637,0.548
10,0.28,0.46,0.692,0.481
10,0.28,0.48,0.678,0.611
10,0.28,0.5,0.633,0.51
10,0.28,0.52,0.608,0.534
10,0.28,0.54,0.683,0.551
10,0.28,0.56,0.701,0.558
10,0.28,0.58,0.662,0.571
10,0.28,0.6,0.641,0.545
10,0.28,0.62,0.664,0.549
10,0.28,0.64,0.666,0.592
10,0.28,0.66,0.706,0.533
10,0.28,0.68,0.668,0.469
10,0.28,0.7,0.681,0.496
10,0.28,0.72,0.618,0.598
10,0.28,0.74,0.703,0.538
10,0.28,0.76,0.735,0.556
10,0.28,0.78,0.744,0.558
10,0.28,0.8,0.685,0.575
10,0.28,0.82,0.7,0.446
10,0.28,0.84,0.66,0.601
10,0.28,0.86,0.633,0.537
10,0.28,0.88,0.706,0.591
10,0.28,0.9,0.709,0.55
10,0.28,0.92,0.69,0.472
10,0.28,0.94,0.599,0.592
10,0.28,0.96,0.628,0.536
10,0.28,0.98,0.653,0.556
10,0.28,1,0.7,0.535
10,0.3,0.02,0.685,0.527
10,0.3,0.04,0.542,0.592
10,0.3,0.06,0.654,0.563
10,0.3,0.08,0.663,0.461
10,0.3,0.1,0.717,0.595
10,0.3,0.12,0.573,0.587
10,0.3,0.14,0.671,0.604
10,0.3,0.16,0.647,0.585
10,0.3,0.18,0.677,0.603
10,0.3,0.2,0.641,0.516
10,0.3,0.22,0.658,0.615
10,0.3,0.24,0.6,0.622
10,0.3,0.26,0.645,0.571
10,0.3,0.28,0.692,0.537
10,0.3,0.3,0.691,0.568
10,0.3,0.32,0.604,0.632
10,0.3,0.34,0.633,0.563
10,0.3,0.36,0.667,0.509
10,0.3,0.38,0.695,0.49
10,0.3,0.4,0.683,0.511
10,0.3,0.42,0.597,0.544
10,0.3,0.44,0.691,0.561
10,0.3,0.46,0.657,0.559
10,0.3,0.48,0.681,0.616
10,0.3,0.5,0.674,0.552
10,0.3,0.52,0.685,0.428
10,0.3,0.54,0.666,0.598
10,0.3,0.56,0.71,0.552
10,0.3,0.58,0.719,0.532
10,0.3,0.6,0.665,0.624
10,0.3,0.62,0.689,0.572
10,0.3,0.64,0.707,0.519
10,0.3,0.66,0.703,0.586
10,0.3,0.68,0.702,0.506
10,0.3,0.7,0.702,0.603
10,0.3,0.72,0.707,0.579
10,0.3,0.74,0.656,0.553
10,0.3,0.76,0.688,0.58
10,0.3,0.78,0.646,0.577
10,0.3,0.8,0.658,0.605
10,0.3,0.82,0.746,0.536
10,0.3,0.84,0.653,0.58
10,0.3,0.86,0.706,0.567
10,0.3,0.88,0.671,0.571
10,0.3,0.9,0.696,0.495
10,0.3,0.92,0.707,0.448
10,0.3,0.94,0.686,0.62
10,0.3,0.96,0.659,0.514
10,0.3,0.98,0.622,0.573
10,0.3,1,0.647,0.582
10,0.32,0.02,0.664,0.489
10,0.32,0.04,0.705,0.53
10,0.32,0.06,0.719,0.562
10,0.32,0.08,0.63,0.562
10,0.32,0.1,0.617,0.56
10,0.32,0.12,0.712,0.506
10,0.32,0.14,0.666,0.627
10,0.32,0.16,0.628,0.523
10,0.32,0.18,0.716,0.546
10,0.32,0.2,0.679,0.521
10,0.32,0.22,0.633,0.578
10,0.32,0.24,0.64,0.56
10,0.32,0.26,0.612,0.622
10,0.32,0.28,0.713,0.553
10,0.32,0.3,0.652,0.61
10,0.32,0.32,0.686,0.503
10,0.32,0.34,0.651,0.579
10,0.32,0.36,0.702,0.577
10,0.32,0.38,0.707,0.49
10,0.32,0.4,0.713,0.5
10,0.32,0.42,0.64,0.57
10,0.32,0.44,0.672,0.559
10,0.32,0.46,0.662,0.566
10,0.32,0.48,0.647,0.534
10,0.32,0.5,0.702,0.514
10,0.32,0.52,0.664,0.53
10,0.32,0.54,0.687,0.573
10,0.32,0.56,0.698,0.565
10,0.32,0.58,0.577,0.611
10,0.32,0.6,0.587,0.577
10,0.32,0.62,0.684,0.534
10,0.32,0.64,0.548,0.592
10,0.32,0.66,0.617,0.564
10,0.32,0.68,0.698,0.594
10,0.32,0.7,0.679,0.609
10,0.32,0.72,0.665,0.556
10,0.32,0.74,0.676,0.548
10,0.32,0.76,0.673,0.581
10,0.32,0.78,0.649,0.586
10,0.32,0.8,0.688,0.549
10,0.32,0.82,0.693,0.592
10,0.32,0.84,0.659,0.529
10,0.32,0.86,0.708,0.569
10,0.32,0.88,0.65,0.509
10,0.32,0.9,0.661,0.574
10,0.32,0.92,0.674,0.465
10,0.32,0.94,0.574,0.56
10,0.32,0.96,0.673,0.484
10,0.32,0.98,0.681,0.502
10,0.32,1,0.726,0.473
10,0.34,0.02,0.696,0.492
10,0.34,0.04,0.714,0.559
10,0.34,0.06,0.573,0.606
10,0.34,0.08,0.654,0.57
10,0.34,0.1,0.684,0.608
10,0.34,0.12,0.686,0.512
10,0.34,0.14,0.696,0.549
10,0.34,0.16,0.712,0.569
10,0.34,0.18,0.675,0.512
10,0.34,0.2,0.683,0.496
10,0.34,0.22,0.641,0.506
10,0.34,0.24,0.617,0.589
10,0.34,0.26,0.714,0.433
10,0.34,0.28,0.681,0.524
10,0.34,0.3,0.634,0.559
10,0.34,0.32,0.632,0.588
10,0.34,0.34,0.697,0.536
10,0.34,0.36,0.636,0.572
10,0.34,0.38,0.714,0.539
10,0.34,0.4,0.633,0.58
10,0.34,0.42,0.603,0.536
10,0.34,0.44,0.634,0.518
10,0.34,0.46,0.698,0.573
10,0.34,0.48,0.624,0.559
10,0.34,0.5,0.661,0.547
10,0.34,0.52,0.666,0.496
10,0.34,0.54,0.541,0.594
10,0.34,0.56,0.631,0.515
10,0.34,0.58,0.62,0.626
10,0.34,0.6,0.637,0.568
10,0.34,0.62,0.64,0.565
10,0.34,0.64,0.714,0.528
10,0.34,0.66,0.616,0.548
10,0.34,0.68,0.672,0.513
10,0.34,0.7,0.659,0.458
10,0.34,0.72,0.68,0.491
10,0.34,0.74,0.616,0.519
10,0.34,0.76,0.661,0.566
10,0.34,0.78,0.668,0.482
10,0.34,0.8,0.586,0.545
10,0.34,0.82,0.731,0.487
10,0.34,0.84,0.588,0.576
10,0.34,0.86,0.652,0.513
10,0.34,0.88,0.626,0.545
10,0.34,0.9,0.66,0.568
10,0.34,0.92,0.613,0.513
10,0.34,0.94,0.679,0.509
10,0.34,0.96,0.661,0.438
10,0.34,0.98,0.706,0.491
10,0.34,1,0.678,0.609
10,0.36,0.02,0.631,0.514
10,0.36,0.04,0.597,0.625
10,0.36,0.06,0.653,0.584
10,0.36,0.08,0.703,0.509
10,0.36,0.1,0.692,0.53
10,0.36,0.12,0.658,0.563
10,0.36,0.14,0.653,0.517
10,0.36,0.16,0.631,0.459
10,0.36,0.18,0.709,0.56
10,0.36,0.2,0.707,0.554
10,0.36,0.22,0.614,0.57
10,0.36,0.24,0.721,0.522
10,0.36,0.26,0.689,0.455
10,0.36,0.28,0.646,0.525
10,0.36,0.3,0.695,0.56
10,0.36,0.32,0.689,0.531
10,0.36,0.34,0.674,0.553
10,0.36,0.36,0.691,0.472
10,0.36,0.38,0.656,0.526
10,0.36,0.4,0.64,0.566
10,0.36,0.42,0.639,0.598
10,0.36,0.44,0.683,0.607
10,0.36,0.46,0.698,0.459
10,0.36,0.48,0.664,0.53
10,0.36,0.5,0.637,0.568
10,0.36,0.52,0.671,0.545
10,0.36,0.54,0.663,0.501
10,0.36,0.56,0.567,0.553
10,0.36,0.58,0.634,0.571
10,0.36,0.6,0.656,0.603
10,0.36,0.62,0.657,0.561
10,0.36,0.64,0.664,0.535
10,0.36,0.66,0.702,0.536
10,0.36,0.68,0.614,0.546
10,0.36,0.7,0.619,0.535
10,0.36,0.72,0.666,0.525
10,0.36,0.74,0.566,0.541
10,0.36,0.76,0.688,0.573
10,0.36,0.78,0.691,0.499
10,0.36,0.8,0.651,0.52
10,0.36,0.82,0.629,0.544
10,0.36,0.84,0.594,0.575
10,0.36,0.86,0.625,0.566
10,0.36,0.88,0.647,0.599
10,0.36,0.9,0.647,0.586
10,0.36,0.92,0.661,0.526
10,0.36,0.94,0.634,0.468
10,0.36,0.96,0.628,0.565
10,0.36,0.98,0.651,0.539
10,0.36,1,0.704,0.419
10,0.38,0.02,0.585,0.571
10,0.38,0.04,0.659,0.558
10,0.38,0.06,0.729,0.524
10,0.38,0.08,0.702,0.531
10,0.38,0.1,0.688,0.542
10,0.38,0.12,0.674,0.55
10,0.38,0.14,0.679,0.454
10,0.38,0.16,0.592,0.566
10,0.38,0.18,0.605,0.601
10,0.38,0.2,0.686,0.546
10,0.38,0.22,0.648,0.58
10,0.38,0.24,0.668,0.55
10,0.38,0.26,0.685,0.562
10,0.38,0.28,0.647,0.547
10,0.38,0.3,0.716,0.53
10,0.38,0.32,0.659,0.547
10,0.38,0.34,0.635,0.569
10,0.38,0.36,0.658,0.495
10,0.38,0.38,0.688,0.381
10,0.38,0.4,0.599,0.489
10,0.38,0.42,0.628,0.546
10,0.38,0.44,0.68,0.495
10,0.38,0.46,0.707,0.511
10,0.38,0.48,0.724,0.515
10,0.38,0.5,0.582,0.574
10,0.38,0.52,0.639,0.58
10,0.38,0.54,0.708,0.458
10,0.38,0.56,0.722,0.582
10,0.38,0.58,0.629,0.611
10,0.38,0.6,0.605,0.579
10,0.38,0.62,0.642,0.489
10,0.38,0.64,0.674,0.47
10,0.38,0.66,0.656,0.581
10,0.38,0.68,0.567,0.558
10,0.38,0.7,0.649,0.39
10,0.38,0.72,0.684,0.484
10,0.38,0.74,0.673,0.554
10,0.38,0.76,0.672,0.597
10,0.38,0.78,0.697,0.516
10,0.38,0.8,0.648,0.584
10,0.38,0.82,0.608,0.514
10,0.38,0.84,0.67,0.529
10,0.38,0.86,0.608,0.555
10,0.38,0.88,0.653,0.598
10,0.38,0.9,0.733,0.443
10,0.38,0.92,0.679,0.537
10,0.38,0.94,0.672,0.465
10,0.38,0.96,0.696,0.534
10,0.38,0.98,0.6,0.53
10,0.38,1,0.676,0.52
10,0.4,0.02,0.673,0.548
10,0.4,0.04,0.675,0.58
10,0.4,0.06,0.684,0.46
10,0.4,0.08,0.686,0.477
10,0.4,0.1,0.596,0.55
10,0.4,0.12,0.652,0.558
10,0.4,0.14,0.642,0.562
10,0.4,0.16,0.664,0.412
10,0.4,0.18,0.594,0.608
10,0.4,0.2,0.701,0.514
10,0.4,0.22,0.571,0.595
10,0.4,0.24,0.623,0.509
10,0.4,0.26,0.667,0.562
10,0.4,0.28,0.652,0.476
10,0.4,0.3,0.636,0.547
10,0.4,0.32,0.717,0.458
10,0.4,0.34,0.681,0.505
10,0.4,0.36,0.688,0.535
10,0.4,0.38,0.661,0.405
10,0.4,0.4,0.663,0.514
10,0.4,0.42,0.65,0.559
10,0.4,0.44,0.584,0.507
10,0.4,0.46,0.664,0.555
10,0.4,0.48,0.677,0.549
10,0.4,0.5,0.69,0.597
10,0.4,0.52,0.594,0.495
10,0.4,0.54,0.667,0.45
10,0.4,0.56,0.613,0.591
10,0.4,0.58,0.666,0.451
10,0.4,0.6,0.694,0.487
10,0.4,0.62,0.648,0.509
10,0.4,0.64,0.684,0.464
10,0.4,0.66,0.656,0.507
10,0.4,0.68,0.666,0.573
10,0.4,0.7,0.656,0.507
10,0.4,0.72,0.622,0.559
10,0.4,0.74,0.624,0.528
10,0.4,0.76,0.62,0.47
10,0.4,0.78,0.618,0.521
10,0.4,0.8,0.699,0.542
10,0.4,0.82,0.624,0.553
10,0.4,0.84,0.738,0.508
10,0.4,0.86,0.626,0.601
10,0.4,0.88,0.706,0.553
10,0.4,0.9,0.627,0.56
10,0.4,0.92,0.629,0.623
10,0.4,0.94,0.651,0.552
10,0.4,0.96,0.69,0.594
10,0.4,0.98,0.678,0.551
10,0.4,1,0.649,0.578
10,0.42,0.02,0.699,0.507
10,0.42,0.04,0.658,0.471
10,0.42,0.06,0.651,0.51
10,0.42,0.08,0.625,0.572
10,0.42,0.1,0.615,0.462
10,0.42,0.12,0.627,0.567
10,0.42,0.14,0.644,0.511
10,0.42,0.16,0.662,0.516
10,0.42,0.18,0.713,0.515
10,0.42,0.2,0.707,0.357
10,0.42,0.22,0.622,0.576
10,0.42,0.24,0.687,0.569
10,0.42,0.26,0.645,0.589
10,0.42,0.28,0.685,0.564
10,0.42,0.3,0.628,0.516
10,0.42,0.32,0.67,0.497
10,0.42,0.34,0.597,0.603
10,0.42,0.36,0.629,0.566
10,0.42,0.38,0.668,0.499
10,0.42,0.4,0.642,0.597
10,0.42,0.42,0.644,0.557
10,0.42,0.44,0.621,0.564
10,0.42,0.46,0.67,0.499
10,0.42,0.48,0.656,0.51
10,0.42,0.5,0.666,0.522
10,0.42,0.52,0.607,0.602
10,0.42,0.54,0.683,0.54
10,0.42,0.56,0.604,0.585
10,0.42,0.58,0.669,0.552
10,0.42,0.6,0.678,0.505
10,0.42,0.62,0.656,0.526
10,0.42,0.64,0.619,0.533
10,0.42,0.66,0.543,0.603
10,0.42,0.68,0.682,0.535
10,0.42,0.7,0.648,0.568
10,0.42,0.72,0.601,0.583
10,0.42,0.74,0.65,0.543
10,0.42,0.76,0.61,0.602
10,0.42,0.78,0.645,0.515
10,0.42,0.8,0.592,0.534
10,0.42,0.82,0.67,0.511
10,0.42,0.84,0.657,0.558
10,0.42,0.86,0.672,0.574
10,0.42,0.88,0.638,0.563
10,0.42,0.9,0.649,0.41
10,0.42,0.92,0.668,0.531
10,0.42,0.94,0.697,0.467
10,0.42,0.96,0.728,0.565
10,0.42,0.98,0.65,0.471
10,0.42,1,0.619,0.547
10,0.44,0.02,0.637,0.535
10,0.44,0.04,0.652,0.577
10,0.44,0.06,0.612,0.503
10,0.44,0.08,0.656,0.479
10,0.44,0.1,0.704,0.525
10,0.44,0.12,0.679,0.546
10,0.44,0.14,0.602,0.622
10,0.44,0.16,0.616,0.559
10,0.44,0.18,0.601,0.564
10,0.44,0.2,0.655,0.553
10,0.44,0.22,0.663,0.503
10,0.44,0.24,0.662,0.54
10,0.44,0.26,0.619,0.587
10,0.44,0.28,0.694,0.484
10,0.44,0.3,0.633,0.54
10,0.44,0.32,0.689,0.409
10,0.44,0.34,0.667,0.518
10,0.44,0.36,0.657,0.446
10,0.44,0.38,0.649,0.514
10,0.44,0.4,0.647,0.53
10,0.44,0.42,0.693,0.561
10,0.44,0.44,0.654,0.564
10,0.44,0.46,0.686,0.46
10,0.44,0.48,0.662,0.504
10,0.44,0.5,0.636,0.546
10,0.44,0.52,0.617,0.52
10,0.44,0.54,0.665,0.499
10,0.44,0.56,0.675,0.532
10,0.44,0.58,0.571,0.56
10,0.44,0.6,0.641,0.512
10,0.44,0.62,0.608,0.569
10,0.44,0.64,0.699,0.59
10,0.44,0.66,0.693,0.459
10,0.44,0.68,0.575,0.552
10,0.44,0.7,0.656,0.454
10,0.44,0.72,0.662,0.547
10,0.44,0.74,0.653,0.536
10,0.44,0.76,0.643,0.468
10,0.44,0.78,0.623,0.531
10,0.44,0.8,0.695,0.54
10,0.44,0.82,0.667,0.562
10,0.44,0.84,0.635,0.546
10,0.44,0.86,0.646,0.589
10,0.44,0.88,0.66,0.55
10,0.44,0.9,0.659,0.472
10,0.44,0.92,0.658,0.584
10,0.44,0.94,0.595,0.581
10,0.44,0.96,0.702,0.463
10,0.44,0.98,0.623,0.491
10,0.44,1,0.639,0.484
10,0.46,0.02,0.665,0.464
10,0.46,0.04,0.682,0.501
10,0.46,0.06,0.701,0.492
10,0.46,0.08,0.666,0.484
10,0.46,0.1,0.606,0.535
10,0.46,0.12,0.599,0.592
10,0.46,0.14,0.678,0.553
10,0.46,0.16,0.608,0.596
10,0.46,0.18,0.674,0.58
10,0.46,0.2,0.611,0.58
10,0.46,0.22,0.641,0.521
10,0.46,0.24,0.596,0.584
10,0.46,0.26,0.623,0.487
10,0.46,0.28,0.656,0.485
10,0.46,0.3,0.655,0.586
10,0.46,0.32,0.586,0.499
10,0.46,0.34,0.593,0.587
10,0.46,0.36,0.668,0.591
10,0.46,0.38,0.673,0.578
10,0.46,0.4,0.63,0.574
10,0.46,0.42,0.665,0.562
10,0.46,0.44,0.658,0.583
10,0.46,0.46,0.596,0.58
10,0.46,0.48,0.683,0.519
10,0.46,0.5,0.667,0.342
10,0.46,0.52,0.662,0.538
10,0.46,0.54,0.674,0.547
10,0.46,0.56,0.616,0.6
10,0.46,0.58,0.598,0.567
10,0.46,0.6,0.66,0.572
10,0.46,0.62,0.667,0.47
10,0.46,0.64,0.712,0.451
10,0.46,0.66,0.638,0.453
10,0.46,0.68,0.634,0.509
10,0.46,0.7,0.604,0.547
10,0.46,0.72,0.658,0.508
10,0.46,0.74,0.603,0.61
10,0.46,0.76,0.63,0.533
10,0.46,0.78,0.64,0.589
10,0.46,0.8,0.698,0.547
10,0.46,0.82,0.648,0.56
10,0.46,0.84,0.627,0.553
10,0.46,0.86,0.599,0.485
10,0.46,0.88,0.636,0.579
10,0.46,0.9,0.621,0.587
10,0.46,0.92,0.692,0.597
10,0.46,0.94,0.646,0.414
10,0.46,0.96,0.504,0.537
10,0.46,0.98,0.66,0.528
10,0.46,1,0.605,0.527
10,0.48,0.02,0.615,0.509
10,0.48,0.04,0.648,0.505
10,0.48,0.06,0.663,0.576
10,0.48,0.08,0.616,0.545
10,0.48,0.1,0.636,0.543
10,0.48,0.12,0.619,0.534
10,0.48,0.14,0.676,0.361
10,0.48,0.16,0.632,0.587
10,0.48,0.18,0.666,0.507
10,0.48,0.2,0.637,0.56
10,0.48,0.22,0.638,0.419
10,0.48,0.24,0.654,0.565
10,0.48,0.26,0.702,0.514
10,0.48,0.28,0.668,0.549
10,0.48,0.3,0.616,0.563
10,0.48,0.32,0.603,0.534
10,0.48,0.34,0.622,0.554
10,0.48,0.36,0.639,0.52
10,0.48,0.38,0.626,0.555
10,0.48,0.4,0.57,0.478
10,0.48,0.42,0.602,0.54
10,0.48,0.44,0.661,0.481
10,0.48,0.46,0.535,0.582
10,0.48,0.48,0.657,0.581
10,0.48,0.5,0.673,0.432
10,0.48,0.52,0.597,0.504
10,0.48,0.54,0.654,0.511
10,0.48,0.56,0.626,0.479
10,0.48,0.58,0.569,0.579
10,0.48,0.6,0.676,0.534
10,0.48,0.62,0.599,0.517
10,0.48,0.64,0.635,0.527
10,0.48,0.66,0.561,0.603
10,0.48,0.68,0.665,0.555
10,0.48,0.7,0.621,0.564
10,0.48,0.72,0.64,0.556
10,0.48,0.74,0.593,0.578
10,0.48,0.76,0.647,0.567
10,0.48,0.78,0.675,0.444
10,0.48,0.8,0.664,0.515
10,0.48,0.82,0.6,0.598
10,0.48,0.84,0.582,0.502
10,0.48,0.86,0.614,0.512
10,0.48,0.88,0.554,0.477
10,0.48,0.9,0.569,0.536
10,0.48,0.92,0.656,0.564
10,0.48,0.94,0.657,0.522
10,0.48,0.96,0.62,0.556
10,0.48,0.98,0.585,0.596
10,0.48,1,0.671,0.448
10,0.5,0.02,0.647,0.492
10,0.5,0.04,0.649,0.504
10,0.5,0.06,0.62,0.42
10,0.5,0.08,0.66,0.477
10,0.5,0.1,0.689,0.353
10,0.5,0.12,0.651,0.452
10,0.5,0.14,0.556,0.486
10,0.5,0.16,0.609,0.547
10,0.5,0.18,0.627,0.476
10,0.5,0.2,0.664,0.532
10,0.5,0.22,0.684,0.418
10,0.5,0.24,0.683,0.402
10,0.5,0.26,0.666,0.491
10,0.5,0.28,0.665,0.566
10,0.5,0.3,0.646,0.521
10,0.5,0.32,0.687,0.522
10,0.5,0.34,0.642,0.543
10,0.5,0.36,0.636,0.542
10,0.5,0.38,0.659,0.475
10,0.5,0.4,0.669,0.601
10,0.5,0.42,0.604,0.553
10,0.5,0.44,0.602,0.542
10,0.5,0.46,0.626,0.52
10,0.5,0.48,0.6,0.555
10,0.5,0.5,0.663,0.545
10,0.5,0.52,0.617,0.545
10,0.5,0.54,0.671,0.557
10,0.5,0.56,0.682,0.514
10,0.5,0.58,0.702,0.514
10,0.5,0.6,0.635,0.572
10,0.5,0.62,0.661,0.557
10,0.5,0.64,0.577,0.507
10,0.5,0.66,0.631,0.416
10,0.5,0.68,0.678,0.541
10,0.5,0.7,0.67,0.584
10,0.5,0.72,0.658,0.516
10,0.5,0.74,0.653,0.479
10,0.5,0.76,0.589,0.567
10,0.5,0.78,0.604,0.496
10,0.5,0.8,0.7,0.529
10,0.5,0.82,0.623,0.599
10,0.5,0.84,0.64,0.578
10,0.5,0.86,0.647,0.516
10,0.5,0.88,0.623,0.532
10,0.5,0.9,0.623,0.58
10,0.5,0.92,0.695,0.48
10,0.5,0.94,0.571,0.56
10,0.5,0.96,0.649,0.51
10,0.5,0.98,0.674,0.46
10,0.5,1,0.656,0.52
10,0.52,0.02,0.563,0.493
10,0.52,0.04,0.607,0.535
10,0.52,0.06,0.626,0.572
10,0.52,0.08,0.644,0.493
10,0.52,0.1,0.596,0.558
10,0.52,0.12,0.629,0.512
10,0.52,0.14,0.6,0.479
10,0.52,0.16,0.619,0.525
10,0.52,0.18,0.626,0.576
10,0.52,0.2,0.633,0.543
10,0.52,0.22,0.629,0.537
10,0.52,0.24,0.596,0.575
10,0.52,0.26,0.698,0.532
10,0.52,0.28,0.626,0.525
10,0.52,0.3,0.656,0.426
10,0.52,0.32,0.684,0.492
10,0.52,0.34,0.608,0.536
10,0.52,0.36,0.638,0.588
10,0.52,0.38,0.611,0.477
10,0.52,0.4,0.607,0.554
10,0.52,0.42,0.654,0.536
10,0.52,0.44,0.647,0.484
10,0.52,0.46,0.659,0.533
10,0.52,0.48,0.647,0.445
10,0.52,0.5,0.674,0.559
10,0.52,0.52,0.616,0.557
10,0.52,0.54,0.659,0.532
10,0.52,0.56,0.588,0.544
10,0.52,0.58,0.638,0.557
10,0.52,0.6,0.607,0.428
10,0.52,0.62,0.598,0.435
10,0.52,0.64,0.706,0.542
10,0.52,0.66,0.646,0.448
10,0.52,0.68,0.668,0.423
10,0.52,0.7,0.658,0.537
10,0.52,0.72,0.64,0.549
10,0.52,0.74,0.637,0.585
10,0.52,0.76,0.681,0.554
10,0.52,0.78,0.628,0.495
10,0.52,0.8,0.688,0.438
10,0.52,0.82,0.638,0.564
10,0.52,0.84,0.565,0.587
10,0.52,0.86,0.61,0.577
10,0.52,0.88,0.62,0.573
10,0.52,0.9,0.634,0.536
10,0.52,0.92,0.635,0.571
10,0.52,0.94,0.651,0.498
10,0.52,0.96,0.699,0.477
10,0.52,0.98,0.594,0.549
10,0.52,1,0.691,0.419
10,0.54,0.02,0.569,0.507
10,0.54,0.04,0.609,0.579
10,0.54,0.06,0.649,0.561
10,0.54,0.08,0.609,0.522
10,0.54,0.1,0.599,0.47
10,0.54,0.12,0.616,0.529
10,0.54,0.14,0.692,0.542
10,0.54,0.16,0.631,0.546
10,0.54,0.18,0.641,0.506
10,0.54,0.2,0.609,0.592
10,0.54,0.22,0.683,0.401
10,0.54,0.24,0.623,0.485
10,0.54,0.26,0.662,0.527
10,0.54,0.28,0.642,0.525
10,0.54,0.3,0.701,0.401
10,0.54,0.32,0.649,0.512
10,0.54,0.34,0.668,0.481
10,0.54,0.36,0.61,0.548
10,0.54,0.38,0.668,0.567
10,0.54,0.4,0.619,0.513
10,0.54,0.42,0.576,0.546
10,0.54,0.44,0.617,0.525
10,0.54,0.46,0.543,0.582
10,0.54,0.48,0.55,0.569
10,0.54,0.5,0.679,0.437
10,0.54,0.52,0.589,0.557
10,0.54,0.54,0.629,0.489
10,0.54,0.56,0.625,0.511
10,0.54,0.58,0.646,0.5
10,0.54,0.6,0.651,0.488
10,0.54,0.62,0.666,0.524
10,0.54,0.64,0.647,0.521
10,0.54,0.66,0.635,0.589
10,0.54,0.68,0.538,0.544
10,0.54,0.7,0.59,0.473
10,0.54,0.72,0.654,0.519
10,0.54,0.74,0.606,0.511
10,0.54,0.76,0.57,0.615
10,0.54,0.78,0.559,0.539
10,0.54,0.8,0.569,0.577
10,0.54,0.82,0.681,0.414
10,0.54,0.84,0.555,0.507
10,0.54,0.86,0.618,0.587
10,0.54,0.88,0.64,0.51
10,0.54,0.9,0.64,0.514
10,0.54,0.92,0.536,0.592
10,0.54,0.94,0.694,0.504
10,0.54,0.96,0.654,0.425
10,0.54,0.98,0.56,0.546
10,0.54,1,0.609,0.481
10,0.56,0.02,0.592,0.531
10,0.56,0.04,0.63,0.525
10,0.56,0.06,0.604,0.536
10,0.56,0.08,0.651,0.531
10,0.56,0.1,0.605,0.574
10,0.56,0.12,0.555,0.527
10,0.56,0.14,0.702,0.557
10,0.56,0.16,0.598,0.584
10,0.56,0.18,0.679,0.548
10,0.56,0.2,0.694,0.536
10,0.56,0.22,0.59,0.571
10,0.56,0.24,0.663,0.525
10,0.56,0.26,0.616,0.572
10,0.56,0.28,0.634,0.525
10,0.56,0.3,0.643,0.462
10,0.56,0.32,0.668,0.414
10,0.56,0.34,0.646,0.545
10,0.56,0.36,0.627,0.548
10,0.56,0.38,0.689,0.5
10,0.56,0.4,0.644,0.494
10,0.56,0.42,0.701,0.529
10,0.56,0.44,0.669,0.534
10,0.56,0.46,0.655,0.461
10,0.56,0.48,0.666,0.544
10,0.56,0.5,0.618,0.461
10,0.56,0.52,0.632,0.486
10,0.56,0.54,0.652,0.513
10,0.56,0.56,0.585,0.539
10,0.56,0.58,0.665,0.566
10,0.56,0.6,0.528,0.577
10,0.56,0.62,0.663,0.55
10,0.56,0.64,0.624,0.474
10,0.56,0.66,0.629,0.498
10,0.56,0.68,0.604,0.562
10,0.56,0.7,0.574,0.522
10,0.56,0.72,0.711,0.533
10,0.56,0.74,0.619,0.491
10,0.56,0.76,0.64,0.5
10,0.56,0.78,0.596,0.491
10,0.56,0.8,0.657,0.551
10,0.56,0.82,0.606,0.505
10,0.56,0.84,0.63,0.515
10,0.56,0.86,0.638,0.472
10,0.56,0.88,0.668,0.578
10,0.56,0.9,0.605,0.513
10,0.56,0.92,0.645,0.493
10,0.56,0.94,0.662,0.535
10,0.56,0.96,0.685,0.534
10,0.56,0.98,0.645,0.439
10,0.56,1,0.646,0.486
10,0.58,0.02,0.608,0.531
10,0.58,0.04,0.66,0.553
10,0.58,0.06,0.551,0.589
10,0.58,0.08,0.676,0.497
10,0.58,0.1,0.605,0.519
10,0.58,0.12,0.542,0.581
10,0.58,0.14,0.646,0.492
10,0.58,0.16,0.627,0.506
10,0.58,0.18,0.638,0.488
10,0.58,0.2,0.585,0.492
10,0.58,0.22,0.622,0.529
10,0.58,0.24,0.649,0.562
10,0.58,0.26,0.596,0.495
10,0.58,0.28,0.637,0.508
10,0.58,0.3,0.677,0.427
10,0.58,0.32,0.639,0.495
10,0.58,0.34,0.607,0.58
10,0.58,0.36,0.619,0.554
10,0.58,0.38,0.605,0.541
10,0.58,0.4,0.54,0.562
10,0.58,0.42,0.632,0.489
10,0.58,0.44,0.641,0.491
10,0.58,0.46,0.669,0.535
10,0.58,0.48,0.634,0.542
