"beta_U","rho_A","rho_I","rho_Ah","rho_Ih","rho_Al","rho_Il"
0.01,0.385714341986823,0.0306915943038274,0.257697665444555,0.0132513579921233,0.128016676542268,0.017440236311704
0.02,0.45529675147,0.105456850539594,0.283019811317806,0.0465995943583648,0.172276940152194,0.0588572561812293
0.03,0.497199555151819,0.15904699282925,0.297459061145614,0.0711990391141206,0.199740494006204,0.0878479537151292
0.04,0.530633791652824,0.202740927434217,0.309118444615631,0.0916030474974986,0.221515347037193,0.111137879936719
0.05,0.558954126218934,0.23991440599683,0.319163060052614,0.109196209348072,0.239791066166321,0.130718196648758
0.06,0.583500446023047,0.272373819584908,0.327987121676559,0.124734374841034,0.255513324346487,0.147639444743875
0.07,0.605119429542631,0.301226195058941,0.335845591744864,0.138684134197987,0.269273837797767,0.162542060860953
0.08,0.624351307472618,0.327138462329115,0.342903971374759,0.151323516791343,0.281447336097859,0.175814945537772
0.09,0.641571653780312,0.350558486460159,0.349278367946287,0.162837803132762,0.292293285834025,0.187720683327397
0.1,0.657068336052925,0.371826582866873,0.35505889276947,0.173368653029044,0.302009443283455,0.198457929837829
0.11,0.6710740708517,0.39121910056155,0.360319503427136,0.183032707493682,0.310754567424564,0.208186393067868
0.12,0.683781271197511,0.408966403789469,0.365122279591399,0.191928691678751,0.318658991606111,0.217037712110718
0.13,0.695350785200736,0.425262713931988,0.369519851588878,0.200141045608695,0.325830933611859,0.225121668323293
0.14,0.705918110453134,0.440272966268377,0.373557129658372,0.207742421527698,0.332360980794761,0.232530544740679
0.15,0.715598154843821,0.454138084409986,0.377272652189537,0.214795636862327,0.338325502654283,0.239342447547659
0.16,0.724488972320951,0.466979160307315,0.380699664908168,0.221355256431539,0.343789307412783,0.245623903875776
0.17,0.732674724940575,0.47890080298669,0.383866992543227,0.227468886834874,0.348807732397349,0.251431916151816
0.18,0.74022804916128,0.489993839896928,0.386799746903688,0.233178240491982,0.353428302257592,0.256815599404946
0.19,0.747211959309162,0.500337509551324,0.389519905109049,0.238520014055721,0.357692054200112,0.261817495495603
0.2,0.753681388958413,0.510001251968773,0.392046784278969,0.243526616740217,0.361634604679444,0.266474635228556
0.21,0.759684447133998,0.519046179246805,0.394397433271696,0.24822677689188,0.365287013862302,0.270819402354925
0.22,0.765263448419137,0.527526290250518,0.396586957640045,0.252646049412471,0.368676490779092,0.274880240838047
0.23,0.770455762650864,0.535489479413484,0.398628790551283,0.256807242118055,0.371826972099581,0.278682237295429
0.24,0.775294519756266,0.542978378937251,0.400534919763303,0.260730775540753,0.374759599992962,0.282247603396497
0.25,0.779809197575599,0.550031065435858,0.402316078685396,0.264434987850989,0.377493118890203,0.285596077584869
0.26,0.784026114618856,0.55668165569735,0.403981907940534,0.26793639433584,0.380044206678322,0.28874526136151
0.27,0.787968845157046,0.562960811275922,0.405541092582918,0.271249909087415,0.382427752574128,0.291710902188507
0.28,0.791658570525863,0.568896167750238,0.407001479129796,0.274389035134869,0.384657091396067,0.294507132615369
0.29,0.795114377771197,0.574512701433928,0.408370175779795,0.2773660281175,0.386744201991402,0.297146673316428
0.3,0.798353514610272,0.579833043913713,0.409653638564785,0.280192037684196,0.388699876045487,0.299641006229517
0.31,0.801391607981624,0.584877752875438,0.410857745683219,0.282877230069452,0.390533862298405,0.302000522805986
0.32,0.804242852108535,0.589665546149154,0.411987861862758,0.285430894701558,0.392254990245776,0.304234651447596
0.33,0.806920170925407,0.594213504677648,0.413048894277658,0.287861537215765,0.393871276647749,0.306351967461883
0.34,0.809435358855174,0.598537249123997,0.414045341285686,0.290176960851656,0.395390017569488,0.308360288272341
0.35,0.811799203232306,0.602651094033093,0.414981335037513,0.292384337891954,0.396817868194792,0.310266756141138
0.36,0.814021591104943,0.606568182810851,0.415860678838663,0.294490272535453,0.398160912266281,0.312077910275398
0.37,0.816111602693772,0.610300606252882,0.416686880002501,0.296500856378674,0.399424722691271,0.313799749874207
0.38,0.818077593413048,0.61385950691799,0.417463178816243,0.298421717500384,0.400614414596805,0.315437789417606
