"beta_U","rho_A","rho_I","rho_Ah","rho_Ih","rho_Al","rho_Il"
0.01,0.305627946548065,0.0356499089387772,0.210525575307465,0.0157248152014406,0.0951023712406004,0.0199250937373366
0.02,0.384798067487603,0.113764808395033,0.241751623672836,0.0512284325885271,0.143046443814767,0.0625363758065061
0.03,0.435158789891258,0.169346388878956,0.26080777384736,0.0771461376738669,0.174351016043898,0.092200251205089
0.04,0.475495792652236,0.214472824978074,0.27624413002966,0.0985079596757353,0.199251662622576,0.115964865302339
0.05,0.509491227591209,0.252695378285486,0.289432301262205,0.116814326609793,0.220058926329004,0.135881051675693
0.06,0.538834438632413,0.285931520914387,0.300939179205679,0.132892064740912,0.237895259426734,0.153039456173475
0.07,0.564575322739921,0.315336004962557,0.311124378914321,0.147241007389432,0.253450943825601,0.168094997573125
0.08,0.587381581352596,0.341614133791237,0.320219271826907,0.160163863777303,0.267162309525689,0.181450270013933
0.09,0.607723432507977,0.36525224274219,0.328388099903721,0.171868875847294,0.279335332604256,0.193383366894897
0.1,0.625963728766086,0.386624470368315,0.335758984706019,0.182517566703455,0.290204744060068,0.20410690366486
0.11,0.642395345517486,0.406034233277072,0.342436608251252,0.192242593970584,0.299958737266234,0.213791639306489
0.12,0.657259228212593,0.423732800664244,0.34850811406875,0.201155241916302,0.308751114143843,0.222577558747942
0.13,0.670755666690855,0.439930425618655,0.354046734474415,0.20934974799269,0.31670893221644,0.230580677625965
0.14,0.683052480139719,0.45480436931106,0.359114443253136,0.21690642896119,0.323938036886583,0.237897940349871
0.15,0.694291282094903,0.468505076219034,0.363764016210236,0.223894126107955,0.330527265884666,0.244610950111079
0.16,0.704592363840904,0.481161025205491,0.368040661560241,0.230372160398085,0.336551702280664,0.250788864807406
0.17,0.714058538229242,0.492882577374984,0.371983320957685,0.236391908796067,0.342075217271556,0.256490668578918
0.18,0.722778189560108,0.50376505110997,0.375625714653316,0.241998082619736,0.347152474906792,0.261766968490234
0.19,0.730827711819179,0.51389119676445,0.378997186464042,0.247229770027721,0.351830525355137,0.266661426736729
0.2,0.738273472064097,0.523333201691235,0.382123391174999,0.252121290861105,0.356150080889097,0.27121191083013
0.21,0.745173402395892,0.532154325301059,0.385026857163676,0.256702901437973,0.360146545232215,0.275451423863086
0.22,0.751578299299868,0.540410240717636,0.387727449607682,0.26100137873311,0.363850849692187,0.279408861984526
0.23,0.757532890806028,0.548150142219548,0.390242754003223,0.265040507086039,0.367290136802805,0.283109635133509
0.24,0.763076718188558,0.555417664534696,0.392588395428682,0.268841485724149,0.370488322759876,0.286576178810547
0.25,0.768244868567317,0.562251650073394,0.394778305700331,0.272423271623414,0.373466562866985,0.28982837844998
0.26,0.773068586906166,0.568686792548208,0.396824948035878,0.275802869298583,0.376243638870289,0.292883923249624
0.27,0.777575789883103,0.574754179544742,0.398739506881143,0.278995576822423,0.37883628300196,0.295758602722319
0.28,0.781791499469749,0.580481752046015,0.400532049028358,0.282015195571821,0.381259450441391,0.298466556474194
0.29,0.785738210461933,0.585894695355,0.402211660958737,0.284874209775409,0.383526549503196,0.30102048557959
0.3,0.78943620339734,0.591015773068193,0.403786566400303,0.287583940807936,0.385649636997037,0.303431832260257
0.31,0.792903812093745,0.59586561355024,0.405264227346345,0.290154680275892,0.3876395847474,0.305710933274348
0.32,0.796157653302568,0.600462956612001,0.406651431186593,0.292595805217336,0.389506222115975,0.307867151394666
0.33,0.799212824592042,0.604824866700643,0.407954366128603,0.294915878158036,0.391258458463439,0.309908988542607
0.34,0.802083075472577,0.60896691779302,0.409178686705377,0.297122734296514,0.392904388767201,0.311844183496505
0.35,0.804780955893041,0.612903354283631,0.410329570857187,0.299223557709217,0.394451385035854,0.313679796574414
0.36,0.80731794552408,0.616647231429914,0.41141176982557,0.301224948156066,0.39590617569851,0.315422283273848
0.37,0.809704566667316,0.620210538325283,0.41242965189372,0.303132979811897,0.397274914773596,0.317077558513386
0.38,0.811950483159378,0.623604305886477,0.413387240840704,0.304953253039805,0.398563242318674,0.318651052846672
0.39,0.814064587255586,0.626838701944816,0.414288249839791,0.306690940149431,0.399776337415795,0.320147761795385
0.4,0.816055076162657,0.629923115203998,0.415136111417981,0.30835082593983,0.400918964744676,0.321572289264168
0.41,0.817929519629709,0.632866229556561,0.415934004000003,0.309937343707241,0.401995515629706,0.32292888584932
0.42,0.819694919791464,0.635676090026532,0.416684875481972,0.311454607298444,0.403010044309492,0.324221482728088
0.43,0.82135776427861,0.638360161418539,0.417391464214735,0.312906439706872,0.403966300063875,0.325453721711666
0.44,0.8229240734609,0.640925380597045,0.418056317722292,0.314296398638417,0.404867755738608,0.326628981958628
0.45,0.824399442563598,0.643378203187846,0.418681809434744,0.315627799414633,0.405717633128854,0.327750403773213
0.46,0.825789079292787,0.645724645383179,0.419270153676472,0.316903735530876,0.406518925616315,0.328820909852303
0.47,0.827097837516522,0.647970321438212,0.419823419117419,0.318127097144349,0.407274418399103,0.329843224293863
0.48,0.828330247473912,0.650120477367249,0.420343540867535,0.319300587730762,0.407986706606377,0.330819889636487
0.49,0.829490542920664,0.652180021280543,0.420832331370688,0.320426739117374,0.408658211549976,0.33175328216317
0.5,0.83058268556558,0.654153550745014,0.421291490234115,0.321507925073647,0.409291195331464,0.332645625671367
0.51,0.831610387106345,0.656045377502947,0.421722613112147,0.322546373618018,0.409887773994198,0.333499003884929
0.52,0.83257712913347,0.657859549840541,0.422127199748012,0.323544178179666,0.410449929385458,0.334315371660875
0.53,0.833486181137387,0.659599872861848,0.422506661264767,0.324503307737278,0.41097951987262,0.335096565124571
0.54,0.83434061682455,0.661269926892398,0.422862326785279,0.325425616042175,0.411478290039271,0.335844310850223
0.55,0.835143328923272,0.662873084209726,0.423195449451653,0.326312850020499,0.411947879471619,0.336560234189227
0.56,0.835897042638302,0.66441252427464,0.423507211906189,0.327166657438125,0.412389830732113,0.337245866836515
0.57,0.836604327894334,0.665891247616703,0.423798731288751,0.32798859390239,0.412805596605582,0.337902653714313
0.58,0.837267610492281,0.667312088509763,0.42407106379913,0.328780129266351,0.413196546693152,0.338531959243412
0.59,0.83788918228794,0.668677726557893,0.42432520886753,0.329542653493957,0.41356397342041,0.339135073063936
0.6,0.838471210490242,0.669990697298687,0.424562112971511,0.330277482038132,0.413909097518731,0.339713215260555
0.61,0.839015746165473,0.671253401919012,0.424782673133488,0.33098586077809,0.414233073031985,0.340267541140922
0.62,0.839524732024308,0.672468116168015,0.424987740129251,0.331668970557311,0.414536991895057,0.340799145610704
0.63,0.840000009560228,0.673636998543059,0.4251781214347,0.332327931359181,0.414821888125527,0.341309067183878
0.64,0.840443325600495,0.67476209781628,0.425354583935115,0.332963806153504,0.41508874166538,0.341798291662776
0.65,0.840856338324479,0.675845359962384,0.425517856418802,0.333577604443648,0.415338481905677,0.342267755518736
0.66,0.841240622798384,0.676888634542066,0.425668631874687,0.334170285541083,0.415571990923697,0.342718349000982
0.67,0.84159767607042,0.677893680589913,0.425807569611466,0.334742761591415,0.415790106458953,0.343150918998498
0.68,0.841928921866008,0.678862172050763,0.425935297214185,0.335295900373599,0.415993624651824,0.343566271677164
0.69,0.842235714918649,0.679795702804124,0.426052412352515,0.335830527891935,0.416183302566135,0.343965174912188
0.7,0.842519344968583,0.680695791312417,0.426159484453673,0.336347430778557,0.41635986051491,0.34434836053386
0.71,0.842781040458243,0.681563884925343,0.426257056251631,0.336847358522418,0.416523984206611,0.344716526402925
0.72,0.843021971950736,0.682401363869605,0.426345645223199,0.33733102553931,0.416676326727537,0.345070338330295
0.73,0.843243255295081,0.683209544950476,0.426425744920555,0.337799113096065,0.416817510374525,0.34541043185441
0.74,0.843445954559723,0.683989684989227,0.426497826208938,0.338252271100913,0.416948128350786,0.345737413888314
0.75,0.843631084753881,0.68474298401827,0.426562338417379,0.338691119770864,0.417068746336501,0.346051864247406
0.76,0.84379961435445,0.685470588253825,0.426619710409698,0.339116251186023,0.417179903944752,0.346354337067802
0.77,0.843952467654651,0.686173592864222,0.426670351582285,0.339528230739849,0.417282116072366,0.346645362124374
0.78,0.844090526949116,0.686853044550288,0.426714652794668,0.3399275984936,0.417375874154448,0.346925446056688
0.79,0.844214634568847,0.687509943952861,0.426752987238305,0.340314870442481,0.417461647330543,0.347195073510381
0.8,0.844325594778311,0.688145247901167,0.426785711248588,0.340690539700355,0.417539883529723,0.347454708200812
0.81,0.844424175545857,0.68875987151462,0.426813165064626,0.341055077609332,0.417611010481231,0.347704793905288
0.82,0.844511110197726,0.68935469016953,0.426835673540968,0.341408934779959,0.417675436656757,0.347945755389571
0.83,0.844587098965022,0.689930541341278,0.426853546815106,0.341752542067334,0.417733552149916,0.348177999273944
0.84,0.84465281043227,0.690488226331593,0.426867080934249,0.342086311487951,0.417785729498021,0.348401914843642
0.85,0.844708882895438,0.69102851188981,0.426876558444607,0.342410637081749,0.417832324450831,0.348617874808061
0.86,0.84475592563668,0.691552131736263,0.42688224894613,0.342725895723447,0.41787367669055,0.348826236012816
0.87,0.844794520122469,0.69205978799529,0.426884409615419,0.343032447886917,0.41791011050705,0.349027340108373
0.88,0.84482522113123,0.692552152544746,0.426883285699325,0.343330638366077,0.417941935431904,0.349221514178669
0.89,0.844848557816123,0.693029868288375,0.426879110981516,0.343620796955464,0.417969446834607,0.34940907133291
0.9,0.844865034708158,0.693493550356868,0.426872108224146,0.343903239093449,0.417992926484011,0.349590311263419
0.91,0.844875132664423,0.693943787243023,0.42686248958658,0.344178266470788,0.418012643077844,0.349765520772235
0.92,0.844879309765834,0.694381141875947,0.426850457022952,0.344446167607016,0.418028852742882,0.349934974268931
0.93,0.844878002168457,0.694806152638905,0.426836202660247,0.344707218396986,0.418041799508211,0.350098934241919
0.94,0.844871624912158,0.69521933433504,0.426819909158402,0.34496168262969,0.418051715753756,0.35025765170535
0.95,0.84486057269003,0.69562117910488,0.426801750053869,0.345209812481324,0.418058822636161,0.350411366623556
0.96,0.844845220581776,0.696012157299233,0.426781890087909,0.345451848984425,0.418063330493867,0.350560308314808
0.97,0.844825924754004,0.696392718310819,0.426760485520847,0.345688022474758,0.418065439233158,0.350704695836061
0.98,0.844803023130122,0.696763291367711,0.426737684433373,0.345918553017511,0.418065338696749,0.350844738350201
0.99,0.844776836032352,0.697124286291444,0.426713627015923,0.346143650814243,0.41806320901643,0.350980635477201
1,0.844747666798164,0.69747609422242,0.426688445847074,0.346363516591915,0.41805922095109,0.351112577630505
