"l1","alpha","lamda1","rho_A.l1.","rho_I.l1.","rho_Ah.l1.","rho_Ih.l1.","rho_Al.l1.","rho_Il.l1."
2,0.04,0.76,0.777616582259311,0.459412538341518,0.437305960660939,0.228163544220996,0.340310621598372,0.231248994120522
2,0.04,0.78,0.781064650546664,0.459366891485359,0.439844469835967,0.228131425298017,0.341220180710697,0.231235466187342
2,0.04,0.8,0.784511564589043,0.459321261177331,0.442383801913021,0.228099285307932,0.342127762676022,0.231221975869399
2,0.04,0.82,0.787957451296738,0.459275645036918,0.444924074137868,0.228067122050732,0.34303337715887,0.231208522986186
2,0.04,0.84,0.79140243822542,0.459230040669704,0.447465404475321,0.228034933311308,0.343937033750099,0.231195107358396
2,0.04,0.86,0.794846653620019,0.459184445666597,0.450007911652066,0.228002716858691,0.344838741967953,0.231181728807907
2,0.04,0.88,0.798290226459384,0.459138857603036,0.452551715200294,0.227970470445279,0.34573851125909,0.231168387157757
2,0.04,0.9,0.801733286501783,0.459093274038185,0.455096935502204,0.22793819180605,0.346636350999579,0.231155082232134
2,0.04,0.92,0.805175964331308,0.459047692514109,0.457643693835418,0.22790587865775,0.34753227049589,0.231141813856359
2,0.04,0.94,0.808618391405221,0.459002110554927,0.460192112419376,0.227873528698064,0.348426278985844,0.231128581856863
2,0.04,0.96,0.81206070010231,0.458956525665949,0.462742314462756,0.22784113960477,0.349318385639554,0.231115386061179
2,0.04,0.98,0.815503023772329,0.458910935332789,0.465294424211989,0.22780870903487,0.35020859956034,0.231102226297919
2,0.04,1,0.818945496786554,0.458865337020458,0.467848567000931,0.227776234623692,0.351096929785622,0.231089102396766
3,0.06,0.02,0.64792063593338,0.460053460841773,0.342816537078141,0.228629776183039,0.305104098855239,0.231423684658734
3,0.06,0.04,0.651496805433214,0.459981135081505,0.345403453672389,0.228580167419737,0.306093351760825,0.231400967661768
3,0.06,0.06,0.655067311140005,0.459908954554061,0.347987087833293,0.228530636408601,0.307080223306712,0.23137831814546
3,0.06,0.08,0.658632283532452,0.459836915766369,0.350567556711431,0.228481180015616,0.30806472682102,0.231355735750753
3,0.06,0.1,0.662191852244236,0.459765015239458,0.353144976754119,0.228431795117514,0.309046875490117,0.231333220121944
3,0.06,0.12,0.665746146113712,0.459693249507434,0.355719463751872,0.22838247860082,0.31002668236184,0.231310770906614
3,0.06,0.14,0.669295293232266,0.459621615116464,0.358291132883671,0.228333227360905,0.311004160348596,0.23128838775556
3,0.06,0.16,0.672839420991483,0.459550108623788,0.360860098761146,0.228284038301059,0.311979322230336,0.23126607032273
3,0.06,0.18,0.676378656129179,0.459478726596731,0.363426475471749,0.228234908331572,0.31295218065743,0.23124381826516
3,0.06,0.2,0.679913124774421,0.459407465611738,0.365990376620997,0.228185834368825,0.313922748153424,0.231221631242913
3,0.06,0.22,0.683442952491595,0.459336322253413,0.36855191537389,0.228136813334391,0.314891037117705,0.231199508919021
3,0.06,0.24,0.686968264323617,0.459265293113571,0.371111204495553,0.228087842154144,0.315857059828065,0.231177450959427
3,0.06,0.26,0.690489184834365,0.4591943747903,0.373668356391182,0.22803891775737,0.316820828443183,0.23115545703293
3,0.06,0.28,0.694005838150384,0.459123563887025,0.376223483145372,0.227990037075893,0.317782355005012,0.231133526811131
3,0.06,0.3,0.697518348001962,0.459052857011581,0.378776696560871,0.227941197043196,0.31874165144109,0.231111659968385
3,0.06,0.32,0.701026837763617,0.458982250775291,0.381328108196846,0.227892394593546,0.319698729566771,0.231089856181746
3,0.06,0.34,0.704531430494077,0.45891174179205,0.383877829406695,0.227843626661129,0.320653601087382,0.231068115130921
3,0.06,0.36,0.708032248975796,0.458841326677401,0.386425971375484,0.227794890179179,0.321606277600312,0.231046436498222
3,0.06,0.38,0.711529415754082,0.458771002047629,0.388972645157051,0.227746182079108,0.322556770597031,0.231024819968522
3,0.06,0.4,0.715023053175872,0.458700764518842,0.391517961710828,0.227697499289634,0.323505091465044,0.231003265229208
3,0.06,0.42,0.718513283428233,0.458630610706053,0.394062031938443,0.227648838735914,0.32445125148979,0.230981771970139
3,0.06,0.44,0.722000228576619,0.458560537222272,0.396604966720146,0.227600197338668,0.325395261856473,0.230960339883604
3,0.06,0.46,0.725484010602943,0.45849054067758,0.399146876951099,0.227551572013299,0.326337133651844,0.230938968664281
3,0.06,0.48,0.728964751443522,0.458420617678208,0.401687873577593,0.227502959669012,0.327276877865929,0.230917658009196
3,0.06,0.5,0.732442573026924,0.458350764825611,0.404228067633223,0.227454357207924,0.328214505393701,0.230896407617687
3,0.06,0.52,0.735917597311795,0.458280978715534,0.406767570275085,0.227405761524172,0.32915002703671,0.230875217191361
3,0.06,0.54,0.739389946324673,0.458211255937073,0.409306492820013,0.227357169503008,0.330083453504661,0.230854086434065
3,0.06,0.56,0.742859742197872,0.45814159307173,0.411844946780926,0.227308578019888,0.331014795416946,0.230833015051842
3,0.06,0.58,0.746327107207457,0.458071986692455,0.414383043903319,0.227259983939556,0.331944063304139,0.230812002752899
3,0.06,0.6,0.749792163811374,0.458002433362684,0.41692089620193,0.227211384115107,0.332871267609443,0.230791049247576
3,0.06,0.62,0.753255034687759,0.457932929635361,0.419458615997654,0.227162775387053,0.333796418690105,0.230770154248308
3,0.06,0.64,0.756715842773491,0.457863472051954,0.421996315954711,0.227114154582363,0.33471952681878,0.230749317469592
3,0.06,0.66,0.760174711303024,0.457794057141456,0.424534109118151,0.227065518513497,0.335640602184873,0.230728538627959
3,0.06,0.68,0.763631763847541,0.457724681419369,0.427072108951703,0.227016863977429,0.336559654895837,0.230707817441941
3,0.06,0.7,0.767087124354483,0.457655341386681,0.429610429376041,0.226968187754644,0.337476694978442,0.230687153632037
3,0.06,0.72,0.770540917187491,0.45758603352882,0.43214918480749,0.226919486608131,0.338391732380001,0.230666546920689
3,0.06,0.74,0.773993267166813,0.457516754314594,0.43468849019723,0.226870757282347,0.339304776969584,0.230645997032247
3,0.06,0.76,0.777444299610224,0.457447500195117,0.437228461071045,0.226821996502173,0.340215838539179,0.230625503692944
3,0.06,0.78,0.780894140374491,0.457378267602707,0.439769213569647,0.226773200971841,0.341124926804844,0.230605066630866
3,0.06,0.8,0.78434291589746,0.457309052949773,0.442310864489642,0.226724367373848,0.342032051407818,0.230584685575925
3,0.06,0.82,0.787790753240783,0.457239852627674,0.444853531325173,0.226675492367844,0.342937221915609,0.23056436025983
3,0.06,0.84,0.791237780133358,0.457170663005558,0.447397332310297,0.226626572589493,0.343840447823061,0.230544090416065
3,0.06,0.86,0.794684125015526,0.457101480429177,0.449942386462143,0.22657760464932,0.344741738553384,0.230523875779857
3,0.06,0.88,0.798129917084069,0.457032301219674,0.452488813624896,0.226528585131521,0.345641103459173,0.230503716088153
3,0.06,0.9,0.801575286338081,0.456963121672347,0.455036734514685,0.226479510592751,0.346538551823396,0.230483611079595
3,0.06,0.92,0.805020363625753,0.456893938055382,0.457586270765391,0.226430377560887,0.347434092860362,0.230463560494496
3,0.06,0.94,0.808465280692137,0.45682474660856,0.460137544975474,0.226381182533749,0.348327735716663,0.230443564074812
3,0.06,0.96,0.811910170227944,0.456755543541924,0.46269068075584,0.226331921977804,0.349219489472103,0.23042362156412
3,0.06,0.98,0.81535516591944,0.45668632503442,0.465245802778839,0.226282592326825,0.350109363140601,0.230403732707596
3,0.06,1,0.818800402499508,0.456617087232509,0.467803036828435,0.226233189980521,0.350997365671073,0.230383897251988
4,0.08,0.02,0.647744099994928,0.458961995670373,0.342707515989593,0.227895728079071,0.305036584005335,0.231066267591302
4,0.08,0.04,0.651318638904919,0.458864854788232,0.345293863027916,0.227829048551746,0.306024775877003,0.231035806236487
4,0.08,0.06,0.654887612371962,0.458767898917529,0.347877007945426,0.227762464787919,0.307010604426536,0.231005434129609
4,0.08,0.08,0.658451150298072,0.458671123401881,0.350457067463929,0.227695972604989,0.307994082834144,0.230975150796892
4,0.08,0.1,0.662009381763199,0.45857452360233,0.353034157622958,0.227629567833362,0.308975224140241,0.230944955768968
4,0.08,0.12,0.665562435074533,0.458478094895973,0.355608393825908,0.227563246315178,0.309954041248625,0.230914848580795
4,0.08,0.14,0.669110437814534,0.458381832674615,0.358179890885005,0.227497003903055,0.310930546929529,0.23088482877156
4,0.08,0.16,0.672653516887757,0.458285732343445,0.3607487630652,0.227430836458848,0.311904753822557,0.230854895884597
4,0.08,0.18,0.676191798566604,0.45818978931973,0.363315124127093,0.227364739852427,0.312876674439511,0.230825049467302
4,0.08,0.2,0.679725408536058,0.458093999031516,0.365879087368943,0.227298709960461,0.313846321167115,0.230795289071055
4,0.08,0.22,0.683254471937506,0.457998356916355,0.368440765667867,0.227232742665215,0.31481370626964,0.23076561425114
4,0.08,0.24,0.68677911341172,0.457902858420034,0.371000271520289,0.227166833853364,0.315778841891431,0.230736024566671
4,0.08,0.26,0.690299457141071,0.45780749899532,0.373557717081719,0.227100979414802,0.316741740059352,0.230706519580519
4,0.08,0.28,0.693815626891059,0.457712274100709,0.376113214205916,0.227035175241467,0.317702412685143,0.230677098859242
4,0.08,0.3,0.697327746051208,0.457617179199189,0.378666874483513,0.22696941722617,0.318660871567695,0.230647761973019
4,0.08,0.32,0.700835937675409,0.457522209756999,0.381218809280158,0.226903701261421,0.31961712839525,0.230618508495579
4,0.08,0.34,0.704340324521762,0.457427361242403,0.383769129774231,0.226838023238263,0.320571194747531,0.23058933800414
4,0.08,0.36,0.707841029091986,0.457332629124455,0.386317946994191,0.226772379045106,0.321523082097796,0.230560250079349
4,0.08,0.38,0.711338173670444,0.457238008871776,0.388865371855612,0.226706764566559,0.322472801814832,0.230531244305217
4,0.08,0.4,0.714831880362846,0.457143495951322,0.39141151519796,0.22664117568226,0.323420365164886,0.230502320269062
4,0.08,0.42,0.718322271134681,0.457049085827156,0.393956487821157,0.226575608265703,0.324365783313524,0.230473477561453
4,0.08,0.44,0.721809467849436,0.456954773959216,0.396500400521983,0.226510058183062,0.325309067327454,0.230444715776155
4,0.08,0.46,0.725293592306641,0.456860555802077,0.399043364130372,0.226444521292005,0.326250228176269,0.230416034510071
4,0.08,0.48,0.728774766279797,0.456766426803704,0.401585489545639,0.226378993440509,0.327189276734158,0.230387433363196
4,0.08,0.5,0.732253111554239,0.456672382404211,0.404126887772684,0.226313470465654,0.328126223781555,0.230358911938557
4,0.08,0.52,0.735728749964974,0.456578418034595,0.406667669958232,0.226247948192423,0.329061080006743,0.230330469842172
4,0.08,0.54,0.739201803434546,0.456484529115471,0.409207947427136,0.226182422432475,0.32999385600741,0.230302106682996
4,0.08,0.56,0.742672394010967,0.456390711055797,0.411747831718801,0.226116888982923,0.330924562292166,0.230273822072874
4,0.08,0.58,0.746140643905773,0.456296959251576,0.414287434623761,0.226051343625079,0.331853209282011,0.230245615626497
4,0.08,0.6,0.749606675532236,0.456203269084557,0.416826868220469,0.225985782123204,0.332779807311767,0.230217486961353
4,0.08,0.62,0.753070611543788,0.456109635920914,0.419366244912323,0.225920200223226,0.333704366631465,0.230189435697688
4,0.08,0.64,0.756532574872693,0.456016055109908,0.42190567746499,0.225854593651452,0.334626897407703,0.230161461458455
4,0.08,0.66,0.759992688769023,0.455922521982536,0.424445279044062,0.225788958113254,0.335547409724961,0.230133563869282
4,0.08,0.68,0.76345107683997,0.455829031850157,0.426985163253088,0.225723289291737,0.336465913586883,0.23010574255842
4,0.08,0.7,0.766907863089558,0.455735580003098,0.42952544417203,0.225657582846387,0.337382418917528,0.230077997156711
4,0.08,0.72,0.770363171958776,0.45564216170924,0.432066236396191,0.225591834411698,0.338296935562586,0.230050327297542
4,0.08,0.74,0.773817128366204,0.455548772212575,0.434607655075642,0.225526039595763,0.339209473290562,0.230022732616812
4,0.08,0.76,0.777269857749165,0.455455406731747,0.437149815955227,0.225460193978858,0.340120041793938,0.229995212752888
4,0.08,0.78,0.780721486105452,0.455362060458553,0.439692835415155,0.22539429311198,0.341028650690297,0.229967767346573
4,0.08,0.8,0.784172140035681,0.455268728556434,0.442236830512258,0.225328332515367,0.341935309523423,0.229940396041066
4,0.08,0.82,0.787621946786321,0.455175406158912,0.444781919021944,0.225262307676985,0.342840027764378,0.229913098481926
4,0.08,0.84,0.791071034293452,0.455082088368019,0.447328219480906,0.225196214050979,0.343742814812546,0.22988587431704
4,0.08,0.86,0.794519531227298,0.454988770252678,0.449875851230637,0.225130047056095,0.344643679996661,0.229858723196583
4,0.08,0.88,0.797967567037595,0.45489544684705,0.452424934461792,0.225063802074061,0.345542632575804,0.229831644772989
4,0.08,0.9,0.801415271999845,0.454802113148847,0.454975590259467,0.224997474447933,0.346439681740378,0.229804638700914
4,0.08,0.92,0.804862777262517,0.454708764117608,0.457527940649448,0.224931059480402,0.347334836613069,0.229777704637206
4,0.08,0.94,0.808310214895248,0.454615394672923,0.460082108645476,0.224864552432054,0.348228106249772,0.229750842240869
4,0.08,0.96,0.811757717938105,0.454521999692626,0.462638218297598,0.224797948519592,0.349119499640506,0.229724051173034
4,0.08,0.98,0.815205420451976,0.454428574010935,0.465196394741666,0.22473124291401,0.350009025710309,0.229697331096925
4,0.08,1,0.81865345757015,0.454335112416542,0.467756764250042,0.224664430738712,0.350896693320108,0.229670681677831
5,0.1,0.02,0.647565823127522,0.45785957658694,0.342597384964483,0.227154122022134,0.304968438163039,0.230705454564806
5,0.1,0.04,0.651138699411166,0.457737256303048,0.345183142907972,0.227070095580351,0.305955556503194,0.230667160722697
5,0.1,0.06,0.654706109372609,0.457615156184637,0.347765779726984,0.226986178678325,0.306940329645625,0.230628977506312
5,0.1,0.08,0.658268182364342,0.457493270408596,0.350345411740678,0.226902366078988,0.307922770623663,0.230590904329608
5,0.1,0.1,0.661825046939705,0.457371593171838,0.352922154606918,0.226818652559852,0.308902892332786,0.230552940611986
5,0.1,0.12,0.665376830901838,0.457250118689595,0.355496123368091,0.226735032911416,0.309880707533746,0.230515085778179
5,0.1,0.14,0.668923661351367,0.457128841193738,0.358067432495785,0.2266515019356,0.310856228855582,0.230477339258137
5,0.1,0.16,0.672465664732936,0.457007754931115,0.360636195934427,0.226568054444188,0.311829468798509,0.230439700486926
5,0.1,0.18,0.676002966880659,0.456886854161921,0.363202527143949,0.2264846852573,0.31280043973671,0.230402168904621
5,0.1,0.2,0.679535693062603,0.456766133158075,0.365766539141587,0.226401389201867,0.313769153921016,0.230364743956208
5,0.1,0.22,0.683063968024367,0.456645586201621,0.368328344542874,0.226318161110131,0.314735623481492,0.23032742509149
5,0.1,0.24,0.686587916031849,0.456525207583136,0.370888055601912,0.226234995818144,0.315699860429936,0.230290211764992
5,0.1,0.26,0.690107660913265,0.456404991600157,0.373445784250984,0.226151888164284,0.316661876662282,0.230253103435873
5,0.1,0.28,0.693623326100498,0.456284932555611,0.376001642139576,0.226068832987775,0.317621683960923,0.230216099567836
5,0.1,0.3,0.697135034669841,0.45616502475626,0.378555740672882,0.225985825127211,0.318579293996959,0.23017919962905
5,0.1,0.32,0.700642909382198,0.456045262511143,0.381108191049835,0.225902859419084,0.319534718332363,0.230142403092059
5,0.1,0.34,0.704147072722815,0.455925640130029,0.383659104300734,0.225819930696318,0.320487968422081,0.230105709433711
5,0.1,0.36,0.707647646940577,0.45580615192187,0.386208591324521,0.225737033786791,0.321439055616056,0.230069118135079
5,0.1,0.38,0.711144754086965,0.455686792193254,0.388756762925766,0.225654163511872,0.322387991161199,0.230032628681382
5,0.1,0.4,0.714638516054682,0.455567555246855,0.391303729851399,0.225571314684936,0.323334786203283,0.229996240561919
5,0.1,0.42,0.718129054616044,0.455448435379886,0.393849602827256,0.225488482109892,0.324279451788788,0.229959953269994
5,0.1,0.44,0.721616491461167,0.455329426882536,0.396394492594479,0.225405660579689,0.325221998866688,0.229923766302847
5,0.1,0.46,0.725100948235995,0.455210524036414,0.398938509945817,0.225322844874824,0.326162438290178,0.22988767916159
5,0.1,0.48,0.728582546580239,0.455091721112974,0.401481765761883,0.225240029761834,0.327100780818355,0.22985169135114
5,0.1,0.5,0.732061408165253,0.454973012371935,0.404024371047404,0.225157209991777,0.328037037117849,0.229815802380158
5,0.1,0.52,0.735537654731916,0.454854392059688,0.406566436967516,0.225074380298705,0.3289712177644,0.229780011760982
5,0.1,0.54,0.739011408128544,0.454735854407692,0.409108074884148,0.224991535398119,0.329903333244396,0.229744319009573
5,0.1,0.56,0.742482790348902,0.454617393630852,0.411649396392532,0.224908669985402,0.33083339395637,0.229708723645451
5,0.1,0.58,0.745951923570338,0.454499003925883,0.414190513357894,0.224825778734242,0.331761410212444,0.229673225191641
5,0.1,0.6,0.74941893019211,0.454380679469651,0.416731537952369,0.224742856295035,0.332687392239741,0.229637823174617
5,0.1,0.62,0.752883932873927,0.454262414417503,0.419272582692166,0.22465989729326,0.333611350181761,0.229602517124243
5,0.1,0.64,0.756347054574766,0.454144202901561,0.421813760475057,0.224576896327837,0.334533294099709,0.229567306573725
5,0.1,0.66,0.759808418592005,0.454026039029012,0.424355184618203,0.224493847969457,0.335453233973801,0.229532191059554
5,0.1,0.68,0.763268148600912,0.453907916880349,0.426896968896386,0.224410746758888,0.336371179704526,0.22949717012146
5,0.1,0.7,0.766726368694556,0.453789830507606,0.429439227580681,0.22432758720525,0.337287141113875,0.229462243302356
5,0.1,0.72,0.770183203424152,0.453671773932553,0.431982075477603,0.224244363784261,0.338201127946549,0.229427410148292
5,0.1,0.74,0.773638777839924,0.453553741144857,0.434525627968801,0.224161070936451,0.339113149871123,0.229392670208406
