"Repeat","alpha","beta_U","rho_A","rho_I","rho_Ah","rho_Ih","rho_Al","rho_Il"
20,0.2,0.08,0.578,0.415,0.304,0.211,0.274,0.204
20,0.2,0.1,0.658,0.399,0.356,0.2,0.302,0.199
20,0.2,0.12,0.657,0.402,0.329,0.188,0.328,0.214
20,0.2,0.14,0.601,0.501,0.336,0.247,0.265,0.254
20,0.2,0.16,0.706,0.537,0.363,0.258,0.343,0.279
20,0.2,0.18,0.719,0.54,0.377,0.273,0.342,0.267
20,0.2,0.2,0.746,0.6,0.389,0.292,0.357,0.308
20,0.2,0.22,0.725,0.584,0.362,0.291,0.363,0.293
20,0.2,0.24,0.696,0.586,0.349,0.301,0.347,0.285
20,0.2,0.26,0.779,0.505,0.401,0.252,0.378,0.253
20,0.2,0.28,0.785,0.547,0.4,0.266,0.385,0.281
20,0.2,0.3,0.77,0.593,0.384,0.289,0.386,0.304
20,0.2,0.32,0.785,0.543,0.401,0.269,0.384,0.274
20,0.2,0.34,0.78,0.642,0.4,0.325,0.38,0.317
20,0.2,0.36,0.74,0.668,0.382,0.341,0.358,0.327
20,0.2,0.38,0.757,0.613,0.383,0.32,0.374,0.293
20,0.2,0.4,0.82,0.647,0.409,0.324,0.411,0.323
20,0.2,0.42,0.82,0.638,0.419,0.315,0.401,0.323
20,0.2,0.44,0.708,0.726,0.365,0.351,0.343,0.375
20,0.2,0.46,0.84,0.665,0.424,0.33,0.416,0.335
20,0.2,0.48,0.807,0.73,0.395,0.366,0.412,0.364
20,0.2,0.5,0.79,0.702,0.411,0.347,0.379,0.355
20,0.2,0.52,0.804,0.675,0.413,0.344,0.391,0.331
20,0.2,0.54,0.808,0.71,0.41,0.354,0.398,0.356
20,0.2,0.56,0.833,0.684,0.418,0.344,0.415,0.34
20,0.2,0.58,0.781,0.726,0.39,0.359,0.391,0.367
20,0.2,0.6,0.817,0.665,0.403,0.323,0.414,0.342
20,0.2,0.62,0.804,0.697,0.403,0.339,0.401,0.358
20,0.2,0.64,0.809,0.716,0.393,0.361,0.416,0.355
20,0.2,0.66,0.801,0.736,0.408,0.365,0.393,0.371
20,0.2,0.68,0.801,0.72,0.401,0.357,0.4,0.363
20,0.2,0.7,0.851,0.703,0.417,0.347,0.434,0.356
20,0.2,0.72,0.839,0.684,0.417,0.348,0.422,0.336
20,0.2,0.74,0.805,0.712,0.406,0.357,0.399,0.355
20,0.2,0.76,0.827,0.688,0.415,0.35,0.412,0.338
20,0.2,0.78,0.822,0.716,0.414,0.359,0.408,0.357
20,0.2,0.8,0.797,0.679,0.398,0.334,0.399,0.345
20,0.2,0.82,0.828,0.464,0.407,0.229,0.421,0.235
20,0.2,0.84,0.832,0.693,0.411,0.349,0.421,0.344
20,0.2,0.86,0.839,0.689,0.411,0.35,0.428,0.339
20,0.2,0.88,0.82,0.744,0.414,0.368,0.406,0.376
20,0.2,0.9,0.83,0.687,0.415,0.342,0.415,0.345
20,0.2,0.92,0.832,0.724,0.411,0.36,0.421,0.364
20,0.2,0.94,0.835,0.685,0.419,0.333,0.416,0.352
20,0.2,0.96,0.832,0.696,0.424,0.353,0.408,0.343
20,0.2,0.98,0.833,0.726,0.411,0.369,0.422,0.357
20,0.2,1,0.831,0.697,0.412,0.349,0.419,0.348
20,0.22,0.02,0.442,0.169,0.257,0.086,0.185,0.083
20,0.22,0.04,0.48,0.256,0.283,0.123,0.197,0.133
20,0.22,0.06,0.58,0.386,0.324,0.186,0.256,0.2
20,0.22,0.08,0.592,0.303,0.325,0.139,0.267,0.164
20,0.22,0.1,0.644,0.427,0.351,0.208,0.293,0.219
20,0.22,0.12,0.606,0.46,0.321,0.219,0.285,0.241
20,0.22,0.14,0.678,0.422,0.346,0.213,0.332,0.209
20,0.22,0.16,0.723,0.551,0.378,0.27,0.345,0.281
20,0.22,0.18,0.65,0.542,0.349,0.275,0.301,0.267
20,0.22,0.2,0.687,0.63,0.37,0.307,0.317,0.323
20,0.22,0.22,0.731,0.578,0.382,0.294,0.349,0.284
20,0.22,0.24,0.773,0.525,0.382,0.257,0.391,0.268
20,0.22,0.26,0.731,0.637,0.374,0.307,0.357,0.33
20,0.22,0.28,0.736,0.658,0.375,0.334,0.361,0.324
20,0.22,0.3,0.776,0.54,0.39,0.264,0.386,0.276
20,0.22,0.32,0.782,0.611,0.398,0.294,0.384,0.317
20,0.22,0.34,0.745,0.669,0.365,0.328,0.38,0.341
20,0.22,0.36,0.812,0.585,0.413,0.295,0.399,0.29
20,0.22,0.38,0.718,0.728,0.371,0.351,0.347,0.377
20,0.22,0.4,0.781,0.596,0.401,0.287,0.38,0.309
20,0.22,0.42,0.807,0.677,0.393,0.347,0.414,0.33
20,0.22,0.44,0.75,0.685,0.38,0.351,0.37,0.334
20,0.22,0.46,0.826,0.658,0.407,0.331,0.419,0.327
20,0.22,0.48,0.827,0.68,0.419,0.334,0.408,0.346
20,0.22,0.5,0.767,0.706,0.376,0.359,0.391,0.347
20,0.22,0.52,0.798,0.689,0.406,0.344,0.392,0.345
20,0.22,0.54,0.8,0.697,0.409,0.35,0.391,0.347
20,0.22,0.56,0.815,0.702,0.405,0.348,0.41,0.354
20,0.22,0.58,0.795,0.637,0.386,0.324,0.409,0.313
20,0.22,0.6,0.791,0.689,0.406,0.343,0.385,0.346
20,0.22,0.62,0.795,0.732,0.4,0.369,0.395,0.363
20,0.22,0.64,0.793,0.711,0.399,0.358,0.394,0.353
20,0.22,0.66,0.81,0.702,0.399,0.348,0.411,0.354
20,0.22,0.68,0.794,0.728,0.404,0.36,0.39,0.368
20,0.22,0.7,0.822,0.726,0.407,0.369,0.415,0.357
20,0.22,0.72,0.83,0.593,0.413,0.278,0.417,0.315
20,0.22,0.74,0.804,0.72,0.394,0.367,0.41,0.353
20,0.22,0.76,0.837,0.671,0.415,0.327,0.422,0.344
20,0.22,0.78,0.804,0.665,0.401,0.322,0.403,0.343
20,0.22,0.8,0.812,0.742,0.405,0.378,0.407,0.364
20,0.22,0.82,0.81,0.696,0.419,0.349,0.391,0.347
20,0.22,0.84,0.838,0.704,0.419,0.357,0.419,0.347
20,0.22,0.86,0.84,0.689,0.408,0.335,0.432,0.354
20,0.22,0.88,0.83,0.693,0.406,0.358,0.424,0.335
20,0.22,0.9,0.822,0.698,0.411,0.358,0.411,0.34
20,0.22,0.92,0.82,0.706,0.409,0.352,0.411,0.354
20,0.22,0.94,0.833,0.743,0.409,0.373,0.424,0.37
20,0.22,0.96,0.821,0.739,0.416,0.357,0.405,0.382
20,0.22,0.98,0.823,0.686,0.406,0.335,0.417,0.351
20,0.22,1,0.849,0.729,0.433,0.361,0.416,0.368
20,0.24,0.02,0.451,0.138,0.286,0.068,0.165,0.07
20,0.24,0.04,0.495,0.268,0.283,0.135,0.212,0.133
20,0.24,0.06,0.606,0.371,0.329,0.186,0.277,0.185
20,0.24,0.08,0.625,0.331,0.335,0.153,0.29,0.178
20,0.24,0.1,0.617,0.437,0.335,0.21,0.282,0.227
20,0.24,0.12,0.699,0.482,0.366,0.25,0.333,0.232
20,0.24,0.14,0.683,0.409,0.355,0.2,0.328,0.209
20,0.24,0.16,0.712,0.526,0.376,0.26,0.336,0.266
20,0.24,0.18,0.743,0.47,0.38,0.223,0.363,0.247
20,0.24,0.2,0.642,0.568,0.331,0.286,0.311,0.282
20,0.24,0.22,0.742,0.58,0.371,0.296,0.371,0.284
20,0.24,0.24,0.706,0.63,0.368,0.313,0.338,0.317
20,0.24,0.26,0.756,0.547,0.377,0.281,0.379,0.266
20,0.24,0.28,0.776,0.534,0.393,0.271,0.383,0.263
20,0.24,0.3,0.776,0.539,0.4,0.269,0.376,0.27
20,0.24,0.32,0.729,0.672,0.388,0.343,0.341,0.329
20,0.24,0.34,0.799,0.609,0.408,0.294,0.391,0.315
20,0.24,0.36,0.781,0.621,0.383,0.308,0.398,0.313
20,0.24,0.38,0.804,0.68,0.403,0.345,0.401,0.335
20,0.24,0.4,0.811,0.644,0.408,0.315,0.403,0.329
20,0.24,0.42,0.795,0.679,0.388,0.331,0.407,0.348
20,0.24,0.44,0.764,0.673,0.372,0.342,0.392,0.331
20,0.24,0.46,0.824,0.684,0.409,0.35,0.415,0.334
20,0.24,0.48,0.767,0.672,0.389,0.338,0.378,0.334
20,0.24,0.5,0.777,0.742,0.391,0.363,0.386,0.379
20,0.24,0.52,0.821,0.663,0.42,0.326,0.401,0.337
20,0.24,0.54,0.831,0.689,0.409,0.353,0.422,0.336
20,0.24,0.56,0.826,0.694,0.401,0.344,0.425,0.35
20,0.24,0.58,0.84,0.601,0.421,0.298,0.419,0.303
20,0.24,0.6,0.811,0.705,0.41,0.358,0.401,0.347
20,0.24,0.62,0.815,0.686,0.409,0.338,0.406,0.348
20,0.24,0.64,0.823,0.708,0.415,0.342,0.408,0.366
20,0.24,0.66,0.847,0.662,0.424,0.319,0.423,0.343
20,0.24,0.68,0.835,0.68,0.42,0.337,0.415,0.343
20,0.24,0.7,0.799,0.731,0.403,0.376,0.396,0.355
20,0.24,0.72,0.828,0.709,0.416,0.355,0.412,0.354
20,0.24,0.74,0.821,0.689,0.409,0.336,0.412,0.353
20,0.24,0.76,0.843,0.698,0.423,0.347,0.42,0.351
20,0.24,0.78,0.827,0.707,0.421,0.357,0.406,0.35
20,0.24,0.8,0.821,0.727,0.407,0.366,0.414,0.361
20,0.24,0.82,0.826,0.452,0.415,0.231,0.411,0.221
20,0.24,0.84,0.811,0.735,0.403,0.363,0.408,0.372
20,0.24,0.86,0.83,0.687,0.407,0.342,0.423,0.345
20,0.24,0.88,0.815,0.724,0.4,0.367,0.415,0.357
20,0.24,0.9,0.818,0.708,0.406,0.345,0.412,0.363
20,0.24,0.92,0.822,0.727,0.41,0.357,0.412,0.37
20,0.24,0.94,0.807,0.753,0.396,0.384,0.411,0.369
20,0.24,0.96,0.836,0.706,0.413,0.357,0.423,0.349
20,0.24,0.98,0.831,0.719,0.427,0.361,0.404,0.358
20,0.24,1,0.814,0.713,0.412,0.366,0.402,0.347
20,0.26,0.02,0.452,0.115,0.273,0.063,0.179,0.052
20,0.26,0.04,0.417,0.257,0.244,0.124,0.173,0.133
20,0.26,0.06,0.587,0.299,0.337,0.151,0.25,0.148
20,0.26,0.08,0.601,0.302,0.315,0.149,0.286,0.153
20,0.26,0.1,0.617,0.345,0.34,0.176,0.277,0.169
20,0.26,0.12,0.664,0.418,0.35,0.209,0.314,0.209
20,0.26,0.14,0.731,0.415,0.379,0.207,0.352,0.208
20,0.26,0.16,0.716,0.505,0.373,0.252,0.343,0.253
20,0.26,0.18,0.683,0.547,0.348,0.279,0.335,0.268
20,0.26,0.2,0.65,0.553,0.339,0.273,0.311,0.28
20,0.26,0.22,0.77,0.494,0.395,0.243,0.375,0.251
20,0.26,0.24,0.762,0.63,0.37,0.3,0.392,0.33
20,0.26,0.26,0.699,0.511,0.353,0.243,0.346,0.268
20,0.26,0.28,0.728,0.637,0.378,0.308,0.35,0.329
20,0.26,0.3,0.798,0.653,0.405,0.335,0.393,0.318
20,0.26,0.32,0.768,0.638,0.395,0.307,0.373,0.331
20,0.26,0.34,0.793,0.657,0.398,0.332,0.395,0.325
20,0.26,0.36,0.79,0.615,0.403,0.315,0.387,0.3
20,0.26,0.38,0.808,0.662,0.399,0.329,0.409,0.333
20,0.26,0.4,0.817,0.608,0.412,0.303,0.405,0.305
20,0.26,0.42,0.741,0.726,0.388,0.361,0.353,0.365
20,0.26,0.44,0.801,0.686,0.405,0.344,0.396,0.342
20,0.26,0.46,0.783,0.695,0.4,0.347,0.383,0.348
20,0.26,0.48,0.79,0.72,0.396,0.362,0.394,0.358
20,0.26,0.5,0.79,0.735,0.401,0.37,0.389,0.365
20,0.26,0.52,0.813,0.695,0.41,0.343,0.403,0.352
20,0.26,0.54,0.782,0.672,0.387,0.328,0.395,0.344
20,0.26,0.56,0.814,0.684,0.408,0.34,0.406,0.344
20,0.26,0.58,0.823,0.694,0.411,0.344,0.412,0.35
20,0.26,0.6,0.818,0.698,0.417,0.351,0.401,0.347
20,0.26,0.62,0.836,0.674,0.416,0.337,0.42,0.337
20,0.26,0.64,0.817,0.671,0.408,0.328,0.409,0.343
20,0.26,0.66,0.835,0.632,0.415,0.326,0.42,0.306
20,0.26,0.68,0.848,0.646,0.434,0.325,0.414,0.321
20,0.26,0.7,0.812,0.696,0.402,0.352,0.41,0.344
20,0.26,0.72,0.824,0.693,0.417,0.34,0.407,0.353
20,0.26,0.74,0.817,0.646,0.41,0.32,0.407,0.326
20,0.26,0.76,0.833,0.728,0.405,0.366,0.428,0.362
20,0.26,0.78,0.832,0.72,0.423,0.356,0.409,0.364
20,0.26,0.8,0.833,0.714,0.411,0.349,0.422,0.365
20,0.26,0.82,0.849,0.697,0.429,0.342,0.42,0.355
20,0.26,0.84,0.819,0.708,0.412,0.356,0.407,0.352
20,0.26,0.86,0.817,0.735,0.396,0.375,0.421,0.36
20,0.26,0.88,0.836,0.698,0.418,0.352,0.418,0.346
20,0.26,0.9,0.828,0.687,0.423,0.344,0.405,0.343
20,0.26,0.92,0.832,0.712,0.426,0.349,0.406,0.363
20,0.26,0.94,0.825,0.717,0.418,0.351,0.407,0.366
20,0.26,0.96,0.814,0.704,0.403,0.36,0.411,0.344
20,0.26,0.98,0.851,0.698,0.425,0.356,0.426,0.342
20,0.26,1,0.822,0.705,0.416,0.353,0.406,0.352
20,0.28,0.02,0.424,0.094,0.272,0.05,0.152,0.044
20,0.28,0.04,0.477,0.227,0.279,0.108,0.198,0.119
20,0.28,0.06,0.504,0.324,0.28,0.158,0.224,0.166
20,0.28,0.08,0.554,0.362,0.319,0.18,0.235,0.182
20,0.28,0.1,0.671,0.458,0.358,0.232,0.313,0.226
20,0.28,0.12,0.604,0.423,0.328,0.209,0.276,0.214
20,0.28,0.14,0.731,0.488,0.388,0.247,0.343,0.241
20,0.28,0.16,0.672,0.494,0.352,0.243,0.32,0.251
20,0.28,0.18,0.733,0.497,0.371,0.246,0.362,0.251
20,0.28,0.2,0.784,0.556,0.406,0.267,0.378,0.289
20,0.28,0.22,0.676,0.564,0.362,0.273,0.314,0.291
20,0.28,0.24,0.691,0.57,0.372,0.278,0.319,0.292
20,0.28,0.26,0.709,0.644,0.383,0.32,0.326,0.324
20,0.28,0.28,0.786,0.631,0.398,0.306,0.388,0.325
20,0.28,0.3,0.75,0.669,0.387,0.317,0.363,0.352
20,0.28,0.32,0.784,0.683,0.38,0.34,0.404,0.343
20,0.28,0.34,0.782,0.658,0.407,0.317,0.375,0.341
20,0.28,0.36,0.795,0.673,0.394,0.325,0.401,0.348
20,0.28,0.38,0.771,0.73,0.382,0.362,0.389,0.368
20,0.28,0.4,0.692,0.711,0.348,0.347,0.344,0.364
20,0.28,0.42,0.791,0.67,0.393,0.322,0.398,0.348
20,0.28,0.44,0.791,0.629,0.389,0.316,0.402,0.313
20,0.28,0.46,0.82,0.695,0.404,0.344,0.416,0.351
20,0.28,0.48,0.828,0.617,0.421,0.322,0.407,0.295
20,0.28,0.5,0.75,0.718,0.374,0.365,0.376,0.353
20,0.28,0.52,0.753,0.734,0.39,0.365,0.363,0.369
20,0.28,0.54,0.783,0.718,0.397,0.341,0.386,0.377
20,0.28,0.56,0.832,0.702,0.409,0.354,0.423,0.348
20,0.28,0.58,0.822,0.697,0.408,0.344,0.414,0.353
20,0.28,0.6,0.831,0.696,0.414,0.334,0.417,0.362
20,0.28,0.62,0.82,0.71,0.404,0.354,0.416,0.356
20,0.28,0.64,0.829,0.715,0.423,0.344,0.406,0.371
20,0.28,0.66,0.77,0.757,0.385,0.392,0.385,0.365
20,0.28,0.68,0.857,0.666,0.427,0.329,0.43,0.337
20,0.28,0.7,0.839,0.641,0.411,0.32,0.428,0.321
20,0.28,0.72,0.833,0.647,0.422,0.315,0.411,0.332
20,0.28,0.74,0.806,0.7,0.405,0.357,0.401,0.343
20,0.28,0.76,0.837,0.693,0.439,0.331,0.398,0.362
20,0.28,0.78,0.829,0.702,0.414,0.352,0.415,0.35
20,0.28,0.8,0.861,0.693,0.434,0.347,0.427,0.346
20,0.28,0.82,0.831,0.719,0.419,0.358,0.412,0.361
20,0.28,0.84,0.837,0.686,0.421,0.348,0.416,0.338
20,0.28,0.86,0.792,0.751,0.405,0.389,0.387,0.362
20,0.28,0.88,0.857,0.704,0.431,0.353,0.426,0.351
20,0.28,0.9,0.811,0.727,0.404,0.369,0.407,0.358
20,0.28,0.92,0.829,0.688,0.413,0.359,0.416,0.329
20,0.28,0.94,0.788,0.729,0.389,0.35,0.399,0.379
20,0.28,0.96,0.81,0.712,0.413,0.357,0.397,0.355
20,0.28,0.98,0.839,0.647,0.43,0.323,0.409,0.324
20,0.28,1,0.818,0.68,0.406,0.345,0.412,0.335
20,0.3,0.02,0.42,0.118,0.258,0.063,0.162,0.055
20,0.3,0.04,0.527,0.219,0.287,0.098,0.24,0.121
20,0.3,0.06,0.539,0.282,0.301,0.146,0.238,0.136
20,0.3,0.08,0.645,0.384,0.345,0.18,0.3,0.204
20,0.3,0.1,0.658,0.338,0.353,0.165,0.305,0.173
20,0.3,0.12,0.675,0.517,0.353,0.251,0.322,0.266
20,0.3,0.14,0.729,0.318,0.392,0.163,0.337,0.155
20,0.3,0.16,0.673,0.513,0.353,0.264,0.32,0.249
20,0.3,0.18,0.722,0.442,0.378,0.225,0.344,0.217
20,0.3,0.2,0.739,0.526,0.386,0.263,0.353,0.263
20,0.3,0.22,0.764,0.528,0.388,0.251,0.376,0.277
20,0.3,0.24,0.713,0.578,0.364,0.293,0.349,0.285
20,0.3,0.26,0.747,0.628,0.388,0.316,0.359,0.312
20,0.3,0.28,0.773,0.543,0.391,0.274,0.382,0.269
20,0.3,0.3,0.795,0.604,0.415,0.304,0.38,0.3
20,0.3,0.32,0.729,0.653,0.372,0.321,0.357,0.332
20,0.3,0.34,0.777,0.648,0.39,0.32,0.387,0.328
20,0.3,0.36,0.794,0.575,0.402,0.293,0.392,0.282
20,0.3,0.38,0.793,0.648,0.398,0.343,0.395,0.305
20,0.3,0.4,0.801,0.667,0.404,0.335,0.397,0.332
20,0.3,0.42,0.783,0.706,0.401,0.348,0.382,0.358
20,0.3,0.44,0.803,0.698,0.405,0.354,0.398,0.344
20,0.3,0.46,0.783,0.653,0.39,0.331,0.393,0.322
20,0.3,0.48,0.761,0.709,0.381,0.349,0.38,0.36
20,0.3,0.5,0.775,0.679,0.386,0.355,0.389,0.324
20,0.3,0.52,0.789,0.681,0.395,0.328,0.394,0.353
20,0.3,0.54,0.789,0.731,0.399,0.363,0.39,0.368
20,0.3,0.56,0.816,0.692,0.409,0.345,0.407,0.347
20,0.3,0.58,0.805,0.679,0.411,0.349,0.394,0.33
20,0.3,0.6,0.805,0.699,0.394,0.343,0.411,0.356
20,0.3,0.62,0.809,0.677,0.4,0.347,0.409,0.33
20,0.3,0.64,0.794,0.731,0.415,0.359,0.379,0.372
20,0.3,0.66,0.801,0.697,0.399,0.351,0.402,0.346
20,0.3,0.68,0.821,0.723,0.405,0.362,0.416,0.361
20,0.3,0.7,0.819,0.694,0.412,0.351,0.407,0.343
20,0.3,0.72,0.8,0.704,0.401,0.357,0.399,0.347
20,0.3,0.74,0.821,0.712,0.417,0.355,0.404,0.357
20,0.3,0.76,0.826,0.707,0.415,0.365,0.411,0.342
20,0.3,0.78,0.823,0.677,0.413,0.346,0.41,0.331
20,0.3,0.8,0.834,0.706,0.418,0.372,0.416,0.334
20,0.3,0.82,0.81,0.736,0.404,0.363,0.406,0.373
20,0.3,0.84,0.792,0.75,0.4,0.371,0.392,0.379
20,0.3,0.86,0.818,0.71,0.413,0.354,0.405,0.356
20,0.3,0.88,0.827,0.704,0.399,0.358,0.428,0.346
20,0.3,0.9,0.822,0.741,0.406,0.375,0.416,0.366
20,0.3,0.92,0.795,0.746,0.393,0.381,0.402,0.365
20,0.3,0.94,0.819,0.729,0.414,0.358,0.405,0.371
20,0.3,0.96,0.838,0.68,0.422,0.337,0.416,0.343
20,0.3,0.98,0.799,0.723,0.406,0.368,0.393,0.355
20,0.3,1,0.828,0.701,0.404,0.365,0.424,0.336
20,0.32,0.02,0.409,0.14,0.256,0.069,0.153,0.071
20,0.32,0.04,0.422,0.224,0.25,0.115,0.172,0.109
20,0.32,0.06,0.492,0.26,0.294,0.141,0.198,0.119
20,0.32,0.08,0.552,0.369,0.298,0.179,0.254,0.19
20,0.32,0.1,0.658,0.363,0.361,0.184,0.297,0.179
20,0.32,0.12,0.608,0.48,0.327,0.254,0.281,0.226
20,0.32,0.14,0.695,0.469,0.367,0.227,0.328,0.242
20,0.32,0.16,0.715,0.495,0.364,0.244,0.351,0.251
20,0.32,0.18,0.757,0.531,0.376,0.262,0.381,0.269
20,0.32,0.2,0.692,0.471,0.36,0.249,0.332,0.222
20,0.32,0.22,0.759,0.482,0.386,0.239,0.373,0.243
20,0.32,0.24,0.783,0.575,0.403,0.297,0.38,0.278
20,0.32,0.26,0.68,0.589,0.343,0.295,0.337,0.294
20,0.32,0.28,0.745,0.633,0.38,0.312,0.365,0.321
20,0.32,0.3,0.809,0.563,0.415,0.276,0.394,0.287
20,0.32,0.32,0.709,0.602,0.366,0.312,0.343,0.29
20,0.32,0.34,0.772,0.699,0.405,0.347,0.367,0.352
20,0.32,0.36,0.756,0.596,0.386,0.293,0.37,0.303
20,0.32,0.38,0.735,0.677,0.372,0.333,0.363,0.344
20,0.32,0.4,0.763,0.702,0.395,0.349,0.368,0.353
20,0.32,0.42,0.783,0.687,0.403,0.344,0.38,0.343
20,0.32,0.44,0.781,0.703,0.399,0.353,0.382,0.35
20,0.32,0.46,0.79,0.689,0.403,0.342,0.387,0.347
20,0.32,0.48,0.798,0.679,0.399,0.346,0.399,0.333
20,0.32,0.5,0.824,0.64,0.416,0.317,0.408,0.323
20,0.32,0.52,0.798,0.675,0.402,0.325,0.396,0.35
20,0.32,0.54,0.852,0.633,0.427,0.319,0.425,0.314
20,0.32,0.56,0.842,0.613,0.422,0.312,0.42,0.301
20,0.32,0.58,0.816,0.695,0.407,0.341,0.409,0.354
20,0.32,0.6,0.839,0.629,0.418,0.311,0.421,0.318
20,0.32,0.62,0.818,0.71,0.398,0.353,0.42,0.357
20,0.32,0.64,0.819,0.662,0.424,0.32,0.395,0.342
20,0.32,0.66,0.774,0.717,0.386,0.357,0.388,0.36
20,0.32,0.68,0.846,0.707,0.434,0.358,0.412,0.349
20,0.32,0.7,0.832,0.692,0.411,0.338,0.421,0.354
20,0.32,0.72,0.842,0.694,0.419,0.353,0.423,0.341
20,0.32,0.74,0.827,0.691,0.414,0.342,0.413,0.349
20,0.32,0.76,0.827,0.721,0.426,0.359,0.401,0.362
20,0.32,0.78,0.804,0.706,0.415,0.348,0.389,0.358
20,0.32,0.8,0.832,0.671,0.423,0.338,0.409,0.333
20,0.32,0.82,0.837,0.696,0.412,0.34,0.425,0.356
20,0.32,0.84,0.823,0.712,0.415,0.359,0.408,0.353
20,0.32,0.86,0.828,0.704,0.409,0.355,0.419,0.349
20,0.32,0.88,0.813,0.745,0.422,0.367,0.391,0.378
20,0.32,0.9,0.851,0.69,0.429,0.344,0.422,0.346
20,0.32,0.92,0.834,0.701,0.429,0.342,0.405,0.359
20,0.32,0.94,0.818,0.711,0.41,0.354,0.408,0.357
20,0.32,0.96,0.838,0.706,0.405,0.364,0.433,0.342
20,0.32,0.98,0.827,0.708,0.407,0.359,0.42,0.349
20,0.32,1,0.83,0.71,0.416,0.356,0.414,0.354
20,0.34,0.02,0.451,0.145,0.282,0.073,0.169,0.072
20,0.34,0.04,0.48,0.2,0.283,0.102,0.197,0.098
20,0.34,0.06,0.511,0.313,0.279,0.142,0.232,0.171
20,0.34,0.08,0.546,0.389,0.302,0.197,0.244,0.192
20,0.34,0.1,0.58,0.445,0.33,0.219,0.25,0.226
20,0.34,0.12,0.675,0.496,0.356,0.259,0.319,0.237
20,0.34,0.14,0.669,0.417,0.338,0.225,0.331,0.192
20,0.34,0.16,0.705,0.536,0.366,0.257,0.339,0.279
20,0.34,0.18,0.666,0.513,0.34,0.251,0.326,0.262
20,0.34,0.2,0.702,0.568,0.371,0.274,0.331,0.294
20,0.34,0.22,0.711,0.551,0.373,0.271,0.338,0.28
20,0.34,0.24,0.761,0.612,0.396,0.302,0.365,0.31
20,0.34,0.26,0.783,0.5,0.395,0.249,0.388,0.251
20,0.34,0.28,0.765,0.568,0.377,0.282,0.388,0.286
20,0.34,0.3,0.768,0.674,0.388,0.335,0.38,0.339
20,0.34,0.32,0.778,0.595,0.389,0.292,0.389,0.303
20,0.34,0.34,0.808,0.644,0.405,0.323,0.403,0.321
20,0.34,0.36,0.786,0.498,0.393,0.258,0.393,0.24
20,0.34,0.38,0.782,0.659,0.394,0.336,0.388,0.323
20,0.34,0.4,0.824,0.66,0.409,0.328,0.415,0.332
20,0.34,0.42,0.792,0.706,0.401,0.342,0.391,0.364
20,0.34,0.44,0.791,0.691,0.399,0.344,0.392,0.347
20,0.34,0.46,0.793,0.541,0.397,0.268,0.396,0.273
20,0.34,0.48,0.803,0.664,0.419,0.331,0.384,0.333
20,0.34,0.5,0.812,0.604,0.406,0.3,0.406,0.304
20,0.34,0.52,0.833,0.654,0.417,0.324,0.416,0.33
20,0.34,0.54,0.811,0.678,0.4,0.346,0.411,0.332
20,0.34,0.56,0.788,0.669,0.395,0.344,0.393,0.325
20,0.34,0.58,0.809,0.682,0.406,0.342,0.403,0.34
20,0.34,0.6,0.817,0.715,0.418,0.351,0.399,0.364
20,0.34,0.62,0.821,0.668,0.414,0.333,0.407,0.335
20,0.34,0.64,0.782,0.704,0.398,0.372,0.384,0.332
20,0.34,0.66,0.8,0.699,0.4,0.349,0.4,0.35
20,0.34,0.68,0.797,0.698,0.405,0.361,0.392,0.337
20,0.34,0.7,0.838,0.706,0.408,0.375,0.43,0.331
20,0.34,0.72,0.8,0.739,0.402,0.363,0.398,0.376
20,0.34,0.74,0.836,0.689,0.422,0.344,0.414,0.345
20,0.34,0.76,0.872,0.576,0.438,0.289,0.434,0.287
20,0.34,0.78,0.826,0.744,0.41,0.376,0.416,0.368
20,0.34,0.8,0.822,0.695,0.408,0.347,0.414,0.348
20,0.34,0.82,0.811,0.693,0.404,0.355,0.407,0.338
20,0.34,0.84,0.836,0.676,0.417,0.344,0.419,0.332
20,0.34,0.86,0.829,0.718,0.426,0.365,0.403,0.353
20,0.34,0.88,0.854,0.656,0.429,0.327,0.425,0.329
20,0.34,0.9,0.845,0.717,0.427,0.354,0.418,0.363
20,0.34,0.92,0.833,0.675,0.421,0.349,0.412,0.326
20,0.34,0.94,0.825,0.461,0.416,0.241,0.409,0.22
20,0.34,0.96,0.804,0.728,0.397,0.367,0.407,0.361
20,0.34,0.98,0.821,0.72,0.42,0.367,0.401,0.353
20,0.34,1,0.812,0.707,0.409,0.356,0.403,0.351
20,0.36,0.02,0.454,0.155,0.279,0.072,0.175,0.083
20,0.36,0.04,0.561,0.307,0.317,0.149,0.244,0.158
20,0.36,0.06,0.525,0.353,0.293,0.174,0.232,0.179
20,0.36,0.08,0.554,0.407,0.299,0.212,0.255,0.195
20,0.36,0.1,0.624,0.396,0.332,0.21,0.292,0.186
20,0.36,0.12,0.593,0.462,0.319,0.236,0.274,0.226
20,0.36,0.14,0.716,0.506,0.376,0.253,0.34,0.253
20,0.36,0.16,0.686,0.547,0.368,0.281,0.318,0.266
20,0.36,0.18,0.722,0.586,0.366,0.292,0.356,0.294
20,0.36,0.2,0.785,0.604,0.397,0.298,0.388,0.306
20,0.36,0.22,0.745,0.555,0.382,0.284,0.363,0.271
20,0.36,0.24,0.758,0.595,0.391,0.304,0.367,0.291
20,0.36,0.26,0.75,0.62,0.386,0.299,0.364,0.321
