"Repeat","beta_U","rho_A.l.","rho_I.l.","rho_Ah.l.","rho_Ih.l.","rho_Al.l.","rho_Il.l."
10,0.22,0.717,0.417,0.364,0.2,0.353,0.217
10,0.24,0.686,0.557,0.344,0.257,0.342,0.3
10,0.26,0.702,0.528,0.375,0.26,0.327,0.268
10,0.28,0.75,0.491,0.393,0.249,0.357,0.242
10,0.3,0.762,0.535,0.391,0.269,0.371,0.266
10,0.32,0.708,0.46,0.353,0.218,0.355,0.242
10,0.34,0.742,0.544,0.375,0.266,0.367,0.278
10,0.36,0.705,0.592,0.36,0.302,0.345,0.29
10,0.38,0.705,0.574,0.353,0.28,0.352,0.294
10,0.4,0.692,0.547,0.354,0.282,0.338,0.265
10,0.42,0.725,0.6,0.397,0.301,0.328,0.299
10,0.44,0.789,0.619,0.405,0.314,0.384,0.305
10,0.46,0.733,0.623,0.373,0.307,0.36,0.316
10,0.48,0.686,0.646,0.365,0.321,0.321,0.325
10,0.5,0.684,0.623,0.371,0.304,0.313,0.319
10,0.52,0.732,0.648,0.385,0.331,0.347,0.317
10,0.54,0.803,0.587,0.409,0.293,0.394,0.294
10,0.56,0.794,0.625,0.411,0.315,0.383,0.31
10,0.58,0.763,0.59,0.384,0.301,0.379,0.289
10,0.6,0.813,0.576,0.413,0.284,0.4,0.292
10,0.62,0.761,0.549,0.403,0.287,0.358,0.262
10,0.64,0.774,0.667,0.39,0.323,0.384,0.344
10,0.66,0.8,0.606,0.417,0.303,0.383,0.303
10,0.68,0.772,0.629,0.392,0.307,0.38,0.322
10,0.7,0.8,0.658,0.405,0.317,0.395,0.341
10,0.72,0.836,0.61,0.418,0.303,0.418,0.307
10,0.74,0.82,0.625,0.422,0.296,0.398,0.329
10,0.76,0.822,0.611,0.413,0.299,0.409,0.312
10,0.78,0.775,0.683,0.405,0.327,0.37,0.356
10,0.8,0.788,0.652,0.397,0.316,0.391,0.336
10,0.82,0.78,0.644,0.401,0.329,0.379,0.315
10,0.84,0.796,0.662,0.42,0.322,0.376,0.34
10,0.86,0.789,0.667,0.4,0.33,0.389,0.337
10,0.88,0.804,0.681,0.4,0.331,0.404,0.35
10,0.9,0.767,0.642,0.385,0.321,0.382,0.321
10,0.92,0.793,0.63,0.405,0.322,0.388,0.308
10,0.94,0.767,0.66,0.39,0.318,0.377,0.342
10,0.96,0.819,0.7,0.418,0.366,0.401,0.334
10,0.98,0.728,0.731,0.362,0.352,0.366,0.379
10,1,0.766,0.674,0.393,0.338,0.373,0.336
11,0.02,0.329,0.098,0.211,0.046,0.118,0.052
11,0.04,0.504,0.174,0.288,0.08,0.216,0.094
11,0.06,0.58,0.311,0.313,0.145,0.267,0.166
11,0.08,0.523,0.287,0.28,0.142,0.243,0.145
11,0.1,0.572,0.353,0.301,0.162,0.271,0.191
11,0.12,0.628,0.359,0.342,0.167,0.286,0.192
11,0.14,0.647,0.442,0.342,0.221,0.305,0.221
11,0.16,0.62,0.49,0.334,0.229,0.286,0.261
11,0.18,0.669,0.399,0.355,0.204,0.314,0.195
11,0.2,0.624,0.503,0.336,0.254,0.288,0.249
11,0.22,0.717,0.417,0.364,0.2,0.353,0.217
11,0.24,0.686,0.557,0.344,0.257,0.342,0.3
11,0.26,0.702,0.528,0.375,0.26,0.327,0.268
11,0.28,0.75,0.491,0.393,0.249,0.357,0.242
11,0.3,0.762,0.535,0.391,0.269,0.371,0.266
11,0.32,0.708,0.46,0.353,0.218,0.355,0.242
11,0.34,0.742,0.544,0.375,0.266,0.367,0.278
11,0.36,0.705,0.592,0.36,0.302,0.345,0.29
11,0.38,0.705,0.574,0.353,0.28,0.352,0.294
11,0.4,0.692,0.547,0.354,0.282,0.338,0.265
11,0.42,0.725,0.6,0.397,0.301,0.328,0.299
11,0.44,0.789,0.619,0.405,0.314,0.384,0.305
11,0.46,0.733,0.623,0.373,0.307,0.36,0.316
11,0.48,0.686,0.646,0.365,0.321,0.321,0.325
11,0.5,0.684,0.623,0.371,0.304,0.313,0.319
11,0.52,0.732,0.648,0.385,0.331,0.347,0.317
11,0.54,0.803,0.587,0.409,0.293,0.394,0.294
11,0.56,0.794,0.625,0.411,0.315,0.383,0.31
11,0.58,0.763,0.59,0.384,0.301,0.379,0.289
11,0.6,0.813,0.576,0.413,0.284,0.4,0.292
11,0.62,0.761,0.549,0.403,0.287,0.358,0.262
11,0.64,0.774,0.667,0.39,0.323,0.384,0.344
11,0.66,0.8,0.606,0.417,0.303,0.383,0.303
11,0.68,0.772,0.629,0.392,0.307,0.38,0.322
11,0.7,0.8,0.658,0.405,0.317,0.395,0.341
11,0.72,0.836,0.61,0.418,0.303,0.418,0.307
11,0.74,0.82,0.625,0.422,0.296,0.398,0.329
11,0.76,0.822,0.611,0.413,0.299,0.409,0.312
11,0.78,0.775,0.683,0.405,0.327,0.37,0.356
11,0.8,0.788,0.652,0.397,0.316,0.391,0.336
11,0.82,0.78,0.644,0.401,0.329,0.379,0.315
11,0.84,0.796,0.662,0.42,0.322,0.376,0.34
11,0.86,0.789,0.667,0.4,0.33,0.389,0.337
11,0.88,0.804,0.681,0.4,0.331,0.404,0.35
11,0.9,0.767,0.642,0.385,0.321,0.382,0.321
11,0.92,0.793,0.63,0.405,0.322,0.388,0.308
11,0.94,0.767,0.66,0.39,0.318,0.377,0.342
11,0.96,0.819,0.7,0.418,0.366,0.401,0.334
11,0.98,0.728,0.731,0.362,0.352,0.366,0.379
11,1,0.766,0.674,0.393,0.338,0.373,0.336
12,0.02,0.329,0.098,0.211,0.046,0.118,0.052
12,0.04,0.504,0.174,0.288,0.08,0.216,0.094
12,0.06,0.58,0.311,0.313,0.145,0.267,0.166
12,0.08,0.523,0.287,0.28,0.142,0.243,0.145
12,0.1,0.572,0.353,0.301,0.162,0.271,0.191
12,0.12,0.628,0.359,0.342,0.167,0.286,0.192
12,0.14,0.647,0.442,0.342,0.221,0.305,0.221
12,0.16,0.62,0.49,0.334,0.229,0.286,0.261
12,0.18,0.669,0.399,0.355,0.204,0.314,0.195
12,0.2,0.624,0.503,0.336,0.254,0.288,0.249
12,0.22,0.717,0.417,0.364,0.2,0.353,0.217
12,0.24,0.686,0.557,0.344,0.257,0.342,0.3
12,0.26,0.702,0.528,0.375,0.26,0.327,0.268
12,0.28,0.75,0.491,0.393,0.249,0.357,0.242
12,0.3,0.762,0.535,0.391,0.269,0.371,0.266
12,0.32,0.708,0.46,0.353,0.218,0.355,0.242
12,0.34,0.742,0.544,0.375,0.266,0.367,0.278
12,0.36,0.705,0.592,0.36,0.302,0.345,0.29
12,0.38,0.705,0.574,0.353,0.28,0.352,0.294
12,0.4,0.692,0.547,0.354,0.282,0.338,0.265
12,0.42,0.725,0.6,0.397,0.301,0.328,0.299
12,0.44,0.789,0.619,0.405,0.314,0.384,0.305
12,0.46,0.733,0.623,0.373,0.307,0.36,0.316
12,0.48,0.686,0.646,0.365,0.321,0.321,0.325
12,0.5,0.684,0.623,0.371,0.304,0.313,0.319
12,0.52,0.732,0.648,0.385,0.331,0.347,0.317
12,0.54,0.803,0.587,0.409,0.293,0.394,0.294
12,0.56,0.794,0.625,0.411,0.315,0.383,0.31
12,0.58,0.763,0.59,0.384,0.301,0.379,0.289
12,0.6,0.813,0.576,0.413,0.284,0.4,0.292
12,0.62,0.761,0.549,0.403,0.287,0.358,0.262
12,0.64,0.774,0.667,0.39,0.323,0.384,0.344
12,0.66,0.8,0.606,0.417,0.303,0.383,0.303
12,0.68,0.772,0.629,0.392,0.307,0.38,0.322
12,0.7,0.8,0.658,0.405,0.317,0.395,0.341
12,0.72,0.836,0.61,0.418,0.303,0.418,0.307
12,0.74,0.82,0.625,0.422,0.296,0.398,0.329
12,0.76,0.822,0.611,0.413,0.299,0.409,0.312
12,0.78,0.775,0.683,0.405,0.327,0.37,0.356
12,0.8,0.788,0.652,0.397,0.316,0.391,0.336
12,0.82,0.78,0.644,0.401,0.329,0.379,0.315
12,0.84,0.796,0.662,0.42,0.322,0.376,0.34
12,0.86,0.789,0.667,0.4,0.33,0.389,0.337
12,0.88,0.804,0.681,0.4,0.331,0.404,0.35
12,0.9,0.767,0.642,0.385,0.321,0.382,0.321
12,0.92,0.793,0.63,0.405,0.322,0.388,0.308
12,0.94,0.767,0.66,0.39,0.318,0.377,0.342
12,0.96,0.819,0.7,0.418,0.366,0.401,0.334
12,0.98,0.728,0.731,0.362,0.352,0.366,0.379
12,1,0.766,0.674,0.393,0.338,0.373,0.336
13,0.02,0.457,0.127,0.279,0.064,0.178,0.063
13,0.04,0.566,0.193,0.335,0.093,0.231,0.1
13,0.06,0.555,0.266,0.311,0.122,0.244,0.144
13,0.08,0.561,0.293,0.3,0.133,0.261,0.16
13,0.1,0.571,0.367,0.313,0.171,0.258,0.196
13,0.12,0.694,0.423,0.365,0.21,0.329,0.213
13,0.14,0.616,0.402,0.334,0.173,0.282,0.229
13,0.16,0.576,0.42,0.294,0.21,0.282,0.21
13,0.18,0.642,0.389,0.346,0.195,0.296,0.194
13,0.2,0.689,0.387,0.366,0.207,0.323,0.18
13,0.22,0.719,0.496,0.38,0.247,0.339,0.249
13,0.24,0.64,0.516,0.348,0.244,0.292,0.272
13,0.26,0.722,0.538,0.388,0.274,0.334,0.264
13,0.28,0.774,0.546,0.399,0.277,0.375,0.269
13,0.3,0.73,0.516,0.381,0.264,0.349,0.252
13,0.32,0.718,0.511,0.371,0.272,0.347,0.239
13,0.34,0.713,0.55,0.373,0.267,0.34,0.283
13,0.36,0.775,0.444,0.395,0.217,0.38,0.227
13,0.38,0.775,0.556,0.384,0.265,0.391,0.291
13,0.4,0.742,0.567,0.371,0.303,0.371,0.264
13,0.42,0.714,0.613,0.359,0.309,0.355,0.304
13,0.44,0.759,0.52,0.375,0.266,0.384,0.254
13,0.46,0.776,0.591,0.407,0.303,0.369,0.288
13,0.48,0.815,0.524,0.413,0.251,0.402,0.273
13,0.5,0.771,0.608,0.389,0.305,0.382,0.303
13,0.52,0.742,0.633,0.38,0.325,0.362,0.308
13,0.54,0.751,0.584,0.379,0.285,0.372,0.299
13,0.56,0.727,0.608,0.362,0.313,0.365,0.295
13,0.58,0.795,0.616,0.417,0.306,0.378,0.31
13,0.6,0.682,0.707,0.344,0.348,0.338,0.359
13,0.62,0.736,0.608,0.377,0.294,0.359,0.314
13,0.64,0.781,0.646,0.39,0.32,0.391,0.326
13,0.66,0.786,0.634,0.402,0.328,0.384,0.306
13,0.68,0.77,0.671,0.404,0.339,0.366,0.332
13,0.7,0.788,0.652,0.402,0.322,0.386,0.33
13,0.72,0.801,0.632,0.406,0.323,0.395,0.309
13,0.74,0.795,0.633,0.39,0.318,0.405,0.315
13,0.76,0.832,0.528,0.42,0.258,0.412,0.27
13,0.78,0.83,0.652,0.412,0.319,0.418,0.333
13,0.8,0.777,0.663,0.409,0.335,0.368,0.328
13,0.82,0.777,0.684,0.399,0.345,0.378,0.339
13,0.84,0.822,0.639,0.412,0.33,0.41,0.309
13,0.86,0.833,0.685,0.427,0.332,0.406,0.353
13,0.88,0.786,0.693,0.391,0.351,0.395,0.342
13,0.9,0.801,0.663,0.397,0.334,0.404,0.329
13,0.92,0.759,0.617,0.376,0.313,0.383,0.304
13,0.94,0.829,0.64,0.418,0.331,0.411,0.309
13,0.96,0.795,0.694,0.404,0.358,0.391,0.336
13,0.98,0.827,0.685,0.42,0.319,0.407,0.366
13,1,0.805,0.689,0.415,0.354,0.39,0.335
14,0.02,0.457,0.127,0.279,0.064,0.178,0.063
14,0.04,0.566,0.193,0.335,0.093,0.231,0.1
14,0.06,0.555,0.266,0.311,0.122,0.244,0.144
14,0.08,0.561,0.293,0.3,0.133,0.261,0.16
14,0.1,0.571,0.367,0.313,0.171,0.258,0.196
14,0.12,0.694,0.423,0.365,0.21,0.329,0.213
14,0.14,0.616,0.402,0.334,0.173,0.282,0.229
14,0.16,0.576,0.42,0.294,0.21,0.282,0.21
14,0.18,0.642,0.389,0.346,0.195,0.296,0.194
14,0.2,0.689,0.387,0.366,0.207,0.323,0.18
14,0.22,0.719,0.496,0.38,0.247,0.339,0.249
14,0.24,0.64,0.516,0.348,0.244,0.292,0.272
14,0.26,0.722,0.538,0.388,0.274,0.334,0.264
14,0.28,0.774,0.546,0.399,0.277,0.375,0.269
14,0.3,0.73,0.516,0.381,0.264,0.349,0.252
14,0.32,0.718,0.511,0.371,0.272,0.347,0.239
14,0.34,0.713,0.55,0.373,0.267,0.34,0.283
14,0.36,0.775,0.444,0.395,0.217,0.38,0.227
14,0.38,0.775,0.556,0.384,0.265,0.391,0.291
14,0.4,0.742,0.567,0.371,0.303,0.371,0.264
14,0.42,0.714,0.613,0.359,0.309,0.355,0.304
14,0.44,0.759,0.52,0.375,0.266,0.384,0.254
14,0.46,0.776,0.591,0.407,0.303,0.369,0.288
14,0.48,0.815,0.524,0.413,0.251,0.402,0.273
14,0.5,0.771,0.608,0.389,0.305,0.382,0.303
14,0.52,0.742,0.633,0.38,0.325,0.362,0.308
14,0.54,0.751,0.584,0.379,0.285,0.372,0.299
14,0.56,0.727,0.608,0.362,0.313,0.365,0.295
14,0.58,0.795,0.616,0.417,0.306,0.378,0.31
14,0.6,0.682,0.707,0.344,0.348,0.338,0.359
14,0.62,0.736,0.608,0.377,0.294,0.359,0.314
14,0.64,0.781,0.646,0.39,0.32,0.391,0.326
14,0.66,0.786,0.634,0.402,0.328,0.384,0.306
14,0.68,0.77,0.671,0.404,0.339,0.366,0.332
14,0.7,0.788,0.652,0.402,0.322,0.386,0.33
14,0.72,0.801,0.632,0.406,0.323,0.395,0.309
14,0.74,0.795,0.633,0.39,0.318,0.405,0.315
14,0.76,0.832,0.528,0.42,0.258,0.412,0.27
14,0.78,0.83,0.652,0.412,0.319,0.418,0.333
14,0.8,0.777,0.663,0.409,0.335,0.368,0.328
14,0.82,0.777,0.684,0.399,0.345,0.378,0.339
14,0.84,0.822,0.639,0.412,0.33,0.41,0.309
14,0.86,0.833,0.685,0.427,0.332,0.406,0.353
14,0.88,0.786,0.693,0.391,0.351,0.395,0.342
14,0.9,0.801,0.663,0.397,0.334,0.404,0.329
14,0.92,0.759,0.617,0.376,0.313,0.383,0.304
14,0.94,0.829,0.64,0.418,0.331,0.411,0.309
14,0.96,0.795,0.694,0.404,0.358,0.391,0.336
14,0.98,0.827,0.685,0.42,0.319,0.407,0.366
14,1,0.805,0.689,0.415,0.354,0.39,0.335
15,0.02,0.457,0.127,0.279,0.064,0.178,0.063
15,0.04,0.566,0.193,0.335,0.093,0.231,0.1
15,0.06,0.555,0.266,0.311,0.122,0.244,0.144
15,0.08,0.561,0.293,0.3,0.133,0.261,0.16
15,0.1,0.571,0.367,0.313,0.171,0.258,0.196
15,0.12,0.694,0.423,0.365,0.21,0.329,0.213
15,0.14,0.616,0.402,0.334,0.173,0.282,0.229
15,0.16,0.576,0.42,0.294,0.21,0.282,0.21
15,0.18,0.642,0.389,0.346,0.195,0.296,0.194
15,0.2,0.689,0.387,0.366,0.207,0.323,0.18
15,0.22,0.719,0.496,0.38,0.247,0.339,0.249
15,0.24,0.64,0.516,0.348,0.244,0.292,0.272
15,0.26,0.722,0.538,0.388,0.274,0.334,0.264
15,0.28,0.774,0.546,0.399,0.277,0.375,0.269
15,0.3,0.73,0.516,0.381,0.264,0.349,0.252
15,0.32,0.718,0.511,0.371,0.272,0.347,0.239
15,0.34,0.713,0.55,0.373,0.267,0.34,0.283
15,0.36,0.775,0.444,0.395,0.217,0.38,0.227
15,0.38,0.775,0.556,0.384,0.265,0.391,0.291
15,0.4,0.742,0.567,0.371,0.303,0.371,0.264
15,0.42,0.714,0.613,0.359,0.309,0.355,0.304
15,0.44,0.759,0.52,0.375,0.266,0.384,0.254
15,0.46,0.776,0.591,0.407,0.303,0.369,0.288
15,0.48,0.815,0.524,0.413,0.251,0.402,0.273
15,0.5,0.771,0.608,0.389,0.305,0.382,0.303
15,0.52,0.742,0.633,0.38,0.325,0.362,0.308
15,0.54,0.751,0.584,0.379,0.285,0.372,0.299
15,0.56,0.727,0.608,0.362,0.313,0.365,0.295
15,0.58,0.795,0.616,0.417,0.306,0.378,0.31
15,0.6,0.682,0.707,0.344,0.348,0.338,0.359
15,0.62,0.736,0.608,0.377,0.294,0.359,0.314
15,0.64,0.781,0.646,0.39,0.32,0.391,0.326
15,0.66,0.786,0.634,0.402,0.328,0.384,0.306
15,0.68,0.77,0.671,0.404,0.339,0.366,0.332
15,0.7,0.788,0.652,0.402,0.322,0.386,0.33
15,0.72,0.801,0.632,0.406,0.323,0.395,0.309
15,0.74,0.795,0.633,0.39,0.318,0.405,0.315
15,0.76,0.832,0.528,0.42,0.258,0.412,0.27
15,0.78,0.83,0.652,0.412,0.319,0.418,0.333
15,0.8,0.777,0.663,0.409,0.335,0.368,0.328
15,0.82,0.777,0.684,0.399,0.345,0.378,0.339
15,0.84,0.822,0.639,0.412,0.33,0.41,0.309
15,0.86,0.833,0.685,0.427,0.332,0.406,0.353
15,0.88,0.786,0.693,0.391,0.351,0.395,0.342
15,0.9,0.801,0.663,0.397,0.334,0.404,0.329
15,0.92,0.759,0.617,0.376,0.313,0.383,0.304
15,0.94,0.829,0.64,0.418,0.331,0.411,0.309
15,0.96,0.795,0.694,0.404,0.358,0.391,0.336
15,0.98,0.827,0.685,0.42,0.319,0.407,0.366
15,1,0.805,0.689,0.415,0.354,0.39,0.335
16,0.02,0.457,0.127,0.279,0.064,0.178,0.063
16,0.04,0.566,0.193,0.335,0.093,0.231,0.1
16,0.06,0.555,0.266,0.311,0.122,0.244,0.144
16,0.08,0.561,0.293,0.3,0.133,0.261,0.16
16,0.1,0.571,0.367,0.313,0.171,0.258,0.196
16,0.12,0.694,0.423,0.365,0.21,0.329,0.213
16,0.14,0.616,0.402,0.334,0.173,0.282,0.229
16,0.16,0.576,0.42,0.294,0.21,0.282,0.21
16,0.18,0.642,0.389,0.346,0.195,0.296,0.194
16,0.2,0.689,0.387,0.366,0.207,0.323,0.18
16,0.22,0.719,0.496,0.38,0.247,0.339,0.249
16,0.24,0.64,0.516,0.348,0.244,0.292,0.272
16,0.26,0.722,0.538,0.388,0.274,0.334,0.264
16,0.28,0.774,0.546,0.399,0.277,0.375,0.269
16,0.3,0.73,0.516,0.381,0.264,0.349,0.252
16,0.32,0.718,0.511,0.371,0.272,0.347,0.239
16,0.34,0.713,0.55,0.373,0.267,0.34,0.283
16,0.36,0.775,0.444,0.395,0.217,0.38,0.227
16,0.38,0.775,0.556,0.384,0.265,0.391,0.291
16,0.4,0.742,0.567,0.371,0.303,0.371,0.264
16,0.42,0.714,0.613,0.359,0.309,0.355,0.304
16,0.44,0.759,0.52,0.375,0.266,0.384,0.254
16,0.46,0.776,0.591,0.407,0.303,0.369,0.288
16,0.48,0.815,0.524,0.413,0.251,0.402,0.273
16,0.5,0.771,0.608,0.389,0.305,0.382,0.303
16,0.52,0.742,0.633,0.38,0.325,0.362,0.308
16,0.54,0.751,0.584,0.379,0.285,0.372,0.299
16,0.56,0.727,0.608,0.362,0.313,0.365,0.295
16,0.58,0.795,0.616,0.417,0.306,0.378,0.31
16,0.6,0.682,0.707,0.344,0.348,0.338,0.359
16,0.62,0.736,0.608,0.377,0.294,0.359,0.314
16,0.64,0.781,0.646,0.39,0.32,0.391,0.326
16,0.66,0.786,0.634,0.402,0.328,0.384,0.306
16,0.68,0.77,0.671,0.404,0.339,0.366,0.332
16,0.7,0.788,0.652,0.402,0.322,0.386,0.33
16,0.72,0.801,0.632,0.406,0.323,0.395,0.309
16,0.74,0.795,0.633,0.39,0.318,0.405,0.315
16,0.76,0.832,0.528,0.42,0.258,0.412,0.27
16,0.78,0.83,0.652,0.412,0.319,0.418,0.333
16,0.8,0.777,0.663,0.409,0.335,0.368,0.328
16,0.82,0.777,0.684,0.399,0.345,0.378,0.339
16,0.84,0.822,0.639,0.412,0.33,0.41,0.309
16,0.86,0.833,0.685,0.427,0.332,0.406,0.353
16,0.88,0.786,0.693,0.391,0.351,0.395,0.342
16,0.9,0.801,0.663,0.397,0.334,0.404,0.329
16,0.92,0.759,0.617,0.376,0.313,0.383,0.304
16,0.94,0.829,0.64,0.418,0.331,0.411,0.309
16,0.96,0.795,0.694,0.404,0.358,0.391,0.336
16,0.98,0.827,0.685,0.42,0.319,0.407,0.366
16,1,0.805,0.689,0.415,0.354,0.39,0.335
17,0.02,0.457,0.127,0.279,0.064,0.178,0.063
17,0.04,0.566,0.193,0.335,0.093,0.231,0.1
17,0.06,0.555,0.266,0.311,0.122,0.244,0.144
17,0.08,0.561,0.293,0.3,0.133,0.261,0.16
17,0.1,0.571,0.367,0.313,0.171,0.258,0.196
17,0.12,0.694,0.423,0.365,0.21,0.329,0.213
17,0.14,0.616,0.402,0.334,0.173,0.282,0.229
17,0.16,0.576,0.42,0.294,0.21,0.282,0.21
17,0.18,0.642,0.389,0.346,0.195,0.296,0.194
17,0.2,0.689,0.387,0.366,0.207,0.323,0.18
17,0.22,0.719,0.496,0.38,0.247,0.339,0.249
17,0.24,0.64,0.516,0.348,0.244,0.292,0.272
17,0.26,0.722,0.538,0.388,0.274,0.334,0.264
17,0.28,0.774,0.546,0.399,0.277,0.375,0.269
17,0.3,0.73,0.516,0.381,0.264,0.349,0.252
17,0.32,0.718,0.511,0.371,0.272,0.347,0.239
17,0.34,0.713,0.55,0.373,0.267,0.34,0.283
17,0.36,0.775,0.444,0.395,0.217,0.38,0.227
17,0.38,0.775,0.556,0.384,0.265,0.391,0.291
17,0.4,0.742,0.567,0.371,0.303,0.371,0.264
17,0.42,0.714,0.613,0.359,0.309,0.355,0.304
17,0.44,0.759,0.52,0.375,0.266,0.384,0.254
17,0.46,0.776,0.591,0.407,0.303,0.369,0.288
17,0.48,0.815,0.524,0.413,0.251,0.402,0.273
17,0.5,0.771,0.608,0.389,0.305,0.382,0.303
17,0.52,0.742,0.633,0.38,0.325,0.362,0.308
17,0.54,0.751,0.584,0.379,0.285,0.372,0.299
17,0.56,0.727,0.608,0.362,0.313,0.365,0.295
17,0.58,0.795,0.616,0.417,0.306,0.378,0.31
17,0.6,0.682,0.707,0.344,0.348,0.338,0.359
17,0.62,0.736,0.608,0.377,0.294,0.359,0.314
17,0.64,0.781,0.646,0.39,0.32,0.391,0.326
17,0.66,0.786,0.634,0.402,0.328,0.384,0.306
17,0.68,0.77,0.671,0.404,0.339,0.366,0.332
17,0.7,0.788,0.652,0.402,0.322,0.386,0.33
17,0.72,0.801,0.632,0.406,0.323,0.395,0.309
17,0.74,0.795,0.633,0.39,0.318,0.405,0.315
17,0.76,0.832,0.528,0.42,0.258,0.412,0.27
17,0.78,0.83,0.652,0.412,0.319,0.418,0.333
17,0.8,0.777,0.663,0.409,0.335,0.368,0.328
17,0.82,0.777,0.684,0.399,0.345,0.378,0.339
17,0.84,0.822,0.639,0.412,0.33,0.41,0.309
17,0.86,0.833,0.685,0.427,0.332,0.406,0.353
17,0.88,0.786,0.693,0.391,0.351,0.395,0.342
17,0.9,0.801,0.663,0.397,0.334,0.404,0.329
17,0.92,0.759,0.617,0.376,0.313,0.383,0.304
17,0.94,0.829,0.64,0.418,0.331,0.411,0.309
17,0.96,0.795,0.694,0.404,0.358,0.391,0.336
17,0.98,0.827,0.685,0.42,0.319,0.407,0.366
17,1,0.805,0.689,0.415,0.354,0.39,0.335
18,0.02,0.457,0.127,0.279,0.064,0.178,0.063
18,0.04,0.566,0.193,0.335,0.093,0.231,0.1
18,0.06,0.555,0.266,0.311,0.122,0.244,0.144
18,0.08,0.561,0.293,0.3,0.133,0.261,0.16
18,0.1,0.571,0.367,0.313,0.171,0.258,0.196
18,0.12,0.694,0.423,0.365,0.21,0.329,0.213
18,0.14,0.616,0.402,0.334,0.173,0.282,0.229
18,0.16,0.576,0.42,0.294,0.21,0.282,0.21
18,0.18,0.642,0.389,0.346,0.195,0.296,0.194
18,0.2,0.689,0.387,0.366,0.207,0.323,0.18
18,0.22,0.719,0.496,0.38,0.247,0.339,0.249
18,0.24,0.64,0.516,0.348,0.244,0.292,0.272
18,0.26,0.722,0.538,0.388,0.274,0.334,0.264
18,0.28,0.774,0.546,0.399,0.277,0.375,0.269
18,0.3,0.73,0.516,0.381,0.264,0.349,0.252
18,0.32,0.718,0.511,0.371,0.272,0.347,0.239
18,0.34,0.713,0.55,0.373,0.267,0.34,0.283
18,0.36,0.775,0.444,0.395,0.217,0.38,0.227
18,0.38,0.775,0.556,0.384,0.265,0.391,0.291
18,0.4,0.742,0.567,0.371,0.303,0.371,0.264
18,0.42,0.714,0.613,0.359,0.309,0.355,0.304
18,0.44,0.759,0.52,0.375,0.266,0.384,0.254
18,0.46,0.776,0.591,0.407,0.303,0.369,0.288
18,0.48,0.815,0.524,0.413,0.251,0.402,0.273
18,0.5,0.771,0.608,0.389,0.305,0.382,0.303
18,0.52,0.742,0.633,0.38,0.325,0.362,0.308
18,0.54,0.751,0.584,0.379,0.285,0.372,0.299
18,0.56,0.727,0.608,0.362,0.313,0.365,0.295
18,0.58,0.795,0.616,0.417,0.306,0.378,0.31
18,0.6,0.682,0.707,0.344,0.348,0.338,0.359
18,0.62,0.736,0.608,0.377,0.294,0.359,0.314
18,0.64,0.781,0.646,0.39,0.32,0.391,0.326
18,0.66,0.786,0.634,0.402,0.328,0.384,0.306
18,0.68,0.77,0.671,0.404,0.339,0.366,0.332
18,0.7,0.788,0.652,0.402,0.322,0.386,0.33
18,0.72,0.801,0.632,0.406,0.323,0.395,0.309
18,0.74,0.795,0.633,0.39,0.318,0.405,0.315
18,0.76,0.832,0.528,0.42,0.258,0.412,0.27
18,0.78,0.83,0.652,0.412,0.319,0.418,0.333
18,0.8,0.777,0.663,0.409,0.335,0.368,0.328
18,0.82,0.777,0.684,0.399,0.345,0.378,0.339
18,0.84,0.822,0.639,0.412,0.33,0.41,0.309
18,0.86,0.833,0.685,0.427,0.332,0.406,0.353
18,0.88,0.786,0.693,0.391,0.351,0.395,0.342
18,0.9,0.801,0.663,0.397,0.334,0.404,0.329
18,0.92,0.759,0.617,0.376,0.313,0.383,0.304
18,0.94,0.829,0.64,0.418,0.331,0.411,0.309
18,0.96,0.795,0.694,0.404,0.358,0.391,0.336
18,0.98,0.827,0.685,0.42,0.319,0.407,0.366
18,1,0.805,0.689,0.415,0.354,0.39,0.335
19,0.02,0.457,0.127,0.279,0.064,0.178,0.063
19,0.04,0.566,0.193,0.335,0.093,0.231,0.1
19,0.06,0.555,0.266,0.311,0.122,0.244,0.144
19,0.08,0.561,0.293,0.3,0.133,0.261,0.16
19,0.1,0.571,0.367,0.313,0.171,0.258,0.196
19,0.12,0.694,0.423,0.365,0.21,0.329,0.213
19,0.14,0.616,0.402,0.334,0.173,0.282,0.229
19,0.16,0.576,0.42,0.294,0.21,0.282,0.21
19,0.18,0.642,0.389,0.346,0.195,0.296,0.194
19,0.2,0.689,0.387,0.366,0.207,0.323,0.18
19,0.22,0.719,0.496,0.38,0.247,0.339,0.249
19,0.24,0.64,0.516,0.348,0.244,0.292,0.272
19,0.26,0.722,0.538,0.388,0.274,0.334,0.264
19,0.28,0.774,0.546,0.399,0.277,0.375,0.269
19,0.3,0.73,0.516,0.381,0.264,0.349,0.252
19,0.32,0.718,0.511,0.371,0.272,0.347,0.239
19,0.34,0.713,0.55,0.373,0.267,0.34,0.283
19,0.36,0.775,0.444,0.395,0.217,0.38,0.227
19,0.38,0.775,0.556,0.384,0.265,0.391,0.291
19,0.4,0.742,0.567,0.371,0.303,0.371,0.264
19,0.42,0.714,0.613,0.359,0.309,0.355,0.304
19,0.44,0.759,0.52,0.375,0.266,0.384,0.254
19,0.46,0.776,0.591,0.407,0.303,0.369,0.288
19,0.48,0.815,0.524,0.413,0.251,0.402,0.273
19,0.5,0.771,0.608,0.389,0.305,0.382,0.303
