"Repeat","beta_U","rho_A.l.","rho_I.l.","rho_Ah.l.","rho_Ih.l.","rho_Al.l.","rho_Il.l."
10,0.26,0.658,0.518,0.346,0.253,0.312,0.265
10,0.28,0.596,0.55,0.312,0.273,0.284,0.277
10,0.3,0.667,0.606,0.357,0.302,0.31,0.304
10,0.32,0.735,0.494,0.365,0.249,0.37,0.245
10,0.34,0.638,0.624,0.328,0.294,0.31,0.33
10,0.36,0.724,0.454,0.367,0.214,0.357,0.24
10,0.38,0.72,0.632,0.377,0.321,0.343,0.311
10,0.4,0.703,0.585,0.361,0.283,0.342,0.302
10,0.42,0.717,0.559,0.369,0.278,0.348,0.281
10,0.44,0.777,0.577,0.405,0.297,0.372,0.28
10,0.46,0.778,0.606,0.383,0.304,0.395,0.302
10,0.48,0.753,0.6,0.382,0.295,0.371,0.305
10,0.5,0.763,0.553,0.383,0.278,0.38,0.275
10,0.52,0.752,0.605,0.381,0.294,0.371,0.311
10,0.54,0.762,0.58,0.384,0.286,0.378,0.294
10,0.56,0.747,0.566,0.372,0.29,0.375,0.276
10,0.58,0.723,0.61,0.364,0.306,0.359,0.304
10,0.6,0.763,0.645,0.395,0.327,0.368,0.318
10,0.62,0.738,0.639,0.375,0.328,0.363,0.311
10,0.64,0.768,0.576,0.388,0.287,0.38,0.289
10,0.66,0.805,0.603,0.405,0.302,0.4,0.301
10,0.68,0.784,0.625,0.397,0.313,0.387,0.312
10,0.7,0.776,0.616,0.41,0.304,0.366,0.312
10,0.72,0.822,0.612,0.413,0.317,0.409,0.295
10,0.74,0.786,0.571,0.395,0.282,0.391,0.289
10,0.76,0.735,0.71,0.371,0.35,0.364,0.36
10,0.78,0.777,0.66,0.392,0.318,0.385,0.342
10,0.8,0.782,0.683,0.39,0.343,0.392,0.34
10,0.82,0.784,0.625,0.397,0.319,0.387,0.306
10,0.84,0.776,0.698,0.392,0.333,0.384,0.365
10,0.86,0.773,0.627,0.378,0.317,0.395,0.31
10,0.88,0.775,0.689,0.396,0.339,0.379,0.35
10,0.9,0.76,0.689,0.385,0.355,0.375,0.334
10,0.92,0.74,0.708,0.37,0.355,0.37,0.353
10,0.94,0.764,0.702,0.384,0.353,0.38,0.349
10,0.96,0.797,0.694,0.405,0.349,0.392,0.345
10,0.98,0.801,0.668,0.394,0.324,0.407,0.344
10,1,0.805,0.61,0.411,0.298,0.394,0.312
11,0.02,0.317,0.118,0.196,0.052,0.121,0.066
11,0.04,0.487,0.205,0.267,0.097,0.22,0.108
11,0.06,0.547,0.319,0.307,0.144,0.24,0.175
11,0.08,0.489,0.332,0.269,0.147,0.22,0.185
11,0.1,0.623,0.392,0.322,0.189,0.301,0.203
11,0.12,0.617,0.438,0.334,0.212,0.283,0.226
11,0.14,0.612,0.472,0.316,0.215,0.296,0.257
11,0.16,0.627,0.414,0.327,0.205,0.3,0.209
11,0.18,0.633,0.428,0.331,0.214,0.302,0.214
11,0.2,0.668,0.468,0.352,0.239,0.316,0.229
11,0.22,0.682,0.516,0.362,0.253,0.32,0.263
11,0.24,0.658,0.541,0.34,0.274,0.318,0.267
11,0.26,0.658,0.518,0.346,0.253,0.312,0.265
11,0.28,0.596,0.55,0.312,0.273,0.284,0.277
11,0.3,0.667,0.606,0.357,0.302,0.31,0.304
11,0.32,0.735,0.494,0.365,0.249,0.37,0.245
11,0.34,0.638,0.624,0.328,0.294,0.31,0.33
11,0.36,0.724,0.454,0.367,0.214,0.357,0.24
11,0.38,0.72,0.632,0.377,0.321,0.343,0.311
11,0.4,0.703,0.585,0.361,0.283,0.342,0.302
11,0.42,0.717,0.559,0.369,0.278,0.348,0.281
11,0.44,0.777,0.577,0.405,0.297,0.372,0.28
11,0.46,0.778,0.606,0.383,0.304,0.395,0.302
11,0.48,0.753,0.6,0.382,0.295,0.371,0.305
11,0.5,0.763,0.553,0.383,0.278,0.38,0.275
11,0.52,0.752,0.605,0.381,0.294,0.371,0.311
11,0.54,0.762,0.58,0.384,0.286,0.378,0.294
11,0.56,0.747,0.566,0.372,0.29,0.375,0.276
11,0.58,0.723,0.61,0.364,0.306,0.359,0.304
11,0.6,0.763,0.645,0.395,0.327,0.368,0.318
11,0.62,0.738,0.639,0.375,0.328,0.363,0.311
11,0.64,0.768,0.576,0.388,0.287,0.38,0.289
11,0.66,0.805,0.603,0.405,0.302,0.4,0.301
11,0.68,0.784,0.625,0.397,0.313,0.387,0.312
11,0.7,0.776,0.616,0.41,0.304,0.366,0.312
11,0.72,0.822,0.612,0.413,0.317,0.409,0.295
11,0.74,0.786,0.571,0.395,0.282,0.391,0.289
11,0.76,0.735,0.71,0.371,0.35,0.364,0.36
11,0.78,0.777,0.66,0.392,0.318,0.385,0.342
11,0.8,0.782,0.683,0.39,0.343,0.392,0.34
11,0.82,0.784,0.625,0.397,0.319,0.387,0.306
11,0.84,0.776,0.698,0.392,0.333,0.384,0.365
11,0.86,0.773,0.627,0.378,0.317,0.395,0.31
11,0.88,0.775,0.689,0.396,0.339,0.379,0.35
11,0.9,0.76,0.689,0.385,0.355,0.375,0.334
11,0.92,0.74,0.708,0.37,0.355,0.37,0.353
11,0.94,0.764,0.702,0.384,0.353,0.38,0.349
11,0.96,0.797,0.694,0.405,0.349,0.392,0.345
11,0.98,0.801,0.668,0.394,0.324,0.407,0.344
11,1,0.805,0.61,0.411,0.298,0.394,0.312
12,0.02,0.317,0.118,0.196,0.052,0.121,0.066
12,0.04,0.487,0.205,0.267,0.097,0.22,0.108
12,0.06,0.547,0.319,0.307,0.144,0.24,0.175
12,0.08,0.489,0.332,0.269,0.147,0.22,0.185
12,0.1,0.623,0.392,0.322,0.189,0.301,0.203
12,0.12,0.617,0.438,0.334,0.212,0.283,0.226
12,0.14,0.612,0.472,0.316,0.215,0.296,0.257
12,0.16,0.627,0.414,0.327,0.205,0.3,0.209
12,0.18,0.633,0.428,0.331,0.214,0.302,0.214
12,0.2,0.668,0.468,0.352,0.239,0.316,0.229
12,0.22,0.682,0.516,0.362,0.253,0.32,0.263
12,0.24,0.658,0.541,0.34,0.274,0.318,0.267
12,0.26,0.658,0.518,0.346,0.253,0.312,0.265
12,0.28,0.596,0.55,0.312,0.273,0.284,0.277
12,0.3,0.667,0.606,0.357,0.302,0.31,0.304
12,0.32,0.735,0.494,0.365,0.249,0.37,0.245
12,0.34,0.638,0.624,0.328,0.294,0.31,0.33
12,0.36,0.724,0.454,0.367,0.214,0.357,0.24
12,0.38,0.72,0.632,0.377,0.321,0.343,0.311
12,0.4,0.703,0.585,0.361,0.283,0.342,0.302
12,0.42,0.717,0.559,0.369,0.278,0.348,0.281
12,0.44,0.777,0.577,0.405,0.297,0.372,0.28
12,0.46,0.778,0.606,0.383,0.304,0.395,0.302
12,0.48,0.753,0.6,0.382,0.295,0.371,0.305
12,0.5,0.763,0.553,0.383,0.278,0.38,0.275
12,0.52,0.752,0.605,0.381,0.294,0.371,0.311
12,0.54,0.762,0.58,0.384,0.286,0.378,0.294
12,0.56,0.747,0.566,0.372,0.29,0.375,0.276
12,0.58,0.723,0.61,0.364,0.306,0.359,0.304
12,0.6,0.763,0.645,0.395,0.327,0.368,0.318
12,0.62,0.738,0.639,0.375,0.328,0.363,0.311
12,0.64,0.768,0.576,0.388,0.287,0.38,0.289
12,0.66,0.805,0.603,0.405,0.302,0.4,0.301
12,0.68,0.784,0.625,0.397,0.313,0.387,0.312
12,0.7,0.776,0.616,0.41,0.304,0.366,0.312
12,0.72,0.822,0.612,0.413,0.317,0.409,0.295
12,0.74,0.786,0.571,0.395,0.282,0.391,0.289
12,0.76,0.735,0.71,0.371,0.35,0.364,0.36
12,0.78,0.777,0.66,0.392,0.318,0.385,0.342
12,0.8,0.782,0.683,0.39,0.343,0.392,0.34
12,0.82,0.784,0.625,0.397,0.319,0.387,0.306
12,0.84,0.776,0.698,0.392,0.333,0.384,0.365
12,0.86,0.773,0.627,0.378,0.317,0.395,0.31
12,0.88,0.775,0.689,0.396,0.339,0.379,0.35
12,0.9,0.76,0.689,0.385,0.355,0.375,0.334
12,0.92,0.74,0.708,0.37,0.355,0.37,0.353
12,0.94,0.764,0.702,0.384,0.353,0.38,0.349
12,0.96,0.797,0.694,0.405,0.349,0.392,0.345
12,0.98,0.801,0.668,0.394,0.324,0.407,0.344
12,1,0.805,0.61,0.411,0.298,0.394,0.312
13,0.02,0.34,0.069,0.225,0.03,0.115,0.039
13,0.04,0.441,0.236,0.24,0.102,0.201,0.134
13,0.06,0.438,0.28,0.234,0.133,0.204,0.147
13,0.08,0.51,0.335,0.294,0.163,0.216,0.172
13,0.1,0.537,0.376,0.313,0.178,0.224,0.198
13,0.12,0.624,0.415,0.338,0.215,0.286,0.2
13,0.14,0.65,0.47,0.34,0.234,0.31,0.236
13,0.16,0.549,0.488,0.288,0.24,0.261,0.248
13,0.18,0.617,0.505,0.322,0.235,0.295,0.27
13,0.2,0.602,0.495,0.324,0.259,0.278,0.236
13,0.22,0.639,0.476,0.336,0.245,0.303,0.231
13,0.24,0.613,0.559,0.327,0.281,0.286,0.278
13,0.26,0.672,0.572,0.344,0.284,0.328,0.288
13,0.28,0.727,0.546,0.373,0.281,0.354,0.265
13,0.3,0.728,0.56,0.386,0.288,0.342,0.272
13,0.32,0.674,0.596,0.357,0.293,0.317,0.303
13,0.34,0.597,0.569,0.311,0.285,0.286,0.284
13,0.36,0.745,0.582,0.377,0.292,0.368,0.29
13,0.38,0.753,0.608,0.39,0.305,0.363,0.303
13,0.4,0.721,0.558,0.365,0.285,0.356,0.273
13,0.42,0.75,0.539,0.382,0.271,0.368,0.268
13,0.44,0.723,0.653,0.371,0.318,0.352,0.335
13,0.46,0.71,0.613,0.36,0.291,0.35,0.322
13,0.48,0.699,0.632,0.359,0.319,0.34,0.313
13,0.5,0.739,0.52,0.384,0.263,0.355,0.257
13,0.52,0.769,0.579,0.386,0.29,0.383,0.289
13,0.54,0.781,0.616,0.404,0.294,0.377,0.322
13,0.56,0.772,0.608,0.384,0.311,0.388,0.297
13,0.58,0.765,0.579,0.384,0.271,0.381,0.308
13,0.6,0.788,0.559,0.396,0.286,0.392,0.273
13,0.62,0.758,0.638,0.385,0.322,0.373,0.316
13,0.64,0.752,0.62,0.372,0.305,0.38,0.315
13,0.66,0.752,0.617,0.377,0.305,0.375,0.312
13,0.68,0.784,0.673,0.396,0.344,0.388,0.329
13,0.7,0.721,0.676,0.362,0.327,0.359,0.349
13,0.72,0.798,0.618,0.401,0.3,0.397,0.318
13,0.74,0.761,0.686,0.39,0.337,0.371,0.349
13,0.76,0.798,0.632,0.392,0.299,0.406,0.333
13,0.78,0.773,0.67,0.394,0.323,0.379,0.347
13,0.8,0.806,0.624,0.404,0.314,0.402,0.31
13,0.82,0.79,0.629,0.397,0.311,0.393,0.318
13,0.84,0.801,0.681,0.403,0.334,0.398,0.347
13,0.86,0.741,0.723,0.377,0.357,0.364,0.366
13,0.88,0.798,0.68,0.405,0.345,0.393,0.335
13,0.9,0.646,0.754,0.322,0.377,0.324,0.377
13,0.92,0.771,0.654,0.387,0.329,0.384,0.325
13,0.94,0.828,0.695,0.414,0.352,0.414,0.343
13,0.96,0.788,0.686,0.391,0.333,0.397,0.353
13,0.98,0.808,0.651,0.404,0.326,0.404,0.325
13,1,0.806,0.682,0.406,0.341,0.4,0.341
14,0.02,0.34,0.069,0.225,0.03,0.115,0.039
14,0.04,0.441,0.236,0.24,0.102,0.201,0.134
14,0.06,0.438,0.28,0.234,0.133,0.204,0.147
14,0.08,0.51,0.335,0.294,0.163,0.216,0.172
14,0.1,0.537,0.376,0.313,0.178,0.224,0.198
14,0.12,0.624,0.415,0.338,0.215,0.286,0.2
14,0.14,0.65,0.47,0.34,0.234,0.31,0.236
14,0.16,0.549,0.488,0.288,0.24,0.261,0.248
14,0.18,0.617,0.505,0.322,0.235,0.295,0.27
14,0.2,0.602,0.495,0.324,0.259,0.278,0.236
14,0.22,0.639,0.476,0.336,0.245,0.303,0.231
14,0.24,0.613,0.559,0.327,0.281,0.286,0.278
14,0.26,0.672,0.572,0.344,0.284,0.328,0.288
14,0.28,0.727,0.546,0.373,0.281,0.354,0.265
14,0.3,0.728,0.56,0.386,0.288,0.342,0.272
14,0.32,0.674,0.596,0.357,0.293,0.317,0.303
14,0.34,0.597,0.569,0.311,0.285,0.286,0.284
14,0.36,0.745,0.582,0.377,0.292,0.368,0.29
14,0.38,0.753,0.608,0.39,0.305,0.363,0.303
14,0.4,0.721,0.558,0.365,0.285,0.356,0.273
14,0.42,0.75,0.539,0.382,0.271,0.368,0.268
14,0.44,0.723,0.653,0.371,0.318,0.352,0.335
14,0.46,0.71,0.613,0.36,0.291,0.35,0.322
14,0.48,0.699,0.632,0.359,0.319,0.34,0.313
14,0.5,0.739,0.52,0.384,0.263,0.355,0.257
14,0.52,0.769,0.579,0.386,0.29,0.383,0.289
14,0.54,0.781,0.616,0.404,0.294,0.377,0.322
14,0.56,0.772,0.608,0.384,0.311,0.388,0.297
14,0.58,0.765,0.579,0.384,0.271,0.381,0.308
14,0.6,0.788,0.559,0.396,0.286,0.392,0.273
14,0.62,0.758,0.638,0.385,0.322,0.373,0.316
14,0.64,0.752,0.62,0.372,0.305,0.38,0.315
14,0.66,0.752,0.617,0.377,0.305,0.375,0.312
14,0.68,0.784,0.673,0.396,0.344,0.388,0.329
14,0.7,0.721,0.676,0.362,0.327,0.359,0.349
14,0.72,0.798,0.618,0.401,0.3,0.397,0.318
14,0.74,0.761,0.686,0.39,0.337,0.371,0.349
14,0.76,0.798,0.632,0.392,0.299,0.406,0.333
14,0.78,0.773,0.67,0.394,0.323,0.379,0.347
14,0.8,0.806,0.624,0.404,0.314,0.402,0.31
14,0.82,0.79,0.629,0.397,0.311,0.393,0.318
14,0.84,0.801,0.681,0.403,0.334,0.398,0.347
14,0.86,0.741,0.723,0.377,0.357,0.364,0.366
14,0.88,0.798,0.68,0.405,0.345,0.393,0.335
14,0.9,0.646,0.754,0.322,0.377,0.324,0.377
14,0.92,0.771,0.654,0.387,0.329,0.384,0.325
14,0.94,0.828,0.695,0.414,0.352,0.414,0.343
14,0.96,0.788,0.686,0.391,0.333,0.397,0.353
14,0.98,0.808,0.651,0.404,0.326,0.404,0.325
14,1,0.806,0.682,0.406,0.341,0.4,0.341
15,0.02,0.34,0.069,0.225,0.03,0.115,0.039
15,0.04,0.441,0.236,0.24,0.102,0.201,0.134
15,0.06,0.438,0.28,0.234,0.133,0.204,0.147
15,0.08,0.51,0.335,0.294,0.163,0.216,0.172
15,0.1,0.537,0.376,0.313,0.178,0.224,0.198
15,0.12,0.624,0.415,0.338,0.215,0.286,0.2
15,0.14,0.65,0.47,0.34,0.234,0.31,0.236
15,0.16,0.549,0.488,0.288,0.24,0.261,0.248
15,0.18,0.617,0.505,0.322,0.235,0.295,0.27
15,0.2,0.602,0.495,0.324,0.259,0.278,0.236
15,0.22,0.639,0.476,0.336,0.245,0.303,0.231
15,0.24,0.613,0.559,0.327,0.281,0.286,0.278
15,0.26,0.672,0.572,0.344,0.284,0.328,0.288
15,0.28,0.727,0.546,0.373,0.281,0.354,0.265
15,0.3,0.728,0.56,0.386,0.288,0.342,0.272
15,0.32,0.674,0.596,0.357,0.293,0.317,0.303
15,0.34,0.597,0.569,0.311,0.285,0.286,0.284
15,0.36,0.745,0.582,0.377,0.292,0.368,0.29
15,0.38,0.753,0.608,0.39,0.305,0.363,0.303
15,0.4,0.721,0.558,0.365,0.285,0.356,0.273
15,0.42,0.75,0.539,0.382,0.271,0.368,0.268
15,0.44,0.723,0.653,0.371,0.318,0.352,0.335
15,0.46,0.71,0.613,0.36,0.291,0.35,0.322
15,0.48,0.699,0.632,0.359,0.319,0.34,0.313
15,0.5,0.739,0.52,0.384,0.263,0.355,0.257
15,0.52,0.769,0.579,0.386,0.29,0.383,0.289
15,0.54,0.781,0.616,0.404,0.294,0.377,0.322
15,0.56,0.772,0.608,0.384,0.311,0.388,0.297
15,0.58,0.765,0.579,0.384,0.271,0.381,0.308
15,0.6,0.788,0.559,0.396,0.286,0.392,0.273
15,0.62,0.758,0.638,0.385,0.322,0.373,0.316
15,0.64,0.752,0.62,0.372,0.305,0.38,0.315
15,0.66,0.752,0.617,0.377,0.305,0.375,0.312
15,0.68,0.784,0.673,0.396,0.344,0.388,0.329
15,0.7,0.721,0.676,0.362,0.327,0.359,0.349
15,0.72,0.798,0.618,0.401,0.3,0.397,0.318
15,0.74,0.761,0.686,0.39,0.337,0.371,0.349
15,0.76,0.798,0.632,0.392,0.299,0.406,0.333
15,0.78,0.773,0.67,0.394,0.323,0.379,0.347
15,0.8,0.806,0.624,0.404,0.314,0.402,0.31
15,0.82,0.79,0.629,0.397,0.311,0.393,0.318
15,0.84,0.801,0.681,0.403,0.334,0.398,0.347
15,0.86,0.741,0.723,0.377,0.357,0.364,0.366
15,0.88,0.798,0.68,0.405,0.345,0.393,0.335
15,0.9,0.646,0.754,0.322,0.377,0.324,0.377
15,0.92,0.771,0.654,0.387,0.329,0.384,0.325
15,0.94,0.828,0.695,0.414,0.352,0.414,0.343
15,0.96,0.788,0.686,0.391,0.333,0.397,0.353
15,0.98,0.808,0.651,0.404,0.326,0.404,0.325
15,1,0.806,0.682,0.406,0.341,0.4,0.341
16,0.02,0.34,0.069,0.225,0.03,0.115,0.039
16,0.04,0.441,0.236,0.24,0.102,0.201,0.134
16,0.06,0.438,0.28,0.234,0.133,0.204,0.147
16,0.08,0.51,0.335,0.294,0.163,0.216,0.172
16,0.1,0.537,0.376,0.313,0.178,0.224,0.198
16,0.12,0.624,0.415,0.338,0.215,0.286,0.2
16,0.14,0.65,0.47,0.34,0.234,0.31,0.236
16,0.16,0.549,0.488,0.288,0.24,0.261,0.248
16,0.18,0.617,0.505,0.322,0.235,0.295,0.27
16,0.2,0.602,0.495,0.324,0.259,0.278,0.236
16,0.22,0.639,0.476,0.336,0.245,0.303,0.231
16,0.24,0.613,0.559,0.327,0.281,0.286,0.278
16,0.26,0.672,0.572,0.344,0.284,0.328,0.288
16,0.28,0.727,0.546,0.373,0.281,0.354,0.265
16,0.3,0.728,0.56,0.386,0.288,0.342,0.272
16,0.32,0.674,0.596,0.357,0.293,0.317,0.303
16,0.34,0.597,0.569,0.311,0.285,0.286,0.284
16,0.36,0.745,0.582,0.377,0.292,0.368,0.29
16,0.38,0.753,0.608,0.39,0.305,0.363,0.303
16,0.4,0.721,0.558,0.365,0.285,0.356,0.273
16,0.42,0.75,0.539,0.382,0.271,0.368,0.268
16,0.44,0.723,0.653,0.371,0.318,0.352,0.335
16,0.46,0.71,0.613,0.36,0.291,0.35,0.322
16,0.48,0.699,0.632,0.359,0.319,0.34,0.313
16,0.5,0.739,0.52,0.384,0.263,0.355,0.257
16,0.52,0.769,0.579,0.386,0.29,0.383,0.289
16,0.54,0.781,0.616,0.404,0.294,0.377,0.322
16,0.56,0.772,0.608,0.384,0.311,0.388,0.297
16,0.58,0.765,0.579,0.384,0.271,0.381,0.308
16,0.6,0.788,0.559,0.396,0.286,0.392,0.273
16,0.62,0.758,0.638,0.385,0.322,0.373,0.316
16,0.64,0.752,0.62,0.372,0.305,0.38,0.315
16,0.66,0.752,0.617,0.377,0.305,0.375,0.312
16,0.68,0.784,0.673,0.396,0.344,0.388,0.329
16,0.7,0.721,0.676,0.362,0.327,0.359,0.349
16,0.72,0.798,0.618,0.401,0.3,0.397,0.318
16,0.74,0.761,0.686,0.39,0.337,0.371,0.349
16,0.76,0.798,0.632,0.392,0.299,0.406,0.333
16,0.78,0.773,0.67,0.394,0.323,0.379,0.347
16,0.8,0.806,0.624,0.404,0.314,0.402,0.31
16,0.82,0.79,0.629,0.397,0.311,0.393,0.318
16,0.84,0.801,0.681,0.403,0.334,0.398,0.347
16,0.86,0.741,0.723,0.377,0.357,0.364,0.366
16,0.88,0.798,0.68,0.405,0.345,0.393,0.335
16,0.9,0.646,0.754,0.322,0.377,0.324,0.377
16,0.92,0.771,0.654,0.387,0.329,0.384,0.325
16,0.94,0.828,0.695,0.414,0.352,0.414,0.343
16,0.96,0.788,0.686,0.391,0.333,0.397,0.353
16,0.98,0.808,0.651,0.404,0.326,0.404,0.325
16,1,0.806,0.682,0.406,0.341,0.4,0.341
17,0.02,0.34,0.069,0.225,0.03,0.115,0.039
17,0.04,0.441,0.236,0.24,0.102,0.201,0.134
17,0.06,0.438,0.28,0.234,0.133,0.204,0.147
17,0.08,0.51,0.335,0.294,0.163,0.216,0.172
17,0.1,0.537,0.376,0.313,0.178,0.224,0.198
17,0.12,0.624,0.415,0.338,0.215,0.286,0.2
17,0.14,0.65,0.47,0.34,0.234,0.31,0.236
17,0.16,0.549,0.488,0.288,0.24,0.261,0.248
17,0.18,0.617,0.505,0.322,0.235,0.295,0.27
17,0.2,0.602,0.495,0.324,0.259,0.278,0.236
17,0.22,0.639,0.476,0.336,0.245,0.303,0.231
17,0.24,0.613,0.559,0.327,0.281,0.286,0.278
17,0.26,0.672,0.572,0.344,0.284,0.328,0.288
17,0.28,0.727,0.546,0.373,0.281,0.354,0.265
17,0.3,0.728,0.56,0.386,0.288,0.342,0.272
17,0.32,0.674,0.596,0.357,0.293,0.317,0.303
17,0.34,0.597,0.569,0.311,0.285,0.286,0.284
17,0.36,0.745,0.582,0.377,0.292,0.368,0.29
17,0.38,0.753,0.608,0.39,0.305,0.363,0.303
17,0.4,0.721,0.558,0.365,0.285,0.356,0.273
17,0.42,0.75,0.539,0.382,0.271,0.368,0.268
17,0.44,0.723,0.653,0.371,0.318,0.352,0.335
17,0.46,0.71,0.613,0.36,0.291,0.35,0.322
17,0.48,0.699,0.632,0.359,0.319,0.34,0.313
17,0.5,0.739,0.52,0.384,0.263,0.355,0.257
17,0.52,0.769,0.579,0.386,0.29,0.383,0.289
17,0.54,0.781,0.616,0.404,0.294,0.377,0.322
17,0.56,0.772,0.608,0.384,0.311,0.388,0.297
17,0.58,0.765,0.579,0.384,0.271,0.381,0.308
17,0.6,0.788,0.559,0.396,0.286,0.392,0.273
17,0.62,0.758,0.638,0.385,0.322,0.373,0.316
17,0.64,0.752,0.62,0.372,0.305,0.38,0.315
17,0.66,0.752,0.617,0.377,0.305,0.375,0.312
17,0.68,0.784,0.673,0.396,0.344,0.388,0.329
17,0.7,0.721,0.676,0.362,0.327,0.359,0.349
17,0.72,0.798,0.618,0.401,0.3,0.397,0.318
17,0.74,0.761,0.686,0.39,0.337,0.371,0.349
17,0.76,0.798,0.632,0.392,0.299,0.406,0.333
17,0.78,0.773,0.67,0.394,0.323,0.379,0.347
17,0.8,0.806,0.624,0.404,0.314,0.402,0.31
17,0.82,0.79,0.629,0.397,0.311,0.393,0.318
17,0.84,0.801,0.681,0.403,0.334,0.398,0.347
17,0.86,0.741,0.723,0.377,0.357,0.364,0.366
17,0.88,0.798,0.68,0.405,0.345,0.393,0.335
17,0.9,0.646,0.754,0.322,0.377,0.324,0.377
17,0.92,0.771,0.654,0.387,0.329,0.384,0.325
17,0.94,0.828,0.695,0.414,0.352,0.414,0.343
17,0.96,0.788,0.686,0.391,0.333,0.397,0.353
17,0.98,0.808,0.651,0.404,0.326,0.404,0.325
17,1,0.806,0.682,0.406,0.341,0.4,0.341
18,0.02,0.34,0.069,0.225,0.03,0.115,0.039
18,0.04,0.441,0.236,0.24,0.102,0.201,0.134
18,0.06,0.438,0.28,0.234,0.133,0.204,0.147
18,0.08,0.51,0.335,0.294,0.163,0.216,0.172
18,0.1,0.537,0.376,0.313,0.178,0.224,0.198
18,0.12,0.624,0.415,0.338,0.215,0.286,0.2
18,0.14,0.65,0.47,0.34,0.234,0.31,0.236
18,0.16,0.549,0.488,0.288,0.24,0.261,0.248
18,0.18,0.617,0.505,0.322,0.235,0.295,0.27
18,0.2,0.602,0.495,0.324,0.259,0.278,0.236
18,0.22,0.639,0.476,0.336,0.245,0.303,0.231
18,0.24,0.613,0.559,0.327,0.281,0.286,0.278
18,0.26,0.672,0.572,0.344,0.284,0.328,0.288
18,0.28,0.727,0.546,0.373,0.281,0.354,0.265
18,0.3,0.728,0.56,0.386,0.288,0.342,0.272
18,0.32,0.674,0.596,0.357,0.293,0.317,0.303
18,0.34,0.597,0.569,0.311,0.285,0.286,0.284
18,0.36,0.745,0.582,0.377,0.292,0.368,0.29
18,0.38,0.753,0.608,0.39,0.305,0.363,0.303
18,0.4,0.721,0.558,0.365,0.285,0.356,0.273
18,0.42,0.75,0.539,0.382,0.271,0.368,0.268
18,0.44,0.723,0.653,0.371,0.318,0.352,0.335
18,0.46,0.71,0.613,0.36,0.291,0.35,0.322
18,0.48,0.699,0.632,0.359,0.319,0.34,0.313
18,0.5,0.739,0.52,0.384,0.263,0.355,0.257
18,0.52,0.769,0.579,0.386,0.29,0.383,0.289
18,0.54,0.781,0.616,0.404,0.294,0.377,0.322
18,0.56,0.772,0.608,0.384,0.311,0.388,0.297
18,0.58,0.765,0.579,0.384,0.271,0.381,0.308
18,0.6,0.788,0.559,0.396,0.286,0.392,0.273
18,0.62,0.758,0.638,0.385,0.322,0.373,0.316
18,0.64,0.752,0.62,0.372,0.305,0.38,0.315
18,0.66,0.752,0.617,0.377,0.305,0.375,0.312
18,0.68,0.784,0.673,0.396,0.344,0.388,0.329
18,0.7,0.721,0.676,0.362,0.327,0.359,0.349
18,0.72,0.798,0.618,0.401,0.3,0.397,0.318
18,0.74,0.761,0.686,0.39,0.337,0.371,0.349
18,0.76,0.798,0.632,0.392,0.299,0.406,0.333
18,0.78,0.773,0.67,0.394,0.323,0.379,0.347
18,0.8,0.806,0.624,0.404,0.314,0.402,0.31
18,0.82,0.79,0.629,0.397,0.311,0.393,0.318
18,0.84,0.801,0.681,0.403,0.334,0.398,0.347
18,0.86,0.741,0.723,0.377,0.357,0.364,0.366
18,0.88,0.798,0.68,0.405,0.345,0.393,0.335
18,0.9,0.646,0.754,0.322,0.377,0.324,0.377
18,0.92,0.771,0.654,0.387,0.329,0.384,0.325
18,0.94,0.828,0.695,0.414,0.352,0.414,0.343
18,0.96,0.788,0.686,0.391,0.333,0.397,0.353
18,0.98,0.808,0.651,0.404,0.326,0.404,0.325
18,1,0.806,0.682,0.406,0.341,0.4,0.341
19,0.02,0.34,0.069,0.225,0.03,0.115,0.039
19,0.04,0.441,0.236,0.24,0.102,0.201,0.134
19,0.06,0.438,0.28,0.234,0.133,0.204,0.147
19,0.08,0.51,0.335,0.294,0.163,0.216,0.172
19,0.1,0.537,0.376,0.313,0.178,0.224,0.198
19,0.12,0.624,0.415,0.338,0.215,0.286,0.2
19,0.14,0.65,0.47,0.34,0.234,0.31,0.236
19,0.16,0.549,0.488,0.288,0.24,0.261,0.248
19,0.18,0.617,0.505,0.322,0.235,0.295,0.27
19,0.2,0.602,0.495,0.324,0.259,0.278,0.236
19,0.22,0.639,0.476,0.336,0.245,0.303,0.231
19,0.24,0.613,0.559,0.327,0.281,0.286,0.278
19,0.26,0.672,0.572,0.344,0.284,0.328,0.288
19,0.28,0.727,0.546,0.373,0.281,0.354,0.265
19,0.3,0.728,0.56,0.386,0.288,0.342,0.272
19,0.32,0.674,0.596,0.357,0.293,0.317,0.303
19,0.34,0.597,0.569,0.311,0.285,0.286,0.284
19,0.36,0.745,0.582,0.377,0.292,0.368,0.29
19,0.38,0.753,0.608,0.39,0.305,0.363,0.303
19,0.4,0.721,0.558,0.365,0.285,0.356,0.273
19,0.42,0.75,0.539,0.382,0.271,0.368,0.268
19,0.44,0.723,0.653,0.371,0.318,0.352,0.335
19,0.46,0.71,0.613,0.36,0.291,0.35,0.322
19,0.48,0.699,0.632,0.359,0.319,0.34,0.313
19,0.5,0.739,0.52,0.384,0.263,0.355,0.257
19,0.52,0.769,0.579,0.386,0.29,0.383,0.289
19,0.54,0.781,0.616,0.404,0.294,0.377,0.322
