"Repeat","beta_U","rho_A.l.","rho_I.l.","rho_Ah.l.","rho_Ih.l.","rho_Al.l.","rho_Il.l."
10,0.26,0.69,0.509,0.36,0.247,0.33,0.262
10,0.28,0.761,0.54,0.41,0.267,0.351,0.273
10,0.3,0.719,0.471,0.363,0.238,0.356,0.233
10,0.32,0.742,0.538,0.382,0.244,0.36,0.294
10,0.34,0.79,0.516,0.413,0.266,0.377,0.25
10,0.36,0.715,0.558,0.378,0.288,0.337,0.27
10,0.38,0.712,0.66,0.378,0.341,0.334,0.319
10,0.4,0.778,0.531,0.389,0.25,0.389,0.281
10,0.42,0.755,0.546,0.382,0.267,0.373,0.279
10,0.44,0.702,0.647,0.382,0.32,0.32,0.327
10,0.46,0.714,0.634,0.374,0.32,0.34,0.314
10,0.48,0.79,0.624,0.414,0.318,0.376,0.306
10,0.5,0.782,0.636,0.388,0.325,0.394,0.311
10,0.52,0.79,0.593,0.414,0.285,0.376,0.308
10,0.54,0.788,0.643,0.401,0.319,0.387,0.324
10,0.56,0.785,0.597,0.394,0.298,0.391,0.299
10,0.58,0.763,0.648,0.388,0.316,0.375,0.332
10,0.6,0.752,0.637,0.383,0.311,0.369,0.326
10,0.62,0.788,0.643,0.408,0.334,0.38,0.309
10,0.64,0.809,0.549,0.42,0.287,0.389,0.262
10,0.66,0.745,0.633,0.39,0.327,0.355,0.306
10,0.68,0.806,0.612,0.401,0.301,0.405,0.311
10,0.7,0.825,0.642,0.424,0.328,0.401,0.314
10,0.72,0.816,0.568,0.418,0.304,0.398,0.264
10,0.74,0.765,0.707,0.389,0.363,0.376,0.344
10,0.76,0.766,0.652,0.398,0.331,0.368,0.321
10,0.78,0.812,0.628,0.41,0.318,0.402,0.31
10,0.8,0.777,0.616,0.396,0.297,0.381,0.319
10,0.82,0.835,0.681,0.423,0.341,0.412,0.34
10,0.84,0.717,0.7,0.368,0.344,0.349,0.356
10,0.86,0.802,0.617,0.405,0.32,0.397,0.297
10,0.88,0.794,0.654,0.409,0.34,0.385,0.314
10,0.9,0.756,0.71,0.384,0.363,0.372,0.347
10,0.92,0.811,0.679,0.41,0.347,0.401,0.332
10,0.94,0.818,0.669,0.403,0.337,0.415,0.332
10,0.96,0.81,0.702,0.411,0.353,0.399,0.349
10,0.98,0.805,0.675,0.401,0.331,0.404,0.344
10,1,0.796,0.606,0.41,0.294,0.386,0.312
11,0.02,0.372,0.091,0.221,0.037,0.151,0.054
11,0.04,0.516,0.19,0.309,0.095,0.207,0.095
11,0.06,0.586,0.188,0.342,0.091,0.244,0.097
11,0.08,0.616,0.318,0.345,0.158,0.271,0.16
11,0.1,0.654,0.252,0.372,0.119,0.282,0.133
11,0.12,0.625,0.434,0.332,0.195,0.293,0.239
11,0.14,0.656,0.421,0.353,0.209,0.303,0.212
11,0.16,0.719,0.488,0.394,0.238,0.325,0.25
11,0.18,0.722,0.409,0.37,0.193,0.352,0.216
11,0.2,0.701,0.496,0.361,0.238,0.34,0.258
11,0.22,0.718,0.483,0.378,0.244,0.34,0.239
11,0.24,0.689,0.525,0.371,0.269,0.318,0.256
11,0.26,0.69,0.509,0.36,0.247,0.33,0.262
11,0.28,0.761,0.54,0.41,0.267,0.351,0.273
11,0.3,0.719,0.471,0.363,0.238,0.356,0.233
11,0.32,0.742,0.538,0.382,0.244,0.36,0.294
11,0.34,0.79,0.516,0.413,0.266,0.377,0.25
11,0.36,0.715,0.558,0.378,0.288,0.337,0.27
11,0.38,0.712,0.66,0.378,0.341,0.334,0.319
11,0.4,0.778,0.531,0.389,0.25,0.389,0.281
11,0.42,0.755,0.546,0.382,0.267,0.373,0.279
11,0.44,0.702,0.647,0.382,0.32,0.32,0.327
11,0.46,0.714,0.634,0.374,0.32,0.34,0.314
11,0.48,0.79,0.624,0.414,0.318,0.376,0.306
11,0.5,0.782,0.636,0.388,0.325,0.394,0.311
11,0.52,0.79,0.593,0.414,0.285,0.376,0.308
11,0.54,0.788,0.643,0.401,0.319,0.387,0.324
11,0.56,0.785,0.597,0.394,0.298,0.391,0.299
11,0.58,0.763,0.648,0.388,0.316,0.375,0.332
11,0.6,0.752,0.637,0.383,0.311,0.369,0.326
11,0.62,0.788,0.643,0.408,0.334,0.38,0.309
11,0.64,0.809,0.549,0.42,0.287,0.389,0.262
11,0.66,0.745,0.633,0.39,0.327,0.355,0.306
11,0.68,0.806,0.612,0.401,0.301,0.405,0.311
11,0.7,0.825,0.642,0.424,0.328,0.401,0.314
11,0.72,0.816,0.568,0.418,0.304,0.398,0.264
11,0.74,0.765,0.707,0.389,0.363,0.376,0.344
11,0.76,0.766,0.652,0.398,0.331,0.368,0.321
11,0.78,0.812,0.628,0.41,0.318,0.402,0.31
11,0.8,0.777,0.616,0.396,0.297,0.381,0.319
11,0.82,0.835,0.681,0.423,0.341,0.412,0.34
11,0.84,0.717,0.7,0.368,0.344,0.349,0.356
11,0.86,0.802,0.617,0.405,0.32,0.397,0.297
11,0.88,0.794,0.654,0.409,0.34,0.385,0.314
11,0.9,0.756,0.71,0.384,0.363,0.372,0.347
11,0.92,0.811,0.679,0.41,0.347,0.401,0.332
11,0.94,0.818,0.669,0.403,0.337,0.415,0.332
11,0.96,0.81,0.702,0.411,0.353,0.399,0.349
11,0.98,0.805,0.675,0.401,0.331,0.404,0.344
11,1,0.796,0.606,0.41,0.294,0.386,0.312
12,0.02,0.372,0.091,0.221,0.037,0.151,0.054
12,0.04,0.516,0.19,0.309,0.095,0.207,0.095
12,0.06,0.586,0.188,0.342,0.091,0.244,0.097
12,0.08,0.616,0.318,0.345,0.158,0.271,0.16
12,0.1,0.654,0.252,0.372,0.119,0.282,0.133
12,0.12,0.625,0.434,0.332,0.195,0.293,0.239
12,0.14,0.656,0.421,0.353,0.209,0.303,0.212
12,0.16,0.719,0.488,0.394,0.238,0.325,0.25
12,0.18,0.722,0.409,0.37,0.193,0.352,0.216
12,0.2,0.701,0.496,0.361,0.238,0.34,0.258
12,0.22,0.718,0.483,0.378,0.244,0.34,0.239
12,0.24,0.689,0.525,0.371,0.269,0.318,0.256
12,0.26,0.69,0.509,0.36,0.247,0.33,0.262
12,0.28,0.761,0.54,0.41,0.267,0.351,0.273
12,0.3,0.719,0.471,0.363,0.238,0.356,0.233
12,0.32,0.742,0.538,0.382,0.244,0.36,0.294
12,0.34,0.79,0.516,0.413,0.266,0.377,0.25
12,0.36,0.715,0.558,0.378,0.288,0.337,0.27
12,0.38,0.712,0.66,0.378,0.341,0.334,0.319
12,0.4,0.778,0.531,0.389,0.25,0.389,0.281
12,0.42,0.755,0.546,0.382,0.267,0.373,0.279
12,0.44,0.702,0.647,0.382,0.32,0.32,0.327
12,0.46,0.714,0.634,0.374,0.32,0.34,0.314
12,0.48,0.79,0.624,0.414,0.318,0.376,0.306
12,0.5,0.782,0.636,0.388,0.325,0.394,0.311
12,0.52,0.79,0.593,0.414,0.285,0.376,0.308
12,0.54,0.788,0.643,0.401,0.319,0.387,0.324
12,0.56,0.785,0.597,0.394,0.298,0.391,0.299
12,0.58,0.763,0.648,0.388,0.316,0.375,0.332
12,0.6,0.752,0.637,0.383,0.311,0.369,0.326
12,0.62,0.788,0.643,0.408,0.334,0.38,0.309
12,0.64,0.809,0.549,0.42,0.287,0.389,0.262
12,0.66,0.745,0.633,0.39,0.327,0.355,0.306
12,0.68,0.806,0.612,0.401,0.301,0.405,0.311
12,0.7,0.825,0.642,0.424,0.328,0.401,0.314
12,0.72,0.816,0.568,0.418,0.304,0.398,0.264
12,0.74,0.765,0.707,0.389,0.363,0.376,0.344
12,0.76,0.766,0.652,0.398,0.331,0.368,0.321
12,0.78,0.812,0.628,0.41,0.318,0.402,0.31
12,0.8,0.777,0.616,0.396,0.297,0.381,0.319
12,0.82,0.835,0.681,0.423,0.341,0.412,0.34
12,0.84,0.717,0.7,0.368,0.344,0.349,0.356
12,0.86,0.802,0.617,0.405,0.32,0.397,0.297
12,0.88,0.794,0.654,0.409,0.34,0.385,0.314
12,0.9,0.756,0.71,0.384,0.363,0.372,0.347
12,0.92,0.811,0.679,0.41,0.347,0.401,0.332
12,0.94,0.818,0.669,0.403,0.337,0.415,0.332
12,0.96,0.81,0.702,0.411,0.353,0.399,0.349
12,0.98,0.805,0.675,0.401,0.331,0.404,0.344
12,1,0.796,0.606,0.41,0.294,0.386,0.312
13,0.02,0.437,0.074,0.263,0.033,0.174,0.041
13,0.04,0.577,0.217,0.31,0.094,0.267,0.123
13,0.06,0.593,0.305,0.323,0.154,0.27,0.151
13,0.08,0.628,0.31,0.354,0.163,0.274,0.147
13,0.1,0.612,0.315,0.334,0.15,0.278,0.165
13,0.12,0.654,0.391,0.372,0.188,0.282,0.203
13,0.14,0.694,0.351,0.358,0.161,0.336,0.19
13,0.16,0.612,0.381,0.328,0.182,0.284,0.199
13,0.18,0.679,0.442,0.358,0.212,0.321,0.23
13,0.2,0.719,0.423,0.389,0.224,0.33,0.199
13,0.22,0.682,0.439,0.36,0.216,0.322,0.223
13,0.24,0.719,0.484,0.393,0.245,0.326,0.239
13,0.26,0.721,0.559,0.378,0.272,0.343,0.287
13,0.28,0.679,0.554,0.346,0.253,0.333,0.301
13,0.3,0.684,0.498,0.357,0.253,0.327,0.245
13,0.32,0.708,0.569,0.375,0.277,0.333,0.292
13,0.34,0.708,0.516,0.358,0.265,0.35,0.251
13,0.36,0.75,0.571,0.393,0.283,0.357,0.288
13,0.38,0.757,0.589,0.396,0.284,0.361,0.305
13,0.4,0.736,0.587,0.374,0.283,0.362,0.304
13,0.42,0.788,0.591,0.405,0.298,0.383,0.293
13,0.44,0.779,0.475,0.383,0.231,0.396,0.244
13,0.46,0.769,0.608,0.394,0.308,0.375,0.3
13,0.48,0.793,0.575,0.402,0.28,0.391,0.295
13,0.5,0.802,0.557,0.412,0.263,0.39,0.294
13,0.52,0.792,0.654,0.403,0.332,0.389,0.322
13,0.54,0.785,0.565,0.397,0.283,0.388,0.282
13,0.56,0.717,0.631,0.36,0.304,0.357,0.327
13,0.58,0.752,0.602,0.384,0.305,0.368,0.297
13,0.6,0.777,0.548,0.409,0.271,0.368,0.277
13,0.62,0.75,0.668,0.383,0.326,0.367,0.342
13,0.64,0.731,0.651,0.371,0.314,0.36,0.337
13,0.66,0.81,0.646,0.411,0.323,0.399,0.323
13,0.68,0.793,0.649,0.407,0.327,0.386,0.322
13,0.7,0.811,0.492,0.404,0.232,0.407,0.26
13,0.72,0.799,0.633,0.396,0.312,0.403,0.321
13,0.74,0.823,0.621,0.415,0.308,0.408,0.313
13,0.76,0.788,0.662,0.409,0.33,0.379,0.332
13,0.78,0.831,0.587,0.42,0.297,0.411,0.29
13,0.8,0.711,0.684,0.368,0.329,0.343,0.355
13,0.82,0.808,0.616,0.416,0.302,0.392,0.314
13,0.84,0.801,0.671,0.411,0.333,0.39,0.338
13,0.86,0.826,0.674,0.413,0.328,0.413,0.346
13,0.88,0.761,0.704,0.384,0.362,0.377,0.342
13,0.9,0.802,0.661,0.411,0.328,0.391,0.333
13,0.92,0.831,0.633,0.421,0.318,0.41,0.315
13,0.94,0.778,0.664,0.395,0.326,0.383,0.338
13,0.96,0.829,0.677,0.418,0.333,0.411,0.344
13,0.98,0.834,0.622,0.425,0.324,0.409,0.298
13,1,0.8,0.683,0.403,0.35,0.397,0.333
14,0.02,0.437,0.074,0.263,0.033,0.174,0.041
14,0.04,0.577,0.217,0.31,0.094,0.267,0.123
14,0.06,0.593,0.305,0.323,0.154,0.27,0.151
14,0.08,0.628,0.31,0.354,0.163,0.274,0.147
14,0.1,0.612,0.315,0.334,0.15,0.278,0.165
14,0.12,0.654,0.391,0.372,0.188,0.282,0.203
14,0.14,0.694,0.351,0.358,0.161,0.336,0.19
14,0.16,0.612,0.381,0.328,0.182,0.284,0.199
14,0.18,0.679,0.442,0.358,0.212,0.321,0.23
14,0.2,0.719,0.423,0.389,0.224,0.33,0.199
14,0.22,0.682,0.439,0.36,0.216,0.322,0.223
14,0.24,0.719,0.484,0.393,0.245,0.326,0.239
14,0.26,0.721,0.559,0.378,0.272,0.343,0.287
14,0.28,0.679,0.554,0.346,0.253,0.333,0.301
14,0.3,0.684,0.498,0.357,0.253,0.327,0.245
14,0.32,0.708,0.569,0.375,0.277,0.333,0.292
14,0.34,0.708,0.516,0.358,0.265,0.35,0.251
14,0.36,0.75,0.571,0.393,0.283,0.357,0.288
14,0.38,0.757,0.589,0.396,0.284,0.361,0.305
14,0.4,0.736,0.587,0.374,0.283,0.362,0.304
14,0.42,0.788,0.591,0.405,0.298,0.383,0.293
14,0.44,0.779,0.475,0.383,0.231,0.396,0.244
14,0.46,0.769,0.608,0.394,0.308,0.375,0.3
14,0.48,0.793,0.575,0.402,0.28,0.391,0.295
14,0.5,0.802,0.557,0.412,0.263,0.39,0.294
14,0.52,0.792,0.654,0.403,0.332,0.389,0.322
14,0.54,0.785,0.565,0.397,0.283,0.388,0.282
14,0.56,0.717,0.631,0.36,0.304,0.357,0.327
14,0.58,0.752,0.602,0.384,0.305,0.368,0.297
14,0.6,0.777,0.548,0.409,0.271,0.368,0.277
14,0.62,0.75,0.668,0.383,0.326,0.367,0.342
14,0.64,0.731,0.651,0.371,0.314,0.36,0.337
14,0.66,0.81,0.646,0.411,0.323,0.399,0.323
14,0.68,0.793,0.649,0.407,0.327,0.386,0.322
14,0.7,0.811,0.492,0.404,0.232,0.407,0.26
14,0.72,0.799,0.633,0.396,0.312,0.403,0.321
14,0.74,0.823,0.621,0.415,0.308,0.408,0.313
14,0.76,0.788,0.662,0.409,0.33,0.379,0.332
14,0.78,0.831,0.587,0.42,0.297,0.411,0.29
14,0.8,0.711,0.684,0.368,0.329,0.343,0.355
14,0.82,0.808,0.616,0.416,0.302,0.392,0.314
14,0.84,0.801,0.671,0.411,0.333,0.39,0.338
14,0.86,0.826,0.674,0.413,0.328,0.413,0.346
14,0.88,0.761,0.704,0.384,0.362,0.377,0.342
14,0.9,0.802,0.661,0.411,0.328,0.391,0.333
14,0.92,0.831,0.633,0.421,0.318,0.41,0.315
14,0.94,0.778,0.664,0.395,0.326,0.383,0.338
14,0.96,0.829,0.677,0.418,0.333,0.411,0.344
14,0.98,0.834,0.622,0.425,0.324,0.409,0.298
14,1,0.8,0.683,0.403,0.35,0.397,0.333
15,0.02,0.437,0.074,0.263,0.033,0.174,0.041
15,0.04,0.577,0.217,0.31,0.094,0.267,0.123
15,0.06,0.593,0.305,0.323,0.154,0.27,0.151
15,0.08,0.628,0.31,0.354,0.163,0.274,0.147
15,0.1,0.612,0.315,0.334,0.15,0.278,0.165
15,0.12,0.654,0.391,0.372,0.188,0.282,0.203
15,0.14,0.694,0.351,0.358,0.161,0.336,0.19
15,0.16,0.612,0.381,0.328,0.182,0.284,0.199
15,0.18,0.679,0.442,0.358,0.212,0.321,0.23
15,0.2,0.719,0.423,0.389,0.224,0.33,0.199
15,0.22,0.682,0.439,0.36,0.216,0.322,0.223
15,0.24,0.719,0.484,0.393,0.245,0.326,0.239
15,0.26,0.721,0.559,0.378,0.272,0.343,0.287
15,0.28,0.679,0.554,0.346,0.253,0.333,0.301
15,0.3,0.684,0.498,0.357,0.253,0.327,0.245
15,0.32,0.708,0.569,0.375,0.277,0.333,0.292
15,0.34,0.708,0.516,0.358,0.265,0.35,0.251
15,0.36,0.75,0.571,0.393,0.283,0.357,0.288
15,0.38,0.757,0.589,0.396,0.284,0.361,0.305
15,0.4,0.736,0.587,0.374,0.283,0.362,0.304
15,0.42,0.788,0.591,0.405,0.298,0.383,0.293
15,0.44,0.779,0.475,0.383,0.231,0.396,0.244
15,0.46,0.769,0.608,0.394,0.308,0.375,0.3
15,0.48,0.793,0.575,0.402,0.28,0.391,0.295
15,0.5,0.802,0.557,0.412,0.263,0.39,0.294
15,0.52,0.792,0.654,0.403,0.332,0.389,0.322
15,0.54,0.785,0.565,0.397,0.283,0.388,0.282
15,0.56,0.717,0.631,0.36,0.304,0.357,0.327
15,0.58,0.752,0.602,0.384,0.305,0.368,0.297
15,0.6,0.777,0.548,0.409,0.271,0.368,0.277
15,0.62,0.75,0.668,0.383,0.326,0.367,0.342
15,0.64,0.731,0.651,0.371,0.314,0.36,0.337
15,0.66,0.81,0.646,0.411,0.323,0.399,0.323
15,0.68,0.793,0.649,0.407,0.327,0.386,0.322
15,0.7,0.811,0.492,0.404,0.232,0.407,0.26
15,0.72,0.799,0.633,0.396,0.312,0.403,0.321
15,0.74,0.823,0.621,0.415,0.308,0.408,0.313
15,0.76,0.788,0.662,0.409,0.33,0.379,0.332
15,0.78,0.831,0.587,0.42,0.297,0.411,0.29
15,0.8,0.711,0.684,0.368,0.329,0.343,0.355
15,0.82,0.808,0.616,0.416,0.302,0.392,0.314
15,0.84,0.801,0.671,0.411,0.333,0.39,0.338
15,0.86,0.826,0.674,0.413,0.328,0.413,0.346
15,0.88,0.761,0.704,0.384,0.362,0.377,0.342
15,0.9,0.802,0.661,0.411,0.328,0.391,0.333
15,0.92,0.831,0.633,0.421,0.318,0.41,0.315
15,0.94,0.778,0.664,0.395,0.326,0.383,0.338
15,0.96,0.829,0.677,0.418,0.333,0.411,0.344
15,0.98,0.834,0.622,0.425,0.324,0.409,0.298
15,1,0.8,0.683,0.403,0.35,0.397,0.333
16,0.02,0.437,0.074,0.263,0.033,0.174,0.041
16,0.04,0.577,0.217,0.31,0.094,0.267,0.123
16,0.06,0.593,0.305,0.323,0.154,0.27,0.151
16,0.08,0.628,0.31,0.354,0.163,0.274,0.147
16,0.1,0.612,0.315,0.334,0.15,0.278,0.165
16,0.12,0.654,0.391,0.372,0.188,0.282,0.203
16,0.14,0.694,0.351,0.358,0.161,0.336,0.19
16,0.16,0.612,0.381,0.328,0.182,0.284,0.199
16,0.18,0.679,0.442,0.358,0.212,0.321,0.23
16,0.2,0.719,0.423,0.389,0.224,0.33,0.199
16,0.22,0.682,0.439,0.36,0.216,0.322,0.223
16,0.24,0.719,0.484,0.393,0.245,0.326,0.239
16,0.26,0.721,0.559,0.378,0.272,0.343,0.287
16,0.28,0.679,0.554,0.346,0.253,0.333,0.301
16,0.3,0.684,0.498,0.357,0.253,0.327,0.245
16,0.32,0.708,0.569,0.375,0.277,0.333,0.292
16,0.34,0.708,0.516,0.358,0.265,0.35,0.251
16,0.36,0.75,0.571,0.393,0.283,0.357,0.288
16,0.38,0.757,0.589,0.396,0.284,0.361,0.305
16,0.4,0.736,0.587,0.374,0.283,0.362,0.304
16,0.42,0.788,0.591,0.405,0.298,0.383,0.293
16,0.44,0.779,0.475,0.383,0.231,0.396,0.244
16,0.46,0.769,0.608,0.394,0.308,0.375,0.3
16,0.48,0.793,0.575,0.402,0.28,0.391,0.295
16,0.5,0.802,0.557,0.412,0.263,0.39,0.294
16,0.52,0.792,0.654,0.403,0.332,0.389,0.322
16,0.54,0.785,0.565,0.397,0.283,0.388,0.282
16,0.56,0.717,0.631,0.36,0.304,0.357,0.327
16,0.58,0.752,0.602,0.384,0.305,0.368,0.297
16,0.6,0.777,0.548,0.409,0.271,0.368,0.277
16,0.62,0.75,0.668,0.383,0.326,0.367,0.342
16,0.64,0.731,0.651,0.371,0.314,0.36,0.337
16,0.66,0.81,0.646,0.411,0.323,0.399,0.323
16,0.68,0.793,0.649,0.407,0.327,0.386,0.322
16,0.7,0.811,0.492,0.404,0.232,0.407,0.26
16,0.72,0.799,0.633,0.396,0.312,0.403,0.321
16,0.74,0.823,0.621,0.415,0.308,0.408,0.313
16,0.76,0.788,0.662,0.409,0.33,0.379,0.332
16,0.78,0.831,0.587,0.42,0.297,0.411,0.29
16,0.8,0.711,0.684,0.368,0.329,0.343,0.355
16,0.82,0.808,0.616,0.416,0.302,0.392,0.314
16,0.84,0.801,0.671,0.411,0.333,0.39,0.338
16,0.86,0.826,0.674,0.413,0.328,0.413,0.346
16,0.88,0.761,0.704,0.384,0.362,0.377,0.342
16,0.9,0.802,0.661,0.411,0.328,0.391,0.333
16,0.92,0.831,0.633,0.421,0.318,0.41,0.315
16,0.94,0.778,0.664,0.395,0.326,0.383,0.338
16,0.96,0.829,0.677,0.418,0.333,0.411,0.344
16,0.98,0.834,0.622,0.425,0.324,0.409,0.298
16,1,0.8,0.683,0.403,0.35,0.397,0.333
17,0.02,0.437,0.074,0.263,0.033,0.174,0.041
17,0.04,0.577,0.217,0.31,0.094,0.267,0.123
17,0.06,0.593,0.305,0.323,0.154,0.27,0.151
17,0.08,0.628,0.31,0.354,0.163,0.274,0.147
17,0.1,0.612,0.315,0.334,0.15,0.278,0.165
17,0.12,0.654,0.391,0.372,0.188,0.282,0.203
17,0.14,0.694,0.351,0.358,0.161,0.336,0.19
17,0.16,0.612,0.381,0.328,0.182,0.284,0.199
17,0.18,0.679,0.442,0.358,0.212,0.321,0.23
17,0.2,0.719,0.423,0.389,0.224,0.33,0.199
17,0.22,0.682,0.439,0.36,0.216,0.322,0.223
17,0.24,0.719,0.484,0.393,0.245,0.326,0.239
17,0.26,0.721,0.559,0.378,0.272,0.343,0.287
17,0.28,0.679,0.554,0.346,0.253,0.333,0.301
17,0.3,0.684,0.498,0.357,0.253,0.327,0.245
17,0.32,0.708,0.569,0.375,0.277,0.333,0.292
17,0.34,0.708,0.516,0.358,0.265,0.35,0.251
17,0.36,0.75,0.571,0.393,0.283,0.357,0.288
17,0.38,0.757,0.589,0.396,0.284,0.361,0.305
17,0.4,0.736,0.587,0.374,0.283,0.362,0.304
17,0.42,0.788,0.591,0.405,0.298,0.383,0.293
17,0.44,0.779,0.475,0.383,0.231,0.396,0.244
17,0.46,0.769,0.608,0.394,0.308,0.375,0.3
17,0.48,0.793,0.575,0.402,0.28,0.391,0.295
17,0.5,0.802,0.557,0.412,0.263,0.39,0.294
17,0.52,0.792,0.654,0.403,0.332,0.389,0.322
17,0.54,0.785,0.565,0.397,0.283,0.388,0.282
17,0.56,0.717,0.631,0.36,0.304,0.357,0.327
17,0.58,0.752,0.602,0.384,0.305,0.368,0.297
17,0.6,0.777,0.548,0.409,0.271,0.368,0.277
17,0.62,0.75,0.668,0.383,0.326,0.367,0.342
17,0.64,0.731,0.651,0.371,0.314,0.36,0.337
17,0.66,0.81,0.646,0.411,0.323,0.399,0.323
17,0.68,0.793,0.649,0.407,0.327,0.386,0.322
17,0.7,0.811,0.492,0.404,0.232,0.407,0.26
17,0.72,0.799,0.633,0.396,0.312,0.403,0.321
17,0.74,0.823,0.621,0.415,0.308,0.408,0.313
17,0.76,0.788,0.662,0.409,0.33,0.379,0.332
17,0.78,0.831,0.587,0.42,0.297,0.411,0.29
17,0.8,0.711,0.684,0.368,0.329,0.343,0.355
17,0.82,0.808,0.616,0.416,0.302,0.392,0.314
17,0.84,0.801,0.671,0.411,0.333,0.39,0.338
17,0.86,0.826,0.674,0.413,0.328,0.413,0.346
17,0.88,0.761,0.704,0.384,0.362,0.377,0.342
17,0.9,0.802,0.661,0.411,0.328,0.391,0.333
17,0.92,0.831,0.633,0.421,0.318,0.41,0.315
17,0.94,0.778,0.664,0.395,0.326,0.383,0.338
17,0.96,0.829,0.677,0.418,0.333,0.411,0.344
17,0.98,0.834,0.622,0.425,0.324,0.409,0.298
17,1,0.8,0.683,0.403,0.35,0.397,0.333
18,0.02,0.437,0.074,0.263,0.033,0.174,0.041
18,0.04,0.577,0.217,0.31,0.094,0.267,0.123
18,0.06,0.593,0.305,0.323,0.154,0.27,0.151
18,0.08,0.628,0.31,0.354,0.163,0.274,0.147
18,0.1,0.612,0.315,0.334,0.15,0.278,0.165
18,0.12,0.654,0.391,0.372,0.188,0.282,0.203
18,0.14,0.694,0.351,0.358,0.161,0.336,0.19
18,0.16,0.612,0.381,0.328,0.182,0.284,0.199
18,0.18,0.679,0.442,0.358,0.212,0.321,0.23
18,0.2,0.719,0.423,0.389,0.224,0.33,0.199
18,0.22,0.682,0.439,0.36,0.216,0.322,0.223
18,0.24,0.719,0.484,0.393,0.245,0.326,0.239
18,0.26,0.721,0.559,0.378,0.272,0.343,0.287
18,0.28,0.679,0.554,0.346,0.253,0.333,0.301
18,0.3,0.684,0.498,0.357,0.253,0.327,0.245
18,0.32,0.708,0.569,0.375,0.277,0.333,0.292
18,0.34,0.708,0.516,0.358,0.265,0.35,0.251
18,0.36,0.75,0.571,0.393,0.283,0.357,0.288
18,0.38,0.757,0.589,0.396,0.284,0.361,0.305
18,0.4,0.736,0.587,0.374,0.283,0.362,0.304
18,0.42,0.788,0.591,0.405,0.298,0.383,0.293
18,0.44,0.779,0.475,0.383,0.231,0.396,0.244
18,0.46,0.769,0.608,0.394,0.308,0.375,0.3
18,0.48,0.793,0.575,0.402,0.28,0.391,0.295
18,0.5,0.802,0.557,0.412,0.263,0.39,0.294
18,0.52,0.792,0.654,0.403,0.332,0.389,0.322
18,0.54,0.785,0.565,0.397,0.283,0.388,0.282
18,0.56,0.717,0.631,0.36,0.304,0.357,0.327
18,0.58,0.752,0.602,0.384,0.305,0.368,0.297
18,0.6,0.777,0.548,0.409,0.271,0.368,0.277
18,0.62,0.75,0.668,0.383,0.326,0.367,0.342
18,0.64,0.731,0.651,0.371,0.314,0.36,0.337
18,0.66,0.81,0.646,0.411,0.323,0.399,0.323
18,0.68,0.793,0.649,0.407,0.327,0.386,0.322
18,0.7,0.811,0.492,0.404,0.232,0.407,0.26
18,0.72,0.799,0.633,0.396,0.312,0.403,0.321
18,0.74,0.823,0.621,0.415,0.308,0.408,0.313
18,0.76,0.788,0.662,0.409,0.33,0.379,0.332
18,0.78,0.831,0.587,0.42,0.297,0.411,0.29
18,0.8,0.711,0.684,0.368,0.329,0.343,0.355
18,0.82,0.808,0.616,0.416,0.302,0.392,0.314
18,0.84,0.801,0.671,0.411,0.333,0.39,0.338
18,0.86,0.826,0.674,0.413,0.328,0.413,0.346
18,0.88,0.761,0.704,0.384,0.362,0.377,0.342
18,0.9,0.802,0.661,0.411,0.328,0.391,0.333
18,0.92,0.831,0.633,0.421,0.318,0.41,0.315
18,0.94,0.778,0.664,0.395,0.326,0.383,0.338
18,0.96,0.829,0.677,0.418,0.333,0.411,0.344
18,0.98,0.834,0.622,0.425,0.324,0.409,0.298
18,1,0.8,0.683,0.403,0.35,0.397,0.333
19,0.02,0.437,0.074,0.263,0.033,0.174,0.041
19,0.04,0.577,0.217,0.31,0.094,0.267,0.123
19,0.06,0.593,0.305,0.323,0.154,0.27,0.151
19,0.08,0.628,0.31,0.354,0.163,0.274,0.147
19,0.1,0.612,0.315,0.334,0.15,0.278,0.165
19,0.12,0.654,0.391,0.372,0.188,0.282,0.203
19,0.14,0.694,0.351,0.358,0.161,0.336,0.19
19,0.16,0.612,0.381,0.328,0.182,0.284,0.199
19,0.18,0.679,0.442,0.358,0.212,0.321,0.23
19,0.2,0.719,0.423,0.389,0.224,0.33,0.199
19,0.22,0.682,0.439,0.36,0.216,0.322,0.223
19,0.24,0.719,0.484,0.393,0.245,0.326,0.239
19,0.26,0.721,0.559,0.378,0.272,0.343,0.287
19,0.28,0.679,0.554,0.346,0.253,0.333,0.301
19,0.3,0.684,0.498,0.357,0.253,0.327,0.245
19,0.32,0.708,0.569,0.375,0.277,0.333,0.292
19,0.34,0.708,0.516,0.358,0.265,0.35,0.251
19,0.36,0.75,0.571,0.393,0.283,0.357,0.288
19,0.38,0.757,0.589,0.396,0.284,0.361,0.305
19,0.4,0.736,0.587,0.374,0.283,0.362,0.304
19,0.42,0.788,0.591,0.405,0.298,0.383,0.293
19,0.44,0.779,0.475,0.383,0.231,0.396,0.244
19,0.46,0.769,0.608,0.394,0.308,0.375,0.3
19,0.48,0.793,0.575,0.402,0.28,0.391,0.295
19,0.5,0.802,0.557,0.412,0.263,0.39,0.294
19,0.52,0.792,0.654,0.403,0.332,0.389,0.322
19,0.54,0.785,0.565,0.397,0.283,0.388,0.282
