"Repeat","beta_U","rho_A.l.","rho_I.l.","rho_Ah.l.","rho_Ih.l.","rho_Al.l.","rho_Il.l."
2,0.74,0.788,0.62,0.408,0.298,0.38,0.322
2,0.76,0.811,0.651,0.404,0.321,0.407,0.33
2,0.78,0.809,0.677,0.421,0.341,0.388,0.336
2,0.8,0.825,0.614,0.419,0.314,0.406,0.3
2,0.82,0.82,0.699,0.424,0.354,0.396,0.345
2,0.84,0.812,0.708,0.413,0.353,0.399,0.355
2,0.86,0.838,0.693,0.427,0.346,0.411,0.347
2,0.88,0.815,0.649,0.404,0.338,0.411,0.311
2,0.9,0.775,0.672,0.399,0.331,0.376,0.341
2,0.92,0.834,0.663,0.425,0.325,0.409,0.338
2,0.94,0.814,0.705,0.414,0.352,0.4,0.353
2,0.96,0.809,0.661,0.401,0.338,0.408,0.323
2,0.98,0.802,0.651,0.401,0.32,0.401,0.331
2,1,0.809,0.706,0.413,0.35,0.396,0.356
3,0.02,0.53,0.101,0.31,0.048,0.22,0.053
3,0.04,0.518,0.155,0.304,0.069,0.214,0.086
3,0.06,0.605,0.245,0.344,0.119,0.261,0.126
3,0.08,0.625,0.282,0.344,0.134,0.281,0.148
3,0.1,0.667,0.315,0.349,0.146,0.318,0.169
3,0.12,0.645,0.322,0.351,0.151,0.294,0.171
3,0.14,0.683,0.425,0.379,0.211,0.304,0.214
3,0.16,0.735,0.443,0.39,0.224,0.345,0.219
3,0.18,0.737,0.481,0.403,0.247,0.334,0.234
3,0.2,0.732,0.473,0.389,0.223,0.343,0.25
3,0.22,0.734,0.418,0.387,0.192,0.347,0.226
3,0.24,0.69,0.499,0.373,0.248,0.317,0.251
3,0.26,0.737,0.568,0.382,0.274,0.355,0.294
3,0.28,0.769,0.436,0.377,0.215,0.392,0.221
3,0.3,0.77,0.545,0.408,0.271,0.362,0.274
3,0.32,0.726,0.519,0.386,0.248,0.34,0.271
3,0.34,0.757,0.538,0.392,0.261,0.365,0.277
3,0.36,0.775,0.567,0.413,0.285,0.362,0.282
3,0.38,0.76,0.535,0.4,0.267,0.36,0.268
3,0.4,0.761,0.591,0.383,0.298,0.378,0.293
3,0.42,0.737,0.544,0.392,0.272,0.345,0.272
3,0.44,0.74,0.595,0.385,0.28,0.355,0.315
3,0.46,0.77,0.585,0.405,0.284,0.365,0.301
3,0.48,0.689,0.579,0.369,0.287,0.32,0.292
3,0.5,0.782,0.526,0.395,0.263,0.387,0.263
3,0.52,0.768,0.552,0.392,0.257,0.376,0.295
3,0.54,0.797,0.526,0.412,0.258,0.385,0.268
3,0.56,0.774,0.66,0.41,0.344,0.364,0.316
3,0.58,0.757,0.674,0.383,0.342,0.374,0.332
3,0.6,0.807,0.675,0.403,0.328,0.404,0.347
3,0.62,0.744,0.675,0.387,0.334,0.357,0.341
3,0.64,0.777,0.543,0.39,0.289,0.387,0.254
3,0.66,0.756,0.667,0.386,0.339,0.37,0.328
3,0.68,0.791,0.635,0.395,0.329,0.396,0.306
3,0.7,0.798,0.605,0.406,0.293,0.392,0.312
3,0.72,0.828,0.657,0.415,0.334,0.413,0.323
3,0.74,0.788,0.62,0.408,0.298,0.38,0.322
3,0.76,0.811,0.651,0.404,0.321,0.407,0.33
3,0.78,0.809,0.677,0.421,0.341,0.388,0.336
3,0.8,0.825,0.614,0.419,0.314,0.406,0.3
3,0.82,0.82,0.699,0.424,0.354,0.396,0.345
3,0.84,0.812,0.708,0.413,0.353,0.399,0.355
3,0.86,0.838,0.693,0.427,0.346,0.411,0.347
3,0.88,0.815,0.649,0.404,0.338,0.411,0.311
3,0.9,0.775,0.672,0.399,0.331,0.376,0.341
3,0.92,0.834,0.663,0.425,0.325,0.409,0.338
3,0.94,0.814,0.705,0.414,0.352,0.4,0.353
3,0.96,0.809,0.661,0.401,0.338,0.408,0.323
3,0.98,0.802,0.651,0.401,0.32,0.401,0.331
3,1,0.809,0.706,0.413,0.35,0.396,0.356
4,0.02,0.53,0.101,0.31,0.048,0.22,0.053
4,0.04,0.518,0.155,0.304,0.069,0.214,0.086
4,0.06,0.605,0.245,0.344,0.119,0.261,0.126
4,0.08,0.625,0.282,0.344,0.134,0.281,0.148
4,0.1,0.667,0.315,0.349,0.146,0.318,0.169
4,0.12,0.645,0.322,0.351,0.151,0.294,0.171
4,0.14,0.683,0.425,0.379,0.211,0.304,0.214
4,0.16,0.735,0.443,0.39,0.224,0.345,0.219
4,0.18,0.737,0.481,0.403,0.247,0.334,0.234
4,0.2,0.732,0.473,0.389,0.223,0.343,0.25
4,0.22,0.734,0.418,0.387,0.192,0.347,0.226
4,0.24,0.69,0.499,0.373,0.248,0.317,0.251
4,0.26,0.737,0.568,0.382,0.274,0.355,0.294
4,0.28,0.769,0.436,0.377,0.215,0.392,0.221
4,0.3,0.77,0.545,0.408,0.271,0.362,0.274
4,0.32,0.726,0.519,0.386,0.248,0.34,0.271
4,0.34,0.757,0.538,0.392,0.261,0.365,0.277
4,0.36,0.775,0.567,0.413,0.285,0.362,0.282
4,0.38,0.76,0.535,0.4,0.267,0.36,0.268
4,0.4,0.761,0.591,0.383,0.298,0.378,0.293
4,0.42,0.737,0.544,0.392,0.272,0.345,0.272
4,0.44,0.74,0.595,0.385,0.28,0.355,0.315
4,0.46,0.77,0.585,0.405,0.284,0.365,0.301
4,0.48,0.689,0.579,0.369,0.287,0.32,0.292
4,0.5,0.782,0.526,0.395,0.263,0.387,0.263
4,0.52,0.768,0.552,0.392,0.257,0.376,0.295
4,0.54,0.797,0.526,0.412,0.258,0.385,0.268
4,0.56,0.774,0.66,0.41,0.344,0.364,0.316
4,0.58,0.757,0.674,0.383,0.342,0.374,0.332
4,0.6,0.807,0.675,0.403,0.328,0.404,0.347
4,0.62,0.744,0.675,0.387,0.334,0.357,0.341
4,0.64,0.777,0.543,0.39,0.289,0.387,0.254
4,0.66,0.756,0.667,0.386,0.339,0.37,0.328
4,0.68,0.791,0.635,0.395,0.329,0.396,0.306
4,0.7,0.798,0.605,0.406,0.293,0.392,0.312
4,0.72,0.828,0.657,0.415,0.334,0.413,0.323
4,0.74,0.788,0.62,0.408,0.298,0.38,0.322
4,0.76,0.811,0.651,0.404,0.321,0.407,0.33
4,0.78,0.809,0.677,0.421,0.341,0.388,0.336
4,0.8,0.825,0.614,0.419,0.314,0.406,0.3
4,0.82,0.82,0.699,0.424,0.354,0.396,0.345
4,0.84,0.812,0.708,0.413,0.353,0.399,0.355
4,0.86,0.838,0.693,0.427,0.346,0.411,0.347
4,0.88,0.815,0.649,0.404,0.338,0.411,0.311
4,0.9,0.775,0.672,0.399,0.331,0.376,0.341
4,0.92,0.834,0.663,0.425,0.325,0.409,0.338
4,0.94,0.814,0.705,0.414,0.352,0.4,0.353
4,0.96,0.809,0.661,0.401,0.338,0.408,0.323
4,0.98,0.802,0.651,0.401,0.32,0.401,0.331
4,1,0.809,0.706,0.413,0.35,0.396,0.356
5,0.02,0.53,0.101,0.31,0.048,0.22,0.053
5,0.04,0.518,0.155,0.304,0.069,0.214,0.086
5,0.06,0.605,0.245,0.344,0.119,0.261,0.126
5,0.08,0.625,0.282,0.344,0.134,0.281,0.148
5,0.1,0.667,0.315,0.349,0.146,0.318,0.169
5,0.12,0.645,0.322,0.351,0.151,0.294,0.171
5,0.14,0.683,0.425,0.379,0.211,0.304,0.214
5,0.16,0.735,0.443,0.39,0.224,0.345,0.219
5,0.18,0.737,0.481,0.403,0.247,0.334,0.234
5,0.2,0.732,0.473,0.389,0.223,0.343,0.25
5,0.22,0.734,0.418,0.387,0.192,0.347,0.226
5,0.24,0.69,0.499,0.373,0.248,0.317,0.251
5,0.26,0.737,0.568,0.382,0.274,0.355,0.294
5,0.28,0.769,0.436,0.377,0.215,0.392,0.221
5,0.3,0.77,0.545,0.408,0.271,0.362,0.274
5,0.32,0.726,0.519,0.386,0.248,0.34,0.271
5,0.34,0.757,0.538,0.392,0.261,0.365,0.277
5,0.36,0.775,0.567,0.413,0.285,0.362,0.282
5,0.38,0.76,0.535,0.4,0.267,0.36,0.268
5,0.4,0.761,0.591,0.383,0.298,0.378,0.293
5,0.42,0.737,0.544,0.392,0.272,0.345,0.272
5,0.44,0.74,0.595,0.385,0.28,0.355,0.315
5,0.46,0.77,0.585,0.405,0.284,0.365,0.301
5,0.48,0.689,0.579,0.369,0.287,0.32,0.292
5,0.5,0.782,0.526,0.395,0.263,0.387,0.263
5,0.52,0.768,0.552,0.392,0.257,0.376,0.295
5,0.54,0.797,0.526,0.412,0.258,0.385,0.268
5,0.56,0.774,0.66,0.41,0.344,0.364,0.316
5,0.58,0.757,0.674,0.383,0.342,0.374,0.332
5,0.6,0.807,0.675,0.403,0.328,0.404,0.347
5,0.62,0.744,0.675,0.387,0.334,0.357,0.341
5,0.64,0.777,0.543,0.39,0.289,0.387,0.254
5,0.66,0.756,0.667,0.386,0.339,0.37,0.328
5,0.68,0.791,0.635,0.395,0.329,0.396,0.306
5,0.7,0.798,0.605,0.406,0.293,0.392,0.312
5,0.72,0.828,0.657,0.415,0.334,0.413,0.323
5,0.74,0.788,0.62,0.408,0.298,0.38,0.322
5,0.76,0.811,0.651,0.404,0.321,0.407,0.33
5,0.78,0.809,0.677,0.421,0.341,0.388,0.336
5,0.8,0.825,0.614,0.419,0.314,0.406,0.3
5,0.82,0.82,0.699,0.424,0.354,0.396,0.345
5,0.84,0.812,0.708,0.413,0.353,0.399,0.355
5,0.86,0.838,0.693,0.427,0.346,0.411,0.347
5,0.88,0.815,0.649,0.404,0.338,0.411,0.311
5,0.9,0.775,0.672,0.399,0.331,0.376,0.341
5,0.92,0.834,0.663,0.425,0.325,0.409,0.338
5,0.94,0.814,0.705,0.414,0.352,0.4,0.353
5,0.96,0.809,0.661,0.401,0.338,0.408,0.323
5,0.98,0.802,0.651,0.401,0.32,0.401,0.331
5,1,0.809,0.706,0.413,0.35,0.396,0.356
6,0.02,0.53,0.101,0.31,0.048,0.22,0.053
6,0.04,0.518,0.155,0.304,0.069,0.214,0.086
6,0.06,0.605,0.245,0.344,0.119,0.261,0.126
6,0.08,0.625,0.282,0.344,0.134,0.281,0.148
6,0.1,0.667,0.315,0.349,0.146,0.318,0.169
6,0.12,0.645,0.322,0.351,0.151,0.294,0.171
6,0.14,0.683,0.425,0.379,0.211,0.304,0.214
6,0.16,0.735,0.443,0.39,0.224,0.345,0.219
6,0.18,0.737,0.481,0.403,0.247,0.334,0.234
6,0.2,0.732,0.473,0.389,0.223,0.343,0.25
6,0.22,0.734,0.418,0.387,0.192,0.347,0.226
6,0.24,0.69,0.499,0.373,0.248,0.317,0.251
6,0.26,0.737,0.568,0.382,0.274,0.355,0.294
6,0.28,0.769,0.436,0.377,0.215,0.392,0.221
6,0.3,0.77,0.545,0.408,0.271,0.362,0.274
6,0.32,0.726,0.519,0.386,0.248,0.34,0.271
6,0.34,0.757,0.538,0.392,0.261,0.365,0.277
6,0.36,0.775,0.567,0.413,0.285,0.362,0.282
6,0.38,0.76,0.535,0.4,0.267,0.36,0.268
6,0.4,0.761,0.591,0.383,0.298,0.378,0.293
6,0.42,0.737,0.544,0.392,0.272,0.345,0.272
6,0.44,0.74,0.595,0.385,0.28,0.355,0.315
6,0.46,0.77,0.585,0.405,0.284,0.365,0.301
6,0.48,0.689,0.579,0.369,0.287,0.32,0.292
6,0.5,0.782,0.526,0.395,0.263,0.387,0.263
6,0.52,0.768,0.552,0.392,0.257,0.376,0.295
6,0.54,0.797,0.526,0.412,0.258,0.385,0.268
6,0.56,0.774,0.66,0.41,0.344,0.364,0.316
6,0.58,0.757,0.674,0.383,0.342,0.374,0.332
6,0.6,0.807,0.675,0.403,0.328,0.404,0.347
6,0.62,0.744,0.675,0.387,0.334,0.357,0.341
6,0.64,0.777,0.543,0.39,0.289,0.387,0.254
6,0.66,0.756,0.667,0.386,0.339,0.37,0.328
6,0.68,0.791,0.635,0.395,0.329,0.396,0.306
6,0.7,0.798,0.605,0.406,0.293,0.392,0.312
6,0.72,0.828,0.657,0.415,0.334,0.413,0.323
6,0.74,0.788,0.62,0.408,0.298,0.38,0.322
6,0.76,0.811,0.651,0.404,0.321,0.407,0.33
6,0.78,0.809,0.677,0.421,0.341,0.388,0.336
6,0.8,0.825,0.614,0.419,0.314,0.406,0.3
6,0.82,0.82,0.699,0.424,0.354,0.396,0.345
6,0.84,0.812,0.708,0.413,0.353,0.399,0.355
6,0.86,0.838,0.693,0.427,0.346,0.411,0.347
6,0.88,0.815,0.649,0.404,0.338,0.411,0.311
6,0.9,0.775,0.672,0.399,0.331,0.376,0.341
6,0.92,0.834,0.663,0.425,0.325,0.409,0.338
6,0.94,0.814,0.705,0.414,0.352,0.4,0.353
6,0.96,0.809,0.661,0.401,0.338,0.408,0.323
6,0.98,0.802,0.651,0.401,0.32,0.401,0.331
6,1,0.809,0.706,0.413,0.35,0.396,0.356
7,0.02,0.53,0.101,0.31,0.048,0.22,0.053
7,0.04,0.518,0.155,0.304,0.069,0.214,0.086
7,0.06,0.605,0.245,0.344,0.119,0.261,0.126
7,0.08,0.625,0.282,0.344,0.134,0.281,0.148
7,0.1,0.667,0.315,0.349,0.146,0.318,0.169
7,0.12,0.645,0.322,0.351,0.151,0.294,0.171
7,0.14,0.683,0.425,0.379,0.211,0.304,0.214
7,0.16,0.735,0.443,0.39,0.224,0.345,0.219
7,0.18,0.737,0.481,0.403,0.247,0.334,0.234
7,0.2,0.732,0.473,0.389,0.223,0.343,0.25
7,0.22,0.734,0.418,0.387,0.192,0.347,0.226
7,0.24,0.69,0.499,0.373,0.248,0.317,0.251
7,0.26,0.737,0.568,0.382,0.274,0.355,0.294
7,0.28,0.769,0.436,0.377,0.215,0.392,0.221
7,0.3,0.77,0.545,0.408,0.271,0.362,0.274
7,0.32,0.726,0.519,0.386,0.248,0.34,0.271
7,0.34,0.757,0.538,0.392,0.261,0.365,0.277
7,0.36,0.775,0.567,0.413,0.285,0.362,0.282
7,0.38,0.76,0.535,0.4,0.267,0.36,0.268
7,0.4,0.761,0.591,0.383,0.298,0.378,0.293
7,0.42,0.737,0.544,0.392,0.272,0.345,0.272
7,0.44,0.74,0.595,0.385,0.28,0.355,0.315
7,0.46,0.77,0.585,0.405,0.284,0.365,0.301
7,0.48,0.689,0.579,0.369,0.287,0.32,0.292
7,0.5,0.782,0.526,0.395,0.263,0.387,0.263
7,0.52,0.768,0.552,0.392,0.257,0.376,0.295
7,0.54,0.797,0.526,0.412,0.258,0.385,0.268
7,0.56,0.774,0.66,0.41,0.344,0.364,0.316
7,0.58,0.757,0.674,0.383,0.342,0.374,0.332
7,0.6,0.807,0.675,0.403,0.328,0.404,0.347
7,0.62,0.744,0.675,0.387,0.334,0.357,0.341
7,0.64,0.777,0.543,0.39,0.289,0.387,0.254
7,0.66,0.756,0.667,0.386,0.339,0.37,0.328
7,0.68,0.791,0.635,0.395,0.329,0.396,0.306
7,0.7,0.798,0.605,0.406,0.293,0.392,0.312
7,0.72,0.828,0.657,0.415,0.334,0.413,0.323
7,0.74,0.788,0.62,0.408,0.298,0.38,0.322
7,0.76,0.811,0.651,0.404,0.321,0.407,0.33
7,0.78,0.809,0.677,0.421,0.341,0.388,0.336
7,0.8,0.825,0.614,0.419,0.314,0.406,0.3
7,0.82,0.82,0.699,0.424,0.354,0.396,0.345
7,0.84,0.812,0.708,0.413,0.353,0.399,0.355
7,0.86,0.838,0.693,0.427,0.346,0.411,0.347
7,0.88,0.815,0.649,0.404,0.338,0.411,0.311
7,0.9,0.775,0.672,0.399,0.331,0.376,0.341
7,0.92,0.834,0.663,0.425,0.325,0.409,0.338
7,0.94,0.814,0.705,0.414,0.352,0.4,0.353
7,0.96,0.809,0.661,0.401,0.338,0.408,0.323
7,0.98,0.802,0.651,0.401,0.32,0.401,0.331
7,1,0.809,0.706,0.413,0.35,0.396,0.356
8,0.02,0.53,0.101,0.31,0.048,0.22,0.053
8,0.04,0.518,0.155,0.304,0.069,0.214,0.086
8,0.06,0.605,0.245,0.344,0.119,0.261,0.126
8,0.08,0.625,0.282,0.344,0.134,0.281,0.148
8,0.1,0.667,0.315,0.349,0.146,0.318,0.169
8,0.12,0.645,0.322,0.351,0.151,0.294,0.171
8,0.14,0.683,0.425,0.379,0.211,0.304,0.214
8,0.16,0.735,0.443,0.39,0.224,0.345,0.219
8,0.18,0.737,0.481,0.403,0.247,0.334,0.234
8,0.2,0.732,0.473,0.389,0.223,0.343,0.25
8,0.22,0.734,0.418,0.387,0.192,0.347,0.226
8,0.24,0.69,0.499,0.373,0.248,0.317,0.251
8,0.26,0.737,0.568,0.382,0.274,0.355,0.294
8,0.28,0.769,0.436,0.377,0.215,0.392,0.221
8,0.3,0.77,0.545,0.408,0.271,0.362,0.274
8,0.32,0.726,0.519,0.386,0.248,0.34,0.271
8,0.34,0.757,0.538,0.392,0.261,0.365,0.277
8,0.36,0.775,0.567,0.413,0.285,0.362,0.282
8,0.38,0.76,0.535,0.4,0.267,0.36,0.268
8,0.4,0.761,0.591,0.383,0.298,0.378,0.293
8,0.42,0.737,0.544,0.392,0.272,0.345,0.272
8,0.44,0.74,0.595,0.385,0.28,0.355,0.315
8,0.46,0.77,0.585,0.405,0.284,0.365,0.301
8,0.48,0.689,0.579,0.369,0.287,0.32,0.292
8,0.5,0.782,0.526,0.395,0.263,0.387,0.263
8,0.52,0.768,0.552,0.392,0.257,0.376,0.295
8,0.54,0.797,0.526,0.412,0.258,0.385,0.268
8,0.56,0.774,0.66,0.41,0.344,0.364,0.316
8,0.58,0.757,0.674,0.383,0.342,0.374,0.332
8,0.6,0.807,0.675,0.403,0.328,0.404,0.347
8,0.62,0.744,0.675,0.387,0.334,0.357,0.341
8,0.64,0.777,0.543,0.39,0.289,0.387,0.254
8,0.66,0.756,0.667,0.386,0.339,0.37,0.328
8,0.68,0.791,0.635,0.395,0.329,0.396,0.306
8,0.7,0.798,0.605,0.406,0.293,0.392,0.312
8,0.72,0.828,0.657,0.415,0.334,0.413,0.323
8,0.74,0.788,0.62,0.408,0.298,0.38,0.322
8,0.76,0.811,0.651,0.404,0.321,0.407,0.33
8,0.78,0.809,0.677,0.421,0.341,0.388,0.336
8,0.8,0.825,0.614,0.419,0.314,0.406,0.3
8,0.82,0.82,0.699,0.424,0.354,0.396,0.345
8,0.84,0.812,0.708,0.413,0.353,0.399,0.355
8,0.86,0.838,0.693,0.427,0.346,0.411,0.347
8,0.88,0.815,0.649,0.404,0.338,0.411,0.311
8,0.9,0.775,0.672,0.399,0.331,0.376,0.341
8,0.92,0.834,0.663,0.425,0.325,0.409,0.338
8,0.94,0.814,0.705,0.414,0.352,0.4,0.353
8,0.96,0.809,0.661,0.401,0.338,0.408,0.323
8,0.98,0.802,0.651,0.401,0.32,0.401,0.331
8,1,0.809,0.706,0.413,0.35,0.396,0.356
9,0.02,0.53,0.101,0.31,0.048,0.22,0.053
9,0.04,0.518,0.155,0.304,0.069,0.214,0.086
9,0.06,0.605,0.245,0.344,0.119,0.261,0.126
9,0.08,0.625,0.282,0.344,0.134,0.281,0.148
9,0.1,0.667,0.315,0.349,0.146,0.318,0.169
9,0.12,0.645,0.322,0.351,0.151,0.294,0.171
9,0.14,0.683,0.425,0.379,0.211,0.304,0.214
9,0.16,0.735,0.443,0.39,0.224,0.345,0.219
9,0.18,0.737,0.481,0.403,0.247,0.334,0.234
9,0.2,0.732,0.473,0.389,0.223,0.343,0.25
9,0.22,0.734,0.418,0.387,0.192,0.347,0.226
9,0.24,0.69,0.499,0.373,0.248,0.317,0.251
9,0.26,0.737,0.568,0.382,0.274,0.355,0.294
9,0.28,0.769,0.436,0.377,0.215,0.392,0.221
9,0.3,0.77,0.545,0.408,0.271,0.362,0.274
9,0.32,0.726,0.519,0.386,0.248,0.34,0.271
9,0.34,0.757,0.538,0.392,0.261,0.365,0.277
9,0.36,0.775,0.567,0.413,0.285,0.362,0.282
9,0.38,0.76,0.535,0.4,0.267,0.36,0.268
9,0.4,0.761,0.591,0.383,0.298,0.378,0.293
9,0.42,0.737,0.544,0.392,0.272,0.345,0.272
9,0.44,0.74,0.595,0.385,0.28,0.355,0.315
9,0.46,0.77,0.585,0.405,0.284,0.365,0.301
9,0.48,0.689,0.579,0.369,0.287,0.32,0.292
9,0.5,0.782,0.526,0.395,0.263,0.387,0.263
9,0.52,0.768,0.552,0.392,0.257,0.376,0.295
9,0.54,0.797,0.526,0.412,0.258,0.385,0.268
9,0.56,0.774,0.66,0.41,0.344,0.364,0.316
9,0.58,0.757,0.674,0.383,0.342,0.374,0.332
9,0.6,0.807,0.675,0.403,0.328,0.404,0.347
9,0.62,0.744,0.675,0.387,0.334,0.357,0.341
9,0.64,0.777,0.543,0.39,0.289,0.387,0.254
9,0.66,0.756,0.667,0.386,0.339,0.37,0.328
9,0.68,0.791,0.635,0.395,0.329,0.396,0.306
9,0.7,0.798,0.605,0.406,0.293,0.392,0.312
9,0.72,0.828,0.657,0.415,0.334,0.413,0.323
9,0.74,0.788,0.62,0.408,0.298,0.38,0.322
9,0.76,0.811,0.651,0.404,0.321,0.407,0.33
9,0.78,0.809,0.677,0.421,0.341,0.388,0.336
9,0.8,0.825,0.614,0.419,0.314,0.406,0.3
9,0.82,0.82,0.699,0.424,0.354,0.396,0.345
9,0.84,0.812,0.708,0.413,0.353,0.399,0.355
9,0.86,0.838,0.693,0.427,0.346,0.411,0.347
9,0.88,0.815,0.649,0.404,0.338,0.411,0.311
9,0.9,0.775,0.672,0.399,0.331,0.376,0.341
9,0.92,0.834,0.663,0.425,0.325,0.409,0.338
9,0.94,0.814,0.705,0.414,0.352,0.4,0.353
9,0.96,0.809,0.661,0.401,0.338,0.408,0.323
9,0.98,0.802,0.651,0.401,0.32,0.401,0.331
9,1,0.809,0.706,0.413,0.35,0.396,0.356
10,0.02,0.53,0.101,0.31,0.048,0.22,0.053
10,0.04,0.518,0.155,0.304,0.069,0.214,0.086
10,0.06,0.605,0.245,0.344,0.119,0.261,0.126
10,0.08,0.625,0.282,0.344,0.134,0.281,0.148
10,0.1,0.667,0.315,0.349,0.146,0.318,0.169
10,0.12,0.645,0.322,0.351,0.151,0.294,0.171
10,0.14,0.683,0.425,0.379,0.211,0.304,0.214
10,0.16,0.735,0.443,0.39,0.224,0.345,0.219
10,0.18,0.737,0.481,0.403,0.247,0.334,0.234
10,0.2,0.732,0.473,0.389,0.223,0.343,0.25
10,0.22,0.734,0.418,0.387,0.192,0.347,0.226
10,0.24,0.69,0.499,0.373,0.248,0.317,0.251
