"l1","alpha","beta_U","rho_A.l1.","rho_I.l1.","rho_Ah.l1.","rho_Ih.l1.","rho_Al.l1.","rho_Il.l1."
4,0.08,0.12,0.680740056135491,0.472132197296022,0.363438937250689,0.234477932460796,0.317301118884802,0.237654264835226
4,0.08,0.14,0.70271344141713,0.503687528878082,0.371694997263246,0.250358798776924,0.331018444153884,0.253328730101158
4,0.08,0.16,0.720910831481155,0.530044690471521,0.378551030503695,0.263638740192027,0.342359800977459,0.266405950279494
4,0.08,0.18,0.736177723371517,0.552327713744683,0.384318478413414,0.274877019015849,0.351859244958103,0.277450694728834
4,0.08,0.2,0.74912496908304,0.57135870095009,0.389222281732674,0.284483540239865,0.359902687350366,0.286875160710225
4,0.08,0.22,0.760204988862458,0.587752538015381,0.393429132221974,0.2927654246854,0.366775856640484,0.294987113329981
4,0.08,0.24,0.769760084219556,0.601978253545221,0.397065291503037,0.299957281615005,0.372694792716519,0.302020971930216
4,0.08,0.26,0.778054074144546,0.614399873235827,0.400228219947395,0.306241419974984,0.377825854197151,0.308158453260843
4,0.08,0.28,0.785293607412774,0.625304302747595,0.402994394627986,0.311761674326904,0.382299212784788,0.313542628420691
4,0.08,0.3,0.791642882512017,0.634920786381043,0.405424703108949,0.31663307281909,0.386218179403068,0.318287713561953
4,0.08,0.32,0.797234040607574,0.643434762307441,0.407568250083539,0.320948733003907,0.389665790524035,0.322486029303534
4,0.08,0.34,0.802174648076664,0.650997908397394,0.409465098039981,0.324784869187935,0.392709550036683,0.326213039209459
4,0.08,0.36,0.806553178119415,0.657735546236574,0.411148275646767,0.32820448776778,0.395404902472648,0.329531058468794
4,0.08,0.38,0.810443089500094,0.663752179489808,0.412645272891489,0.331260154552435,0.397797816608605,0.332492024937374
4,0.08,0.4,0.813905904224465,0.669135692746003,0.413979169980467,0.333996094858622,0.399926734243998,0.335139597887381
4,0.08,0.42,0.816993559409945,0.673960573957022,0.415169500650838,0.33644980665914,0.401824058759107,0.337510767297881
4,0.08,0.44,0.819750225265127,0.678290415247217,0.416232920055509,0.338653313460368,0.403517305209618,0.339637101786849
4,0.08,0.46,0.822213725148514,0.682179873588836,0.417183726926856,0.340634147264398,0.405029998221657,0.341545726324439
4,0.08,0.48,0.824416655456733,0.685676222451272,0.418034275757466,0.342416126960295,0.406382379699267,0.343260095490976
4,0.08,0.5,0.826387276562566,0.688820590358916,0.418795305042648,0.344019980006909,0.407591971519918,0.344800610352007
4,0.08,0.52,0.828150227336088,0.691648957394445,0.419476200802149,0.345463842880211,0.408674026533939,0.346185114514234
4,0.08,0.54,0.829727102441086,0.694192962830916,0.420085209724083,0.346763666864875,0.409641892717003,0.347429295966041
4,0.08,0.56,0.831136921955577,0.696480564120079,0.420629612750312,0.347933549309854,0.410507309205265,0.348547014810225
4,0.08,0.58,0.832396515814135,0.698536577957153,0.42111586734534,0.348986005723274,0.411280648468796,0.349550572233879
4,0.08,0.6,0.833520840358869,0.7003831270935,0.421549724785622,0.3499321945614,0.411971115573247,0.350450932532101
4,0.08,0.62,0.834523240396517,0.702040011291547,0.421936327383608,0.350782103928757,0.412586913012909,0.35125790736279
4,0.08,0.64,0.83541566722921,0.703525016829861,0.422280289488684,0.351544707412468,0.413135377740526,0.351980309417393
4,0.08,0.66,0.836208860899952,0.704854175929028,0.422585765291975,0.352228094753609,0.413623095607977,0.352626081175419
4,0.08,0.68,0.836912503188225,0.706041985136371,0.422856505837133,0.352839581890111,0.414055997351092,0.35320240324626
4,0.08,0.7,0.837535346574388,0.707101589902641,0.423095907156548,0.353385804001195,0.41443943941784,0.353715785901446
4,0.08,0.72,0.838085323367613,0.708044941177051,0.423307051076851,0.353872794478003,0.414778272290762,0.354172146699048
4,0.08,0.74,0.838569638390442,0.708882928743323,0.423492739943316,0.354306052191435,0.415076898447126,0.354576876551889
4,0.08,0.76,0.838994847981201,0.709625495147643,0.423655526280746,0.354690598990704,0.415339321700455,0.354934896156938
4,0.08,0.78,0.839366927574302,0.710281733376634,0.423797738224184,0.355031029018407,0.415569189350117,0.355250704358227
4,0.08,0.8,0.839691329718507,0.710859970889542,0.423921501405756,0.355331551149734,0.415769828312752,0.355528419739808
4,0.08,0.82,0.839973034072056,0.711367842163229,0.424028757865725,0.355596025639744,0.41594427620633,0.355771816523485
4,0.08,0.84,0.840216590654112,0.711812351548126,0.424121282460379,0.355827995881589,0.416095308193733,0.355984355666538
4,0.08,0.86,0.840426157421218,0.712199927939939,0.424200697161649,0.356030716031278,0.416225460259568,0.35616921190866
4,0.08,0.88,0.840605533065127,0.712536472531839,0.424268483579935,0.356207175134069,0.416337049485193,0.35632929739777
4,0.08,0.9,0.840758185786726,0.712827400714237,0.424325993989293,0.356360118288353,0.416432191797433,0.356467282425884
4,0.08,0.92,0.840887278683569,0.713077679025618,0.424374461090989,0.35649206530086,0.41651281759258,0.356585613724758
4,0.08,0.94,0.840995692291064,0.713291857921686,0.424415006715374,0.356605327218664,0.41658068557569,0.356686530703022
4,0.08,0.96,0.84108604473572,0.71347410101593,0.424448649631968,0.356702021066285,0.416637395103752,0.356772079949644
4,0.08,0.98,0.841160709890181,0.713628211348616,0.424476312612238,0.356784083068086,0.416684397277943,0.356844128280529
4,0.08,1,0.841221833861604,0.713757655159789,0.424498828868096,0.356853280595364,0.416723004993507,0.356904374564425
5,0.1,0.02,0.439399562258988,0.142491677326416,0.273223231450094,0.06963550020369,0.166176330808894,0.0728561771227263
5,0.1,0.04,0.519493051702344,0.248087322469219,0.303139308418898,0.12209740701315,0.216353743283446,0.125989915456068
5,0.1,0.06,0.57656836391765,0.325413735240948,0.32443106017409,0.160677328481562,0.252137303743559,0.164736406759386
5,0.1,0.08,0.619803290171677,0.385168426065342,0.340573623628623,0.190585751578032,0.279229666543054,0.19458267448731
5,0.1,0.1,0.653559088463195,0.432531570884901,0.353202445011808,0.214350217738105,0.300356643451387,0.218181353146796
5,0.1,0.12,0.680557363895748,0.470873158106049,0.363329327149037,0.233625349085811,0.317228036746711,0.237247809020239
5,0.1,0.14,0.702572092811231,0.502456715696754,0.371610186923122,0.249528136195777,0.330961905888109,0.252928579500978
5,0.1,0.16,0.720806875341484,0.528851497286563,0.3784887408005,0.262835948666977,0.342318134540984,0.266015548619587
5,0.1,0.18,0.736106834614853,0.55117722389892,0.384276180009042,0.274105143398794,0.35183065460581,0.277072080500126
5,0.1,0.2,0.749082884890627,0.570253418637518,0.38919745961088,0.283743911079408,0.359885425279747,0.28650950755811
5,0.1,0.22,0.760187705963729,0.586693403111057,0.393419408289107,0.292058351947187,0.366768297674622,0.29463505116387
5,0.1,0.24,0.76976393913664,0.600965251277448,0.397068476889545,0.299282468222963,0.372695462247095,0.301682783054486
5,0.1,0.26,0.778075765054828,0.613432407973401,0.400242331720444,0.305598212880387,0.377833433334385,0.307834195093014
5,0.1,0.28,0.785330186987255,0.624381430826442,0.403017654439321,0.311149218943033,0.382312532547934,0.313232211883409
5,0.1,0.3,0.791691736899273,0.634041362725119,0.405455526935698,0.316050408705293,0.386236209963575,0.317990954019826
5,0.1,0.32,0.79729286256894,0.642597533259822,0.407605233962078,0.320394853163582,0.389687628606862,0.322202680096241
5,0.1,0.34,0.802241408520724,0.650201570418637,0.409507002437471,0.324258756491709,0.392734406083253,0.325942813926928
5,0.1,0.36,0.80662609825152,0.656978782652681,0.411194009881185,0.327705136833979,0.395432088370335,0.329273645818702
5,0.1,0.38,0.810520614680672,0.663033682986481,0.412693880321702,0.330786584316026,0.397826734358971,0.332247098670455
5,0.1,0.4,0.813986680005717,0.668454178553563,0.414029814299513,0.333547355163824,0.399956865706204,0.334906823389739
5,0.1,0.42,0.817076409876139,0.673314786947715,0.415221453397968,0.336024981029705,0.401854956478171,0.33728980591801
5,0.1,0.44,0.819834133617236,0.677679133069445,0.416285549343398,0.338251519453522,0.403548584273838,0.339427613615923
5,0.1,0.46,0.82229781638157,0.6816019072534,0.417236487318557,0.340254535333816,0.405061329063013,0.341347371919584
5,0.1,0.48,0.824500180938666,0.685130415319832,0.418086699198902,0.34205787844084,0.406413481739765,0.343072536878992
5,0.1,0.5,0.826469600313425,0.688305816176751,0.418846992746651,0.343682304628227,0.407622607566774,0.344623511548524
5,0.1,0.52,0.828230813812751,0.691164117803181,0.419526815980728,0.345145976079794,0.408703997832022,0.346018141723387
5,0.1,0.54,0.82980550564693,0.69373698465738,0.420134471071749,0.346464867079776,0.409671034575181,0.347272117577604
5,0.1,0.56,0.831212775712361,0.696052396642252,0.420677288590021,0.347653095364695,0.41053548712234,0.348399301277557
5,0.1,0.58,0.832469525051956,0.698135190282784,0.421161770358172,0.348723194390394,0.411307754693784,0.349411995892391
5,0.1,0.6,0.833590773298042,0.700007505741582,0.421593707254794,0.34968633834054,0.411997066043247,0.350321167401042
5,0.1,0.62,0.834589921511858,0.701689158035214,0.421978276892321,0.350552529074184,0.412611644619536,0.35113662896103
5,0.1,0.64,0.835478970902141,0.703197946836932,0.422320125019384,0.351330752222021,0.413158845882757,0.351867194614911
5,0.1,0.66,0.836268705677068,0.704549916220544,0.422623433681779,0.352029108124888,0.41364527199529,0.352520808095656
5,0.1,0.68,0.836968846576482,0.705759573372062,0.422891978550468,0.352654922142541,0.414076868026014,0.353104651229522
5,0.1,0.7,0.837588180313009,0.706840073493862,0.423129177341485,0.353214837958131,0.414459002971524,0.353625235535732
5,0.1,0.72,0.83813466912537,0.707803376721508,0.423338130876289,0.353714896799771,0.414796538249081,0.354088479921737
5,0.1,0.74,0.83861554384423,0.708660381771139,0.423521658036176,0.354160604947763,0.415093885808054,0.354499776823376
