"l1","alpha","lamda1","rho_A.l1.","rho_I.l1."
2,0.04,0.06,0.68882930959705,0.574978762179374
2,0.04,0.08,0.688863826571017,0.574978163406077
2,0.04,0.1,0.688898344929141,0.574977564576329
2,0.04,0.12,0.688932864728028,0.574976965688362
2,0.04,0.14,0.688967386024495,0.574976366740401
2,0.04,0.16,0.689001908875576,0.574975767730663
2,0.04,0.18,0.689036433338517,0.574975168657361
2,0.04,0.2,0.689070959470782,0.574974569518697
2,0.04,0.22,0.689105487330054,0.574973970312868
2,0.04,0.24,0.689140016974237,0.574973371038064
2,0.04,0.26,0.689174548461457,0.574972771692467
2,0.04,0.28,0.689209081850066,0.574972172274253
2,0.04,0.3,0.689243617198638,0.574971572781587
2,0.04,0.32,0.689278154565976,0.57497097321263
2,0.04,0.34,0.689312694011115,0.574970373565536
2,0.04,0.36,0.689347235593319,0.574969773838447
2,0.04,0.38,0.689381779372084,0.574969174029503
2,0.04,0.4,0.689416325407143,0.574968574136832
2,0.04,0.42,0.689450873758465,0.574967974158556
2,0.04,0.44,0.689485424486256,0.574967374092789
2,0.04,0.46,0.689519977650964,0.574966773937637
2,0.04,0.48,0.68955453331328,0.574966173691199
2,0.04,0.5,0.689589091534138,0.574965573351565
2,0.04,0.52,0.689623652374716,0.574964972916816
2,0.04,0.54,0.689658215896446,0.574964372385027
2,0.04,0.56,0.689692782161003,0.574963771754263
2,0.04,0.58,0.689727351230319,0.574963171022583
2,0.04,0.6,0.689761923166578,0.574962570188035
2,0.04,0.62,0.68979649803222,0.574961969248661
2,0.04,0.64,0.689831075889942,0.574961368202493
2,0.04,0.66,0.689865656802703,0.574960767047554
2,0.04,0.68,0.689900240833722,0.574960165781861
2,0.04,0.7,0.689934828046484,0.57495956440342
2,0.04,0.72,0.689969418504738,0.574958962910229
2,0.04,0.74,0.690004012272504,0.574958361300279
2,0.04,0.76,0.690038609414068,0.574957759571547
2,0.04,0.78,0.690073209993993,0.574957157722008
2,0.04,0.8,0.690107814077113,0.574956555749623
2,0.04,0.82,0.690142421728542,0.574955953652346
2,0.04,0.84,0.69017703301367,0.574955351428121
2,0.04,0.86,0.69021164799817,0.574954749074885
2,0.04,0.88,0.690246266747996,0.574954146590561
2,0.04,0.9,0.690280889329391,0.574953543973068
2,0.04,0.92,0.690315515808883,0.574952941220313
2,0.04,0.94,0.690350146253291,0.574952338330194
2,0.04,0.96,0.690384780729726,0.574951735300599
2,0.04,0.98,0.690419419305594,0.574951132129406
2,0.04,1,0.690454062048597,0.574950528814485
3,0.06,0.02,0.688744204956051,0.574664196105727
3,0.06,0.04,0.688778707204748,0.574663290063481
3,0.06,0.06,0.688813210787274,0.574662383921284
3,0.06,0.08,0.688847715760201,0.574661477676359
3,0.06,0.1,0.688882222180321,0.57466057132592
3,0.06,0.12,0.688916730104637,0.574659664867171
3,0.06,0.14,0.688951239590371,0.574658758297303
3,0.06,0.16,0.688985750694964,0.574657851613493
3,0.06,0.18,0.689020263476077,0.574656944812912
3,0.06,0.2,0.689054777991591,0.574656037892714
3,0.06,0.22,0.689089294299615,0.574655130850042
3,0.06,0.24,0.689123812458483,0.57465422368203
3,0.06,0.26,0.689158332526754,0.574653316385798
3,0.06,0.28,0.689192854563221,0.574652408958454
3,0.06,0.3,0.689227378626902,0.574651501397093
3,0.06,0.32,0.689261904777053,0.574650593698797
3,0.06,0.34,0.689296433073163,0.574649685860639
3,0.06,0.36,0.689330963574959,0.574648777879677
3,0.06,0.38,0.689365496342405,0.574647869752955
3,0.06,0.4,0.689400031435706,0.574646961477509
3,0.06,0.42,0.68943456891531,0.574646053050357
3,0.06,0.44,0.689469108841908,0.574645144468507
3,0.06,0.46,0.689503651276439,0.574644235728954
3,0.06,0.48,0.689538196280088,0.574643326828678
3,0.06,0.5,0.689572743914293,0.574642417764648
3,0.06,0.52,0.68960729424074,0.574641508533817
3,0.06,0.54,0.689641847321372,0.574640599133128
3,0.06,0.56,0.689676403218388,0.574639689559508
3,0.06,0.58,0.689710961994245,0.574638779809871
3,0.06,0.6,0.689745523711658,0.574637869881118
3,0.06,0.62,0.689780088433607,0.574636959770136
3,0.06,0.64,0.689814656223334,0.574636049473796
3,0.06,0.66,0.689849227144349,0.574635138988957
3,0.06,0.68,0.68988380126043,0.574634228312464
3,0.06,0.7,0.689918378635624,0.574633317441147
3,0.06,0.72,0.689952959334252,0.574632406371822
3,0.06,0.74,0.689987543420912,0.57463149510129
3,0.06,0.76,0.690022130960473,0.574630583626338
3,0.06,0.78,0.69005672201809,0.574629671943737
3,0.06,0.8,0.690091316659194,0.574628760050244
3,0.06,0.82,0.690125914949502,0.574627847942603
3,0.06,0.84,0.690160516955018,0.574626935617541
3,0.06,0.86,0.690195122742032,0.574626023071768
3,0.06,0.88,0.690229732377124,0.574625110301981
3,0.06,0.9,0.690264345927169,0.574624197304863
3,0.06,0.92,0.690298963459336,0.574623284077079
3,0.06,0.94,0.690333585041089,0.57462237061528
3,0.06,0.96,0.690368210740197,0.574621456916098
3,0.06,0.98,0.690402840624724,0.574620542976153
3,0.06,1,0.690437474763044,0.574619628792047
4,0.08,0.02,0.688727859096395,0.57434333047065
4,0.08,0.04,0.688762348993156,0.574342111533489
4,0.08,0.06,0.688796840286847,0.574340892434597
4,0.08,0.08,0.688831333034456,0.574339673170067
4,0.08,0.1,0.688865827293192,0.574338453735975
4,0.08,0.12,0.688900323120484,0.574337234128383
4,0.08,0.14,0.688934820573983,0.574336014343332
4,0.08,0.16,0.688969319711565,0.57433479437685
4,0.08,0.18,0.689003820591333,0.574333574224944
4,0.08,0.2,0.689038323271616,0.574332353883606
4,0.08,0.22,0.689072827810973,0.57433113334881
4,0.08,0.24,0.689107334268195,0.574329912616512
4,0.08,0.26,0.689141842702308,0.574328691682651
4,0.08,0.28,0.689176353172571,0.574327470543148
4,0.08,0.3,0.689210865738481,0.574326249193904
4,0.08,0.32,0.689245380459773,0.574325027630804
4,0.08,0.34,0.689279897396424,0.574323805849714
4,0.08,0.36,0.689314416608653,0.574322583846482
4,0.08,0.38,0.689348938156925,0.574321361616937
4,0.08,0.4,0.689383462101951,0.57432013915689
4,0.08,0.42,0.689417988504688,0.574318916462131
4,0.08,0.44,0.689452517426348,0.574317693528433
4,0.08,0.46,0.689487048928393,0.574316470351549
4,0.08,0.48,0.689521583072538,0.574315246927213
4,0.08,0.5,0.68955611992076,0.574314023251141
4,0.08,0.52,0.689590659535287,0.574312799319025
4,0.08,0.54,0.689625201978614,0.574311575126542
4,0.08,0.56,0.689659747313496,0.574310350669346
4,0.08,0.58,0.689694295602952,0.574309125943074
4,0.08,0.6,0.689728846910271,0.574307900943339
4,0.08,0.62,0.689763401299008,0.574306675665736
4,0.08,0.64,0.689797958832988,0.574305450105838
4,0.08,0.66,0.689832519576315,0.5743042242592
4,0.08,0.68,0.689867083593362,0.574302998121353
4,0.08,0.7,0.689901650948784,0.574301771687809
4,0.08,0.72,0.689936221707514,0.574300544954058
4,0.08,0.74,0.689970795934768,0.574299317915569
4,0.08,0.76,0.690005373696044,0.574298090567788
4,0.08,0.78,0.690039955057129,0.574296862906143
4,0.08,0.8,0.690074540084098,0.574295634926035
4,0.08,0.82,0.690109128843317,0.574294406622848
4,0.08,0.84,0.690143721401446,0.574293177991941
4,0.08,0.86,0.690178317825439,0.57429194902865
4,0.08,0.88,0.690212918182552,0.57429071972829
4,0.08,0.9,0.690247522540337,0.574289490086154
4,0.08,0.92,0.690282130966652,0.574288260097511
4,0.08,0.94,0.690316743529659,0.574287029757606
4,0.08,0.96,0.690351360297828,0.574285799061663
4,0.08,0.98,0.690385981339938,0.57428456800488
4,0.08,1,0.690420606725082,0.574283336582433
5,0.1,0.02,0.68871123628235,0.574017265562233
5,0.1,0.04,0.688745713595921,0.574015728090761
5,0.1,0.06,0.688780192370381,0.574014190380166
5,0.1,0.08,0.688814672663156,0.574012652425286
5,0.1,0.1,0.688849154531902,0.574011114220935
5,0.1,0.12,0.688883638034498,0.574009575761904
5,0.1,0.14,0.688918123229054,0.574008037042961
5,0.1,0.16,0.68895261017391,0.574006498058851
5,0.1,0.18,0.688987098927636,0.574004958804294
5,0.1,0.2,0.689021589549037,0.574003419273984
5,0.1,0.22,0.689056082097156,0.574001879462596
5,0.1,0.24,0.689090576631271,0.574000339364775
5,0.1,0.26,0.6891250732109,0.573998798975146
5,0.1,0.28,0.689159571895806,0.573997258288307
5,0.1,0.3,0.689194072745989,0.573995717298829
5,0.1,0.32,0.689228575821699,0.573994176001262
5,0.1,0.34,0.689263081183434,0.573992634390128
5,0.1,0.36,0.689297588891938,0.573991092459926
5,0.1,0.38,0.68933209900821,0.573989550205125
5,0.1,0.4,0.6893666115935,0.573988007620172
5,0.1,0.42,0.689401126709311,0.573986464699485
5,0.1,0.44,0.689435644417409,0.573984921437458
5,0.1,0.46,0.689470164779816,0.573983377828457
5,0.1,0.48,0.689504687858817,0.573981833866822
5,0.1,0.5,0.689539213716958,0.573980289546867
5,0.1,0.52,0.689573742417053,0.573978744862874
5,0.1,0.54,0.689608274022183,0.573977199809105
5,0.1,0.56,0.689642808595701,0.573975654379788
5,0.1,0.58,0.689677346201227,0.573974108569128
5,0.1,0.6,0.689711886902662,0.573972562371298
5,0.1,0.62,0.689746430764179,0.573971015780445
5,0.1,0.64,0.689780977850229,0.573969468790688
5,0.1,0.66,0.689815528225547,0.573967921396115
5,0.1,0.68,0.689850081955151,0.573966373590787
5,0.1,0.7,0.689884639104341,0.573964825368735
5,0.1,0.72,0.689919199738709,0.573963276723963
5,0.1,0.74,0.689953763924134,0.573961727650441
5,0.1,0.76,0.689988331726788,0.573960178142113
5,0.1,0.78,0.690022903213139,0.573958628192891
5,0.1,0.8,0.69005747844995,0.573957077796658
5,0.1,0.82,0.690092057504285,0.573955526947265
5,0.1,0.84,0.690126640443509,0.573953975638534
5,0.1,0.86,0.690161227335291,0.573952423864254
5,0.1,0.88,0.690195818247608,0.573950871618184
5,0.1,0.9,0.690230413248745,0.573949318894052
5,0.1,0.92,0.690265012407298,0.573947765685554
5,0.1,0.94,0.69029961579218,0.573946211986353
5,0.1,0.96,0.690334223472617,0.57394465779008
5,0.1,0.98,0.690368835518156,0.573943103090334
5,0.1,1,0.690403451998665,0.573941547880682
6,0.12,0.02,0.688694330623329,0.573685901828586
6,0.12,0.04,0.688728795117047,0.573684040058871
6,0.12,0.06,0.688763261136473,0.573682177956136
6,0.12,0.08,0.688797728739502,0.573680315513824
6,0.12,0.1,0.688832197984261,0.573678452725346
6,0.12,0.12,0.688866668929111,0.573676589584085
6,0.12,0.14,0.688901141632647,0.573674726083391
6,0.12,0.16,0.688935616153701,0.573672862216583
6,0.12,0.18,0.688970092551344,0.573670997976948
6,0.12,0.2,0.689004570884887,0.573669133357741
6,0.12,0.22,0.689039051213882,0.573667268352184
6,0.12,0.24,0.689073533598129,0.573665402953469
6,0.12,0.26,0.689108018097672,0.573663537154752
6,0.12,0.28,0.689142504772806,0.573661670949159
6,0.12,0.3,0.689176993684072,0.57365980432978
6,0.12,0.32,0.689211484892266,0.573657937289673
6,0.12,0.34,0.689245978458439,0.573656069821863
6,0.12,0.36,0.6892804744439,0.573654201919339
6,0.12,0.38,0.689314972910212,0.573652333575058
6,0.12,0.4,0.689349473919203,0.57365046478194
6,0.12,0.42,0.689383977532959,0.573648595532872
6,0.12,0.44,0.689418483813837,0.573646725820704
6,0.12,0.46,0.689452992824456,0.573644855638253
6,0.12,0.48,0.689487504627706,0.573642984978299
6,0.12,0.5,0.68952201928675,0.573641113833587
6,0.12,0.52,0.68955653686502,0.573639242196824
6,0.12,0.54,0.689591057426229,0.573637370060681
6,0.12,0.56,0.689625581034363,0.573635497417795
6,0.12,0.58,0.689660107753692,0.573633624260762
6,0.12,0.6,0.689694637648767,0.573631750582142
6,0.12,0.62,0.689729170784423,0.57362987637446
6,0.12,0.64,0.689763707225782,0.573628001630198
6,0.12,0.66,0.689798247038256,0.573626126341805
6,0.12,0.68,0.68983279028755,0.573624250501687
6,0.12,0.7,0.689867337039659,0.573622374102215
6,0.12,0.72,0.689901887360878,0.573620497135717
6,0.12,0.74,0.6899364413178,0.573618619594486
6,0.12,0.76,0.689970998977318,0.573616741470772
6,0.12,0.78,0.690005560406628,0.573614862756784
6,0.12,0.8,0.690040125673236,0.573612983444694
6,0.12,0.82,0.690074694844951,0.573611103526632
6,0.12,0.84,0.690109267989898,0.573609222994686
6,0.12,0.86,0.690143845176512,0.573607341840904
6,0.12,0.88,0.690178426473546,0.57360546005729
6,0.12,0.9,0.69021301195007,0.573603577635808
6,0.12,0.92,0.690247601675477,0.573601694568381
6,0.12,0.94,0.690282195719483,0.573599810846885
6,0.12,0.96,0.690316794152131,0.573597926463158
6,0.12,0.98,0.690351397043792,0.573596041408991
6,0.12,1,0.690386004465169,0.573594155676132
7,0.14,0.02,0.688677136045203,0.573349137180853
7,0.14,0.04,0.688711587476824,0.573346945220823
7,0.14,0.06,0.688746040499841,0.573344752816428
7,0.14,0.08,0.688780495172644,0.573342559959562
7,0.14,0.1,0.688814951553863,0.573340366642081
7,0.14,0.12,0.688849409702366,0.5733381728558
7,0.14,0.14,0.688883869677265,0.573335978592493
7,0.14,0.16,0.688918331537917,0.573333783843896
7,0.14,0.18,0.688952795343921,0.573331588601701
7,0.14,0.2,0.688987261155125,0.573329392857558
7,0.14,0.22,0.689021729031628,0.573327196603078
7,0.14,0.24,0.68905619903378,0.573324999829827
7,0.14,0.26,0.689090671222186,0.57332280252933
7,0.14,0.28,0.689125145657707,0.573320604693071
7,0.14,0.3,0.689159622401458,0.573318406312487
7,0.14,0.32,0.68919410151482,0.573316207378973
7,0.14,0.34,0.689228583059432,0.573314007883882
7,0.14,0.36,0.689263067097199,0.573311807818521
7,0.14,0.38,0.689297553690293,0.573309607174153
7,0.14,0.4,0.689332042901153,0.573307405941996
7,0.14,0.42,0.689366534792489,0.573305204113223
7,0.14,0.44,0.689401029427287,0.573303001678961
7,0.14,0.46,0.689435526868803,0.573300798630292
7,0.14,0.48,0.689470027180576,0.573298594958251
7,0.14,0.5,0.689504530426421,0.573296390653827
7,0.14,0.52,0.689539036670436,0.57329418570796
7,0.14,0.54,0.689573545977004,0.573291980111545
7,0.14,0.56,0.689608058410794,0.573289773855429
7,0.14,0.58,0.689642574036764,0.57328756693041
7,0.14,0.6,0.689677092920163,0.573285359327236
7,0.14,0.62,0.689711615126534,0.573283151036611
7,0.14,0.64,0.689746140721716,0.573280942049183
7,0.14,0.66,0.689780669771848,0.573278732355555
7,0.14,0.68,0.689815202343366,0.57327652194628
7,0.14,0.7,0.689849738503013,0.573274310811858
7,0.14,0.72,0.689884278317837,0.57327209894274
7,0.14,0.74,0.689918821855195,0.573269886329325
7,0.14,0.76,0.68995336918275,0.573267672961959
7,0.14,0.78,0.689987920368486,0.573265458830939
7,0.14,0.8,0.690022475480697,0.573263243926508
7,0.14,0.82,0.690057034587998,0.573261028238854
7,0.14,0.84,0.690091597759326,0.573258811758116
7,0.14,0.86,0.690126165063939,0.573256594474374
7,0.14,0.88,0.690160736571423,0.573254376377659
7,0.14,0.9,0.690195312351695,0.573252157457943
7,0.14,0.92,0.690229892474999,0.573249937705145
7,0.14,0.94,0.690264477011918,0.573247717109128
7,0.14,0.96,0.690299066033372,0.573245495659701
7,0.14,0.98,0.690333659610616,0.573243273346613
7,0.14,1,0.690368257815255,0.573241050159558
8,0.16,0.02,0.688659646281959,0.573006866908572
8,0.16,0.04,0.688694084403487,0.573004338734277
8,0.16,0.06,0.688728524182972,0.573001809985834
8,0.16,0.08,0.688762965679327,0.572999280653419
8,0.16,0.1,0.688797408951715,0.572996750727159
8,0.16,0.12,0.688831854059546,0.572994220197128
8,0.16,0.14,0.688866301062477,0.572991689053351
8,0.16,0.16,0.688900750020419,0.5729891572858
8,0.16,0.18,0.688935200993536,0.572986624884392
8,0.16,0.2,0.688969654042246,0.572984091838996
8,0.16,0.22,0.689004109227227,0.572981558139423
8,0.16,0.24,0.689038566609414,0.572979023775434
8,0.16,0.26,0.689073026250008,0.572976488736734
8,0.16,0.28,0.68910748821047,0.572973953012976
8,0.16,0.3,0.68914195255253,0.572971416593755
8,0.16,0.32,0.689176419338184,0.572968879468611
8,0.16,0.34,0.689210888629701,0.57296634162703
8,0.16,0.36,0.689245360489623,0.572963803058442
8,0.16,0.38,0.689279834980765,0.572961263752219
8,0.16,0.4,0.689314312166221,0.572958723697676
8,0.16,0.42,0.689348792109363,0.572956182884069
8,0.16,0.44,0.689383274873847,0.5729536413006
8,0.16,0.46,0.689417760523612,0.572951098936409
8,0.16,0.48,0.689452249122885,0.572948555780579
8,0.16,0.5,0.68948674073618,0.572946011822132
8,0.16,0.52,0.689521235428303,0.57294346705003
8,0.16,0.54,0.689555733264353,0.572940921453177
8,0.16,0.56,0.689590234309728,0.572938375020414
8,0.16,0.58,0.689624738630122,0.572935827740521
8,0.16,0.6,0.689659246291531,0.572933279602216
8,0.16,0.62,0.689693757360253,0.572930730594156
8,0.16,0.64,0.689728271902893,0.572928180704932
8,0.16,0.66,0.689762789986367,0.572925629923076
8,0.16,0.68,0.689797311677898,0.572923078237053
8,0.16,0.7,0.689831837045025,0.572920525635264
8,0.16,0.72,0.689866366155604,0.572917972106046
8,0.16,0.74,0.689900899077807,0.57291541763767
8,0.16,0.76,0.68993543588013,0.57291286221834
8,0.16,0.78,0.689969976631391,0.572910305836196
8,0.16,0.8,0.690004521400739,0.572907748479309
8,0.16,0.82,0.690039070257647,0.572905190135683
8,0.16,0.84,0.690073623271924,0.572902630793254
8,0.16,0.86,0.690108180513714,0.572900070439889
8,0.16,0.88,0.690142742053496,0.572897509063384
8,0.16,0.9,0.690177307962092,0.572894946651469
8,0.16,0.92,0.690211878310668,0.572892383191801
8,0.16,0.94,0.690246453170736,0.572889818671968
8,0.16,0.96,0.690281032614155,0.572887253079483
8,0.16,0.98,0.690315616713137,0.572884686401789
8,0.16,1,0.690350205540251,0.572882118626257
9,0.18,0.02,0.688641854866855,0.572658983591499
9,0.18,0.04,0.688676279424358,0.572656113043237
9,0.18,0.06,0.688710705707255,0.572653241771565
9,0.18,0.08,0.688745133775016,0.572650369764752
9,0.18,0.1,0.688779563687368,0.572647497011006
9,0.18,0.12,0.68881399550429,0.572644623498467
9,0.18,0.14,0.688848429286022,0.572641749215215
9,0.18,0.16,0.688882865093062,0.572638874149261
9,0.18,0.18,0.688917302986169,0.572635998288553
9,0.18,0.2,0.688951743026369,0.57263312162097
9,0.18,0.22,0.688986185274951,0.572630244134328
9,0.18,0.24,0.689020629793475,0.572627365816373
9,0.18,0.26,0.689055076643771,0.572624486654784
9,0.18,0.28,0.689089525887942,0.572621606637174
9,0.18,0.3,0.689123977588365,0.572618725751081
9,0.18,0.32,0.689158431807696,0.572615843983981
9,0.18,0.34,0.689192888608872,0.572612961323275
9,0.18,0.36,0.689227348055109,0.572610077756295
9,0.18,0.38,0.68926181020991,0.572607193270303
9,0.18,0.4,0.689296275137064,0.572604307852488
9,0.18,0.42,0.68933074290065,0.572601421489966
9,0.18,0.44,0.689365213565037,0.572598534169782
9,0.18,0.46,0.68939968719489,0.572595645878906
9,0.18,0.48,0.689434163855169,0.572592756604234
9,0.18,0.5,0.689468643611135,0.57258986633259
9,0.18,0.52,0.689503126528348,0.572586975050719
9,0.18,0.54,0.689537612672675,0.572584082745291
9,0.18,0.56,0.689572102110286,0.572581189402902
9,0.18,0.58,0.689606594907664,0.572578295010067
9,0.18,0.6,0.6896410911316,0.572575399553227
9,0.18,0.62,0.689675590849204,0.572572503018742
9,0.18,0.64,0.689710094127897,0.572569605392894
9,0.18,0.66,0.689744601035424,0.572566706661884
9,0.18,0.68,0.689779111639851,0.572563806811835
9,0.18,0.7,0.68981362600957,0.572560905828787
9,0.18,0.72,0.689848144213298,0.572558003698699
9,0.18,0.74,0.689882666320086,0.572555100407447
9,0.18,0.76,0.689917192399316,0.572552195940825
9,0.18,0.78,0.689951722520704,0.572549290284543
9,0.18,0.8,0.689986256754311,0.572546383424225
9,0.18,0.82,0.690020795170533,0.572543475345413
9,0.18,0.84,0.690055337840117,0.572540566033559
9,0.18,0.86,0.69008988483415,0.572537655474032
9,0.18,0.88,0.690124436224075,0.572534743652113
9,0.18,0.9,0.690158992081689,0.572531830552992
9,0.18,0.92,0.69019355247914,0.572528916161775
9,0.18,0.94,0.69022811748894,0.572526000463475
9,0.18,0.96,0.690262687183963,0.572523083443017
9,0.18,0.98,0.690297261637445,0.572520165085232
9,0.18,1,0.690331840922994,0.572517245374863
10,0.2,0.02,0.688623755123014,0.572305377007704
10,0.2,0.04,0.688658165856436,0.572302157786005
10,0.2,0.06,0.688692578383571,0.57229893767106
10,0.2,0.08,0.688726992764478,0.572295716649021
10,0.2,0.1,0.688761409059478,0.572292494705963
10,0.2,0.12,0.688795827329157,0.572289271827884
10,0.2,0.14,0.688830247634368,0.572286048000698
10,0.2,0.16,0.688864670036232,0.572282823210243
10,0.2,0.18,0.688899094596141,0.572279597442272
10,0.2,0.2,0.68893352137576,0.572276370682457
10,0.2,0.22,0.688967950437031,0.572273142916389
10,0.2,0.24,0.689002381842173,0.572269914129573
10,0.2,0.26,0.689036815653685,0.572266684307432
10,0.2,0.28,0.689071251934352,0.572263453435306
10,0.2,0.3,0.689105690747238,0.572260221498443
10,0.2,0.32,0.689140132155699,0.572256988482012
10,0.2,0.34,0.689174576223379,0.572253754371091
10,0.2,0.36,0.689209023014216,0.572250519150674
10,0.2,0.38,0.689243472592442,0.572247282805662
10,0.2,0.4,0.689277925022585,0.572244045320872
10,0.2,0.42,0.689312380369474,0.572240806681027
10,0.2,0.44,0.689346838698241,0.572237566870761
10,0.2,0.46,0.689381300074321,0.572234325874618
10,0.2,0.48,0.689415764563459,0.572231083677049
10,0.2,0.5,0.689450232231708,0.572227840262413
10,0.2,0.52,0.689484703145433,0.572224595614973
10,0.2,0.54,0.689519177371317,0.5722213497189
10,0.2,0.56,0.68955365497636,0.572218102558269
10,0.2,0.58,0.689588136027882,0.57221485411706
10,0.2,0.6,0.689622620593526,0.572211604379155
10,0.2,0.62,0.689657108741264,0.572208353328339
10,0.2,0.64,0.689691600539394,0.572205100948298
10,0.2,0.66,0.689726096056546,0.572201847222621
10,0.2,0.68,0.689760595361686,0.572198592134793
10,0.2,0.7,0.689795098524118,0.572195335668202
10,0.2,0.72,0.689829605613483,0.572192077806133
10,0.2,0.74,0.689864116699769,0.572188818531767
10,0.2,0.76,0.689898631853308,0.572185557828183
10,0.2,0.78,0.689933151144781,0.572182295678355
10,0.2,0.8,0.689967674645221,0.572179032065152
10,0.2,0.82,0.690002202426019,0.572175766971337
10,0.2,0.84,0.690036734558921,0.572172500379567
10,0.2,0.86,0.690071271116033,0.572169232272387
10,0.2,0.88,0.690105812169829,0.572165962632239
10,0.2,0.9,0.690140357793149,0.572162691441451
10,0.2,0.92,0.690174908059203,0.572159418682241
10,0.2,0.94,0.690209463041575,0.572156144336716
10,0.2,0.96,0.690244022814226,0.572152868386872
10,0.2,0.98,0.690278587451497,0.572149590814586
10,0.2,1,0.690313157028112,0.572146311601627
11,0.22,0.02,0.68860534015343,0.571945934037742
11,0.22,0.04,0.688639736796393,0.571942359699209
11,0.22,0.06,0.688674135302275,0.571938784275859
11,0.22,0.08,0.688708535731753,0.5719352077515
11,0.22,0.1,0.688742938145781,0.571931630109846
11,0.22,0.12,0.688777342605583,0.57192805133451
11,0.22,0.14,0.688811749172662,0.571924471409009
11,0.22,0.16,0.688846157908798,0.571920890316763
11,0.22,0.18,0.688880568876052,0.571917308041087
11,0.22,0.2,0.688914982136768,0.5719137245652
11,0.22,0.22,0.688949397753578,0.571910139872217
11,0.22,0.24,0.6889838157894,0.571906553945153
11,0.22,0.26,0.689018236307444,0.571902966766917
11,0.22,0.28,0.689052659371213,0.571899378320317
11,0.22,0.3,0.689087085044504,0.571895788588053
11,0.22,0.32,0.689121513391414,0.571892197552721
11,0.22,0.34,0.689155944476343,0.571888605196809
11,0.22,0.36,0.689190378363989,0.571885011502699
11,0.22,0.38,0.689224815119361,0.571881416452664
11,0.22,0.4,0.689259254807774,0.571877820028867
11,0.22,0.42,0.689293697494855,0.571874222213359
11,0.22,0.44,0.689328143246544,0.571870622988083
11,0.22,0.46,0.689362592129099,0.571867022334867
11,0.22,0.48,0.689397044209098,0.571863420235426
11,0.22,0.5,0.689431499553441,0.571859816671364
11,0.22,0.52,0.689465958229348,0.571856211624163
11,0.22,0.54,0.689500420304374,0.571852605075196
11,0.22,0.56,0.689534885846401,0.571848997005714
11,0.22,0.58,0.689569354923644,0.571845387396852
11,0.22,0.6,0.689603827604656,0.571841776229624
11,0.22,0.62,0.689638303958327,0.571838163484926
11,0.22,0.64,0.689672784053891,0.57183454914353
11,0.22,0.66,0.689707267960926,0.571830933186088
11,0.22,0.68,0.68974175574936,0.571827315593127
11,0.22,0.7,0.689776247489469,0.57182369634505
11,0.22,0.72,0.689810743251886,0.571820075422133
