"l1","alpha","lamda2","rho_A.l1.","rho_I.l1."
11,0.22,0.72,0.690375162306505,0.571651230615391
11,0.22,0.74,0.690424524920449,0.571642570971625
11,0.22,0.76,0.690473662621417,0.571633951205281
11,0.22,0.78,0.69052258095674,0.571625370335174
11,0.22,0.8,0.690571285145565,0.571616827437682
11,0.22,0.82,0.690619780102499,0.571608321642617
11,0.22,0.84,0.690668070459727,0.571599852129362
11,0.22,0.86,0.690716160587771,0.571591418123241
11,0.22,0.88,0.690764054614993,0.571583018892118
11,0.22,0.9,0.690811756445942,0.571574653743185
11,0.22,0.92,0.690859269778639,0.571566322019947
11,0.22,0.94,0.690906598120835,0.571558023099379
11,0.22,0.96,0.690953744805318,0.571549756389252
11,0.22,0.98,0.691000713004282,0.571541521325622
11,0.22,1,0.691047505742814,0.571533317370475
12,0.24,0.02,0.688383562555552,0.571637422385313
12,0.24,0.04,0.688453261590767,0.571623946219557
12,0.24,0.06,0.688521173956722,0.571610813968229
12,0.24,0.08,0.688587541997258,0.571597979247348
12,0.24,0.1,0.688652557520138,0.571585405329516
12,0.24,0.12,0.688716374854153,0.571573062650033
12,0.24,0.14,0.688779120025057,0.571560927054221
12,0.24,0.16,0.688840897334917,0.571548978540636
12,0.24,0.18,0.688901794165191,0.571537200343521
12,0.24,0.2,0.688961884540207,0.571525578251998
12,0.24,0.22,0.689021231809884,0.571514100097489
12,0.24,0.24,0.689079890696379,0.571502755362618
12,0.24,0.26,0.689137908874521,0.571491534879172
12,0.24,0.28,0.689195328205842,0.571480430592224
12,0.24,0.3,0.689252185712031,0.571469435374038
12,0.24,0.32,0.689308514350117,0.571458542875851
12,0.24,0.34,0.689364343635176,0.57144774740879
12,0.24,0.36,0.689419700144657,0.571437043847396
12,0.24,0.38,0.689474607929962,0.571426427550891
12,0.24,0.4,0.689529088854766,0.571415894298426
12,0.24,0.42,0.689583162875018,0.571405440235489
12,0.24,0.44,0.689636848272215,0.571395061829237
12,0.24,0.46,0.689690161848969,0.571384755831043
12,0.24,0.48,0.689743119093994,0.571374519244885
12,0.24,0.5,0.689795734322133,0.571364349300514
12,0.24,0.52,0.689848020793944,0.571354243430524
12,0.24,0.54,0.689899990818451,0.571344199250653
12,0.24,0.56,0.689951655841967,0.57133421454274
12,0.24,0.58,0.690003026525386,0.571324287239894
12,0.24,0.6,0.690054112811849,0.571314415413506
12,0.24,0.62,0.690104923986385,0.571304597261794
12,0.24,0.64,0.69015546872882,0.571294831099642
12,0.24,0.66,0.690205755161023,0.57128511534952
12,0.24,0.68,0.690255790889371,0.571275448533326
12,0.24,0.7,0.69030558304317,0.571265829264997
12,0.24,0.72,0.690355138309619,0.571256256243787
12,0.24,0.74,0.690404462965826,0.571246728248112
12,0.24,0.76,0.690453562908279,0.571237244129876
12,0.24,0.78,0.690502443680116,0.571227802809232
12,0.24,0.8,0.690551110496458,0.571218403269703
12,0.24,0.82,0.690599568268042,0.571209044553638
12,0.24,0.84,0.690647821623337,0.571199725757955
12,0.24,0.86,0.690695874929288,0.571190446030149
12,0.24,0.88,0.690743732310811,0.571181204564542
12,0.24,0.9,0.690791397669141,0.571172000598751
12,0.24,0.92,0.690838874699099,0.571162833410367
12,0.24,0.94,0.690886166905352,0.571153702313823
12,0.24,0.96,0.690933277617708,0.571144606657452
12,0.24,0.98,0.690980210005485,0.571135545820722
12,0.24,1,0.691026967090989,0.571126519211641
13,0.26,0.02,0.688364734933092,0.571271206866052
13,0.26,0.04,0.688434379442711,0.571256480612726
13,0.26,0.06,0.688502238777332,0.571242130246714
13,0.26,0.08,0.688568555018962,0.571228105081985
13,0.26,0.1,0.688633519783768,0.57121436498153
13,0.26,0.12,0.688697287257114,0.57120087763381
13,0.26,0.14,0.688759983355109,0.571187616638448
13,0.26,0.16,0.688821712294352,0.57117456013338
13,0.26,0.18,0.688882561388452,0.57116168979249
13,0.26,0.2,0.688942604606946,0.571148990081799
13,0.26,0.22,0.689001905254802,0.571136447699411
13,0.26,0.24,0.689060518016743,0.571124051148158
13,0.26,0.26,0.689118490535987,0.571111790405542
13,0.26,0.28,0.689175864647027,0.571099656665967
13,0.26,0.3,0.68923267734815,0.571087642137354
13,0.26,0.32,0.689288961575903,0.57107573987915
13,0.26,0.34,0.689344746827258,0.571063943672173
13,0.26,0.36,0.689400059663512,0.571052247913167
13,0.26,0.38,0.689454924121538,0.571040647528733
13,0.26,0.4,0.689509362051842,0.571029137904558
13,0.26,0.42,0.689563393398355,0.571017714826829
13,0.26,0.44,0.689617036431541,0.571006374433403
13,0.26,0.46,0.689670307943827,0.570995113172869
13,0.26,0.48,0.689723223414474,0.570983927769987
13,0.26,0.5,0.689775797149521,0.570972815196356
13,0.26,0.52,0.689828042401291,0.570961772645349
13,0.26,0.54,0.689879971471074,0.570950797510573
13,0.26,0.56,0.689931595797905,0.570939887367237
13,0.26,0.58,0.689982926035804,0.570929039955941
13,0.26,0.6,0.690033972121407,0.570918253168472
13,0.26,0.62,0.690084743333575,0.570907525035284
13,0.26,0.64,0.690135248346269,0.570896853714382
13,0.26,0.66,0.690185495275778,0.570886237481406
13,0.26,0.68,0.690235491723159,0.5708756747207
13,0.26,0.7,0.690285244812637,0.570865163917237
13,0.26,0.72,0.690334761226554,0.570854703649273
13,0.26,0.74,0.690384047237373,0.57084429258161
13,0.26,0.76,0.69043310873713,0.5708339294594
13,0.26,0.78,0.690481951264696,0.57082361310241
13,0.26,0.8,0.690530580031094,0.57081334239969
13,0.26,0.82,0.690578999943127,0.570803116304606
13,0.26,0.84,0.690627215625482,0.57079293383018
13,0.26,0.86,0.690675231441465,0.570782794044732
13,0.26,0.88,0.690723051512491,0.570772696067773
13,0.26,0.9,0.690770679736418,0.570762639066149
13,0.26,0.92,0.690818119804814,0.570752622250401
13,0.26,0.94,0.690865375219209,0.57074264487135
13,0.26,0.96,0.69091244930638,0.570732706216877
13,0.26,0.98,0.69095934523272,0.570722805608892
13,0.26,1,0.691006066017704,0.570712942400507
14,0.28,0.02,0.688345574135425,0.570898882980555
14,0.28,0.04,0.688415163136126,0.570882885182602
14,0.28,0.06,0.6884829684825,0.570867295805963
14,0.28,0.08,0.688549231990124,0.570852059788828
14,0.28,0.1,0.688614145080184,0.57083713352558
14,0.28,0.12,0.688677861792076,0.570822481909932
14,0.28,0.14,0.688740507930314,0.57080807625637
14,0.28,0.16,0.688802187624503,0.57079389280936
14,0.28,0.18,0.688862988119189,0.570779911654741
14,0.28,0.2,0.688922983328141,0.570766115911871
14,0.28,0.22,0.688982236510569,0.570752491125285
14,0.28,0.24,0.689040802313093,0.570739024800472
14,0.28,0.26,0.689098728346756,0.570725706045319
14,0.28,0.28,0.689156056418531,0.570712525290062
14,0.28,0.3,0.689212823502883,0.570699474066323
14,0.28,0.32,0.689269062515515,0.570686544831099
14,0.28,0.34,0.689324802934972,0.570673730825343
14,0.28,0.36,0.689380071306112,0.570661025959384
14,0.28,0.38,0.689434891651023,0.570648424719407
14,0.28,0.4,0.689489285806809,0.570635922090543
14,0.28,0.42,0.689543273705173,0.5706235134932
14,0.28,0.44,0.689596873605349,0.570611194730012
14,0.28,0.46,0.689650102289399,0.57059896194133
14,0.28,0.48,0.68970297522697,0.570586811567679
14,0.28,0.5,0.68975550671514,0.570574740317869
14,0.28,0.52,0.689807709997851,0.570562745141758
14,0.28,0.54,0.689859597368525,0.570550823206841
14,0.28,0.56,0.689911180258793,0.570538971878002
14,0.28,0.58,0.689962469315679,0.57052718869989
14,0.28,0.6,0.690013474469203,0.570515471381482
14,0.28,0.62,0.690064204991947,0.570503817782478
14,0.28,0.64,0.690114669551908,0.57049222590122
14,0.28,0.66,0.690164876259697,0.570480693863905
14,0.28,0.68,0.690214832710956,0.570469219914886
14,0.28,0.7,0.690264546024742,0.570457802407894
14,0.28,0.72,0.690314022878459,0.57044643979805
14,0.28,0.74,0.69036326953984,0.570435130634542
14,0.28,0.76,0.690412291896395,0.570423873553893
14,0.28,0.78,0.69046109548265,0.570412667273726
14,0.28,0.8,0.690509685505462,0.570401510586964
14,0.28,0.82,0.690558066867631,0.570390402356436
14,0.28,0.84,0.690606244189996,0.570379341509811
14,0.28,0.86,0.690654221832162,0.570368327034855
14,0.28,0.88,0.690702003911979,0.570357357974976
14,0.28,0.9,0.690749594323874,0.570346433425021
14,0.28,0.92,0.690796996756105,0.570335552527331
14,0.28,0.94,0.690844214707009,0.57032471446802
14,0.28,0.96,0.69089125150028,0.570313918473473
14,0.28,0.98,0.690938110299333,0.570303163807063
14,0.28,1,0.690984794120768,0.570292449766067
15,0.3,0.02,0.688326072366278,0.570520326645954
15,0.3,0.04,0.688395604851672,0.570503035394898
15,0.3,0.06,0.688463355230395,0.570486185672467
15,0.3,0.08,0.688529565046904,0.570469717965792
15,0.3,0.1,0.688594425523947,0.570453585140392
15,0.3,0.12,0.688658090552349,0.570437749246294
15,0.3,0.14,0.688720685823038,0.570422179272555
15,0.3,0.16,0.688782315377063,0.57040684953659
15,0.3,0.18,0.68884306638867,0.570391738507902
15,0.3,0.2,0.688903012714856,0.570376827935097
15,0.3,0.22,0.688962217568254,0.57036210218844
15,0.3,0.24,0.689020735556695,0.570347547758135
15,0.3,0.26,0.689078614258468,0.570333152866772
15,0.3,0.28,0.689135895452532,0.570318907166624
15,0.3,0.3,0.689192616089108,0.570304801500783
15,0.3,0.32,0.689248809062679,0.570290827712898
15,0.3,0.34,0.689304503833033,0.570276978494281
15,0.3,0.36,0.689359726928302,0.570263247260042
15,0.3,0.38,0.689414502355522,0.57024962804797
15,0.3,0.4,0.689468851938157,0.570236115435387
15,0.3,0.42,0.689522795595465,0.570222704470309
15,0.3,0.44,0.689576351575255,0.570209390614075
15,0.3,0.46,0.68962953664904,0.570196169693234
15,0.3,0.48,0.68968236627668,0.570183037858938
15,0.3,0.5,0.689734854746137,0.57016999155247
15,0.3,0.52,0.689787015292824,0.570157027475782
15,0.3,0.54,0.68983886020216,0.57014414256619
15,0.3,0.56,0.689890400898235,0.570131333974469
15,0.3,0.58,0.689941648020961,0.570118599045802
15,0.3,0.6,0.689992611493623,0.57010593530308
15,0.3,0.62,0.690043300582415,0.570093340432194
15,0.3,0.64,0.690093723949265,0.570080812268968
15,0.3,0.66,0.690143889699006,0.570068348787495
15,0.3,0.68,0.690193805421773,0.570055948089647
15,0.3,0.7,0.690243478231364,0.57004360839558
15,0.3,0.72,0.690292914800157,0.570031328035096
15,0.3,0.74,0.690342121391075,0.570019105439729
15,0.3,0.76,0.690391103887019,0.570006939135453
15,0.3,0.78,0.690439867818099,0.569994827735949
15,0.3,0.8,0.690488418386931,0.569982769936327
15,0.3,0.82,0.690536760492242,0.569970764507293
15,0.3,0.84,0.690584898750958,0.569958810289668
15,0.3,0.86,0.690632837518917,0.569946906189266
15,0.3,0.88,0.690680580910343,0.569935051172062
15,0.3,0.9,0.690728132816172,0.56992324425966
15,0.3,0.92,0.690775496921293,0.569911484525019
15,0.3,0.94,0.690822676720794,0.569899771088426
15,0.3,0.96,0.690869675535237,0.569888103113718
15,0.3,0.98,0.690916496525006,0.56987647980472
15,0.3,1,0.690963142703772,0.569864900401916
16,0.32,0.02,0.688306221551659,0.57013541037922
16,0.32,0.04,0.688375696491499,0.570116803302467
16,0.32,0.06,0.688443390899914,0.570098671447504
16,0.32,0.08,0.688509546045437,0.570080950773534
16,0.32,0.1,0.688574352948848,0.570063590555674
16,0.32,0.12,0.688637965349745,0.570046549950252
16,0.32,0.14,0.688700508823426,0.570029795579726
16,0.32,0.16,0.688762087320796,0.57001329980014
16,0.32,0.18,0.688822787944526,0.569997039435739
16,0.32,0.2,0.688882684493824,0.569980994839745
16,0.32,0.22,0.6889418401339,0.56996514918699
16,0.32,0.24,0.689000309433097,0.569949487934042
16,0.32,0.26,0.689058139936362,0.569933998402163
16,0.32,0.28,0.689115373394135,0.569918669451548
16,0.32,0.3,0.689172046731955,0.569903491224259
16,0.32,0.32,0.689228192822704,0.569888454939442
16,0.32,0.34,0.68928384110708,0.569873552728775
16,0.32,0.36,0.689339018096186,0.569858777503138
16,0.32,0.38,0.68939374778174,0.569844122843768
16,0.32,0.4,0.689448051973323,0.569829582912763
16,0.32,0.42,0.689501950577528,0.569815152378972
16,0.32,0.44,0.689555461830531,0.569800826356243
16,0.32,0.46,0.689608602493112,0.56978660035162
16,0.32,0.48,0.689661388015173,0.569772470221636
16,0.32,0.5,0.689713832675395,0.569758432135195
16,0.32,0.52,0.689765949700514,0.569744482541862
16,0.32,0.54,0.689817751367802,0.569730618144606
16,0.32,0.56,0.689869249093681,0.569716835876231
16,0.32,0.58,0.689920453510819,0.569703132878853
16,0.32,0.6,0.68997137453565,0.569689506485933
16,0.32,0.62,0.690022021427869,0.569675954206427
16,0.32,0.64,0.690072402843228,0.569662473710727
16,0.32,0.66,0.69012252688068,0.569649062818097
16,0.32,0.68,0.690172401124756,0.56963571948538
16,0.32,0.7,0.690222032683904,0.569622441796777
16,0.32,0.72,0.690271428225386,0.569609227954542
16,0.32,0.74,0.690320594007232,0.569596076270463
16,0.32,0.76,0.690369535907656,0.569582985158011
16,0.32,0.78,0.69041825945227,0.569569953125082
16,0.32,0.8,0.690466769839377,0.569556978767253
16,0.32,0.82,0.690515071963561,0.569544060761483
16,0.32,0.84,0.690563170437764,0.569531197860226
16,0.32,0.86,0.690611069613993,0.569518388885904
16,0.32,0.88,0.690658773602783,0.569505632725714
16,0.32,0.9,0.690706286291516,0.569492928326737
16,0.32,0.92,0.690753611361656,0.569480274691344
16,0.32,0.94,0.690800752304986,0.56946767087286
16,0.32,0.96,0.690847712438876,0.569455115971486
16,0.32,0.98,0.69089449492063,0.569442609130477
16,0.32,1,0.690941102760939,0.569430149532546
17,0.34,0.02,0.688286013325205,0.569744003174285
17,0.34,0.04,0.688355429664571,0.569724057421954
17,0.34,0.06,0.68842306707596,0.569704621183346
17,0.34,0.08,0.688489166547079,0.569685625811233
17,0.34,0.1,0.688553918893126,0.569667016927457
17,0.34,0.12,0.688617477699755,0.569648750743551
17,0.34,0.14,0.688679968424549,0.569630791473289
17,0.34,0.16,0.688741494926636,0.569613109476262
17,0.34,0.18,0.688802144235825,0.569595679901881
17,0.34,0.2,0.688861990092476,0.569578481682806
17,0.34,0.22,0.688921095613522,0.569561496776787
17,0.34,0.24,0.688979515327102,0.569544709587991
17,0.34,0.26,0.689037296744215,0.569528106519953
17,0.34,0.28,0.689094481586269,0.569511675626354
17,0.34,0.3,0.689151106753671,0.569495406335433
17,0.34,0.32,0.689207205097317,0.569479289230433
17,0.34,0.34,0.689262806038471,0.56946331587317
17,0.34,0.36,0.689317936070897,0.569447478661076
17,0.34,0.38,0.689372619170724,0.569431770710496
17,0.34,0.4,0.689426877133401,0.569416185760712
17,0.34,0.42,0.689480729852627,0.569400718094485
17,0.34,0.44,0.689534195552742,0.569385362471824
17,0.34,0.46,0.6895872909836,0.569370114074444
17,0.34,0.48,0.689640031584966,0.569354968458888
17,0.34,0.5,0.689692431626079,0.569339921516722
17,0.34,0.52,0.689744504324841,0.569324969440531
17,0.34,0.54,0.689796261950234,0.569310108694686
17,0.34,0.56,0.689847715910873,0.569295335990063
17,0.34,0.58,0.689898876832062,0.569280648262038
17,0.34,0.6,0.689949754623255,0.56926604265121
17,0.34,0.62,0.690000358537537,0.569251516486411
17,0.34,0.64,0.690050697224374,0.569237067269617
17,0.34,0.66,0.690100778776736,0.569222692662481
17,0.34,0.68,0.690150610773451,0.569208390474214
17,0.34,0.7,0.690200200317522,0.569194158650626
17,0.34,0.72,0.690249554071007,0.569179995264145
17,0.34,0.74,0.690298678286956,0.569165898504674
17,0.34,0.76,0.69034757883881,0.56915186667118
17,0.34,0.78,0.69039626124761,0.569137898163902
17,0.34,0.8,0.690444730707268,0.569123991477115
17,0.34,0.82,0.690492992108153,0.569110145192381
17,0.34,0.84,0.690541050059151,0.569096357972227
17,0.34,0.86,0.690588908908372,0.569082628554219
17,0.34,0.88,0.690636572762598,0.569068955745392
17,0.34,0.9,0.690684045505593,0.569055338417007
17,0.34,0.92,0.690731330815337,0.569041775499615
17,0.34,0.94,0.69077843218025,0.56902826597841
17,0.34,0.96,0.690825352914456,0.569014808888859
17,0.34,0.98,0.690872096172123,0.569001403312594
17,0.34,1,0.69091866496091,0.568988048373558
18,0.36,0.02,0.688265439012484,0.569345970373471
18,0.36,0.04,0.688334795670921,0.569324662604749
18,0.36,0.06,0.688402375033665,0.569303899253742
18,0.36,0.08,0.688468417802584,0.569283606986611
18,0.36,0.1,0.688533114583602,0.569263727707679
18,0.36,0.12,0.688596618805649,0.569244214631468
18,0.36,0.14,0.688659055806463,0.569225029520045
18,0.36,0.16,0.688720529351728,0.569206140700679
18,0.36,0.18,0.688781126397058,0.569187521617707
18,0.36,0.2,0.688840920622901,0.569169149757471
18,0.36,0.22,0.688899975097032,0.569151005838499
18,0.36,0.24,0.68895834430665,0.569133073193362
18,0.36,0.26,0.689016075728192,0.569115337291091
18,0.36,0.28,0.689073211053503,0.569097785364087
18,0.36,0.3,0.689129787157407,0.569080406113678
18,0.36,0.32,0.689185836868411,0.569063189475535
18,0.36,0.34,0.689241389587994,0.56904612643115
18,0.36,0.36,0.689296471792272,0.569029208855081
18,0.36,0.38,0.6893511074415,0.56901242939024
18,0.36,0.4,0.689405318316744,0.568995781345335
18,0.36,0.42,0.689459124298576,0.568979258609947
18,0.36,0.44,0.689512543599289,0.568962855583761
18,0.36,0.46,0.689565592957613,0.568946567117198
18,0.36,0.48,0.689618287802998,0.568930388461318
18,0.36,0.5,0.689670642395071,0.568914315225279
18,0.36,0.52,0.689722669942744,0.568898343339988
18,0.36,0.54,0.689774382706559,0.568882469026865
18,0.36,0.56,0.68982579208719,0.568866688770814
18,0.36,0.58,0.689876908702439,0.568850999296708
18,0.36,0.6,0.689927742454664,0.568835397548786
18,0.36,0.62,0.689978302590217,0.568819880672484
18,0.36,0.64,0.690028597752169,0.568804445998319
18,0.36,0.66,0.690078636027402,0.56878909102748
18,0.36,0.68,0.690128424988938,0.568773813418889
18,0.36,0.7,0.690177971734241,0.568758610977473
18,0.36,0.72,0.690227282920072,0.568743481643502
18,0.36,0.74,0.690276364794411,0.568728423482817
18,0.36,0.76,0.690325223225848,0.56871343467783
18,0.36,0.78,0.690373863730766,0.568698513519204
18,0.36,0.8,0.690422291498611,0.568683658398114
18,0.36,0.82,0.690470511415459,0.56866886779903
18,0.36,0.84,0.690518528086076,0.568654140292963
18,0.36,0.86,0.690566345854601,0.568639474531127
18,0.36,0.88,0.690613968823998,0.568624869238985
18,0.36,0.9,0.690661400874351,0.568610323210644
18,0.36,0.92,0.690708645680094,0.568595835303581
18,0.36,0.94,0.690755706726224,0.568581404433668
18,0.36,0.96,0.690802587323561,0.568567029570511
18,0.36,0.98,0.690849290623084,0.568552709733047
18,0.36,1,0.690895819629367,0.568538443985433
19,0.38,0.02,0.688244489614131,0.568941173532883
19,0.38,0.04,0.688313785484742,0.568918479901876
19,0.38,0.06,0.688381305721437,0.568896366218322
19,0.38,0.08,0.688447290735117,0.568874754379857
19,0.38,0.1,0.688511930918653,0.568853582507646
19,0.38,0.12,0.688575379541414,0.568832800765817
19,0.38,0.14,0.688637761819107,0.568812368420749
19,0.38,0.16,0.688699181422267,0.56879225173071
19,0.38,0.18,0.68875972523096,0.568772422404032
19,0.38,0.2,0.688819466864623,0.568752856454396
19,0.38,0.22,0.688878469340971,0.56873353333846
19,0.38,0.24,0.688936787105518,0.568714435297556
19,0.38,0.26,0.688994467599504,0.568695546849048
19,0.38,0.28,0.689051552484673,0.568676854388948
19,0.38,0.3,0.689108078609797,0.568658345878282
19,0.38,0.32,0.689164078780589,0.568640010593208
19,0.38,0.34,0.689219582378384,0.568621838924189
19,0.38,0.36,0.689274615861328,0.568603822213259
19,0.38,0.38,0.689329203173516,0.568585952621164
19,0.38,0.4,0.689383366081369,0.568568223018088
19,0.38,0.42,0.689437124452099,0.568550626893189
19,0.38,0.44,0.689490496485732,0.568533158279182
19,0.38,0.46,0.689543498909678,0.568515811689094
19,0.38,0.48,0.689596147142883,0.568498582062883
19,0.38,0.5,0.689648455435192,0.568481464722106
19,0.38,0.52,0.689700436986364,0.568464455331191
19,0.38,0.54,0.689752104048355,0.56844754986415
19,0.38,0.56,0.689803468013751,0.56843074457578
19,0.38,0.58,0.68985453949272,0.568414035976605
19,0.38,0.6,0.689905328380398,0.568397420810916
19,0.38,0.62,0.689955843916286,0.568380896037416
19,0.38,0.64,0.690006094736943,0.56836445881204
19,0.38,0.66,0.690056088923055,0.568348106472609
19,0.38,0.68,0.690105834041739,0.568331836525028
19,0.38,0.7,0.690155337184816,0.568315646630797
19,0.38,0.72,0.690204605003658,0.568299534595646
19,0.38,0.74,0.690253643741089,0.568283498359119
19,0.38,0.76,0.690302459260755,0.568267535984985
19,0.38,0.78,0.690351057074304,0.568251645652368
19,0.38,0.8,0.690399442366635,0.568235825647502
19,0.38,0.82,0.690447620019458,0.568220074356037
19,0.38,0.84,0.69049559463334,0.568204390255841
19,0.38,0.86,0.690543370548383,0.568188771910247
19,0.38,0.88,0.690590951863665,0.568173217961704
19,0.38,0.9,0.690638342455526,0.568157727125808
19,0.38,0.92,0.690685545994788,0.568142298185673
19,0.38,0.94,0.690732565962967,0.568126929986641
19,0.38,0.96,0.690779405667522,0.568111621431297
19,0.38,0.98,0.690826068256184,0.568096371474796
19,0.38,1,0.690872556730388,0.568081179120465
20,0.4,0.02,0.688223155787707,0.568529470281404
20,0.4,0.04,0.68829238973621,0.568505366422457
20,0.4,0.06,0.688359849742737,0.568481878680541
20,0.4,0.08,0.688425775921982,0.568458924101081
20,0.4,0.1,0.688490358449903,0.568436436954992
20,0.4,0.12,0.688553750433393,0.568414364301437
20,0.4,0.14,0.688616076963904,0.568392662866134
20,0.4,0.16,0.688677441615073,0.568371296800831
20,0.4,0.18,0.68873793119003,0.568350236046223
20,0.4,0.2,0.688797619246079,0.568329455116373
20,0.4,0.22,0.688856568749954,0.568308932182897
20,0.4,0.24,0.688914834104719,0.568288648375794
20,0.4,0.26,0.688972462715768,0.568268587243194
20,0.4,0.28,0.689029496214194,0.568248734329255
20,0.4,0.3,0.689085971422239,0.568229076840997
20,0.4,0.32,0.689141921122405,0.568209603382845
20,0.4,0.34,0.689197374675514,0.568190303743276
20,0.4,0.36,0.689252358521416,0.568171168721926
20,0.4,0.38,0.689306896587753,0.568152189988429
20,0.4,0.4,0.689361010626035,0.568133359966321
20,0.4,0.42,0.689414720489869,0.568114671736911
20,0.4,0.44,0.689468044366797,0.56809611895915
20,0.4,0.46,0.6895209989727,0.568077695802428
20,0.4,0.48,0.689573599715835,0.568059396889847
20,0.4,0.5,0.689625860836086,0.568041217250051
20,0.4,0.52,0.689677795523898,0.568023152276076
20,0.4,0.54,0.689729416022481,0.568005197689966
20,0.4,0.56,0.689780733716193,0.56798734951218
20,0.4,0.58,0.68983175920743,0.567969604034952
20,0.4,0.6,0.689882502383977,0.567951957798963
20,0.4,0.62,0.689932972478359,0.567934407572763
20,0.4,0.64,0.68998317812051,0.567916950334518
20,0.4,0.66,0.690033127384808,0.5678995832557
20,0.4,0.68,0.690082827832358,0.567882303686412
20,0.4,0.7,0.690132286549241,0.567865109142127
20,0.4,0.72,0.690181510181342,0.567847997291596
20,0.4,0.74,0.690230504966236,0.567830965945783
20,0.4,0.76,0.69027927676254,0.567814013047676
20,0.4,0.78,0.69032783107708,0.567797136662856
20,0.4,0.8,0.690376173090128,0.567780334970731
20,0.4,0.82,0.69042430767895,0.567763606256366
20,0.4,0.84,0.690472239439841,0.567746948902823
20,0.4,0.86,0.690519972708794,0.567730361383991
20,0.4,0.88,0.690567511580932,0.567713842257834
20,0.4,0.9,0.690614859928781,0.567697390160045
20,0.4,0.92,0.690662021419492,0.567681003798066
20,0.4,0.94,0.690708999531036,0.567664681945463
20,0.4,0.96,0.690755797567451,0.56764842343663
20,0.4,0.98,0.690802418673163,0.567632227161816
20,0.4,1,0.690848865846414,0.567616092062459
21,0.42,0.02,0.688201427828167,0.568110714172866
21,0.42,0.04,0.688270598691898,0.56808517518534
21,0.42,0.06,0.688337997336451,0.568060289138781
21,0.42,0.08,0.688403863574952,0.568035968140887
21,0.42,0.1,0.688468387362494,0.568012142543746
21,0.42,0.12,0.688531721640523,0.567988756245758
21,0.42,0.14,0.688593991373948,0.567965763385981
21,0.42,0.16,0.688655300037723,0.567943125971274
21,0.42,0.18,0.688715734356624,0.567920812142321
21,0.42,0.2,0.68877536782467,0.567898794885992
21,0.42,0.22,0.688834263356676,0.567877051065144
21,0.42,0.24,0.688892475312467,0.567855560677875
21,0.42,0.26,0.688950051060933,0.567834306285104
21,0.42,0.28,0.689007032201946,0.567813272563307
21,0.42,0.3,0.689063455530732,0.567792445951469
21,0.42,0.32,0.689119353806158,0.567771814369774
21,0.42,0.34,0.689174756368152,0.567751366993495
21,0.42,0.36,0.689229689637938,0.567731094069759
21,0.42,0.38,0.689284177526401,0.567710986767939
21,0.42,0.4,0.689338241769868,0.567691037056599
21,0.42,0.42,0.689391902208099,0.567671237601601
21,0.42,0.44,0.689445177015917,0.567651581681177
21,0.42,0.46,0.689498082897471,0.567632063114687
21,0.42,0.48,0.689550635250132,0.56761267620249
21,0.42,0.5,0.689602848303645,0.567593415674883
21,0.42,0.52,0.68965473523897,0.567574276648473
21,0.42,0.54,0.689706308290419,0.567555254588676
21,0.42,0.56,0.689757578833969,0.567536345277279
21,0.42,0.58,0.689808557464106,0.5675175447842
21,0.42,0.6,0.689859254061129,0.567498849442755
21,0.42,0.62,0.689909677850465,0.567480255827847
21,0.42,0.64,0.689959837455304,0.567461760736608
21,0.42,0.66,0.690009740943603,0.567443361171111
21,0.42,0.68,0.690059395870344,0.567425054322816
21,0.42,0.7,0.690108809315768,0.567406837558499
21,0.42,0.72,0.690157987920175,0.567388708407441
21,0.42,0.74,0.690206937915796,0.567370664549694
21,0.42,0.76,0.690255665156129,0.567352703805276
21,0.42,0.78,0.690304175143093,0.567334824124173
21,0.42,0.8,0.69035247305225,0.567317023577048
21,0.42,0.82,0.690400563756342,0.567299300346567
21,0.42,0.84,0.690448451847317,0.567281652719293
21,0.42,0.86,0.690496141656984,0.56726407907807
21,0.42,0.88,0.69054363727644,0.567246577894873
21,0.42,0.9,0.690590942574333,0.567229147724071
21,0.42,0.92,0.690638061214075,0.567211787196095
21,0.42,0.94,0.690684996670029,0.567194495011465
21,0.42,0.96,0.69073175224275,0.567177269935182
21,0.42,0.98,0.690778331073303,0.56716011079145
21,0.42,1,0.690824736156677,0.567143016458729
22,0.44,0.02,0.688179295646783,0.567684754530986
22,0.44,0.04,0.688248402233647,0.56765775496345
22,0.44,0.06,0.688315738355707,0.567631445830135
22,0.44,0.08,0.688381543519035,0.567605734213618
22,0.44,0.1,0.688446007453815,0.567580546477044
22,0.44,0.12,0.688509282933005,0.567555823300993
22,0.44,0.14,0.68857149479263,0.567531516190812
22,0.44,0.16,0.688632746407138,0.567507584969207
22,0.44,0.18,0.688693124421491,0.567483995943733
22,0.44,0.2,0.688752702265253,0.567460720545842
22,0.44,0.22,0.688811542800351,0.567437734305359
22,0.44,0.24,0.68886970034257,0.567415016067427
22,0.44,0.26,0.688927222223617,0.56739254738735
22,0.44,0.28,0.688984150011568,0.567370312057717
22,0.44,0.3,0.689040520474132,0.567348295735116
22,0.44,0.32,0.689096366346099,0.567326485642683
22,0.44,0.34,0.689151716946126,0.567304870331002
22,0.44,0.36,0.689206598676463,0.567283439484344
22,0.44,0.38,0.68926103543093,0.567262183762445
22,0.44,0.4,0.689315048930398,0.567241094670375
22,0.44,0.42,0.689368659000519,0.567220164450776
22,0.44,0.44,0.689421883803174,0.567199385994037
22,0.44,0.46,0.689474740030559,0.567178752762943
